Demand,SolarGen
23.49823,0.384
29.73864,0.278
25.52643,0.188
36.42917,0.098
45.62744,0.006
72.52747,0
77.79709,0
66.42528,0
33.42188,0
15.84462,0
8.14508,0
4.91482,0
5.72627,0
5.47922,0
5.8717,0
9.21387,0
17.64402,0.017
17.2895,0.148
17.30767,0.291
18.75924,0.393
21.5459,0.503
24.42899,0.549
25.61145,0.519
27.52326,0.435
25.35727,0.319
26.55032,0.27
24.64435,0.191
36.58404,0.085
43.16523,0.006
64.07788,0
59.85289,0
49.12928,0
23.25375,0
13.18578,0
6.24145,0
5.43413,0
5.26639,0
5.90069,0
5.95975,0
13.37967,0
14.80119,0.003
22.34189,0.045
20.53712,0.154
19.84183,0.293
22.26463,0.372
30.07119,0.373
26.21657,0.364
25.61985,0.335
28.58521,0.287
33.61487,0.213
26.47106,0.14
30.5771,0.057
46.82285,0.003
78.98274,0
75.57678,0
65.34538,0
29.79768,0
14.85522,0
6.4495,0
4.79518,0
4.49969,0
4.34827,0
3.97705,0
9.37023,0
14.19067,0.003
14.71379,0.048
14.44719,0.119
17.51269,0.189
20.58555,0.269
24.54777,0.307
22.71436,0.336
20.24626,0.342
18.94031,0.326
24.77663,0.259
21.40087,0.191
25.89701,0.087
37.6507,0.005
57.04989,0
67.96787,0
49.77445,0
27.66672,0
12.54068,0
5.21891,0
5.64006,0
5.98332,0
5.18734,0
4.86806,0
11.07167,0
13.05847,0.014
21.35827,0.127
18.65322,0.276
18.66512,0.394
23.09824,0.448
27.56867,0.483
26.44205,0.512
24.76543,0.521
22.29257,0.509
23.97333,0.438
27.83679,0.309
35.8169,0.146
41.31146,0.011
61.29793,0
72.63072,0
42.57978,0
24.76677,0
14.896,0
6.64064,0
3.89647,0
4.48192,0
3.78498,0
4.23517,0
9.27673,0
14.84744,0.018
20.73023,0.162
16.02272,0.37
18.15731,0.52
20.16581,0.622
19.90355,0.679
25.13589,0.693
17.13993,0.653
16.1794,0.568
24.93752,0.426
18.07333,0.283
26.41717,0.118
39.90864,0.009
53.43976,0
51.7677,0
44.68579,0
25.25312,0
12.26175,0
5.305,0
5.16489,0
4.85075,0
4.4117,0
4.35478,0
12.36196,0
13.60284,0.004
19.99939,0.062
15.88015,0.168
18.09266,0.287
24.63862,0.358
23.60808,0.417
26.80279,0.429
25.56125,0.402
23.57209,0.354
25.19197,0.274
26.47752,0.185
28.79629,0.086
42.73148,0.006
53.76779,0
69.10551,0
48.40022,0
28.94321,0
17.71265,0
5.49954,0
3.89809,0
4.34779,0
3.94009,0
4.6879,0
10.00312,0
11.83487,0.014
14.19129,0.132
15.72353,0.289
17.32948,0.416
18.39712,0.501
19.67273,0.543
16.69156,0.544
25.60126,0.489
23.14948,0.415
29.06532,0.316
22.43491,0.21
28.56794,0.09
36.2294,0.006
56.02546,0
68.10853,0
42.48643,0
24.72323,0
13.52235,0
5.5735,0
6.10441,0
4.60494,0
5.50924,0
5.43984,0
12.33231,0
13.81729,0.005
21.54104,0.058
15.10523,0.132
19.7003,0.201
23.51769,0.272
22.00575,0.331
22.46861,0.356
24.02998,0.363
23.16033,0.311
24.53469,0.22
23.7219,0.125
28.64547,0.051
48.76238,0.002
47.15457,0
65.87653,0
50.10958,0
22.79028,0
13.71428,0
6.46446,0
4.51528,0
5.21274,0
5.34995,0
5.14043,0
10.42927,0
13.12468,0.011
19.5273,0.099
16.05882,0.238
19.10918,0.39
19.715,0.482
26.82709,0.533
29.25346,0.55
25.73943,0.53
25.86194,0.485
28.35131,0.402
25.22767,0.275
29.74641,0.123
54.73717,0.01
59.99166,0
75.30353,0
54.03749,0
28.863,0
13.9938,0
6.13747,0
5.51018,0
5.90072,0
5.33807,0
4.45194,0
12.15102,0
17.73951,0.014
23.66183,0.123
17.38697,0.279
23.86777,0.44
23.17764,0.566
29.72781,0.628
27.46615,0.636
26.37462,0.603
21.87694,0.524
29.60313,0.412
27.6854,0.277
28.0901,0.128
52.08584,0.01
60.81103,0
88.14777,0
62.77951,0
26.76993,0
14.37426,0
7.08946,0
3.68605,0
4.13636,0
4.73478,0
5.04322,0
9.75499,0
12.98501,0.016
18.59629,0.131
17.65541,0.286
16.5354,0.374
21.01295,0.423
26.59346,0.442
21.73936,0.446
23.74591,0.396
19.69727,0.361
23.01429,0.276
29.11581,0.206
32.15024,0.103
43.32499,0.009
63.94084,0
74.0959,0
54.03539,0
30.2176,0
14.44837,0
5.33214,0
3.85013,0
3.68278,0
3.69598,0
5.06697,0
8.69628,0
13.77616,0.018
16.76547,0.158
14.34936,0.32
16.36258,0.429
18.38716,0.516
22.0303,0.562
20.97317,0.562
14.805,0.516
15.99203,0.45
18.33892,0.347
24.12938,0.222
26.4872,0.104
38.22346,0.008
62.05874,0
58.60089,0
49.74605,0
19.30482,0
12.95302,0
5.46871,0
5.30688,0
5.04302,0
4.76906,0
4.87207,0
10.18596,0
15.75057,0.017
22.90563,0.146
14.9662,0.317
16.39388,0.458
23.03577,0.58
21.12087,0.651
22.51028,0.665
23.58394,0.611
22.56735,0.52
27.76693,0.405
28.86066,0.262
31.05633,0.12
47.76038,0.009
64.75784,0
75.2641,0
56.67716,0
23.01662,0
12.86181,0
6.26424,0
5.10029,0
5.05355,0
5.27897,0
5.37729,0
11.99317,0
15.29339,0.008
24.36252,0.086
16.37169,0.22
19.79995,0.352
23.22699,0.444
25.7131,0.521
29.49045,0.551
29.98842,0.525
25.39175,0.455
28.93166,0.361
29.67031,0.233
32.33275,0.1
54.32313,0.008
60.62078,0
71.94077,0
47.85639,0
29.73069,0
14.4632,0
5.44639,0
4.67012,0
4.63025,0
5.55369,0
4.28056,0
11.21324,0
17.44566,0.017
20.80642,0.139
14.30832,0.293
19.89827,0.418
24.57381,0.496
24.12293,0.524
22.69461,0.505
28.2642,0.446
23.45663,0.363
21.90123,0.252
21.39444,0.145
27.85529,0.06
45.58278,0.003
56.97316,0
66.20812,0
54.23667,0
26.35568,0
15.33235,0
6.87326,0
4.85393,0
4.4742,0
4.89111,0
4.5826,0
10.09271,0
11.37993,0.012
21.19902,0.104
16.3254,0.222
20.56386,0.331
21.5528,0.433
23.54152,0.484
26.46085,0.511
24.35968,0.497
24.22843,0.437
27.74781,0.327
27.55611,0.221
26.92049,0.104
50.95573,0.009
67.71192,0
68.26189,0
51.96142,0
25.75936,0
14.04439,0
5.6805,0
3.52677,0
4.54945,0
3.87787,0
3.87831,0
10.60156,0
11.59563,0.019
19.29149,0.156
16.14008,0.337
16.33242,0.503
16.17137,0.616
22.28073,0.674
19.12708,0.681
19.61902,0.628
16.86372,0.518
29.40497,0.362
19.70049,0.217
28.20449,0.095
41.47188,0.008
57.08989,0
73.08264,0
50.8187,0
25.14319,0
14.27982,0
6.0448,0
4.95845,0
3.96567,0
4.84668,0
5.06593,0
10.84647,0
14.84112,0.013
23.02804,0.118
18.52975,0.25
20.71787,0.363
20.11627,0.45
20.75776,0.517
23.0362,0.556
28.15225,0.469
25.69912,0.38
24.42672,0.305
23.02145,0.207
30.65828,0.102
45.526,0.008
78.64212,0
71.86822,0
45.24809,0
29.69495,0
16.51209,0
6.39986,0
5.6463,0
5.23739,0
5.53837,0
4.46117,0
10.13067,0
14.89912,0.015
19.8703,0.13
16.64623,0.304
20.62118,0.44
22.97147,0.513
24.99844,0.565
30.72008,0.579
29.34334,0.566
24.26904,0.507
26.89403,0.393
26.79437,0.24
39.41239,0.104
55.85788,0.009
62.58868,0
75.11372,0
51.62268,0
27.70835,0
16.87115,0
6.20047,0
4.05121,0
4.8513,0
4.34012,0
4.95112,0
10.57581,0
15.3928,0.015
19.33242,0.134
15.10729,0.313
15.73117,0.454
16.5038,0.553
17.94473,0.622
20.96412,0.65
24.83395,0.63
25.22652,0.539
23.74056,0.418
20.65689,0.258
22.40205,0.095
37.57849,0.006
66.71947,0
67.86029,0
46.08762,0
23.1689,0
16.44839,0
5.51973,0
4.35038,0
4.86126,0
4.37896,0
5.15913,0
12.76455,0
15.57875,0.014
16.05841,0.132
19.99027,0.303
18.31555,0.444
19.0424,0.527
22.43136,0.572
26.61189,0.573
26.4165,0.514
25.39416,0.403
27.87017,0.274
28.7442,0.16
30.54955,0.071
42.87492,0.006
61.70014,0
67.24687,0
55.78482,0
26.27747,0
14.341,0
6.47665,0
4.88387,0
4.71538,0
4.37232,0
4.42483,0
9.75091,0
15.16157,0.013
23.49379,0.116
17.35007,0.257
20.72305,0.385
21.23552,0.499
23.22007,0.569
23.82412,0.592
28.74273,0.571
29.1721,0.489
33.55218,0.326
26.69083,0.212
32.47876,0.097
39.38395,0.008
66.99024,0
72.40828,0
62.62383,0
24.94141,0
16.27922,0
5.17457,0
5.2603,0
4.13481,0
3.9721,0
5.3126,0
10.27488,0
14.00049,0.007
19.85231,0.08
18.4595,0.207
18.14746,0.296
22.80305,0.358
25.36307,0.428
21.99386,0.465
25.71398,0.466
23.71792,0.419
25.71779,0.346
26.608,0.239
30.48449,0.114
45.06883,0.01
63.88433,0
73.36448,0
48.36034,0
31.42869,0
12.30282,0
6.5415,0
4.49058,0
4.02024,0
3.13488,0
5.14989,0
10.34053,0
11.51726,0.016
15.75398,0.133
15.92039,0.301
14.62637,0.427
18.70862,0.525
21.18698,0.564
23.26285,0.532
20.25981,0.476
23.20064,0.384
24.38175,0.289
18.8966,0.184
33.89041,0.084
37.4091,0.008
55.92052,0
68.56773,0
42.62624,0
22.25945,0
12.72025,0
6.03973,0
3.92079,0
4.44223,0
4.29185,0
4.89531,0
9.56784,0
11.45695,0.014
19.39327,0.129
15.79849,0.297
15.69804,0.426
23.16562,0.519
24.10212,0.556
22.10532,0.553
20.15871,0.497
20.14869,0.412
24.30915,0.288
29.64448,0.167
35.5419,0.061
51.15132,0.004
60.73476,0
70.07258,0
45.44291,0
28.19741,0
14.881,0
5.02399,0
2.84431,0
3.27768,0
2.95172,0
3.01234,0
4.84189,0
7.97365,0.007
15.16966,0.075
10.46642,0.183
13.19385,0.3
14.79818,0.402
11.12839,0.503
19.96312,0.538
18.55779,0.527
17.51764,0.472
20.22113,0.351
17.50323,0.209
18.49965,0.087
33.96698,0.006
52.69963,0
38.85715,0
36.40546,0
19.70689,0
10.41929,0
3.22528,0
4.37157,0
5.06129,0
5.13295,0
4.51643,0
11.13379,0
12.07939,0.013
22.12233,0.107
15.99232,0.228
17.28656,0.288
25.95923,0.349
30.71007,0.391
25.77785,0.433
29.16758,0.427
26.05611,0.391
25.6953,0.321
27.69981,0.215
36.37782,0.096
50.40184,0.008
55.06726,0
86.9427,0
42.72778,0
27.06698,0
15.18723,0
5.50189,0
4.38555,0
4.47635,0
4.74751,0
3.39969,0
10.39783,0
11.48863,0.013
16.44307,0.119
13.72871,0.279
17.27316,0.43
18.07642,0.537
23.57523,0.591
22.74843,0.604
24.05201,0.574
19.22653,0.486
18.49124,0.365
20.88562,0.233
21.11206,0.104
47.13606,0.008
58.89266,0
66.37864,0
39.99658,0
22.09512,0
11.60169,0
4.48749,0
5.56914,0
5.06607,0
4.21995,0
4.94847,0
11.88772,0
16.51325,0.011
16.78687,0.108
18.96657,0.278
17.26994,0.469
22.90718,0.611
28.9879,0.677
21.37289,0.696
20.85849,0.659
24.58447,0.57
25.92442,0.452
29.17368,0.299
30.58408,0.139
54.12636,0.011
69.87235,0
68.01453,0
54.04378,0
25.02973,0
15.21734,0
6.77177,0
4.73638,0
4.46283,0
3.84927,0
3.15982,0
11.02898,0
10.93866,0.011
13.85736,0.118
16.23652,0.305
15.56808,0.457
20.94047,0.566
19.25916,0.62
20.55711,0.632
24.36654,0.579
17.64831,0.487
19.86936,0.342
25.22709,0.181
28.69232,0.076
40.90047,0.005
51.09437,0
74.89129,0
50.23852,0
19.57036,0
12.2269,0
5.81171,0
4.60746,0
4.3922,0
5.28693,0
5.75389,0
14.73212,0
15.62343,0.017
24.06517,0.143
18.82819,0.337
21.55476,0.472
26.68558,0.575
25.67125,0.636
28.93773,0.626
21.2993,0.562
24.02952,0.423
29.72148,0.259
28.00706,0.154
32.32952,0.066
53.11117,0.004
66.7766,0
68.35901,0
57.47232,0
35.07926,0
15.4764,0
6.17064,0
3.20673,0
4.02223,0
5.0021,0
3.23862,0
9.4974,0
13.19606,0.015
15.90354,0.145
13.11498,0.303
15.79634,0.418
18.74902,0.51
20.72288,0.559
18.4742,0.568
19.27709,0.537
16.34695,0.463
21.93617,0.333
23.47187,0.206
28.5995,0.091
31.96299,0.006
55.84573,0
59.26081,0
41.29845,0
28.33893,0
13.36393,0
4.58422,0
4.65,0
5.45385,0
5.61286,0
4.70408,0
9.5988,0
15.82037,0.016
20.55866,0.133
21.53484,0.288
22.45986,0.409
24.41366,0.471
29.58816,0.484
27.13571,0.454
25.04572,0.378
26.10834,0.335
28.8573,0.237
27.44123,0.147
30.109,0.066
45.17373,0.004
74.30618,0
72.307,0
54.21699,0
30.02543,0
18.83879,0
6.21605,0
3.74752,0
5.58915,0
5.13014,0
4.97583,0
10.87493,0
12.73319,0.002
22.11,0.041
16.29745,0.104
17.15938,0.174
19.84846,0.248
30.88209,0.343
26.0231,0.434
27.69905,0.388
26.95721,0.279
31.9802,0.209
23.68598,0.125
27.89863,0.05
48.90241,0.003
59.83964,0
69.90253,0
57.96159,0
28.00375,0
16.56638,0
7.4354,0
5.46109,0
5.4719,0
5.95355,0
6.24677,0
12.24669,0
16.35841,0.015
23.75295,0.137
18.45681,0.319
21.41844,0.446
26.10462,0.532
33.54537,0.571
31.60339,0.568
29.0881,0.53
28.55,0.462
29.85011,0.372
35.69792,0.25
35.46591,0.114
53.06982,0.009
86.09485,0
87.55591,0
60.32226,0
34.77411,0
18.16852,0
7.29936,0
5.50813,0
4.39634,0
4.90763,0
4.23872,0
9.80202,0
13.6091,0.011
25.17351,0.117
15.85905,0.278
14.81662,0.407
20.09904,0.505
24.84057,0.558
22.39712,0.572
25.30889,0.54
23.81326,0.454
29.87185,0.324
20.54991,0.219
33.783,0.096
47.93684,0.007
58.97794,0
68.56605,0
50.63171,0
25.33056,0
14.11453,0
6.17622,0
5.06385,0
4.26141,0
4.04619,0
4.04078,0
8.8577,0
11.77301,0.01
18.53206,0.104
14.75492,0.266
17.58066,0.383
19.32676,0.462
20.66348,0.491
20.13187,0.501
21.72508,0.47
22.4947,0.42
25.74812,0.305
22.33243,0.19
34.80029,0.077
43.71649,0.005
44.60176,0
63.0965,0
46.42083,0
21.67599,0
11.97604,0
4.93216,0
4.44479,0
4.29321,0
4.54031,0
4.95339,0
8.5516,0
14.96617,0.005
15.97842,0.072
14.26621,0.177
17.44235,0.267
18.12593,0.37
18.65906,0.447
22.30705,0.485
19.23919,0.495
21.84008,0.433
26.41991,0.339
23.9261,0.226
28.67633,0.103
39.24478,0.007
56.44439,0
70.31563,0
44.81506,0
24.07907,0
14.55507,0
5.80928,0
3.02676,0
4.30581,0
3.29734,0
3.64353,0
7.44589,0
11.36175,0.005
14.85102,0.069
11.88677,0.183
11.89748,0.286
16.838,0.373
22.92918,0.424
19.82902,0.42
20.74734,0.367
17.03879,0.311
18.06956,0.237
19.27396,0.148
25.44035,0.061
45.40447,0.005
45.57545,0
58.73502,0
40.65867,0
23.04986,0
13.28514,0
5.90868,0
6.04932,0
5.86934,0
5.44799,0
4.9527,0
13.3465,0
15.47708,0.008
23.03153,0.065
18.99189,0.159
22.80523,0.262
28.81499,0.38
29.02554,0.41
33.18846,0.433
27.28873,0.395
28.53408,0.358
33.201,0.293
31.78062,0.194
38.89657,0.088
62.87773,0.007
76.25002,0
82.97906,0
66.00176,0
33.5033,0
15.25458,0
8.03468,0
5.98538,0
5.44546,0
6.09815,0
5.56109,0
11.6486,0
15.24701,0.01
22.17304,0.092
16.94995,0.204
23.8411,0.322
25.39557,0.396
30.15741,0.45
28.62217,0.453
22.93045,0.432
27.8329,0.377
27.49513,0.301
31.39013,0.194
38.83663,0.09
48.21299,0.007
88.65976,0
67.55524,0
65.11055,0
28.91191,0
17.14708,0
7.72907,0
4.92417,0
5.85135,0
4.53945,0
4.58682,0
12.00671,0
16.02232,0.015
16.95048,0.125
16.36611,0.295
20.51549,0.417
22.81381,0.522
23.46393,0.571
24.35494,0.592
27.76539,0.555
25.10437,0.482
30.21249,0.388
26.59509,0.27
30.49942,0.127
52.89372,0.01
56.04325,0
62.29342,0
61.27847,0
24.57883,0
17.58385,0
7.04911,0
4.21924,0
4.5738,0
4.40264,0
4.15668,0
10.14036,0
14.84363,0.009
18.62158,0.073
14.52887,0.158
20.5143,0.255
21.38239,0.334
27.53393,0.391
24.16904,0.431
22.60894,0.414
27.15683,0.37
25.93579,0.286
29.09324,0.173
36.77964,0.064
41.46924,0.003
59.78655,0
80.41492,0
43.7459,0
26.73305,0
15.91822,0
6.689,0
5.34429,0
5.23161,0
5.32181,0
5.17079,0
11.23561,0
14.66764,0.008
25.52503,0.082
13.33364,0.186
18.3634,0.268
26.22389,0.318
28.64353,0.33
27.1374,0.333
27.98941,0.324
25.84793,0.263
29.36238,0.174
27.40105,0.102
40.50701,0.039
53.84294,0.001
70.18197,0
81.91187,0
63.77478,0
28.8303,0
15.39307,0
7.86308,0
5.64125,0
6.14838,0
5.09923,0
5.41907,0
10.52887,0
16.12683,0.016
21.64086,0.154
19.76837,0.351
17.74573,0.503
26.56886,0.607
27.40451,0.653
28.46814,0.649
27.69414,0.61
24.66239,0.531
23.39719,0.408
29.86526,0.227
37.27584,0.103
53.88973,0.008
68.80763,0
72.52411,0
66.49182,0
23.03748,0
15.44231,0
6.40106,0
5.05681,0
6.1538,0
5.92358,0
5.65577,0
12.36753,0
17.63393,0.018
22.77909,0.156
21.11886,0.331
24.55781,0.483
27.07388,0.591
28.81085,0.634
29.20567,0.637
30.26501,0.599
29.89267,0.519
31.67157,0.399
32.32254,0.238
36.76631,0.092
66.23913,0.006
78.09673,0
66.48525,0
73.59952,0
30.62658,0
17.42331,0
7.20496,0
5.64831,0
5.75229,0
4.91053,0
5.41404,0
11.93967,0
15.70431,0.007
17.61138,0.078
20.57068,0.162
20.36951,0.25
26.84642,0.319
26.70645,0.378
28.26645,0.383
32.77429,0.345
25.91955,0.313
28.49448,0.248
26.04576,0.167
34.38004,0.076
50.42437,0.005
68.26165,0
80.10046,0
60.04194,0
27.0439,0
15.31817,0
6.82715,0
3.02742,0
5.30621,0
4.39551,0
4.97614,0
11.45453,0
14.8825,0.014
20.63772,0.135
17.50474,0.317
15.60098,0.434
18.78444,0.54
26.25022,0.609
23.27664,0.616
23.96123,0.577
23.97216,0.479
26.43535,0.332
25.13585,0.155
33.5571,0.057
48.68855,0.004
71.34088,0
69.64637,0
50.81924,0
26.65004,0
12.3876,0
7.14443,0
6.1816,0
5.87832,0
4.92883,0
4.56386,0
11.07896,0
18.22343,0.019
22.3117,0.174
20.02228,0.381
22.49893,0.533
27.01243,0.639
26.97528,0.697
28.1446,0.711
28.85233,0.676
31.4439,0.597
29.24296,0.449
28.74634,0.28
37.29608,0.122
50.37907,0.008
74.58014,0
85.20982,0
59.89483,0
32.6865,0
14.02861,0
6.43403,0
3.75574,0
3.65162,0
5.19209,0
4.39924,0
10.13984,0
13.9012,0.005
15.7987,0.067
15.9778,0.203
16.31004,0.32
16.5537,0.409
23.03649,0.473
22.33686,0.481
24.28338,0.447
22.54748,0.374
27.86088,0.244
23.19915,0.146
28.40074,0.067
42.27928,0.005
59.36692,0
64.8735,0
43.82256,0
24.62536,0
15.32597,0
5.71948,0
3.92861,0
4.15495,0
5.62649,0
5.62513,0
10.65703,0
13.96924,0.01
20.3524,0.086
16.19246,0.207
18.19864,0.304
21.77515,0.338
26.60843,0.376
25.0665,0.341
27.6422,0.3
22.32186,0.242
25.9875,0.15
24.9509,0.082
31.02977,0.027
44.49508,0
67.15479,0
70.04458,0
64.16132,0
25.63247,0
14.48774,0
7.1715,0
3.6843,0
4.33616,0
4.32403,0
4.72452,0
9.19798,0
11.78174,0.005
15.48607,0.062
14.39347,0.154
16.87579,0.233
20.1837,0.325
25.42439,0.431
23.16244,0.47
20.96759,0.467
20.84753,0.428
20.51207,0.35
18.48173,0.233
26.2385,0.107
38.35007,0.008
47.44679,0
64.0978,0
52.61553,0
26.67608,0
12.80723,0
3.79025,0
4.929,0
5.07102,0
6.24177,0
3.80695,0
10.86442,0
13.59841,0.012
17.82948,0.121
16.47209,0.302
19.34415,0.495
22.80605,0.596
23.73108,0.652
26.32183,0.652
25.20904,0.605
23.61236,0.534
28.27161,0.418
27.33834,0.265
28.39414,0.107
47.13091,0.007
61.42957,0
68.79689,0
57.62433,0
30.0648,0
15.4328,0
6.33977,0
5.17535,0
4.67434,0
4.93169,0
4.8256,0
10.89345,0
12.04289,0.012
19.43446,0.125
16.71736,0.295
20.72534,0.444
23.96713,0.576
23.57127,0.606
26.51541,0.602
24.01385,0.498
25.09253,0.347
34.39827,0.201
23.18351,0.094
29.09638,0.029
51.27809,0
67.10979,0
71.97678,0
54.52066,0
29.88275,0
16.91321,0
6.79856,0
4.03975,0
5.43338,0
4.70322,0
4.22057,0
12.18197,0
17.51714,0.008
22.19103,0.096
19.11227,0.245
25.71906,0.411
22.91762,0.553
24.26754,0.622
27.04778,0.636
32.96035,0.605
19.86884,0.53
30.07992,0.399
30.42067,0.22
37.67813,0.097
49.46472,0.007
76.16742,0
81.74942,0
53.80498,0
25.93187,0
14.83828,0
5.24457,0
3.90502,0
4.35708,0
5.10264,0
4.60147,0
10.29293,0
16.65759,0.013
19.8078,0.127
15.13544,0.288
17.48874,0.44
20.4279,0.537
25.48272,0.595
24.02624,0.591
22.3094,0.525
25.08778,0.403
27.85159,0.242
21.11628,0.121
27.06881,0.039
37.11169,0.001
54.5965,0
76.19046,0
51.37665,0
26.53628,0
12.0696,0
6.26122,0
5.31525,0
4.33922,0
4.81608,0
5.43193,0
9.81421,0
14.64371,0.001
19.31556,0.03
16.92048,0.073
22.37926,0.11
25.37665,0.154
19.91591,0.187
24.70912,0.199
25.19234,0.206
24.61208,0.201
32.00591,0.19
25.13285,0.142
34.16465,0.065
43.48483,0.003
62.06642,0
81.8604,0
55.87211,0
27.38247,0
15.87686,0
6.08697,0
5.62485,0
5.20835,0
5.07089,0
4.21825,0
12.0469,0
14.53429,0.012
18.20006,0.125
18.23924,0.32
18.81684,0.498
22.73036,0.611
22.60798,0.67
26.90999,0.689
24.79216,0.66
25.39338,0.57
27.90734,0.425
28.832,0.263
30.99805,0.113
42.02539,0.008
59.52995,0
71.64542,0
58.92078,0
25.80071,0
15.15545,0
6.283,0
4.21306,0
5.64614,0
4.67003,0
4.13573,0
10.90277,0
17.23901,0.003
25.39489,0.05
18.41201,0.127
18.96199,0.214
24.29192,0.275
24.32003,0.315
28.57011,0.333
25.91955,0.319
20.08756,0.292
25.20432,0.233
24.79901,0.152
28.4218,0.068
49.06487,0.004
56.59454,0
57.79182,0
52.1129,0
30.80971,0
16.81233,0
5.19816,0
2.94258,0
3.26455,0
4.11424,0
4.03554,0
7.77476,0
9.69272,0.004
14.51559,0.058
12.00552,0.152
11.43181,0.283
16.46353,0.389
19.63588,0.445
15.53411,0.463
18.3047,0.442
18.93427,0.362
18.65906,0.267
18.35366,0.154
28.643,0.058
21.07347,0.002
41.92544,0
53.14469,0
47.01949,0
25.59874,0
10.94385,0
4.04474,0
4.22326,0
4.1918,0
3.7757,0
4.73228,0
10.22751,0
15.3614,0.004
16.45673,0.058
15.09007,0.158
15.91995,0.283
19.60884,0.375
22.80582,0.442
17.98439,0.529
22.99678,0.545
21.94248,0.489
24.81519,0.398
20.72223,0.279
25.37741,0.126
33.58214,0.009
53.72316,0
69.46336,0
42.10899,0
23.78264,0
13.3901,0
4.81767,0
5.28319,0
4.60077,0
4.92133,0
4.97732,0
12.5343,0
16.12173,0.012
19.4824,0.126
18.6307,0.31
19.59011,0.495
24.34651,0.598
26.46721,0.647
27.75328,0.659
27.60669,0.597
28.42539,0.513
30.70108,0.347
27.53441,0.226
35.64811,0.097
46.35607,0.006
82.71753,0
92.06566,0
53.45801,0
30.30569,0
16.96126,0
6.07156,0
4.40041,0
4.39588,0
3.90183,0
4.44026,0
9.72264,0
13.96247,0.007
17.6274,0.09
17.57663,0.225
17.97088,0.376
21.57361,0.524
23.06238,0.592
18.19109,0.591
28.50269,0.489
25.67246,0.353
29.26314,0.229
28.78676,0.15
31.56022,0.062
41.62642,0.003
59.38971,0
75.82677,0
49.12001,0
30.6864,0
14.49897,0
6.53044,0
4.45843,0
4.72705,0
3.72316,0
3.88803,0
8.11654,0
12.66143,0.005
16.00236,0.065
14.04698,0.156
15.14317,0.236
19.85004,0.28
22.84725,0.313
24.34713,0.331
21.3745,0.321
18.18159,0.278
22.34924,0.226
21.38996,0.157
26.59091,0.078
34.89435,0.005
57.39165,0
60.28098,0
40.0385,0
22.80302,0
11.61057,0
5.93145,0
4.92469,0
4.86165,0
4.08136,0
4.58132,0
10.3291,0
17.6518,0.008
22.02657,0.082
17.46704,0.181
19.57762,0.282
22.4445,0.386
23.21462,0.484
24.15034,0.492
25.02192,0.472
23.00087,0.4
30.14424,0.291
22.9586,0.176
29.55628,0.069
46.43635,0.003
64.2746,0
73.51158,0
61.8309,0
28.47126,0
12.5458,0
5.93018,0
4.66504,0
4.0923,0
4.40011,0
4.75179,0
11.11384,0
16.57448,0.01
21.51919,0.115
15.65689,0.317
20.38627,0.469
21.27486,0.555
24.84108,0.593
21.31707,0.589
25.76899,0.537
25.5914,0.442
30.52755,0.291
24.66817,0.15
31.52644,0.052
45.24488,0.001
55.41627,0
69.99533,0
59.40424,0
22.87566,0
13.49393,0
5.93447,0
4.72886,0
5.65132,0
5.05263,0
6.04565,0
11.8064,0
17.94996,0.001
20.19744,0.032
17.09608,0.082
19.58047,0.134
25.23254,0.167
27.83742,0.212
26.65222,0.255
24.93812,0.255
27.86939,0.228
28.33155,0.177
26.38385,0.107
36.13221,0.037
48.33648,0.001
69.52424,0
79.98346,0
51.08823,0
30.22849,0
17.46096,0
6.55019,0
3.59367,0
3.48952,0
3.99097,0
4.10098,0
9.02535,0
12.14239,0.007
15.98331,0.09
14.47626,0.239
12.48463,0.421
20.56239,0.513
16.8377,0.542
24.01195,0.543
20.6762,0.488
18.03812,0.415
22.44898,0.327
24.39378,0.216
26.21043,0.092
38.55881,0.005
55.98414,0
72.483,0
46.19039,0
23.77039,0
12.69429,0
5.6408,0
3.78095,0
4.72092,0
4.1392,0
4.26706,0
11.13893,0
14.4091,0.011
19.02196,0.104
15.68345,0.234
18.25105,0.366
22.23095,0.451
20.55904,0.502
29.06152,0.53
27.0195,0.549
21.49512,0.518
22.00442,0.407
20.39816,0.27
27.14475,0.117
40.56534,0.007
57.17727,0
62.02561,0
54.51889,0
23.44783,0
13.49152,0
5.31985,0
5.00496,0
4.74074,0
4.77404,0
4.5357,0
11.89882,0
14.07601,0.004
18.60954,0.068
18.05925,0.201
20.17942,0.392
27.48104,0.549
24.66847,0.635
27.87199,0.632
26.57285,0.563
21.34198,0.488
26.96206,0.373
25.48204,0.239
32.47634,0.103
48.05631,0.006
59.99076,0
70.90339,0
49.72967,0
23.71584,0
15.96247,0
7.45147,0
4.76493,0
5.37125,0
6.14986,0
5.40494,0
10.54479,0
15.68848,0.006
19.39784,0.079
18.45967,0.214
18.16676,0.328
25.67567,0.41
29.11994,0.459
22.57672,0.474
26.7726,0.451
23.92855,0.383
25.51906,0.314
25.10347,0.193
28.0644,0.088
46.1762,0.004
70.1932,0
79.20137,0
56.2625,0
29.87983,0
17.80292,0
6.93417,0
5.34646,0
4.22111,0
5.28156,0
4.84487,0
8.17552,0
16.27127,0.004
18.38058,0.056
12.73628,0.142
21.0941,0.22
24.18426,0.302
25.07606,0.346
25.71847,0.403
21.6188,0.424
21.74819,0.384
28.57872,0.326
25.53283,0.225
33.98093,0.101
43.9431,0.006
