Demand,SolarGen
19.56926,0.137
15.91632,0.334
16.87115,0.498
19.17774,0.612
24.38838,0.68
20.25813,0.684
24.87346,0.647
23.46568,0.562
23.16386,0.414
16.75115,0.241
32.36755,0.07
42.03593,0
58.12435,0
68.19031,0
54.83855,0
22.28078,0
12.93169,0
4.72679,0
4.40266,0
4.06898,0
5.12078,0
3.3828,0
10.09231,0
14.1185,0.004
15.9256,0.131
13.66419,0.339
18.8637,0.508
20.01889,0.623
17.52179,0.677
24.31715,0.674
23.08017,0.616
19.14286,0.506
21.16094,0.379
22.17525,0.211
28.45657,0.065
40.92352,0
57.05069,0
65.31461,0
45.17542,0
24.2598,0
14.74223,0
5.46264,0
5.74233,0
5.84632,0
5.90878,0
4.5066,0
11.14914,0
14.10859,0.004
21.57486,0.114
18.17263,0.31
19.01471,0.458
22.04863,0.566
29.37723,0.633
24.42195,0.639
27.46241,0.597
23.78728,0.516
29.78926,0.399
24.28573,0.221
32.29025,0.079
55.88075,0
58.02722,0
78.64343,0
52.18833,0
30.27339,0
15.37716,0
5.7944,0
4.62793,0
5.64219,0
5.08664,0
5.86601,0
11.20299,0
13.0308,0.003
19.28058,0.091
16.62097,0.226
21.55381,0.353
25.76251,0.474
27.45124,0.556
27.03923,0.608
25.09772,0.607
24.07812,0.493
29.25664,0.274
28.17289,0.142
32.6342,0.053
48.31407,0
71.51771,0
77.19458,0
53.41161,0
28.82368,0
17.75003,0
6.15991,0
4.75697,0
4.85154,0
5.38487,0
4.08296,0
9.2266,0
14.81228,0.003
17.6436,0.086
11.18781,0.254
15.01006,0.454
18.15562,0.601
23.59816,0.673
24.20303,0.698
20.46174,0.683
20.28263,0.6
23.59876,0.453
25.09342,0.269
27.18944,0.094
36.91312,0.001
61.28974,0
57.72148,0
45.14477,0
26.15556,0
14.39608,0
5.3033,0
5.48841,0
4.60119,0
4.57541,0
5.06201,0
11.51425,0
14.12098,0.005
19.881,0.122
17.128,0.316
18.42216,0.492
24.73803,0.617
24.49523,0.687
24.02758,0.705
20.4373,0.681
26.36059,0.597
28.16231,0.466
26.21679,0.286
30.93224,0.098
35.44704,0.001
51.61838,0
76.76602,0
54.74857,0
28.85788,0
15.04378,0
7.05468,0
4.62079,0
4.84918,0
5.10349,0
5.18941,0
12.84122,0
15.27343,0.004
21.36794,0.118
21.0977,0.309
18.10917,0.48
26.45005,0.607
27.67749,0.684
25.08299,0.703
28.11592,0.673
19.53811,0.589
26.6916,0.456
26.78872,0.29
31.01494,0.104
45.54693,0.002
65.10218,0
69.47716,0
59.70089,0
29.34849,0
19.02414,0
6.87471,0
6.36971,0
5.95924,0
5.57337,0
5.06656,0
13.75464,0
16.73994,0.005
21.31215,0.133
20.00762,0.319
20.93016,0.468
22.57794,0.56
26.65052,0.632
26.85319,0.655
28.80525,0.651
27.54361,0.574
31.09927,0.449
26.97109,0.287
35.32002,0.102
47.30239,0.001
68.04239,0
83.47224,0
58.35329,0
31.56299,0
15.71792,0
7.6066,0
3.73666,0
4.18676,0
4.01086,0
4.94344,0
8.89243,0
7.14634,0.003
16.7225,0.076
15.10365,0.199
14.21001,0.312
18.49337,0.409
19.76085,0.458
22.68644,0.474
20.05701,0.475
19.41779,0.42
23.03029,0.272
21.83701,0.122
32.24683,0.027
33.21048,0
51.59071,0
43.06986,0
48.81191,0
25.64075,0
12.78287,0
6.12371,0
5.59765,0
5.65547,0
5.4431,0
5.9055,0
12.43082,0
16.24507,0.003
24.77148,0.083
20.46554,0.197
19.42524,0.305
28.82519,0.408
31.42534,0.474
30.59355,0.482
31.4202,0.406
34.00371,0.317
29.42555,0.177
33.34032,0.083
35.32604,0.027
54.82368,0
60.78501,0
86.98958,0
61.92965,0
28.32164,0
17.11123,0
8.38988,0
5.96246,0
5.95399,0
4.04241,0
4.50067,0
11.24575,0
13.50322,0.006
18.90919,0.134
18.79862,0.329
19.09071,0.499
24.76221,0.619
27.92139,0.684
24.279,0.701
23.65181,0.645
23.09466,0.462
30.58772,0.273
27.19906,0.15
36.85528,0.05
56.14041,0
62.83101,0
82.42092,0
51.31981,0
25.37847,0
15.94587,0
6.33671,0
5.12861,0
5.61565,0
5.28781,0
4.66196,0
13.94234,0
12.18137,0.006
18.42949,0.136
17.86513,0.322
16.08496,0.466
25.85823,0.582
25.69166,0.654
29.32734,0.671
26.44927,0.638
26.26204,0.542
24.42214,0.353
25.73152,0.172
33.16479,0.054
49.01341,0
65.36239,0
84.2682,0
50.96233,0
25.46838,0
16.3762,0
7.78832,0
5.45032,0
4.96282,0
5.32559,0
4.8088,0
8.43105,0
16.37325,0.004
21.35977,0.092
17.00601,0.239
21.67271,0.348
22.29063,0.415
24.90511,0.462
25.81038,0.486
19.84558,0.463
25.40252,0.412
25.9343,0.315
27.46097,0.159
33.19287,0.041
44.43201,0
62.51736,0
78.0531,0
50.93288,0
32.87783,0
15.26889,0
5.51848,0
4.67434,0
4.25807,0
4.33213,0
4.66025,0
10.70737,0
13.67883,0.004
16.68922,0.106
17.06096,0.253
15.5398,0.345
16.53527,0.383
27.44237,0.354
23.19689,0.318
23.03674,0.307
21.10794,0.283
22.30906,0.223
26.55169,0.152
30.99178,0.069
38.56148,0.001
58.17089,0
44.81501,0
45.97073,0
21.33368,0
13.36362,0
6.30222,0
3.92054,0
3.87664,0
4.43444,0
4.61785,0
10.5169,0
11.82041,0.008
21.0607,0.144
15.97443,0.353
16.80263,0.493
22.64113,0.598
23.03196,0.644
23.64392,0.631
20.39356,0.55
22.04317,0.382
23.08854,0.201
23.09071,0.098
31.17809,0.032
41.53347,0
59.07886,0
59.00935,0
41.16924,0
26.48003,0
15.27475,0
6.72397,0
5.35374,0
5.68302,0
4.17332,0
5.1124,0
9.83911,0
13.55847,0.006
22.3798,0.12
18.02884,0.296
13.57272,0.42
24.20462,0.477
27.95546,0.493
24.45017,0.467
24.85148,0.418
20.94299,0.318
23.81456,0.199
26.85569,0.109
24.88248,0.036
42.84729,0
64.30575,0
61.50987,0
49.37098,0
27.18913,0
12.52769,0
6.221,0
4.77767,0
4.8005,0
4.7921,0
4.73992,0
11.55984,0
13.34307,0.006
22.51027,0.125
17.72647,0.299
21.17859,0.434
20.51612,0.557
24.84696,0.593
22.92761,0.587
29.41412,0.54
21.1289,0.435
22.21014,0.291
26.52295,0.145
34.57795,0.052
40.25205,0
64.0771,0
72.66967,0
57.89911,0
26.95982,0
12.69877,0
6.14331,0
4.04505,0
4.36785,0
5.90088,0
5.30162,0
13.14691,0
16.39537,0.005
21.88977,0.107
17.95662,0.287
17.44902,0.469
23.99181,0.615
27.29804,0.691
25.41266,0.719
28.67787,0.696
24.66914,0.621
27.66848,0.491
30.86169,0.326
31.76119,0.128
53.49197,0.003
61.75025,0
75.1637,0
61.67165,0
27.28883,0
14.94421,0
6.77979,0
3.48239,0
4.51302,0
4.09564,0
3.96185,0
10.95067,0
11.76519,0.007
18.52259,0.133
15.05965,0.312
15.77655,0.479
16.14123,0.596
20.49418,0.666
22.77138,0.662
25.03854,0.571
17.9128,0.467
23.0653,0.377
26.9448,0.222
28.55928,0.078
42.04566,0.001
49.31667,0
57.79841,0
47.18334,0
24.47402,0
13.2505,0
5.14842,0
6.19605,0
4.79767,0
6.26598,0
5.38997,0
13.38511,0
14.30812,0.006
20.05853,0.107
20.14924,0.27
21.57083,0.436
23.90606,0.572
28.55371,0.646
28.5811,0.662
28.88448,0.611
27.48127,0.501
32.73414,0.363
27.77104,0.21
30.76602,0.078
49.12085,0.002
72.22573,0
80.94456,0
55.65314,0
33.49989,0
18.44096,0
7.6395,0
5.14651,0
5.41238,0
4.69951,0
5.25311,0
12.62162,0
12.0233,0.007
18.04482,0.125
15.00412,0.307
18.7296,0.468
21.36013,0.578
26.95855,0.628
18.76814,0.567
25.68486,0.552
22.82835,0.529
25.09214,0.455
21.34151,0.29
35.52094,0.117
49.69673,0.003
61.06909,0
66.84497,0
53.96779,0
29.31722,0
14.98824,0
6.84968,0
5.36069,0
5.5133,0
5.90181,0
5.03403,0
10.76799,0
16.21558,0.007
20.5425,0.132
17.54575,0.322
17.29485,0.485
22.88333,0.651
24.30231,0.714
27.11599,0.735
26.69414,0.707
28.77168,0.629
28.97404,0.502
23.28007,0.329
32.3352,0.131
46.89556,0.004
72.16283,0
72.35044,0
60.44895,0
27.17215,0
15.70653,0
7.3621,0
5.16904,0
6.06463,0
4.96564,0
4.67347,0
10.77785,0
15.25788,0.004
19.09887,0.088
17.128,0.218
19.24464,0.331
19.908,0.418
26.44766,0.479
27.19811,0.487
27.21819,0.442
22.50443,0.378
25.79832,0.286
23.56497,0.175
29.37097,0.066
41.84549,0.002
70.0302,0
84.51241,0
49.84683,0
30.70538,0
15.77703,0
6.12647,0
4.70538,0
3.73102,0
4.79648,0
4.53338,0
10.86835,0
11.71175,0.009
20.18064,0.157
16.03317,0.348
19.92222,0.505
21.10187,0.629
27.23092,0.689
25.09362,0.683
27.72633,0.627
21.41905,0.5
29.46992,0.303
23.50168,0.164
31.23966,0.058
44.98031,0.001
53.47051,0
70.94365,0
49.87641,0
26.98442,0
15.3709,0
5.13074,0
5.03459,0
3.76853,0
4.41254,0
3.50859,0
9.68258,0
11.37597,0.003
15.74967,0.077
13.93019,0.194
16.03782,0.321
22.709,0.434
23.48491,0.521
24.4062,0.558
19.75735,0.536
18.83907,0.428
26.41047,0.289
25.59477,0.167
24.10286,0.063
33.37061,0.001
58.23948,0
55.51604,0
47.58091,0
24.23459,0
11.68589,0
6.61458,0
4.71987,0
5.85556,0
4.90602,0
4.54064,0
10.13069,0
16.27847,0.009
20.90762,0.15
18.5107,0.341
20.75259,0.476
23.46739,0.574
26.8704,0.606
24.67867,0.559
29.48596,0.447
20.6984,0.24
26.44345,0.147
26.12069,0.084
35.3526,0.031
42.88414,0
67.06656,0
62.8537,0
61.2978,0
29.3333,0
15.86526,0
8.00199,0
5.04305,0
3.52029,0
3.38757,0
4.52069,0
10.95653,0
11.99992,0.007
22.50405,0.115
11.20338,0.272
14.03707,0.432
20.28451,0.591
20.64033,0.666
21.49144,0.685
18.4257,0.656
21.98191,0.516
19.77181,0.376
16.47559,0.228
23.02663,0.085
36.52691,0.002
61.61541,0
58.04608,0
40.83781,0
25.50825,0
10.08705,0
5.33815,0
4.94211,0
4.61541,0
4.56096,0
3.6078,0
9.3724,0
13.85892,0.007
22.2868,0.117
13.45255,0.305
19.10159,0.456
22.32009,0.571
24.54333,0.659
25.25655,0.687
27.59385,0.671
28.75937,0.597
28.83961,0.461
22.71795,0.282
29.05565,0.096
49.50727,0.003
71.38433,0
74.7293,0
55.04254,0
27.53302,0
14.23191,0
6.49997,0
4.36166,0
3.45082,0
2.98023,0
3.58316,0
6.82957,0
8.36817,0.01
17.44988,0.153
12.10982,0.35
13.09195,0.51
17.85918,0.656
20.79767,0.717
22.76338,0.727
17.44284,0.627
20.30134,0.479
23.75388,0.285
17.50328,0.166
22.29593,0.071
39.43511,0.003
46.50974,0
50.95805,0
48.09185,0
25.91976,0
11.41146,0
4.46891,0
5.20958,0
4.88537,0
4.89582,0
5.16932,0
10.03888,0
14.6547,0.01
20.36631,0.139
17.78173,0.328
17.81835,0.481
25.21847,0.593
30.23224,0.654
25.62914,0.665
26.80747,0.619
26.01308,0.534
29.62765,0.397
26.50248,0.23
31.80624,0.086
40.03635,0.003
70.28178,0
76.20594,0
53.26545,0
22.38707,0
17.95913,0
6.35058,0
4.44739,0
4.68238,0
4.89963,0
4.62053,0
10.98541,0
12.51847,0.009
17.66346,0.122
16.97017,0.305
19.24909,0.43
25.05127,0.506
24.54484,0.525
21.32525,0.504
23.52482,0.438
22.01418,0.369
24.88144,0.274
22.05111,0.18
28.61145,0.075
47.56849,0.002
57.33332,0
58.41942,0
50.80154,0
23.208,0
14.12404,0
6.32317,0
5.3858,0
5.27368,0
4.95893,0
5.02699,0
11.95124,0
17.11403,0.008
21.46186,0.127
17.52755,0.337
20.98785,0.496
23.55311,0.606
26.58193,0.66
26.85029,0.678
23.63159,0.639
23.07977,0.551
28.48965,0.419
25.48551,0.217
31.54369,0.066
55.16012,0.001
68.24029,0
90.71973,0
61.75296,0
29.92908,0
12.51971,0
6.33645,0
3.8932,0
3.71857,0
3.57543,0
2.84082,0
7.75011,0
8.39212,0.011
15.2714,0.158
11.12967,0.35
13.80426,0.494
15.65834,0.614
15.78834,0.683
16.97438,0.692
23.36678,0.647
16.77804,0.485
20.95369,0.396
23.19842,0.215
28.41088,0.075
39.35954,0.002
59.06478,0
55.08181,0
34.44834,0
19.87505,0
10.119,0
3.20029,0
4.39846,0
4.46827,0
5.0646,0
4.19236,0
10.87233,0
12.59582,0.006
17.48608,0.1
10.52269,0.281
19.87954,0.409
22.21394,0.524
23.80397,0.592
22.69223,0.608
24.41239,0.561
24.01517,0.447
17.36572,0.302
21.45423,0.118
28.79019,0.036
41.06464,0
49.40818,0
72.19893,0
58.39569,0
27.17266,0
14.94877,0
6.56935,0
5.21465,0
4.63248,0
4.2247,0
5.25764,0
8.58911,0
15.43877,0.005
20.48294,0.076
15.87967,0.17
18.57337,0.24
18.74203,0.271
22.01891,0.285
21.05414,0.273
26.26307,0.271
22.45558,0.242
29.18522,0.196
21.50229,0.136
21.75397,0.056
39.63925,0.001
59.93031,0
66.39473,0
54.35339,0
27.27252,0
14.4706,0
6.52052,0
6.49892,0
5.24602,0
5.02669,0
5.72482,0
14.04408,0
19.62411,0.01
22.3233,0.135
15.8892,0.279
23.02058,0.373
27.1034,0.427
30.3558,0.478
33.74387,0.443
35.54555,0.383
25.8472,0.314
33.27434,0.233
30.09012,0.149
37.11652,0.056
58.23749,0.001
62.92423,0
81.65201,0
59.53073,0
27.66231,0
19.47137,0
7.74511,0
3.71384,0
3.1976,0
3.36692,0
4.50961,0
7.83123,0
11.13779,0.01
11.72253,0.138
13.86243,0.301
14.00982,0.418
18.09655,0.486
22.97473,0.507
18.54507,0.497
15.50114,0.405
18.0242,0.279
20.83735,0.189
17.21616,0.108
24.49496,0.047
32.15593,0.002
51.2882,0
54.64689,0
36.10628,0
19.9387,0
9.47063,0
5.09114,0
5.03587,0
4.9869,0
5.21601,0
4.45156,0
8.38146,0
13.50419,0.009
22.21542,0.125
15.49462,0.279
18.2982,0.372
19.50436,0.441
25.43257,0.49
24.89858,0.492
28.17765,0.436
22.73503,0.338
24.82695,0.215
23.29844,0.13
33.69049,0.052
40.84664,0.002
65.22918,0
61.30924,0
44.39581,0
27.63763,0
12.43798,0
6.22595,0
5.22371,0
5.85328,0
5.70393,0
5.58907,0
12.13037,0
16.48696,0.009
23.00633,0.121
17.83638,0.298
22.90469,0.396
22.44962,0.464
32.95958,0.502
27.34753,0.486
30.19419,0.468
24.88801,0.407
29.38028,0.286
25.28461,0.136
36.32833,0.047
50.96803,0.001
65.68274,0
84.86285,0
63.3696,0
31.78702,0
13.72068,0
7.18152,0
4.71377,0
5.68159,0
4.31735,0
5.96261,0
11.55453,0
14.82918,0.011
22.95734,0.142
15.68426,0.338
18.61292,0.473
20.77228,0.554
28.18888,0.584
30.88793,0.57
27.88278,0.502
26.5128,0.4
31.254,0.253
25.87109,0.115
34.95969,0.038
53.85796,0
57.90467,0
83.80922,0
70.40492,0
32.46433,0
16.84988,0
7.65872,0
4.38667,0
4.85489,0
4.21897,0
4.66114,0
11.4224,0
13.28359,0.009
18.88716,0.098
17.63494,0.222
19.15969,0.322
20.12139,0.355
23.29641,0.377
23.7333,0.36
21.6595,0.307
20.76593,0.238
20.45441,0.178
25.43571,0.111
30.39487,0.044
47.01864,0.001
54.76598,0
80.80522,0
45.68465,0
25.00628,0
13.45516,0
5.97741,0
5.03692,0
4.80841,0
5.29652,0
4.8633,0
10.60091,0
15.48148,0.013
23.8889,0.139
18.19778,0.312
19.98481,0.486
22.98931,0.594
26.06518,0.636
31.58899,0.638
25.34197,0.558
26.78506,0.402
31.98851,0.231
25.13845,0.145
32.82201,0.064
52.73775,0.003
54.79208,0
80.20376,0
55.29624,0
25.39075,0
16.28616,0
6.29736,0
4.94849,0
4.79499,0
4.65078,0
5.25252,0
11.45335,0
13.64803,0.01
20.35472,0.111
18.04205,0.253
16.81275,0.349
19.76558,0.378
23.71291,0.39
24.32287,0.364
27.23321,0.318
22.71209,0.264
27.57546,0.19
23.17998,0.102
28.6965,0.04
38.23905,0.001
55.30054,0
71.4794,0
65.43991,0
22.14308,0
15.05523,0
5.40161,0
4.28606,0
4.67039,0
4.69703,0
4.5935,0
9.71559,0
11.5482,0.006
22.02529,0.09
13.17701,0.222
17.86651,0.352
23.59787,0.429
20.73639,0.466
24.20224,0.446
20.8584,0.391
20.19416,0.322
20.9187,0.237
27.04848,0.138
31.26801,0.048
42.37752,0.001
63.60885,0
62.72666,0
48.05936,0
22.56935,0
14.98242,0
4.18792,0
6.11957,0
5.7039,0
5.87944,0
5.54384,0
14.18413,0
16.38022,0.015
22.15084,0.171
19.6853,0.353
21.87133,0.473
29.39808,0.548
29.64222,0.596
26.75653,0.578
29.23933,0.45
31.54517,0.325
37.64399,0.227
31.18139,0.129
33.69171,0.05
54.00296,0.001
67.73544,0
91.27569,0
46.9355,0
32.88347,0
17.0689,0
6.83087,0
6.09312,0
5.55128,0
5.44715,0
4.39504,0
9.71791,0
10.24343,0.009
21.33131,0.119
18.1577,0.283
16.26751,0.42
17.82688,0.481
27.66022,0.522
22.07591,0.527
23.87835,0.439
25.31767,0.339
25.93046,0.226
24.42823,0.142
31.03472,0.059
44.58373,0.002
68.99922,0
77.69488,0
44.66163,0
24.43395,0
14.16772,0
5.37387,0
4.88407,0
3.68545,0
5.39424,0
4.53605,0
11.05024,0
13.36666,0.015
20.05025,0.165
13.60528,0.351
13.74141,0.478
21.58287,0.569
23.28932,0.617
26.73263,0.603
21.25041,0.497
25.79451,0.347
28.51914,0.192
22.33873,0.095
32.62996,0.031
43.74178,0
61.12134,0
65.76898,0
50.06395,0
29.6192,0
15.84729,0
5.76733,0
3.46528,0
2.96591,0
3.65057,0
3.80376,0
7.77014,0
11.21488,0.003
14.16821,0.059
15.06128,0.162
13.21775,0.274
15.11427,0.377
16.57915,0.422
22.01378,0.423
18.10158,0.395
13.91888,0.341
18.57434,0.251
25.4699,0.157
25.00252,0.06
38.29823,0.002
56.92824,0
39.75676,0
38.24911,0
21.89446,0
11.14323,0
3.01262,0
5.34528,0
5.669,0
4.92836,0
4.72262,0
11.45683,0
15.3209,0.006
24.15244,0.092
16.04049,0.259
22.19437,0.425
27.16739,0.528
33.15925,0.562
27.66414,0.557
25.68344,0.5
24.96984,0.401
29.52077,0.3
26.57338,0.193
35.33203,0.09
46.5397,0.005
56.1857,0
75.40011,0
56.1462,0
21.1911,0
18.76849,0
7.54263,0
5.21133,0
4.2399,0
5.09289,0
4.19128,0
11.10051,0
14.05811,0.006
19.54483,0.084
17.16343,0.203
18.66562,0.322
19.46757,0.42
19.09139,0.471
25.28015,0.488
24.45351,0.454
24.20082,0.368
25.28951,0.266
28.19155,0.148
34.62329,0.066
42.87098,0.003
58.24965,0
67.72605,0
51.27116,0
26.04495,0
15.69514,0
6.30228,0
4.07388,0
4.87629,0
4.59625,0
4.10295,0
10.47729,0
15.73458,0.005
20.60705,0.1
14.75284,0.251
19.76832,0.302
21.3669,0.335
23.99218,0.413
29.13331,0.477
23.74982,0.467
24.62008,0.393
28.70575,0.325
20.74353,0.212
24.91374,0.1
51.44958,0.007
59.84071,0
74.1192,0
45.37121,0
25.71022,0
14.86743,0
6.93654,0
4.34316,0
4.79875,0
3.04316,0
4.34622,0
11.34098,0
11.98147,0.014
20.57206,0.161
13.52576,0.351
15.57219,0.522
20.65985,0.63
20.70438,0.683
22.41994,0.667
25.47133,0.636
17.47702,0.554
20.68525,0.432
25.83018,0.245
32.34383,0.088
50.28138,0.004
65.23714,0
63.14514,0
42.02977,0
23.12888,0
15.29441,0
4.7924,0
5.5613,0
4.80442,0
4.374,0
4.42426,0
9.90926,0
12.41827,0.013
18.36295,0.129
18.268,0.279
15.32762,0.406
19.84191,0.474
25.70912,0.493
24.18408,0.471
24.94841,0.371
22.62102,0.28
21.59638,0.19
21.85787,0.12
31.05631,0.051
50.15908,0.002
62.43499,0
61.4237,0
50.53625,0
25.62839,0
14.47833,0
5.20192,0
4.87826,0
4.39987,0
5.30289,0
4.36226,0
9.92322,0
15.76433,0.003
16.95996,0.052
10.82879,0.134
17.79206,0.211
21.0228,0.283
24.39817,0.298
26.17139,0.29
20.95187,0.248
20.77426,0.197
22.50959,0.149
25.64743,0.092
27.43243,0.036
43.1053,0.001
59.99039,0
71.36843,0
52.05799,0
27.77402,0
16.49457,0
6.17046,0
5.70257,0
5.64439,0
5.90974,0
5.04689,0
11.48968,0
18.89294,0.005
24.80056,0.06
16.65733,0.151
23.67084,0.278
24.28697,0.373
27.10492,0.429
26.96769,0.453
28.12055,0.445
23.67487,0.381
27.37286,0.272
31.1898,0.165
38.91633,0.077
48.58247,0.004
68.40971,0
79.44612,0
55.9797,0
31.76736,0
15.02495,0
7.12176,0
4.26358,0
5.51013,0
3.97763,0
4.68052,0
10.29935,0
12.14008,0.007
17.59426,0.081
16.9244,0.205
16.49554,0.327
20.33239,0.416
25.80656,0.46
23.44199,0.464
25.71791,0.425
19.54858,0.337
27.58622,0.244
23.81053,0.15
30.96688,0.058
44.48632,0.002
75.96807,0
74.07805,0
47.47274,0
28.5283,0
15.27277,0
6.68521,0
4.4024,0
3.91933,0
5.06238,0
5.74597,0
7.71344,0
10.76047,0.012
15.84193,0.121
18.51519,0.257
18.50907,0.37
23.27353,0.43
26.94652,0.496
23.39784,0.521
28.23201,0.507
20.67029,0.457
24.76581,0.354
22.40366,0.2
31.06072,0.065
40.05414,0.002
56.56448,0
73.90399,0
50.31327,0
28.45868,0
16.86823,0
5.61553,0
3.82623,0
5.37836,0
5.32974,0
5.24288,0
9.66388,0
15.53626,0.01
21.08073,0.115
15.8857,0.287
19.43962,0.439
20.02452,0.514
26.68924,0.561
23.64387,0.567
25.88586,0.538
22.88461,0.452
27.07379,0.346
26.07762,0.209
38.17762,0.079
48.8696,0.004
61.37284,0
65.46043,0
56.53639,0
29.36475,0
15.1102,0
5.71218,0
4.63758,0
4.46311,0
5.2682,0
5.18333,0
12.80105,0
15.60936,0.011
21.82215,0.12
19.2795,0.285
20.11255,0.42
27.22023,0.53
28.12818,0.594
25.76147,0.612
29.68645,0.562
23.42174,0.468
27.54341,0.308
28.36125,0.159
33.22395,0.052
62.22069,0.002
62.11534,0
84.10011,0
61.2431,0
26.89108,0
17.28034,0
5.97694,0
3.84725,0
4.28458,0
4.42287,0
4.59816,0
10.56338,0
13.42242,0.013
16.99787,0.13
12.05244,0.276
20.94101,0.393
19.24178,0.468
24.44286,0.466
22.61979,0.442
21.38695,0.33
23.22092,0.248
22.65283,0.188
22.92338,0.132
34.42045,0.072
44.48441,0.005
49.49322,0
51.72014,0
53.47096,0
26.35256,0
16.51773,0
5.69187,0
5.80881,0
5.99497,0
5.65542,0
5.34538,0
10.19068,0
17.36265,0.016
22.39001,0.152
16.29185,0.3
19.9886,0.425
22.55244,0.535
28.31145,0.592
25.1898,0.606
25.90164,0.53
25.95644,0.362
29.78496,0.24
22.93919,0.148
33.77085,0.067
40.8669,0.003
68.20319,0
67.48925,0
54.24332,0
26.03836,0
14.92735,0
7.44621,0
5.83042,0
5.41165,0
6.36237,0
5.27414,0
11.57452,0
15.7648,0.011
22.23623,0.109
17.41113,0.225
21.69713,0.325
21.60431,0.406
27.41102,0.48
29.13359,0.535
29.65115,0.573
24.28326,0.53
27.86308,0.429
26.0792,0.297
35.95528,0.142
45.87662,0.01
63.16059,0
75.34637,0
65.92405,0
30.31628,0
17.00697,0
6.38997,0
4.60872,0
4.46384,0
4.2924,0
4.66937,0
9.27118,0
12.70039,0.016
18.84469,0.164
17.34587,0.343
15.69338,0.493
26.00046,0.627
23.9439,0.692
27.07885,0.715
24.57162,0.687
24.27156,0.596
31.85154,0.42
26.2559,0.256
31.61366,0.106
48.88566,0.007
66.90977,0
62.83875,0
46.43866,0
27.90065,0
15.23851,0
6.37881,0
4.80105,0
5.29164,0
4.77835,0
4.17122,0
10.37736,0
12.56504,0.01
23.21692,0.094
14.05344,0.218
16.76921,0.344
20.77538,0.434
25.89274,0.513
24.47051,0.542
25.65189,0.549
25.99618,0.495
24.58179,0.387
24.97236,0.26
32.91815,0.116
45.90999,0.009
71.00499,0
62.5027,0
53.36833,0
26.27869,0
16.97837,0
5.28755,0
4.00403,0
4.82744,0
4.94745,0
5.23069,0
11.42882,0
14.18622,0.016
22.28295,0.162
16.27517,0.344
21.06517,0.49
19.17955,0.608
28.46482,0.671
28.33087,0.684
22.68985,0.633
24.96829,0.531
23.29058,0.314
25.90523,0.171
34.84523,0.076
47.51218,0.006
73.09549,0
68.45779,0
66.79623,0
25.4689,0
16.61822,0
7.94973,0
4.47539,0
4.9156,0
5.04737,0
3.76188,0
10.47737,0
14.16413,0.014
15.96303,0.142
14.6334,0.321
16.42627,0.45
23.73601,0.516
21.53218,0.551
22.03715,0.541
25.15058,0.458
24.10931,0.392
22.10275,0.219
24.43567,0.12
26.93996,0.055
39.75986,0.003
66.54149,0
64.17799,0
40.7016,0
26.78841,0
16.38134,0
5.31963,0
4.48961,0
4.67701,0
3.90672,0
4.79667,0
9.6489,0
11.90783,0.015
16.59285,0.135
14.69633,0.272
17.47453,0.348
19.01142,0.468
24.15932,0.572
19.91235,0.58
20.28184,0.512
20.4725,0.383
27.68315,0.261
24.94291,0.174
29.43129,0.083
41.80305,0.006
59.59023,0
56.99223,0
61.97239,0
26.62045,0
13.25746,0
5.75179,0
5.01638,0
5.53158,0
4.77229,0
5.25367,0
10.53313,0
16.62601,0.015
20.57413,0.142
20.01925,0.324
18.36731,0.471
23.51819,0.571
22.99469,0.635
28.42395,0.65
25.04085,0.608
22.63879,0.517
26.22175,0.385
25.68306,0.201
31.80408,0.076
42.29916,0.004
71.36637,0
76.12396,0
57.47318,0
30.3618,0
17.51758,0
7.20059,0
4.92377,0
4.25573,0
5.24026,0
4.17858,0
10.73711,0
11.76676,0.011
14.74678,0.114
16.35447,0.276
17.21792,0.415
20.31345,0.542
21.6327,0.627
25.5092,0.66
18.73617,0.636
21.69776,0.554
24.43267,0.395
23.89639,0.212
26.0407,0.067
34.73882,0.004
48.1337,0
75.83521,0
46.67689,0
27.69912,0
12.24,0
5.1027,0
3.86616,0
4.50097,0
3.99532,0
4.04925,0
8.22077,0
12.18963,0.019
13.47769,0.172
13.04392,0.345
16.90461,0.482
15.57327,0.584
17.16657,0.639
23.99313,0.639
21.35267,0.561
18.14354,0.446
21.44245,0.316
21.75412,0.202
25.62961,0.093
37.87363,0.006
52.30375,0
50.65323,0
65.19189,0
19.42058,0
13.18255,0
4.75502,0
4.90861,0
5.24831,0
4.16682,0
4.00827,0
10.94352,0
16.84429,0.02
17.1101,0.172
16.61866,0.366
16.53277,0.506
23.3377,0.606
28.1814,0.634
18.88152,0.638
23.26141,0.569
22.80806,0.447
21.74345,0.278
20.67808,0.145
28.18879,0.061
50.26845,0.004
61.34081,0
61.26739,0
51.73738,0
26.74449,0
15.534,0
6.18263,0
3.58002,0
4.64654,0
4.49089,0
3.94125,0
10.70315,0
11.00939,0.019
15.73813,0.167
14.40194,0.353
13.00383,0.494
23.17917,0.592
23.30847,0.639
24.20331,0.653
23.11662,0.617
25.73129,0.512
22.52344,0.318
21.82332,0.197
29.22848,0.058
48.67398,0.003
45.34394,0
70.43891,0
36.40285,0
24.88117,0
13.28264,0
5.10643,0
5.37854,0
5.52365,0
4.86944,0
5.27756,0
12.72722,0
14.91816,0.019
19.8809,0.171
18.46901,0.351
17.44794,0.466
23.89592,0.543
26.78996,0.597
26.26217,0.559
28.41454,0.454
