"Delivery Period (CET/CEST)","Area","Reserve Type","Time Horizon","Source","Type of product","Procurement Date & Time (CET/CEST)","Instance Code","ISP (CET/CEST)","Volume (MW)","Price (EUR)","Price Type","Direction"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 02:30 - 15/11/2025 02:45","537.00","2.54","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 02:45 - 15/11/2025 03:00","537.00","2.54","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 03:00 - 15/11/2025 03:15","537.00","2.54","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 03:15 - 15/11/2025 03:30","537.00","2.54","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 03:30 - 15/11/2025 03:45","537.00","2.54","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 03:45 - 15/11/2025 04:00","537.00","2.54","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 04:00 - 15/11/2025 04:15","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 04:15 - 15/11/2025 04:30","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 04:30 - 15/11/2025 04:45","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 04:45 - 15/11/2025 05:00","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 05:00 - 15/11/2025 05:15","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 05:15 - 15/11/2025 05:30","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 05:30 - 15/11/2025 05:45","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 05:45 - 15/11/2025 06:00","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 06:00 - 15/11/2025 06:15","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 06:15 - 15/11/2025 06:30","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 06:30 - 15/11/2025 06:45","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 06:45 - 15/11/2025 07:00","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 07:00 - 15/11/2025 07:15","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 07:15 - 15/11/2025 07:30","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 07:30 - 15/11/2025 07:45","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 07:45 - 15/11/2025 08:00","492.00","1.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 08:00 - 15/11/2025 08:15","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 08:15 - 15/11/2025 08:30","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 08:30 - 15/11/2025 08:45","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 08:45 - 15/11/2025 09:00","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 09:00 - 15/11/2025 09:15","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 09:15 - 15/11/2025 09:30","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 09:30 - 15/11/2025 09:45","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 09:45 - 15/11/2025 10:00","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 10:00 - 15/11/2025 10:15","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 10:15 - 15/11/2025 10:30","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 10:30 - 15/11/2025 10:45","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 10:45 - 15/11/2025 11:00","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 11:00 - 15/11/2025 11:15","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 11:15 - 15/11/2025 11:30","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 11:30 - 15/11/2025 11:45","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 11:45 - 15/11/2025 12:00","371.00","3.90","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 12:00 - 15/11/2025 12:15","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 12:15 - 15/11/2025 12:30","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 12:30 - 15/11/2025 12:45","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 12:45 - 15/11/2025 13:00","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 13:00 - 15/11/2025 13:15","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 13:15 - 15/11/2025 13:30","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 13:30 - 15/11/2025 13:45","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 13:45 - 15/11/2025 14:00","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 14:00 - 15/11/2025 14:15","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 14:15 - 15/11/2025 14:30","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 14:30 - 15/11/2025 14:45","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 14:45 - 15/11/2025 15:00","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 15:00 - 15/11/2025 15:15","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 15:15 - 15/11/2025 15:30","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 15:30 - 15/11/2025 15:45","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 15:45 - 15/11/2025 16:00","379.00","3.11","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 16:00 - 15/11/2025 16:15","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 16:15 - 15/11/2025 16:30","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 16:30 - 15/11/2025 16:45","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 16:45 - 15/11/2025 17:00","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 17:00 - 15/11/2025 17:15","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 17:15 - 15/11/2025 17:30","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 17:30 - 15/11/2025 17:45","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 17:45 - 15/11/2025 18:00","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 18:00 - 15/11/2025 18:15","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 18:15 - 15/11/2025 18:30","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 18:30 - 15/11/2025 18:45","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 18:45 - 15/11/2025 19:00","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 19:00 - 15/11/2025 19:15","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 19:15 - 15/11/2025 19:30","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 19:30 - 15/11/2025 19:45","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 19:45 - 15/11/2025 20:00","505.00","0.32","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 20:00 - 15/11/2025 20:15","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 20:15 - 15/11/2025 20:30","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 20:30 - 15/11/2025 20:45","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 20:45 - 15/11/2025 21:00","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 21:00 - 15/11/2025 21:15","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 21:15 - 15/11/2025 21:30","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 21:30 - 15/11/2025 21:45","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 21:45 - 15/11/2025 22:00","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 22:00 - 15/11/2025 22:15","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 22:15 - 15/11/2025 22:30","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 22:30 - 15/11/2025 22:45","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 22:45 - 15/11/2025 23:00","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 23:00 - 15/11/2025 23:15","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 23:15 - 15/11/2025 23:30","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 23:30 - 15/11/2025 23:45","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-11-14T08:00:00Z","6c4db43235812509a4b1843c8dbd96da","15/11/2025 23:45 - 16/11/2025 00:00","395.00","0.48","Average","Down"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 00:00 - 15/11/2025 00:15","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 00:15 - 15/11/2025 00:30","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 00:30 - 15/11/2025 00:45","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 00:45 - 15/11/2025 01:00","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 01:00 - 15/11/2025 01:15","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 01:15 - 15/11/2025 01:30","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 01:30 - 15/11/2025 01:45","114.00","1.75","Marginal","Symmetric"
"15/11/2025 00:00 - 16/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-14T07:00:00Z","38e48c402bb01990fe55e10e49840ec0","15/11/2025 01:45 - 15/11/2025 02:00","114.00","1.75","Marginal","Symmetric"
