"Delivery Period (CET/CEST)","Area","Reserve Type","Time Horizon","Source","Type of product","Procurement Date & Time (CET/CEST)","Instance Code","ISP (CET/CEST)","Volume (MW)","Price (EUR)","Price Type","Direction"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 04:30 - 01/11/2025 04:45","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 04:45 - 01/11/2025 05:00","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 05:00 - 01/11/2025 05:15","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 05:15 - 01/11/2025 05:30","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 05:30 - 01/11/2025 05:45","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 05:45 - 01/11/2025 06:00","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 06:00 - 01/11/2025 06:15","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 06:15 - 01/11/2025 06:30","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 06:30 - 01/11/2025 06:45","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 06:45 - 01/11/2025 07:00","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 07:00 - 01/11/2025 07:15","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 07:15 - 01/11/2025 07:30","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 07:30 - 01/11/2025 07:45","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 07:45 - 01/11/2025 08:00","234.00","2.06","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 08:00 - 01/11/2025 08:15","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 08:15 - 01/11/2025 08:30","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 08:30 - 01/11/2025 08:45","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 08:45 - 01/11/2025 09:00","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 09:00 - 01/11/2025 09:15","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 09:15 - 01/11/2025 09:30","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 09:30 - 01/11/2025 09:45","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 09:45 - 01/11/2025 10:00","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 10:00 - 01/11/2025 10:15","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 10:15 - 01/11/2025 10:30","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 10:30 - 01/11/2025 10:45","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 10:45 - 01/11/2025 11:00","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 11:00 - 01/11/2025 11:15","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 11:15 - 01/11/2025 11:30","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 11:30 - 01/11/2025 11:45","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 11:45 - 01/11/2025 12:00","206.00","3.88","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 12:00 - 01/11/2025 12:15","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 12:15 - 01/11/2025 12:30","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 12:30 - 01/11/2025 12:45","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 12:45 - 01/11/2025 13:00","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 13:00 - 01/11/2025 13:15","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 13:15 - 01/11/2025 13:30","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 13:30 - 01/11/2025 13:45","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 13:45 - 01/11/2025 14:00","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 14:00 - 01/11/2025 14:15","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 14:15 - 01/11/2025 14:30","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 14:30 - 01/11/2025 14:45","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 14:45 - 01/11/2025 15:00","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 15:00 - 01/11/2025 15:15","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 15:15 - 01/11/2025 15:30","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 15:30 - 01/11/2025 15:45","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 15:45 - 01/11/2025 16:00","198.00","3.14","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 16:00 - 01/11/2025 16:15","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 16:15 - 01/11/2025 16:30","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 16:30 - 01/11/2025 16:45","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 16:45 - 01/11/2025 17:00","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 17:00 - 01/11/2025 17:15","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 17:15 - 01/11/2025 17:30","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 17:30 - 01/11/2025 17:45","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 17:45 - 01/11/2025 18:00","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 18:00 - 01/11/2025 18:15","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 18:15 - 01/11/2025 18:30","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 18:30 - 01/11/2025 18:45","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 18:45 - 01/11/2025 19:00","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 19:00 - 01/11/2025 19:15","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 19:15 - 01/11/2025 19:30","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 19:30 - 01/11/2025 19:45","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 19:45 - 01/11/2025 20:00","188.00","5.26","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 20:00 - 01/11/2025 20:15","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 20:15 - 01/11/2025 20:30","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 20:30 - 01/11/2025 20:45","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 20:45 - 01/11/2025 21:00","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 21:00 - 01/11/2025 21:15","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 21:15 - 01/11/2025 21:30","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 21:30 - 01/11/2025 21:45","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 21:45 - 01/11/2025 22:00","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 22:00 - 01/11/2025 22:15","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 22:15 - 01/11/2025 22:30","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 22:30 - 01/11/2025 22:45","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 22:45 - 01/11/2025 23:00","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 23:00 - 01/11/2025 23:15","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 23:15 - 01/11/2025 23:30","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 23:30 - 01/11/2025 23:45","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","f40f8d4932b84c044a072a9513b76948","01/11/2025 23:45 - 02/11/2025 00:00","207.00","2.03","Average","Up"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 00:00 - 01/11/2025 00:15","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 00:15 - 01/11/2025 00:30","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 00:30 - 01/11/2025 00:45","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 00:45 - 01/11/2025 01:00","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 01:00 - 01/11/2025 01:15","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 01:15 - 01/11/2025 01:30","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 01:30 - 01/11/2025 01:45","102.00","2.09","Marginal","Symmetric"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-10-31T07:00:00Z","53699ef69ad6ecb5b32b4e8e9b01417f","01/11/2025 01:45 - 01/11/2025 02:00","102.00","2.09","Marginal","Symmetric"
