"Delivery Period (CET/CEST)","Area","Reserve Type","Time Horizon","Source","Type of product","Procurement Date & Time (CET/CEST)","Instance Code","ISP (CET/CEST)","Volume (MW)","Price (EUR)","Price Type","Direction"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 10:30 - 01/11/2025 10:45","469.00","5.63","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 10:45 - 01/11/2025 11:00","469.00","5.63","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 11:00 - 01/11/2025 11:15","469.00","5.63","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 11:15 - 01/11/2025 11:30","469.00","5.63","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 11:30 - 01/11/2025 11:45","469.00","5.63","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 11:45 - 01/11/2025 12:00","469.00","5.63","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 12:00 - 01/11/2025 12:15","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 12:15 - 01/11/2025 12:30","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 12:30 - 01/11/2025 12:45","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 12:45 - 01/11/2025 13:00","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 13:00 - 01/11/2025 13:15","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 13:15 - 01/11/2025 13:30","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 13:30 - 01/11/2025 13:45","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 13:45 - 01/11/2025 14:00","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 14:00 - 01/11/2025 14:15","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 14:15 - 01/11/2025 14:30","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 14:30 - 01/11/2025 14:45","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 14:45 - 01/11/2025 15:00","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 15:00 - 01/11/2025 15:15","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 15:15 - 01/11/2025 15:30","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 15:30 - 01/11/2025 15:45","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 15:45 - 01/11/2025 16:00","462.00","8.47","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 16:00 - 01/11/2025 16:15","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 16:15 - 01/11/2025 16:30","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 16:30 - 01/11/2025 16:45","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 16:45 - 01/11/2025 17:00","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 17:00 - 01/11/2025 17:15","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 17:15 - 01/11/2025 17:30","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 17:30 - 01/11/2025 17:45","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 17:45 - 01/11/2025 18:00","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 18:00 - 01/11/2025 18:15","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 18:15 - 01/11/2025 18:30","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 18:30 - 01/11/2025 18:45","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 18:45 - 01/11/2025 19:00","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 19:00 - 01/11/2025 19:15","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 19:15 - 01/11/2025 19:30","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 19:30 - 01/11/2025 19:45","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 19:45 - 01/11/2025 20:00","482.00","1.76","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 20:00 - 01/11/2025 20:15","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 20:15 - 01/11/2025 20:30","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 20:30 - 01/11/2025 20:45","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 20:45 - 01/11/2025 21:00","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 21:00 - 01/11/2025 21:15","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 21:15 - 01/11/2025 21:30","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 21:30 - 01/11/2025 21:45","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 21:45 - 01/11/2025 22:00","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 22:00 - 01/11/2025 22:15","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 22:15 - 01/11/2025 22:30","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 22:30 - 01/11/2025 22:45","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 22:45 - 01/11/2025 23:00","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 23:00 - 01/11/2025 23:15","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 23:15 - 01/11/2025 23:30","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 23:30 - 01/11/2025 23:45","432.00","1.20","Average","Down"
"01/11/2025 00:00 - 02/11/2025 00:00","SCA|DE(TenneT GER)","aFRR","Daily","Generation","Standard","2025-10-31T08:00:00Z","0de78817c2d9fe90cd9449fe17221097","01/11/2025 23:45 - 02/11/2025 00:00","432.00","1.20","Average","Down"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 00:00 - 02/11/2025 00:15","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 00:15 - 02/11/2025 00:30","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 00:30 - 02/11/2025 00:45","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 00:45 - 02/11/2025 01:00","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 01:00 - 02/11/2025 01:15","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 01:15 - 02/11/2025 01:30","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 01:30 - 02/11/2025 01:45","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 01:45 - 02/11/2025 02:00","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 02:00 - 02/11/2025 02:15","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 02:15 - 02/11/2025 02:30","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 02:30 - 02/11/2025 02:45","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 02:45 - 02/11/2025 03:00","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 03:00 - 02/11/2025 03:15","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 03:15 - 02/11/2025 03:30","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 03:30 - 02/11/2025 03:45","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 03:45 - 02/11/2025 04:00","150.00","2.25","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 04:00 - 02/11/2025 04:15","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 04:15 - 02/11/2025 04:30","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 04:30 - 02/11/2025 04:45","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 04:45 - 02/11/2025 05:00","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 05:00 - 02/11/2025 05:15","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 05:15 - 02/11/2025 05:30","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 05:30 - 02/11/2025 05:45","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 05:45 - 02/11/2025 06:00","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 06:00 - 02/11/2025 06:15","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 06:15 - 02/11/2025 06:30","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 06:30 - 02/11/2025 06:45","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 06:45 - 02/11/2025 07:00","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 07:00 - 02/11/2025 07:15","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 07:15 - 02/11/2025 07:30","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 07:30 - 02/11/2025 07:45","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 07:45 - 02/11/2025 08:00","153.00","2.21","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 08:00 - 02/11/2025 08:15","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 08:15 - 02/11/2025 08:30","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 08:30 - 02/11/2025 08:45","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 08:45 - 02/11/2025 09:00","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 09:00 - 02/11/2025 09:15","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 09:15 - 02/11/2025 09:30","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 09:30 - 02/11/2025 09:45","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 09:45 - 02/11/2025 10:00","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 10:00 - 02/11/2025 10:15","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 10:15 - 02/11/2025 10:30","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 10:30 - 02/11/2025 10:45","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 10:45 - 02/11/2025 11:00","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 11:00 - 02/11/2025 11:15","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 11:15 - 02/11/2025 11:30","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 11:30 - 02/11/2025 11:45","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 11:45 - 02/11/2025 12:00","125.00","3.48","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 12:00 - 02/11/2025 12:15","118.00","3.04","Marginal","Symmetric"
"02/11/2025 00:00 - 03/11/2025 00:00","SCA|DE(TenneT GER)","FCR","Daily","Generation","Standard","2025-11-01T07:00:00Z","ccde13088be78a597374594909c20bf6","02/11/2025 12:15 - 02/11/2025 12:30","118.00","3.04","Marginal","Symmetric"
