Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
08.11.2025;CET;19:45;20:00;MW;0;0;0,354;0,989;1,343;31,353;6,213;26,698;8,798;73,062;0
08.11.2025;CET;20:00;20:15;MW;0,001;0;0,672;1,258;1,931;13,949;2,695;6,897;6,94;30,481;0
08.11.2025;CET;20:15;20:30;MW;0,178;0,002;1,787;2,617;4,584;10,926;4,961;23,599;20,261;59,747;0
08.11.2025;CET;20:30;20:45;MW;0,107;0;0,402;0,005;0,514;4,09;3,379;11,476;7,19;26,135;0
08.11.2025;CET;20:45;21:00;MW;0;0;0,173;0,361;0,534;1,292;2,217;3,953;2,071;9,533;0
08.11.2025;CET;21:00;21:15;MW;0,217;0;0,322;0,159;0,698;3,077;1,782;4,653;1,393;10,905;0
08.11.2025;CET;21:15;21:30;MW;0,448;0,203;0,703;0,117;1,471;0,483;0,693;1,75;0,394;3,32;0
08.11.2025;CET;21:30;21:45;MW;0,125;0,002;0,526;4,106;4,759;0,897;1,513;5,529;6,693;14,632;0
08.11.2025;CET;21:45;22:00;MW;1,684;0;12,018;11,292;24,994;1,277;1,384;8,057;1,636;12,354;0
08.11.2025;CET;22:00;22:15;MW;0,898;1,157;1,213;1,578;4,846;0,543;0,995;6,817;3,156;11,511;0
08.11.2025;CET;22:15;22:30;MW;0,002;0;0,338;0,743;1,083;1,043;2,196;2,829;0,36;6,428;0
08.11.2025;CET;22:30;22:45;MW;0,274;0,004;0,505;0,505;1,288;3,085;1,338;1,572;0,089;6,084;0
08.11.2025;CET;22:45;23:00;MW;0,821;0;5,296;1,6;7,717;4,096;1,887;1,781;0,588;8,352;0
08.11.2025;CET;23:00;23:15;MW;7,809;1,211;1,362;1,248;11,63;6,625;3,368;4,4;5,141;19,534;0
08.11.2025;CET;23:15;23:30;MW;0,834;0;0,112;0,654;1,6;0,891;2,954;5,845;0,957;10,647;0
08.11.2025;CET;23:30;23:45;MW;0,524;0;0,442;0,27;1,236;0,413;3,583;11,271;15,139;30,406;0
08.11.2025;CET;23:45;00:00;MW;1,025;0,007;0,334;0,13;1,496;0,47;2,061;4,306;1,592;8,429;0
09.11.2025;CET;00:00;00:15;MW;0,071;0,029;0,318;3,811;4,229;8,361;1,283;5,64;10,337;25,621;0
09.11.2025;CET;00:15;00:30;MW;0,756;0,256;5,289;0,417;6,718;5,659;1,096;3,968;3,677;14,4;0
09.11.2025;CET;00:30;00:45;MW;1,44;2,326;9,822;0,399;13,987;1,587;0,613;2,042;3,075;7,317;0
09.11.2025;CET;00:45;01:00;MW;2,329;0,224;2,033;0,065;4,651;7,094;2,51;7,722;6,04;23,366;0
09.11.2025;CET;01:00;01:15;MW;0,167;0;0,24;1,503;1,91;30,378;3,764;20,498;40,036;94,676;0
09.11.2025;CET;01:15;01:30;MW;0,024;0;0,214;0,035;0,273;28,821;3,603;19,851;23,196;75,471;0
09.11.2025;CET;01:30;01:45;MW;0,923;0;0,238;0,059;1,22;12,275;4,595;9,076;7,479;33,425;0
09.11.2025;CET;01:45;02:00;MW;0,609;0;0,223;0,212;1,044;12,04;4,322;9,099;16,585;42,046;0
09.11.2025;CET;02:00;02:15;MW;7,407;0,9;10,352;0,577;19,236;0,72;0,62;1,097;2,092;4,529;0
09.11.2025;CET;02:15;02:30;MW;1,88;0,894;0,372;0,333;3,479;0,527;0,61;1,624;0,786;3,547;0
09.11.2025;CET;02:30;02:45;MW;0,979;0;0,132;0,426;1,537;12,933;2,746;9,476;15,049;40,204;0
09.11.2025;CET;02:45;03:00;MW;1,355;0;0,321;0,249;1,925;6,307;1,73;3,859;4,189;16,085;0
09.11.2025;CET;03:00;03:15;MW;0,438;0,115;0,115;1,857;2,525;13,888;3,664;11,177;19,807;48,536;0
09.11.2025;CET;03:15;03:30;MW;3,961;1,901;1,434;1,386;8,682;3,469;0,505;1,34;0,739;6,053;0
09.11.2025;CET;03:30;03:45;MW;3,529;1,298;1,19;0,393;6,41;0,712;1,151;1,344;0,693;3,9;0
09.11.2025;CET;03:45;04:00;MW;1,984;0,939;0,281;0,625;3,829;0,043;0,46;0,948;8,481;9,932;0
09.11.2025;CET;04:00;04:15;MW;0,473;0,432;1,456;2,797;5,158;0,591;0,543;2,391;0,727;4,252;0
09.11.2025;CET;04:15;04:30;MW;0,776;1,515;2,683;1,634;6,608;0,034;0,571;0,703;0,006;1,314;0
09.11.2025;CET;04:30;04:45;MW;0,152;0,041;0,375;2,505;3,073;0,599;0,951;4,436;0,664;6,65;0
09.11.2025;CET;04:45;05:00;MW;0,193;0,141;0,512;3,369;4,215;0,348;0,705;5,409;0,062;6,524;0
09.11.2025;CET;05:00;05:15;MW;0,378;0,783;1,355;1,95;4,466;0,175;0,465;1,252;1,051;2,943;0
09.11.2025;CET;05:15;05:30;MW;0,284;0,942;1,337;1,831;4,394;0,335;0,687;1,085;0,463;2,57;0
09.11.2025;CET;05:30;05:45;MW;0,15;0;0,32;0,833;1,303;0,393;0,988;1,167;0,653;3,201;0
09.11.2025;CET;05:45;06:00;MW;0,876;1,618;5,387;0,989;8,87;0,286;0,446;2,59;0,245;3,567;0
09.11.2025;CET;06:00;06:15;MW;1,33;4,906;22,208;0,349;28,793;0,086;0,113;1,311;1,226;2,736;0
09.11.2025;CET;06:15;06:30;MW;0,762;0,068;0,593;0,888;2,311;0,216;0,928;0,757;1,208;3,109;0
09.11.2025;CET;06:30;06:45;MW;0,138;0,098;0,255;5,822;6,313;1,162;0,942;2,098;0,835;5,037;0
09.11.2025;CET;06:45;07:00;MW;0,477;0,185;0,335;8,513;9,51;0,197;1,024;0,883;17,682;19,786;0
09.11.2025;CET;07:00;07:15;MW;0,35;0,066;0,407;0,266;1,089;0,852;2,617;4,303;1,135;8,907;0
09.11.2025;CET;07:15;07:30;MW;0,454;1,18;5,091;2,584;9,309;0,624;1,146;1,447;0,341;3,558;0
09.11.2025;CET;07:30;07:45;MW;0,265;0,211;0,614;1,92;3,01;1,185;1,724;6,863;1,734;11,506;0
09.11.2025;CET;07:45;08:00;MW;0,233;0,405;0,612;0,869;2,119;0,474;0,698;1,436;0,733;3,341;0
09.11.2025;CET;08:00;08:15;MW;38,292;7,829;56,76;5,377;108,258;3,855;2,083;3,533;6,349;15,82;0
09.11.2025;CET;08:15;08:30;MW;13,31;5,843;44,903;0,398;64,454;1,359;0,044;0,683;0,166;2,252;0
09.11.2025;CET;08:30;08:45;MW;1,235;3,462;20,839;0,493;26,029;0,869;1,228;1,683;0,438;4,218;0
09.11.2025;CET;08:45;09:00;MW;1,241;1,747;16,845;2,873;22,706;0,433;0,382;0,687;0,074;1,576;0
09.11.2025;CET;09:00;09:15;MW;0;0,002;0,26;0,41;0,672;12,495;3,967;25,98;3,955;46,397;0
09.11.2025;CET;09:15;09:30;MW;0;0;0,082;0,019;0,101;11,517;4,608;29,574;11,874;57,573;0
09.11.2025;CET;09:30;09:45;MW;0;0;0,242;0,243;0,485;8,135;4,835;26,281;3,871;43,122;0
09.11.2025;CET;09:45;10:00;MW;0;0;0,127;0,122;0,249;22,795;7,868;37,307;24,147;92,117;0
09.11.2025;CET;10:00;10:15;MW;0,003;0;0,17;0,971;1,144;15,151;4,258;9,349;3,471;32,229;0
09.11.2025;CET;10:15;10:30;MW;0;0;0,213;0,45;0,663;9,733;1,268;1,534;0,757;13,292;0
09.11.2025;CET;10:30;10:45;MW;3,236;1,819;10,539;0,714;16,308;3,091;1,203;0,865;2,24;7,399;0
09.11.2025;CET;10:45;11:00;MW;0,014;1,634;0,755;0,178;2,581;3,303;0,392;0,684;0,15;4,529;0
09.11.2025;CET;11:00;11:15;MW;2,092;2,16;9,128;0,42;13,8;0,467;0,268;0,759;0,254;1,748;0
09.11.2025;CET;11:15;11:30;MW;6,081;4,531;27,302;1,96;39,874;0,004;0,16;0,857;0,624;1,645;0
09.11.2025;CET;11:30;11:45;MW;9,41;4,246;20,096;2,987;36,739;1,383;0,109;0,43;1,08;3,002;0
09.11.2025;CET;11:45;12:00;MW;1,278;0,944;6,301;0,456;8,979;8,614;1,233;8,455;2,679;20,981;0
09.11.2025;CET;12:00;12:15;MW;0,337;0,457;0,369;0,863;2,026;2,088;0,518;2,07;1,121;5,797;0
09.11.2025;CET;12:15;12:30;MW;3,211;4,653;5,371;0,713;13,948;1,877;0,059;0,751;0,798;3,485;0
09.11.2025;CET;12:30;12:45;MW;4,693;3,089;6,412;1,064;15,258;1,444;0,157;3,068;0,542;5,211;0
09.11.2025;CET;12:45;13:00;MW;0,237;0,374;0,543;0,581;1,735;1,364;0,873;4,577;0,75;7,564;0
09.11.2025;CET;13:00;13:15;MW;2,58;1,876;4,395;1,265;10,116;1,649;0,107;4,105;0,689;6,55;0
09.11.2025;CET;13:15;13:30;MW;8,842;3,939;8,96;1,763;23,504;2,006;0,332;4,175;0,497;7,01;0
09.11.2025;CET;13:30;13:45;MW;0,217;0,002;0,321;1,373;1,913;1,903;5,269;26,103;0,545;33,82;0
09.11.2025;CET;13:45;14:00;MW;15,608;4,517;18,389;1,178;39,692;0,53;1,065;2,496;0,713;4,804;0
09.11.2025;CET;14:00;14:15;MW;46,577;11,928;36,366;5,326;100,197;2,024;0,266;1,341;0,593;4,224;0
09.11.2025;CET;14:15;14:30;MW;12,936;5,889;13,757;3,351;35,933;1,108;0,105;1,138;3,361;5,712;0
09.11.2025;CET;14:30;14:45;MW;107,468;28,722;33,736;81,606;251,532;0,978;0,011;1,104;0,215;2,308;0
09.11.2025;CET;14:45;15:00;MW;178,193;46,8;45,856;173,448;444,297;0;0;1,237;0;1,237;0
09.11.2025;CET;15:00;15:15;MW;181,412;26,477;54,798;64,744;327,431;0;0;2,472;0;2,472;0
09.11.2025;CET;15:15;15:30;MW;96,596;22,207;48,293;100,356;267,452;0,108;0;0,985;0,092;1,185;0
09.11.2025;CET;15:30;15:45;MW;17,32;7,049;19,618;8,627;52,614;1,566;0,141;2,242;0,01;3,959;0
09.11.2025;CET;15:45;16:00;MW;12,053;1,435;11,62;12,613;37,721;3,02;0,602;2,011;0,605;6,238;0
09.11.2025;CET;16:00;16:15;MW;4,106;1,942;19,785;13,157;38,99;0,251;0,251;2,04;1,396;3,938;0
09.11.2025;CET;16:15;16:30;MW;4,686;31,95;75,932;24,41;136,978;0,056;0;1,107;0,164;1,327;0
09.11.2025;CET;16:30;16:45;MW;1,743;8,19;26,794;8,917;45,644;0,357;0,401;1,602;1,15;3,51;0
09.11.2025;CET;16:45;17:00;MW;0,999;10,611;20,176;5,303;37,089;0,096;0,099;1,594;0,218;2,007;0
09.11.2025;CET;17:00;17:15;MW;22,103;89,673;94,982;387,57;594,328;0;0;2,828;0,059;2,887;0
09.11.2025;CET;17:15;17:30;MW;6,041;43,706;67,831;92,439;210,017;0,032;0,011;1,725;0,039;1,807;0
09.11.2025;CET;17:30;17:45;MW;3,485;40,223;53,657;33,989;131,354;0,049;0,554;1,776;1,083;3,462;0
09.11.2025;CET;17:45;18:00;MW;4,09;19,994;30,563;12,636;67,283;0,073;0,282;1,67;0,408;2,433;0
09.11.2025;CET;18:00;18:15;MW;0,753;20,831;23,772;16,009;61,365;0,591;0,732;2,327;0,634;4,284;0
09.11.2025;CET;18:15;18:30;MW;1,218;8,085;11,516;9,771;30,59;15,684;0,401;13,271;0,048;29,404;0
09.11.2025;CET;18:30;18:45;MW;0,326;0,077;0,692;1,659;2,754;20,635;2,39;14,672;1,824;39,521;0
09.11.2025;CET;18:45;19:00;MW;0,679;0,138;0,537;1,431;2,785;13,318;1,626;7,727;1,244;23,915;0
09.11.2025;CET;19:00;19:15;MW;0,769;0,072;0,278;1,757;2,876;46,259;4,323;20,677;32,249;103,508;0
09.11.2025;CET;19:15;19:30;MW;0,454;0;0,257;0,575;1,286;56,169;3,758;21,71;24,641;106,278;0
09.11.2025;CET;19:30;19:45;MW;0,698;0,006;0,32;1,337;2,361;24,651;3,41;12,375;9,108;49,544;0
09.11.2025;CET;19:45;20:00;MW;0,669;0;0,296;2,199;3,164;14,011;3,626;10,624;3,854;32,115;0
09.11.2025;CET;20:00;20:15;MW;0,392;0,003;0,542;0,631;1,568;0,927;1,294;3,798;0,696;6,715;0
09.11.2025;CET;20:15;20:30;MW;24,004;10,49;3,979;27,656;66,129;4,377;1,173;16,487;9,119;31,156;0
09.11.2025;CET;20:30;20:45;MW;2,826;1,038;0,882;3,83;8,576;0,731;1,844;5,2;1,206;8,981;0
09.11.2025;CET;20:45;21:00;MW;5,007;0,505;18,082;3,317;26,911;0,069;2,063;2,529;0,461;5,122;0
09.11.2025;CET;21:00;21:15;MW;27,828;13,9;23,284;27,071;92,083;0,363;0,738;3,097;0,063;4,261;0
09.11.2025;CET;21:15;21:30;MW;0,275;0;0,265;1,002;1,542;0,67;2,665;5,107;0,71;9,152;0
09.11.2025;CET;21:30;21:45;MW;0,14;0;0,318;0,092;0,55;0,581;2,404;6,761;1,934;11,68;0
09.11.2025;CET;21:45;22:00;MW;4,443;0,313;2,621;1,767;9,144;0,761;2,182;12,707;0,38;16,03;0
09.11.2025;CET;22:00;22:15;MW;0,228;0,039;0,262;0,256;0,785;0,967;1,501;5,821;0,408;8,697;0
09.11.2025;CET;22:15;22:30;MW;0,211;0,003;0,281;0,003;0,498;0,563;1,657;3,763;0,884;6,867;0
09.11.2025;CET;22:30;22:45;MW;1,208;0;0,255;0,5;1,963;0,329;1,012;2,173;0,388;3,902;0
09.11.2025;CET;22:45;23:00;MW;9,209;0,605;13,022;11,916;34,752;0,093;1,235;1,311;8,809;11,448;0
09.11.2025;CET;23:00;23:15;MW;0,48;0,033;0,303;0,404;1,22;0,244;1,31;2,11;0,656;4,32;0
09.11.2025;CET;23:15;23:30;MW;0,472;0;1,104;0,369;1,945;1,371;1,786;4,676;1,235;9,068;0
09.11.2025;CET;23:30;23:45;MW;0,28;0;0,434;0,852;1,566;0,967;2,218;7,196;2,005;12,386;0
09.11.2025;CET;23:45;00:00;MW;0,146;0;0,46;1,915;2,521;0,628;1,914;18,653;4,482;25,677;0
10.11.2025;CET;00:00;00:15;MW;0,272;0,036;0,282;11,069;11,659;0,79;1,405;1,906;0,891;4,992;0
10.11.2025;CET;00:15;00:30;MW;0,197;0;0,132;0,793;1,122;0,366;1,335;1,274;0,856;3,831;0
10.11.2025;CET;00:30;00:45;MW;0,312;0,008;0,127;17,565;18,012;3,175;1,118;3,852;1,681;9,826;0
10.11.2025;CET;00:45;01:00;MW;1,034;0,05;1,108;0,019;2,211;0,97;0,878;2,077;1,004;4,929;0
10.11.2025;CET;01:00;01:15;MW;0,211;0,224;0,471;0,701;1,607;0,348;0,656;1,353;0,735;3,092;0
10.11.2025;CET;01:15;01:30;MW;0,221;0;0,182;0,279;0,682;8,634;1,353;16,477;1,841;28,305;0
10.11.2025;CET;01:30;01:45;MW;0,146;0,003;0,125;0,047;0,321;20,65;5,482;25,411;16,501;68,044;0
10.11.2025;CET;01:45;02:00;MW;0,393;0;0,153;0,114;0,66;5,842;5,466;8,771;1,912;21,991;0
10.11.2025;CET;02:00;02:15;MW;0,292;0,002;0,145;4,546;4,985;1,18;1,217;2,546;2,351;7,294;0
10.11.2025;CET;02:15;02:30;MW;0,919;0;0,128;0,703;1,75;3,299;1,495;6,944;8,813;20,551;0
10.11.2025;CET;02:30;02:45;MW;5,362;2,34;8,2;0,324;16,226;14,934;1,354;14,317;13,755;44,36;0
10.11.2025;CET;02:45;03:00;MW;0;0;0,168;0;0,168;44,823;4,341;38,184;34,137;121,485;0
10.11.2025;CET;03:00;03:15;MW;0;0;0,176;0;0,176;42,387;6,276;35,297;43,58;127,54;0
10.11.2025;CET;03:15;03:30;MW;0,038;0;0,103;0,775;0,916;6,046;1,295;17,939;27,774;53,054;0
10.11.2025;CET;03:30;03:45;MW;1,004;0,746;1,199;4,495;7,444;1,941;0,706;3,094;5,942;11,683;0
10.11.2025;CET;03:45;04:00;MW;0;0;0,338;2,032;2,37;21,709;4,154;18,767;11,991;56,621;0
10.11.2025;CET;04:00;04:15;MW;0,039;0,043;3,389;11,306;14,777;0,985;0,778;1,136;0,093;2,992;0
10.11.2025;CET;04:15;04:30;MW;0,708;2,712;12,413;6,731;22,564;0,187;0,469;0,651;0;1,307;0
10.11.2025;CET;04:30;04:45;MW;19,364;7,086;88,385;9,2;124,035;0,026;0,081;0,397;2,995;3,499;0
10.11.2025;CET;04:45;05:00;MW;2,151;2,966;36,731;7,343;49,191;0,28;0,318;0,945;0,782;2,325;0
10.11.2025;CET;05:00;05:15;MW;10,236;5,692;41,837;10,321;68,086;2,448;0,788;2,407;0,213;5,856;0
10.11.2025;CET;05:15;05:30;MW;6,167;3,545;27,745;5,971;43,428;0,197;0,43;0,629;0;1,256;0
10.11.2025;CET;05:30;05:45;MW;0,115;0,632;0,593;6,337;7,677;0,159;0,526;0,811;2,687;4,183;0
10.11.2025;CET;05:45;06:00;MW;4,584;1,916;17,296;5,679;29,475;0,192;2,128;1,095;0,045;3,46;0
10.11.2025;CET;06:00;06:15;MW;39,806;12,736;72,37;275,462;400,374;1,877;3,137;4,718;4,318;14,05;0
10.11.2025;CET;06:15;06:30;MW;14,559;9,569;84,12;48,475;156,723;0,088;0,229;1,097;0,343;1,757;0
10.11.2025;CET;06:30;06:45;MW;6,293;2,959;27,366;18,138;54,756;1,661;3,608;7,778;1,85;14,897;0
10.11.2025;CET;06:45;07:00;MW;6,114;4,794;36,292;24,83;72,03;2,92;1,194;2,972;0,339;7,425;0
10.11.2025;CET;07:00;07:15;MW;1,697;4,077;13,145;11,562;30,481;0,86;0,674;3,264;0,594;5,392;0
10.11.2025;CET;07:15;07:30;MW;0,651;1,475;4,779;4,24;11,145;3,848;0,685;10,966;0,904;16,403;0
10.11.2025;CET;07:30;07:45;MW;0;1,121;0,393;3,365;4,879;3,439;1,774;11,555;1,258;18,026;0
10.11.2025;CET;07:45;08:00;MW;0;0,062;0,198;2,584;2,844;5,67;2,594;9,175;2,152;19,591;0
10.11.2025;CET;08:00;08:15;MW;0,129;0;0,532;4,087;4,748;10,78;3,988;15,638;0,847;31,253;0
10.11.2025;CET;08:15;08:30;MW;0,007;0,008;0,261;1,106;1,382;11,888;1,984;6,636;2,466;22,974;0
10.11.2025;CET;08:30;08:45;MW;0;0;0,229;0,369;0,598;103,375;6,923;44,106;44,563;198,967;0
10.11.2025;CET;08:45;09:00;MW;0,413;0,003;0,493;2,404;3,313;33,304;1,462;10,515;10,248;55,529;0
10.11.2025;CET;09:00;09:15;MW;0;0,253;0,253;3,342;3,848;26,468;2,788;10,531;5,854;45,641;0
10.11.2025;CET;09:15;09:30;MW;0;0,197;0,24;1,733;2,17;36,308;1,486;20,086;13,738;71,618;0
10.11.2025;CET;09:30;09:45;MW;0,428;2,244;1,651;0,429;4,752;31,23;2,903;11,952;9,473;55,558;0
10.11.2025;CET;09:45;10:00;MW;0;0,3;3,977;1,044;5,321;21,448;1,157;6,067;8,208;36,88;0
10.11.2025;CET;10:00;10:15;MW;0,01;0,429;0,39;4,713;5,542;8,957;1,474;4,112;2,582;17,125;0
10.11.2025;CET;10:15;10:30;MW;9,402;7,046;12,987;6,434;35,869;10,825;0,508;5,088;7,352;23,773;0
10.11.2025;CET;10:30;10:45;MW;0,134;0,119;0,695;0,691;1,639;3,099;0,722;1,586;1,673;7,08;0
10.11.2025;CET;10:45;11:00;MW;0;0;0,882;2,085;2,967;30,98;1,391;13,026;29,23;74,627;0
10.11.2025;CET;11:00;11:15;MW;36,861;13,794;22,082;14,584;87,321;5,656;0,448;3,34;15,151;24,595;0
10.11.2025;CET;11:15;11:30;MW;8,048;8,718;16,791;9,817;43,374;0,902;0,257;1,474;0,068;2,701;0
10.11.2025;CET;11:30;11:45;MW;0,567;3,369;7,592;1,274;12,802;1,321;0,716;1,984;0,707;4,728;0
10.11.2025;CET;11:45;12:00;MW;32,786;24,678;27,737;53,683;138,884;2,197;0,718;4,159;1,792;8,866;0
10.11.2025;CET;12:00;12:15;MW;0,019;0,192;0,123;0,464;0,798;1,505;0,881;6,936;3,715;13,037;0
10.11.2025;CET;12:15;12:30;MW;0,017;0,005;0,167;0,582;0,771;0,779;0,894;19,692;8,53;29,895;0
10.11.2025;CET;12:30;12:45;MW;0,301;0,626;0,585;1,102;2,614;0,961;0,687;14,16;10,775;26,583;0
10.11.2025;CET;12:45;13:00;MW;3,689;0;0,228;1,295;5,212;28,131;3,266;1,292;0,203;32,892;0
10.11.2025;CET;13:00;13:15;MW;0;0,024;0,317;1,644;1,985;33,478;9,007;2,099;1,72;46,304;0
10.11.2025;CET;13:15;13:30;MW;0;0,008;0,557;1,072;1,637;54,408;5,213;1,563;0,291;61,475;0
10.11.2025;CET;13:30;13:45;MW;0,01;0;0,275;0,652;0,937;15,636;5,047;10,76;19,126;50,569;0
10.11.2025;CET;13:45;14:00;MW;2,782;5,236;3,76;2,617;14,395;0,933;1,174;5,45;22,327;29,884;0
10.11.2025;CET;14:00;14:15;MW;27,78;20,821;23,521;72,611;144,733;2,893;2,227;2,243;12,787;20,15;0
10.11.2025;CET;14:15;14:30;MW;52,646;27,65;51,742;180,589;312,627;0;0;1,997;0,043;2,04;0
10.11.2025;CET;14:30;14:45;MW;1,418;0,51;2,828;9,305;14,061;1,535;0,634;2,638;1,902;6,709;0
10.11.2025;CET;14:45;15:00;MW;0,001;0,016;2,455;5,768;8,24;0,898;1,176;1,102;2,049;5,225;0
10.11.2025;CET;15:00;15:15;MW;6,036;1,34;4,564;1,966;13,906;0,358;1,482;3,064;0,595;5,499;0
10.11.2025;CET;15:15;15:30;MW;17,279;5,337;10,113;22,318;55,047;0,566;0,301;1,459;0,228;2,554;0
10.11.2025;CET;15:30;15:45;MW;19,564;14,014;15,211;41,668;90,457;0,805;0,138;0,932;0,579;2,454;0
10.11.2025;CET;15:45;16:00;MW;5,45;5,428;4,896;11,939;27,713;0,497;0,135;1,435;1,188;3,255;0
10.11.2025;CET;16:00;16:15;MW;11,058;8,58;4,098;28,7;52,436;1,265;1,366;2,861;0,856;6,348;0
10.11.2025;CET;16:15;16:30;MW;49,146;11,563;15,865;69,195;145,769;1,019;0,383;1,889;0,073;3,364;0
10.11.2025;CET;16:30;16:45;MW;65,694;14,125;21,602;75,346;176,767;0,449;0,228;2,087;0,017;2,781;0
10.11.2025;CET;16:45;17:00;MW;53,992;12,605;21,743;62,128;150,468;0,626;0,051;2,031;0,091;2,799;0
10.11.2025;CET;17:00;17:15;MW;96,7;20,505;37,699;162,596;317,5;0;0,1;2,208;0;2,308;0
10.11.2025;CET;17:15;17:30;MW;90,295;18,107;38,071;121,714;268,187;0;0,139;2,382;0,042;2,563;0
10.11.2025;CET;17:30;17:45;MW;6,915;3,315;6,498;6,985;23,713;1,95;0,317;4,489;0,168;6,924;0
10.11.2025;CET;17:45;18:00;MW;65,741;13,933;20,639;98,579;198,892;1,974;0,46;6,272;0,653;9,359;0
10.11.2025;CET;18:00;18:15;MW;22,465;11,929;1,413;28,575;64,382;2,22;0,372;4,647;2,167;9,406;0
10.11.2025;CET;18:15;18:30;MW;41,789;11,683;9,885;51,099;114,456;6,249;0,839;7,344;1,742;16,174;0
10.11.2025;CET;18:30;18:45;MW;7,89;2,204;2,669;6,6;19,363;15,248;1,78;10,611;2,309;29,948;0
10.11.2025;CET;18:45;19:00;MW;0;0,038;0,368;0,717;1,123;63,866;1,382;28,865;33,439;127,552;0
10.11.2025;CET;19:00;19:15;MW;0,049;0,477;0,202;0,804;1,532;30,404;0,852;17,905;11,22;60,381;0
10.11.2025;CET;19:15;19:30;MW;17,621;7,53;8,293;28,37;61,814;20,015;1,484;10,417;7,325;39,241;0
10.11.2025;CET;19:30;19:45;MW;12,543;3,091;10,878;15,453;41,965;11,965;2,21;7,413;3,371;24,959;0
10.11.2025;CET;19:45;20:00;MW;81,694;11,286;13,922;145,709;252,611;4,121;1,446;5,815;3,719;15,101;0
10.11.2025;CET;20:00;20:15;MW;1,524;0,484;4,488;3,357;9,853;3,659;0,514;5,183;2,43;11,786;0
10.11.2025;CET;20:15;20:30;MW;13,36;1,302;7,042;17,933;39,637;1,118;0,854;4,827;2,59;9,389;0
10.11.2025;CET;20:30;20:45;MW;43,503;10,739;27,635;72,002;153,879;0,983;0,388;2,663;2,09;6,124;0
10.11.2025;CET;20:45;21:00;MW;2,59;2,605;1,366;6,581;13,142;1,126;1,21;6,807;2,623;11,766;0
10.11.2025;CET;21:00;21:15;MW;60,3;10,633;8,893;97,855;177,681;0,848;0,224;1,368;0,445;2,885;0
10.11.2025;CET;21:15;21:30;MW;41,936;8,108;18,752;67,027;135,823;0,855;0,65;1,439;0,351;3,295;0
10.11.2025;CET;21:30;21:45;MW;1,836;0,154;3,98;1,361;7,331;1,342;1,196;3,764;1,356;7,658;0
10.11.2025;CET;21:45;22:00;MW;0,065;0;0,142;1,323;1,53;32,253;7,768;20,884;54,752;115,657;0
10.11.2025;CET;22:00;22:15;MW;0;0,021;0,089;0,605;0,715;39,968;6,288;27,175;19,825;93,256;0
10.11.2025;CET;22:15;22:30;MW;0;0,004;0,062;0,259;0,325;77,617;10,097;42,638;80,171;210,523;0
10.11.2025;CET;22:30;22:45;MW;0,003;0;0,115;0,182;0,3;42,911;5,676;45,168;56,336;150,091;0
10.11.2025;CET;22:45;23:00;MW;1,675;0,002;0,077;0,231;1,985;5,759;4,174;19,76;31,85;61,543;0
10.11.2025;CET;23:00;23:15;MW;2,419;0,208;0,64;1,666;4,933;5,514;1,807;7,992;11,115;26,428;0
10.11.2025;CET;23:15;23:30;MW;0,243;0,097;0,108;1,58;2,028;3,313;0,474;1,698;1,058;6,543;0
10.11.2025;CET;23:30;23:45;MW;3,82;1,287;7,524;4,227;16,858;0,177;0,381;1,395;4,04;5,993;0
10.11.2025;CET;23:45;00:00;MW;2,437;0,035;1,789;0,957;5,218;0,09;2,49;6,369;1,915;10,864;0
11.11.2025;CET;00:00;00:15;MW;1,556;0,086;0,294;1,027;2,963;3,586;1,12;2,647;5,495;12,848;0
11.11.2025;CET;00:15;00:30;MW;16,44;0,104;1,294;2,017;19,855;0,915;0,884;1,209;0,46;3,468;0
11.11.2025;CET;00:30;00:45;MW;59,293;1,297;17,289;27,956;105,835;0,002;0,457;1,657;1,161;3,277;0
11.11.2025;CET;00:45;01:00;MW;30,997;0,578;1,184;10,248;43,007;0,001;1,032;1,468;1,055;3,556;0
11.11.2025;CET;01:00;01:15;MW;18,658;0,446;8,926;7,555;35,585;0,068;1,029;1,287;1,675;4,059;0
11.11.2025;CET;01:15;01:30;MW;79,935;0,767;27,501;52,003;160,206;0;0,262;1,154;0,092;1,508;0
11.11.2025;CET;01:30;01:45;MW;84,476;1,556;33,152;39,094;158,278;0;0,081;1,123;0,533;1,737;0
11.11.2025;CET;01:45;02:00;MW;129,329;1,093;38,564;49,333;218,319;0;0,078;0,901;0,048;1,027;0
11.11.2025;CET;02:00;02:15;MW;44,256;0,973;22,579;11,172;78,98;0;0,199;1,582;0,801;2,582;0
11.11.2025;CET;02:15;02:30;MW;21,224;4,543;21,365;0,736;47,868;0;0,087;1,295;0,626;2,008;0
11.11.2025;CET;02:30;02:45;MW;1,758;0;0,179;0,548;2,485;5,706;5,239;24,418;8,716;44,079;0
11.11.2025;CET;02:45;03:00;MW;0,011;0;0,164;0,407;0,582;12,192;20,547;33,154;23,716;89,609;0
11.11.2025;CET;03:00;03:15;MW;0,023;0;0,178;0;0,201;7,624;8,866;36,12;15,734;68,344;0
