;aFRR_Pos_Arbeitspreis;aFRR_Neg_Arbeitspreis;FCR_Leistungspreis;aFRR_Neg_Leistungspreis;aFRR_Pos_Leistungspreis;FCR_Capacity;aFRR_Neg_Capacity;aFRR_Pos_Capacity;aFRR_Activation_Pos_MW;aFRR_Activation_Neg_MW;aFRR_Activation_Pos;aFRR_Activation_Neg;Spotmarkt_Preis
2025-11-01 00:00:00;98,30308219178082;34,449753086419754;2,09;2,48;1,27;102,0;459,0;268,0;28,775;9,933;0,10736940298507462;0,021640522875816994;63,5
2025-11-01 00:15:00;113,56577777777777;0,0;2,09;2,48;1,27;102,0;459,0;268,0;69,467;1,32;0,259205223880597;0,0028758169934640526;53,67
2025-11-01 00:30:00;110,2912;0,0;2,09;2,48;1,27;102,0;459,0;268,0;84,291;0,946;0,3145186567164179;0,0020610021786492375;52,37
2025-11-01 00:45:00;113,12973333333333;0,0;2,09;2,48;1,27;102,0;459,0;268,0;60,468;1,062;0,2256268656716418;0,0023137254901960786;49,29
2025-11-01 01:00:00;101,06008888888888;0,0;2,09;2,48;1,27;102,0;459,0;268,0;74,045;0,652;0,2762873134328358;0,001420479302832244;52,32
2025-11-01 01:15:00;99,42404444444445;0,0;2,09;2,48;1,27;102,0;459,0;268,0;72,971;0,781;0,27227985074626865;0,001701525054466231;44,57
2025-11-01 01:30:00;58,29049107142857;70,82615384615384;2,09;2,48;1,27;102,0;459,0;268,0;19,082;0,676;0,07120149253731343;0,0014727668845315905;32,23
2025-11-01 01:45:00;90,38137777777779;96,12769230769231;2,09;2,48;1,27;102,0;459,0;268,0;55,612;1,033;0,20750746268656717;0,002250544662309368;23,34
2025-11-01 02:00:00;72,68747572815535;79,01954545454545;2,09;2,48;1,27;102,0;459,0;268,0;32,728;1,368;0,12211940298507463;0,002980392156862745;29,31
2025-11-01 02:15:00;34,385617283950616;81,12883116883117;2,09;2,48;1,27;102,0;459,0;268,0;0,633;2,358;0,0023619402985074625;0,005137254901960785;24,13
2025-11-01 02:30:00;66,20058035714285;60,1025;2,09;2,48;1,27;102,0;459,0;268,0;24,572;0,818;0,0916865671641791;0,0017821350762527231;33,96
2025-11-01 02:45:00;99,49206278026905;77,275;2,09;2,48;1,27;102,0;459,0;268,0;65,394;0,577;0,24400746268656717;0,0012570806100217864;25,69
2025-11-01 03:00:00;101,05715555555555;0,0;2,09;2,48;1,27;102,0;459,0;268,0;45,799;0,933;0,17089179104477611;0,0020326797385620916;50,25
2025-11-01 03:15:00;86,67017777777778;85,56;2,09;2,48;1,27;102,0;459,0;268,0;33,247;0,858;0,12405597014925374;0,001869281045751634;31,33
2025-11-01 03:30:00;89,96754464285713;53,37894736842105;2,09;2,48;1,27;102,0;459,0;268,0;49,101;0,61;0,18321268656716416;0,0013289760348583878;20,09
2025-11-01 03:45:00;57,0336;0,0;2,09;2,48;1,27;102,0;459,0;268,0;3,653;0,698;0,013630597014925373;0,0015206971677559913;18,16
2025-11-01 04:00:00;89,23963636363636;63,89202898550725;2,13;2,46;2,06;124,0;450,0;234,0;16,459;0,813;0,07033760683760684;0,0018066666666666665;21,17
2025-11-01 04:15:00;85,90147321428572;86,354;2,13;2,46;2,06;124,0;450,0;234,0;13,669;0,656;0,05841452991452992;0,0014577777777777779;22,48
2025-11-01 04:30:00;51,62244444444444;69,52347826086957;2,13;2,46;2,06;124,0;450,0;234,0;6,948;0,643;0,029692307692307695;0,0014288888888888888;20,44
2025-11-01 04:45:00;47,2689;60,7472;2,13;2,46;2,06;124,0;450,0;234,0;0,606;7,077;0,0025897435897435897;0,015726666666666667;15,52
2025-11-01 05:00:00;88,77134020618557;14,576060606060606;2,13;2,46;2,06;124,0;450,0;234,0;11,854;6,032;0,05065811965811966;0,013404444444444445;15,61
2025-11-01 05:15:00;20,187227722772274;50,88351351351351;2,13;2,46;2,06;124,0;450,0;234,0;0,455;3,88;0,0019444444444444446;0,008622222222222222;24,04
2025-11-01 05:30:00;72,48417777777777;62,82333333333333;2,13;2,46;2,06;124,0;450,0;234,0;16,312;1,468;0,06970940170940171;0,0032622222222222223;11,41
2025-11-01 05:45:00;85,11875555555557;40,485;2,13;2,46;2,06;124,0;450,0;234,0;32,437;1,63;0,1386196581196581;0,003622222222222222;10,25
2025-11-01 06:00:00;119,84342245989305;106,85985714285715;2,13;2,46;2,06;124,0;450,0;234,0;31,962;3,206;0,1365897435897436;0,0071244444444444445;14,96
2025-11-01 06:15:00;84,95696132596684;60,68655172413793;2,13;2,46;2,06;124,0;450,0;234,0;14,04;5,191;0,06;0,011535555555555556;11,44
2025-11-01 06:30:00;61,743178294573646;54,348571428571425;2,13;2,46;2,06;124,0;450,0;234,0;2,809;11,131;0,012004273504273504;0,024735555555555556;11,17
2025-11-01 06:45:00;43,2625;26,14048888888889;2,13;2,46;2,06;124,0;450,0;234,0;0,273;31,526;0,0011666666666666668;0,07005777777777777;8,94
2025-11-01 07:00:00;20,865942028985508;53,530654761904756;2,13;2,46;2,06;124,0;450,0;234,0;0,923;9,922;0,003944444444444445;0,02204888888888889;21,14
2025-11-01 07:15:00;0,0;21,23511111111111;2,13;2,46;2,06;124,0;450,0;234,0;0,276;44,298;0,0011794871794871796;0,09844;16,17
2025-11-01 07:30:00;61,40125;63,57;2,13;2,46;2,06;124,0;450,0;234,0;0,253;9,507;0,0010811965811965813;0,021126666666666665;13,01
2025-11-01 07:45:00;63,89000000000001;30,051333333333336;2,13;2,46;2,06;124,0;450,0;234,0;0,546;28,171;0,0023333333333333335;0,06260222222222223;20,1
2025-11-01 08:00:00;34,03583333333333;23,79744394618834;3,82;5,63;3,88;110,0;469,0;206,0;0,253;41,865;0,0012281553398058253;0,08926439232409382;45,58
2025-11-01 08:15:00;37,919230769230765;21,16297777777778;3,82;5,63;3,88;110,0;469,0;206,0;0,315;44,673;0,001529126213592233;0,09525159914712154;37,76
2025-11-01 08:30:00;23,588421052631578;21,73046511627907;3,82;5,63;3,88;110,0;469,0;206,0;0,346;24,576;0,0016796116504854367;0,05240085287846482;22,06
2025-11-01 08:45:00;44,02727272727273;15,89527607361963;3,82;5,63;3,88;110,0;469,0;206,0;2,468;23,589;0,011980582524271845;0,050296375266524515;14,4
2025-11-01 09:00:00;71,4656204379562;44,856803278688524;3,82;5,63;3,88;110,0;469,0;206,0;15,467;4,024;0,07508252427184467;0,00857995735607676;45,74
2025-11-01 09:15:00;23,479021739130438;20,82715277777778;3,82;5,63;3,88;110,0;469,0;206,0;2,483;7,92;0,012053398058252427;0,016886993603411515;30,08
2025-11-01 09:30:00;87,53711711711712;32,61333333333334;3,82;5,63;3,88;110,0;469,0;206,0;40,531;1,315;0,196752427184466;0,002803837953091684;19,44
2025-11-01 09:45:00;118,14737777777778;0,0;3,82;5,63;3,88;110,0;469,0;206,0;59,329;1,435;0,28800485436893203;0,0030597014925373136;12,92
2025-11-01 10:00:00;126,34004444444443;0,0;3,82;5,63;3,88;110,0;469,0;206,0;57,811;0,89;0,2806359223300971;0,0018976545842217484;23,72
2025-11-01 10:15:00;101,20471111111112;0,0;3,82;5,63;3,88;110,0;469,0;206,0;18,935;0,665;0,09191747572815534;0,001417910447761194;18,08
2025-11-01 10:30:00;84,21502645502645;30,35288888888889;3,82;5,63;3,88;110,0;469,0;206,0;27,754;3,385;0,13472815533980584;0,007217484008528784;16,4
2025-11-01 10:45:00;60,0;-5,0564888888888895;3,82;5,63;3,88;110,0;469,0;206,0;0,995;57,36;0,004830097087378641;0,12230277185501066;15,0
2025-11-01 11:00:00;31,388714285714286;58,40147058823529;3,82;5,63;3,88;110,0;469,0;206,0;2,781;5,34;0,0135;0,01138592750533049;15,0
2025-11-01 11:15:00;22,50433179723502;75,4296;3,82;5,63;3,88;110,0;469,0;206,0;1,767;1,336;0,008577669902912621;0,0028486140724946697;15,06
2025-11-01 11:30:00;23,947777777777777;0,0;3,82;5,63;3,88;110,0;469,0;206,0;0,589;0,848;0,002859223300970874;0,0018081023454157782;15,0
2025-11-01 11:45:00;20,387385620915033;50,956774193548384;3,82;5,63;3,88;110,0;469,0;206,0;0,641;4,894;0,0031116504854368935;0,01043496801705757;17,97
2025-11-01 12:00:00;0,0;16,081511111111112;4,2;8,47;3,14;105,0;462,0;198,0;0,502;38,825;0,0025353535353535355;0,08403679653679655;14,85
2025-11-01 12:15:00;44,95791666666667;67,88018348623852;4,2;8,47;3,14;105,0;462,0;198,0;0,409;6,001;0,0020656565656565653;0,01298917748917749;18,0
2025-11-01 12:30:00;84,93606936416185;71,75461538461539;4,2;8,47;3,14;105,0;462,0;198,0;24,84;1,792;0,12545454545454546;0,0038787878787878787;24,78
2025-11-01 12:45:00;119,53715555555556;0,0;4,2;8,47;3,14;105,0;462,0;198,0;67,431;0,872;0,34056060606060606;0,0018874458874458874;26,43
2025-11-01 13:00:00;169,27275555555556;0,0;4,2;8,47;3,14;105,0;462,0;198,0;74,548;1,602;0,3765050505050505;0,0034675324675324678;20,25
2025-11-01 13:15:00;172,91257777777778;0,0;4,2;8,47;3,14;105,0;462,0;198,0;75,982;1,073;0,3837474747474747;0,0023225108225108223;25,51
2025-11-01 13:30:00;149,22057777777778;63,47;4,2;8,47;3,14;105,0;462,0;198,0;57,151;1,317;0,28864141414141414;0,0028506493506493505;39,36
2025-11-01 13:45:00;136,51497777777777;0,0;4,2;8,47;3,14;105,0;462,0;198,0;62,469;0,986;0,3155;0,0021341991341991343;41,84
2025-11-01 14:00:00;134,70724444444446;63,47;4,2;8,47;3,14;105,0;462,0;198,0;58,428;0,639;0,29509090909090907;0,0013831168831168832;43,47
2025-11-01 14:15:00;132,55004444444444;0,0;4,2;8,47;3,14;105,0;462,0;198,0;61,972;0,939;0,312989898989899;0,0020324675324675323;56,26
2025-11-01 14:30:00;99,12596590909092;62,99746268656716;4,2;8,47;3,14;105,0;462,0;198,0;21,505;6,921;0,1086111111111111;0,014980519480519481;57,32
2025-11-01 14:45:00;107,33644444444445;63,47;4,2;8,47;3,14;105,0;462,0;198,0;29,998;0,958;0,1515050505050505;0,0020735930735930734;58,96
2025-11-01 15:00:00;119,90579908675798;81,51931034482759;4,2;8,47;3,14;105,0;462,0;198,0;31,126;3,036;0,1572020202020202;0,006571428571428572;47,19
2025-11-01 15:15:00;160,82124444444443;0,0;4,2;8,47;3,14;105,0;462,0;198,0;57,635;1,121;0,29108585858585856;0,0024264069264069263;57,23
2025-11-01 15:30:00;105,43595555555555;63,47;4,2;8,47;3,14;105,0;462,0;198,0;30,122;0,984;0,15213131313131312;0,0021298701298701297;63,51
2025-11-01 15:45:00;84,17176470588235;57,642125;4,2;8,47;3,14;105,0;462,0;198,0;12,626;2,257;0,06376767676767676;0,004885281385281386;68,36
2025-11-01 16:00:00;148,9023111111111;0,0;3,5;1,76;5,26;100,0;482,0;188,0;75,378;3,594;0,4009468085106383;0,007456431535269709;59,8
2025-11-01 16:15:00;150,9472;0,0;3,5;1,76;5,26;100,0;482,0;188,0;86,159;1,755;0,45829255319148937;0,0036410788381742738;74,87
2025-11-01 16:30:00;161,77995555555555;0,0;3,5;1,76;5,26;100,0;482,0;188,0;97,802;2,06;0,5202234042553192;0,004273858921161826;84,76
2025-11-01 16:45:00;135,83897777777779;0,0;3,5;1,76;5,26;100,0;482,0;188,0;57,581;1,722;0,30628191489361706;0,0035726141078838173;86,91
2025-11-01 17:00:00;75,76969696969697;82,79078787878788;3,5;1,76;5,26;100,0;482,0;188,0;5,397;20,35;0,028707446808510638;0,042219917012448135;86,94
2025-11-01 17:15:00;93,47601809954752;75,09876404494382;3,5;1,76;5,26;100,0;482,0;188,0;11,093;3,26;0,05900531914893617;0,006763485477178423;89,24
2025-11-01 17:30:00;79,73875000000001;93,41177777777779;3,5;1,76;5,26;100,0;482,0;188,0;1,261;47,065;0,0067074468085106375;0,09764522821576763;89,72
2025-11-01 17:45:00;91,93578947368421;88,48635555555556;3,5;1,76;5,26;100,0;482,0;188,0;0,46;30,412;0,002446808510638298;0,0630954356846473;89,26
2025-11-01 18:00:00;63,902682926829264;96,93052631578946;3,5;1,76;5,26;100,0;482,0;188,0;0,263;10,896;0,0013989361702127661;0,022605809128630708;87,21
2025-11-01 18:15:00;13,39;72,29134529147981;3,5;1,76;5,26;100,0;482,0;188,0;0,185;60,636;0,0009840425531914894;0,1258008298755187;91,0
2025-11-01 18:30:00;0,0;64,4044;3,5;1,76;5,26;100,0;482,0;188,0;0,138;63,831;0,0007340425531914894;0,13242946058091287;91,92
2025-11-01 18:45:00;0,0;36,385822222222224;3,5;1,76;5,26;100,0;482,0;188,0;0,246;59,494;0,0013085106382978724;0,12343153526970954;86,09
2025-11-01 19:00:00;76,58173228346456;63,238734177215186;3,5;1,76;5,26;100,0;482,0;188,0;0,36;20,076;0,0019148936170212765;0,04165145228215768;85,29
2025-11-01 19:15:00;0,0;73,0044;3,5;1,76;5,26;100,0;482,0;188,0;0,375;27,698;0,0019946808510638296;0,057464730290456435;88,22
2025-11-01 19:30:00;64,00375;77,81487804878049;3,5;1,76;5,26;100,0;482,0;188,0;0,349;10,076;0,0018563829787234041;0,0209045643153527;86,06
2025-11-01 19:45:00;65,3333644859813;112,712;3,5;1,76;5,26;100,0;482,0;188,0;3,525;2,707;0,01875;0,005616182572614108;86,03
2025-11-01 20:00:00;73,17648648648648;72,89747474747475;2,86;1,2;2,03;145,0;432,0;207,0;1,426;2,114;0,006888888888888889;0,004893518518518518;90,11
2025-11-01 20:15:00;51,616594202898554;68,26905;2,86;1,2;2,03;145,0;432,0;207,0;0,528;6,156;0,0025507246376811595;0,014249999999999999;91,0
2025-11-01 20:30:00;55,40658536585366;65,26883720930232;2,86;1,2;2,03;145,0;432,0;207,0;0,591;2,592;0,0028550724637681157;0,006;86,93
2025-11-01 20:45:00;63,74786666666667;85,61;2,86;1,2;2,03;145,0;432,0;207,0;2,402;2,661;0,011603864734299517;0,006159722222222223;76,75
2025-11-01 21:00:00;76,5756;62,23;2,86;1,2;2,03;145,0;432,0;207,0;5,763;2,504;0,027840579710144926;0,005796296296296296;86,94
2025-11-01 21:15:00;71,09573170731707;118,97281249999999;2,86;1,2;2,03;145,0;432,0;207,0;1,943;2,454;0,009386473429951692;0,005680555555555556;85,1
2025-11-01 21:30:00;48,10574074074074;88,54363636363637;2,86;1,2;2,03;145,0;432,0;207,0;0,86;1,665;0,0041545893719806765;0,0038541666666666668;81,19
2025-11-01 21:45:00;105,34466666666667;68,52894736842104;2,86;1,2;2,03;145,0;432,0;207,0;51,791;1,888;0,25019806763285024;0,00437037037037037;79,9
2025-11-01 22:00:00;131,45133333333334;68,725;2,86;1,2;2,03;145,0;432,0;207,0;68,63;1,198;0,33154589371980675;0,002773148148148148;87,04
2025-11-01 22:15:00;119,88146666666667;62,23;2,86;1,2;2,03;145,0;432,0;207,0;61,994;1,443;0,299487922705314;0,003340277777777778;89,5
2025-11-01 22:30:00;82,46213333333333;0,0;2,86;1,2;2,03;145,0;432,0;207,0;9,084;1,348;0,04388405797101449;0,0031203703703703706;82,49
2025-11-01 22:45:00;106,32193877551019;60,01946969696969;2,86;1,2;2,03;145,0;432,0;207,0;11,888;15,168;0,057429951690821254;0,03511111111111111;72,69
2025-11-01 23:00:00;37,72571428571428;58,450269058295966;2,86;1,2;2,03;145,0;432,0;207,0;0,581;32,226;0,0028067632850241543;0,07459722222222222;85,73
2025-11-01 23:15:00;25,006666666666668;56,5762100456621;2,86;1,2;2,03;145,0;432,0;207,0;0,272;32,08;0,0013140096618357488;0,07425925925925926;81,82
2025-11-01 23:30:00;0,0;61,20527027027027;2,86;1,2;2,03;145,0;432,0;207,0;0,36;29,323;0,0017391304347826085;0,06787731481481482;72,29
2025-11-01 23:45:00;0,0;51,08915555555555;2,86;1,2;2,03;145,0;432,0;207,0;0,45;37,885;0,002173913043478261;0,08769675925925925;70,19
2025-11-02 00:00:00;73,86977477477477;53,5175;2,25;2,4;1,24;150,0;494,0;264,0;12,046;2,961;0,04562878787878788;0,005993927125506073;58,1
2025-11-02 00:15:00;20,16480769230769;63,896350364963496;2,25;2,4;1,24;150,0;494,0;264,0;0,546;14,521;0,0020681818181818184;0,029394736842105265;67,03
2025-11-02 00:30:00;34,133529411764705;52,373283582089556;2,25;2,4;1,24;150,0;494,0;264,0;0,282;27,694;0,0010681818181818182;0,05606072874493927;65,7
2025-11-02 00:45:00;0,0;54,63502222222222;2,25;2,4;1,24;150,0;494,0;264,0;0,296;41,608;0,0011212121212121212;0,08422672064777327;66,31
2025-11-02 01:00:00;42,89731818181818;67,96714285714286;2,25;2,4;1,24;150,0;494,0;264,0;0,115;3,399;0,00043560606060606065;0,0068805668016194334;62,34
2025-11-02 01:15:00;54,581466666666664;63,42;2,25;2,4;1,24;150,0;494,0;264,0;6,433;1,45;0,024367424242424243;0,0029352226720647774;61,91
2025-11-02 01:30:00;46,91061728395062;65,34882352941176;2,25;2,4;1,24;150,0;494,0;264,0;0,996;5,153;0,0037727272727272726;0,010431174089068825;57,42
2025-11-02 01:45:00;90,03000000000002;54,46173333333333;2,25;2,4;1,24;150,0;494,0;264,0;0,383;35,7;0,0014507575757575757;0,0722672064777328;59,64
2025-11-02 02:00:00;23,207;79,3096875;2,25;2,4;1,24;150,0;494,0;264,0;0,706;3,585;0,002674242424242424;0,007257085020242915;60,82
2025-11-02 02:15:00;16,393684210526317;66,08889473684211;2,25;2,4;1,24;150,0;494,0;264,0;0,466;23,741;0,0017651515151515152;0,04805870445344129;61,64
2025-11-02 02:30:00;0,0;38,516622222222225;2,25;2,4;1,24;150,0;494,0;264,0;0,377;51,109;0,001428030303030303;0,10345951417004048;60,11
2025-11-02 02:45:00;0,0;50,864755555555554;2,25;2,4;1,24;150,0;494,0;264,0;0,532;41,439;0,0020151515151515154;0,08388461538461539;61,34
2025-11-02 03:00:00;0,0;62,23528888888889;2,25;2,4;1,24;150,0;494,0;264,0;0,677;28,207;0,0025643939393939397;0,05709919028340081;61,98
2025-11-02 03:15:00;52,14125;70,85153488372093;2,25;2,4;1,24;150,0;494,0;264,0;0,351;13,677;0,0013295454545454546;0,027686234817813765;62,59
2025-11-02 03:30:00;0,0;66,84266666666667;2,25;2,4;1,24;150,0;494,0;264,0;0,383;17,599;0,0014507575757575757;0,03562550607287449;64,15
2025-11-02 03:45:00;60,935500000000005;71,0593396226415;2,25;2,4;1,24;150,0;494,0;264,0;0,374;10,502;0,0014166666666666668;0,021259109311740892;62,21
2025-11-02 04:00:00;73,28779310344828;70,60677419354839;2,21;2,34;1,75;153,0;511,0;297,0;6,726;8,514;0,022646464646464647;0,016661448140900193;62,64
2025-11-02 04:15:00;74,60695;80,6224;2,21;2,34;1,75;153,0;511,0;297,0;12,407;1,754;0,041774410774410776;0,0034324853228962816;64,62
2025-11-02 04:30:00;110,33591111111112;0,0;2,21;2,34;1,75;153,0;511,0;297,0;74,893;2,07;0,25216498316498315;0,004050880626223091;66,55
2025-11-02 04:45:00;105,58835555555557;0,0;2,21;2,34;1,75;153,0;511,0;297,0;79,131;1,283;0,2664343434343434;0,002510763209393346;74,26
2025-11-02 05:00:00;103,95008888888889;0,0;2,21;2,34;1,75;153,0;511,0;297,0;79,749;1,782;0,2685151515151515;0,003487279843444227;66,09
2025-11-02 05:15:00;84,82097777777778;0,0;2,21;2,34;1,75;153,0;511,0;297,0;20,418;1,64;0,06874747474747475;0,0032093933463796477;73,98
2025-11-02 05:30:00;59,94711111111111;0,0;2,21;2,34;1,75;153,0;511,0;297,0;7,556;1,669;0,02544107744107744;0,0032661448140900197;64,93
2025-11-02 05:45:00;70,2048;0,0;2,21;2,34;1,75;153,0;511,0;297,0;7,09;1,355;0,02387205387205387;0,0026516634050880628;70,24
2025-11-02 06:00:00;75,67584541062801;62,6756976744186;2,21;2,34;1,75;153,0;511,0;297,0;21,405;2,395;0,07207070707070708;0,0046868884540117416;61,28
2025-11-02 06:15:00;92,67195555555556;0,0;2,21;2,34;1,75;153,0;511,0;297,0;46,751;1,918;0,1574107744107744;0,0037534246575342462;69,49
2025-11-02 06:30:00;95,93186666666666;58,49;2,21;2,34;1,75;153,0;511,0;297,0;58,876;1,507;0,19823569023569024;0,002949119373776908;73,3
2025-11-02 06:45:00;79,3972;62,67;2,21;2,34;1,75;153,0;511,0;297,0;44,137;0,934;0,1486094276094276;0,001827788649706458;77,32
2025-11-02 07:00:00;37,495022222222225;70,08;2,21;2,34;1,75;153,0;511,0;297,0;0,612;2,389;0,0020606060606060605;0,004675146771037182;77,17
2025-11-02 07:15:00;60,68046296296296;64,76;2,21;2,34;1,75;153,0;511,0;297,0;0,61;1,959;0,002053872053872054;0,0038336594911937377;74,59
2025-11-02 07:30:00;65,223125;69,87008888888889;2,21;2,34;1,75;153,0;511,0;297,0;0,649;37,403;0,0021851851851851854;0,07319569471624265;74,93
2025-11-02 07:45:00;63,15;73,22924444444445;2,21;2,34;1,75;153,0;511,0;297,0;0,886;29,263;0,0029831649831649834;0,05726614481409002;75,43
2025-11-02 08:00:00;11,858;73,13595454545454;3,48;4,46;2,92;125,0;291,0;230,0;0,103;61,585;0,0004478260869565217;0,2116323024054983;81,48
2025-11-02 08:15:00;9,5;66,84120535714285;3,48;4,46;2,92;125,0;291,0;230,0;0,364;56,552;0,0015826086956521738;0,19433676975945016;80,07
2025-11-02 08:30:00;0,0;65,87946666666667;3,48;4,46;2,92;125,0;291,0;230,0;0,502;46,031;0,002182608695652174;0,15818213058419245;73,77
2025-11-02 08:45:00;80,31952380952382;73,52964646464648;3,48;4,46;2,92;125,0;291,0;230,0;0,287;22,64;0,0012478260869565217;0,07780068728522337;73,16
2025-11-02 09:00:00;90,32219696969696;89,74558659217877;3,48;4,46;2,92;125,0;291,0;230,0;0,448;9,588;0,0019478260869565218;0,03294845360824742;91,61
2025-11-02 09:15:00;26,257941176470588;72,73955;3,48;4,46;2,92;125,0;291,0;230,0;0,261;26,211;0,0011347826086956522;0,0900721649484536;77,57
2025-11-02 09:30:00;96,74394495412844;92,4404;3,48;4,46;2,92;125,0;291,0;230,0;3,86;3,304;0,016782608695652172;0,011353951890034363;75,62
2025-11-02 09:45:00;124,10484444444444;71,31;3,48;4,46;2,92;125,0;291,0;230,0;92,719;2,721;0,4031260869565217;0,009350515463917526;69,03
2025-11-02 10:00:00;82,61834080717489;56,981500000000004;3,48;4,46;2,92;125,0;291,0;230,0;47,092;2,273;0,20474782608695652;0,0078109965635738835;81,6
2025-11-02 10:15:00;81,35312499999999;69,29599999999999;3,48;4,46;2,92;125,0;291,0;230,0;7,889;2,458;0,034300000000000004;0,008446735395189003;76,07
2025-11-02 10:30:00;92,82164444444444;68,97666666666667;3,48;4,46;2,92;125,0;291,0;230,0;7,283;2,572;0,03166521739130435;0,008838487972508592;72,26
2025-11-02 10:45:00;120,14337777777777;0,0;3,48;4,46;2,92;125,0;291,0;230,0;90,847;2,283;0,3949869565217391;0,007845360824742268;70,03
2025-11-02 11:00:00;123,9883111111111;0,0;3,48;4,46;2,92;125,0;291,0;230,0;103,337;0,847;0,4492913043478261;0,0029106529209621994;75,39
2025-11-02 11:15:00;129,3856888888889;0,0;3,48;4,46;2,92;125,0;291,0;230,0;116,294;0,73;0,5056260869565218;0,002508591065292096;75,6
2025-11-02 11:30:00;121,98613333333334;0,0;3,48;4,46;2,92;125,0;291,0;230,0;112,189;0,819;0,48777826086956516;0,0028144329896907217;75,07
2025-11-02 11:45:00;82,60358024691358;81,98557692307692;3,48;4,46;2,92;125,0;291,0;230,0;41,802;3,504;0,18174782608695653;0,012041237113402062;73,86
2025-11-02 12:00:00;61,79425;84,67012658227847;3,04;6,53;2,6;118,0;329,0;279,0;0,55;3,703;0,001971326164874552;0,01125531914893617;73,94
2025-11-02 12:15:00;69,92838028169014;76,45648;3,04;6,53;2,6;118,0;329,0;279,0;0,439;9,873;0,0015734767025089606;0,03000911854103343;73,49
2025-11-02 12:30:00;77,34046728971963;75,7460162601626;3,04;6,53;2,6;118,0;329,0;279,0;0,607;18,669;0,002175627240143369;0,05674468085106383;73,3
2025-11-02 12:45:00;113,93967289719626;96,60923076923078;3,04;6,53;2,6;118,0;329,0;279,0;55,735;0,742;0,19976702508960573;0,0022553191489361702;80,12
2025-11-02 13:00:00;120,48213333333334;0,0;3,04;6,53;2,6;118,0;329,0;279,0;93,797;1,29;0,3361899641577061;0,0039209726443769;76,4
2025-11-02 13:15:00;95,0867298578199;76,7775;3,04;6,53;2,6;118,0;329,0;279,0;45,498;0,684;0,1630752688172043;0,0020790273556231006;79,64
2025-11-02 13:30:00;72,42302222222223;58,15999999999999;3,04;6,53;2,6;118,0;329,0;279,0;16,934;1,127;0,060695340501792115;0,003425531914893617;85,57
2025-11-02 13:45:00;114,40884444444445;0,0;3,04;6,53;2,6;118,0;329,0;279,0;69,916;0,664;0,25059498207885306;0,0020182370820668693;91,04
2025-11-02 14:00:00;125,89431111111112;0,0;3,04;6,53;2,6;118,0;329,0;279,0;86,14;1,581;0,30874551971326164;0,00480547112462006;82,83
2025-11-02 14:15:00;114,06172222222223;78,36326923076923;3,04;6,53;2,6;118,0;329,0;279,0;39,205;5,634;0,14051971326164875;0,017124620060790276;88,8
2025-11-02 14:30:00;105,65835555555556;0,0;3,04;6,53;2,6;118,0;329,0;279,0;35,32;1,054;0,12659498207885306;0,003203647416413374;96,4
2025-11-02 14:45:00;30,715688888888888;62,64;3,04;6,53;2,6;118,0;329,0;279,0;2,606;1,173;0,009340501792114694;0,0035653495440729484;102,17
2025-11-02 15:00:00;76,37611940298507;77,37398058252427;3,04;6,53;2,6;118,0;329,0;279,0;7,767;19,842;0,027838709677419356;0,06031003039513677;95,98
2025-11-02 15:15:00;103,54217777777778;64,32;3,04;6,53;2,6;118,0;329,0;279,0;16,45;1,06;0,058960573476702506;0,003221884498480243;106,51
2025-11-02 15:30:00;48,248355555555555;65,3864705882353;3,04;6,53;2,6;118,0;329,0;279,0;8,588;1,096;0,030781362007168456;0,0033313069908814594;112,42
2025-11-02 15:45:00;75,50862222222221;65,11;3,04;6,53;2,6;118,0;329,0;279,0;0,528;0,896;0,00189247311827957;0,002723404255319149;127,7
2025-11-02 16:00:00;99,4401793721973;65,0385;2,76;1,34;4,65;131,0;382,0;325,0;23,792;3,88;0,07320615384615385;0,010157068062827224;101,92
2025-11-02 16:15:00;52,125859872611464;79,83103448275862;2,76;1,34;4,65;131,0;382,0;325,0;9,899;4,727;0,030458461538461535;0,01237434554973822;110,99
2025-11-02 16:30:00;112,39773913043479;80,76478260869565;2,76;1,34;4,65;131,0;382,0;325,0;2,495;20,495;0,007676923076923077;0,05365183246073299;119,03
2025-11-02 16:45:00;101,12728888888888;71,48095238095239;2,76;1,34;4,65;131,0;382,0;325,0;42,633;3,318;0,13117846153846155;0,00868586387434555;134,07
2025-11-02 17:00:00;114,52097777777779;104,66000000000001;2,76;1,34;4,65;131,0;382,0;325,0;71,303;2,557;0,21939384615384613;0,006693717277486911;118,0
2025-11-02 17:15:00;118,00857777777777;104,44;2,76;1,34;4,65;131,0;382,0;325,0;91,067;2,326;0,2802061538461538;0,006089005235602094;131,39
2025-11-02 17:30:00;66,52642857142857;76,73;2,76;1,34;4,65;131,0;382,0;325,0;38,422;2,56;0,11822153846153845;0,006701570680628272;138,83
2025-11-02 17:45:00;40,730563380281694;83,682;2,76;1,34;4,65;131,0;382,0;325,0;10,587;2,769;0,03257538461538462;0,00724869109947644;140,07
2025-11-02 18:00:00;132,90146666666666;0,0;2,76;1,34;4,65;131,0;382,0;325,0;122,769;2,795;0,3777507692307692;0,00731675392670157;137,52
2025-11-02 18:15:00;128,33502222222222;0,0;2,76;1,34;4,65;131,0;382,0;325,0;112,079;2,757;0,3448584615384615;0,007217277486910995;135,71
