timestep,demand_el,price_el,Eta_el_max_woDH,P_max_woDH,Eta_el_min_woDH,P_min_woDH,Beta,Q_CW_min,H_L_FG_share
6650,0.5760853237,-21.11,0.602477614,225,0.5049692637,94.8655504885,0.0006722008,25.4505592182,0.1382636765
6651,0.5797781784,-15.44,0.6024754018,217.6776695297,0.5049670087,94.8651268586,0.0006765098,25.4507445164,0.1382652736
6652,0.5899804717,-11.56,0.60246929,200,0.5049607789,94.8639564912,0.0006884142,25.4512564418,0.1382696857
6653,0.6198112263,-10.6,0.6024514197,182.3223304703,0.5049425632,94.8605344229,0.000723222,25.4527532741,0.1382825864
6654,0.7229232387,-9.84,0.6023896497,175,0.5048795995,94.8487058137,0.0008435375,25.4579271758,0.1383271786
6655,0.799884833,-8.06,0.6023435452,182.3223304703,0.5048326042,94.8398770787,0.0009333395,25.4617889152,0.1383604617
6656,0.8187121326,-9.83,0.6023322666,200,0.5048211076,94.8377172841,0.000955308,25.4627336218,0.1383686039
6657,0.8203394923,-9.13,0.6023312917,217.6776695297,0.5048201139,94.8375305997,0.0009572069,25.4628152786,0.1383693076
6658,0.8367132342,-9.88,0.6023214829,225,0.5048101155,94.8356522676,0.0009763125,25.4636368718,0.1383763887
6659,0.8500325472,-11.32,0.6023135039,217.6776695297,0.5048019823,94.8341243278,0.000991854,25.4643052015,0.1383821488
6660,0.8395047819,-9.97,0.6023198106,200,0.5048084109,94.8353320321,0.0009795698,25.4637769446,0.1383775959
6661,0.835123429,-10,0.6023224353,182.3223304703,0.5048110863,94.8358346439,0.0009744574,25.4635570994,0.1383757012
6662,0.821478644,-10.8,0.6023306093,175,0.5048194183,94.8373999206,0.0009585361,25.4628724383,0.1383698003
6663,0.8092734465,-9.96,0.6023379209,182.3223304703,0.5048268712,94.8388000534,0.0009442946,25.4622600122,0.138364522
6664,0.7921736518,-9.4,0.6023481647,200,0.5048373129,94.8407616754,0.0009243418,25.4614019875,0.1383571269
6665,0.7927620049,-9.96,0.6023478122,217.6776695297,0.5048369536,94.8406941818,0.0009250283,25.4614315096,0.1383573814
6666,0.8034900606,-17.22,0.6023413855,225,0.5048304027,94.839463501,0.0009375463,25.4619698164,0.1383620209
6667,0.840831706,-30.03,0.6023190157,217.6776695297,0.5048076006,94.8351798126,0.0009811181,25.4638435264,0.1383781698
6668,0.8000100145,-33.69,0.6023434703,200,0.5048325277,94.8398627184,0.0009334856,25.4617951965,0.1383605159
6669,0.7467577988,-37.95,0.6023753714,182.3223304703,0.5048650453,94.8459716056,0.0008713487,25.4591231341,0.1383374862
6670,0.6976616093,-35.02,0.6024047828,175,0.5048950251,94.8516037296,0.0008140611,25.4566596107,0.1383162539
6671,0.6331555756,-32.85,0.6024434257,182.3223304703,0.5049344147,94.8590036111,0.0007387928,25.45342286,0.1382883574
6672,0.598943468,-32.92,0.6024639207,200,0.5049553058,94.8629282911,0.0006988726,25.4517061824,0.1382735619
6673,0.5875644685,-31.67,0.6024707374,217.6776695297,0.5049622542,94.8642336457,0.0006855951,25.4511352128,0.1382686409
6674,0.5687371689,-31.24,0.602482016,225,0.5049737508,94.8663934403,0.0006636266,25.4501905063,0.1382604987
6675,0.575033799,-29.04,0.602478244,217.6776695297,0.5049699058,94.8656711154,0.0006709738,25.4505064553,0.1382632218
6676,0.5863752441,-27.99,0.6024714498,200,0.5049629803,94.8643700689,0.0006842075,25.4510755406,0.1382681266
6677,0.6214886586,-25.35,0.6024504148,182.3223304703,0.5049415389,94.8603419944,0.0007251793,25.4528374435,0.1382833118
6678,0.7279179811,-27.3,0.6023866575,175,0.5048765496,94.8481328362,0.0008493656,25.4581777994,0.1383293387
6679,0.8034525061,-29.07,0.602341408,182.3223304703,0.5048304256,94.8394678091,0.0009375025,25.461967932,0.1383620046
6680,0.8196009213,-34.98,0.6023317342,200,0.5048205649,94.8376153257,0.0009563451,25.4627782189,0.1383689882
6681,0.8154073406,-42.4,0.6023342464,217.6776695297,0.5048231256,94.8380963969,0.0009514519,25.4625677956,0.1383671747
6682,0.8235816935,-44.28,0.6023293495,225,0.5048181341,94.837158667,0.00096099,25.4629779641,0.1383707098
6683,0.8363376897,-47.03,0.6023217079,217.6776695297,0.5048103448,94.8356953486,0.0009758743,25.4636180279,0.1383762263
6684,0.8248209904,-46.58,0.602328607,200,0.5048173773,94.8370164996,0.0009624361,25.4630401489,0.1383712457
6685,0.8202769015,-46.36,0.6023313292,182.3223304703,0.5048201521,94.8375377798,0.0009571339,25.4628121379,0.1383692806
6686,0.8064568625,-43.92,0.6023396082,175,0.5048285911,94.839123161,0.0009410081,25.4621186831,0.1383633039
6687,0.7969806219,-39.9,0.602345285,182.3223304703,0.5048343776,94.8402102385,0.0009299508,25.4616431892,0.1383592058
6688,0.7781533223,-36.07,0.6023565637,200,0.5048458742,94.8423700331,0.0009079823,25.4606984826,0.1383510636
6689,0.7817835862,-39.9,0.6023543889,217.6776695297,0.5048436574,94.8419535834,0.0009122182,25.4608806401,0.1383526336
6690,0.8012743478,-42.91,0.6023427128,225,0.5048317557,94.8397176789,0.0009349609,25.4618586375,0.1383610627
6691,0.8409443693,-46.15,0.6023189482,217.6776695297,0.5048075318,94.8351668883,0.0009812495,25.4638491795,0.1383782185
6692,0.7986956086,-49.59,0.6023442577,200,0.5048333304,94.8400135019,0.0009319519,25.4617292429,0.1383599474
6693,0.7445170497,-51.66,0.6023767137,182.3223304703,0.5048664136,94.8462286556,0.0008687341,25.4590106989,0.1383365172
6694,0.6919658505,-46.05,0.6024081949,175,0.5048985032,94.8522571249,0.0008074151,25.4563738118,0.1383137907
6695,0.6331305393,-37.4,0.6024434407,182.3223304703,0.50493443,94.8590064831,0.0007387636,25.4534216038,0.1382883465
6696,0.5977417255,-35,0.6024646406,200,0.5049560396,94.8630661503,0.0006974704,25.451645882,0.1382730421
6697,0.5878649041,-31.93,0.6024705574,217.6776695297,0.5049620707,94.8641991809,0.0006859457,25.4511502879,0.1382687708
6698,0.5766236042,-31.07,0.6024772916,225,0.504968935,94.8654887391,0.0006728289,25.4505862278,0.1382639093
6699,0.5783636273,-30.01,0.6024762492,217.6776695297,0.5049678725,94.8652891304,0.0006748592,25.4506735378,0.1382646618
6700,0.590093135,-29.99,0.6024692226,200,0.5049607101,94.8639435669,0.0006885457,25.451262095,0.1382697344
6701,0.6246056782,-29.64,0.6024485475,182.3223304703,0.5049396356,94.8599844221,0.0007288164,25.4529938477,0.1382846598
6702,0.7258775224,-30.6,0.6023878799,175,0.5048777955,94.8483669097,0.0008469847,25.4580754143,0.1383284562
6703,0.8063066446,-32.98,0.6023396982,182.3223304703,0.5048286828,94.8391403934,0.0009408328,25.4621111455,0.1383632389
6704,0.825284162,-36,0.6023283296,200,0.5048170945,94.8369633664,0.0009629766,25.4630633897,0.138371446
6705,0.82611036,-50.19,0.6023278346,217.6776695297,0.50481659,94.8368685882,0.0009639406,25.4631048462,0.1383718033
6706,0.8364753893,-54.25,0.6023216254,225,0.5048102608,94.8356795523,0.000976035,25.4636249373,0.1383762858
6707,0.8510339993,-54.1,0.6023129039,217.6776695297,0.5048013708,94.8340094451,0.0009930226,25.4643554518,0.1383825819
6708,0.8401432077,-53.93,0.6023194282,200,0.5048080211,94.8352587944,0.0009803147,25.4638089792,0.138377872
6709,0.824370337,-51.54,0.602328877,182.3223304703,0.5048176525,94.8370681968,0.0009619103,25.4630175362,0.1383710508
6710,0.8102874168,-49.9,0.6023373135,175,0.504826252,94.8386837347,0.0009454777,25.4623108907,0.1383649605
6711,0.8018126283,-49.07,0.6023423904,182.3223304703,0.504831427,94.8396559295,0.000935589,25.4618856471,0.1383612954
6712,0.7841995894,-48.69,0.6023529416,200,0.5048421821,94.8416764289,0.0009150373,25.4610018691,0.1383536784
6713,0.7914601172,-47.75,0.6023485921,217.6776695297,0.5048377486,94.8408435293,0.0009235092,25.4613661841,0.1383568184
6714,0.8078463772,-48,0.6023387758,225,0.5048277426,94.8389637613,0.0009426294,25.4621884055,0.1383639048
6715,0.8374267688,-50.31,0.6023210555,217.6776695297,0.5048096798,94.8355704137,0.0009771451,25.4636726752,0.1383766973
6716,0.7934004306,-57.52,0.6023474298,200,0.5048365638,94.8406209441,0.0009257733,25.4614635442,0.1383576575
6717,0.74106204,-61.05,0.6023787835,182.3223304703,0.5048685234,94.8466250009,0.0008647026,25.4588373352,0.138335023
6718,0.6923288769,-51.93,0.6024079775,175,0.5048982815,94.8522154799,0.0008078387,25.4563920276,0.1383139477
6719,0.6287116319,-43.93,0.6024460878,182.3223304703,0.5049371283,94.859513403,0.0007336074,25.4531998741,0.1382864355
6720,0.5962520655,-41.94,0.602465533,200,0.5049569492,94.8632370383,0.0006957322,25.4515711346,0.1382723979
6721,0.5871263332,-33.73,0.6024709998,217.6776695297,0.5049625217,94.8642839068,0.0006850839,25.4511132283,0.1382684514
6722,0.579415152,-33.98,0.6024756193,225,0.5049672304,94.8651685036,0.0006760862,25.4507263006,0.1382651166
6723,0.5843222673,-32.76,0.6024726796,217.6776695297,0.504964234,94.8646055784,0.000681812,25.4509725273,0.1382672387
6724,0.5993816033,-32,0.6024636582,200,0.5049550382,94.8628780299,0.0006993839,25.451728167,0.1382737513
6725,0.6370487206,-31.38,0.6024410935,182.3223304703,0.5049320374,94.8585570046,0.0007433355,25.4536182083,0.138290041
6726,0.7356541986,-31.2,0.6023820231,175,0.5048718256,94.8472453674,0.0008583925,25.4585659834,0.1383326843
6727,0.811051024,-32.06,0.6023368561,182.3223304703,0.5048257857,94.8385961367,0.0009463687,25.4623492066,0.1383652907
6728,0.8319438185,-41.04,0.6023243401,200,0.5048130279,94.8361993965,0.0009707473,25.4633975545,0.1383743261
6729,0.835211056,-49.61,0.6023223828,217.6776695297,0.5048110328,94.8358245917,0.0009745597,25.4635614963,0.1383757391
6730,0.8465149467,-49.93,0.6023156111,225,0.5048041303,94.8345278533,0.0009877495,25.4641286971,0.1383806276
6731,0.8599594412,-43.44,0.6023075571,217.6776695297,0.5047959206,94.8329855531,0.0010034371,25.464803308,0.1383864418
6732,0.8462395473,-41,0.6023157761,200,0.5048042984,94.834559446,0.0009874282,25.4641148782,0.1383805085
6733,0.8251714987,-38.1,0.6023283971,182.3223304703,0.5048171633,94.8369762907,0.0009628451,25.4630577365,0.1383713973
6734,0.7950653447,-34.16,0.6023464324,175,0.5048355471,94.8404299517,0.000927716,25.4615470854,0.1383583775
6735,0.7746983126,-33.65,0.6023586334,182.3223304703,0.5048479839,94.8427663784,0.0009039508,25.4605251189,0.1383495695
6736,0.7560963397,-35.01,0.6023697771,200,0.5048593429,94.8449003244,0.0008822453,25.4595917186,0.1383415248
6737,0.7599769666,-33.7,0.6023674524,217.6776695297,0.5048569733,94.844455154,0.0008867733,25.4597864387,0.138343203
6738,0.7770767613,-34.03,0.6023572086,225,0.5048465316,94.842493532,0.0009067261,25.4606444635,0.1383505981
6739,0.820977918,-35.74,0.6023309093,217.6776695297,0.504819724,94.837457362,0.0009579518,25.4628473132,0.1383695837
6740,0.7829728106,-42.05,0.6023536765,200,0.5048429312,94.8418171602,0.0009136059,25.4609403124,0.1383531479
6741,0.7357042712,-42,0.6023819931,182.3223304703,0.504871795,94.8472396233,0.0008584509,25.4585684959,0.138332706
6742,0.6967603024,-34.15,0.6024053228,175,0.5048955755,94.851707124,0.0008130095,25.4566143854,0.1383158641
6743,0.6383506084,-31.85,0.6024403135,182.3223304703,0.5049312424,94.8584076571,0.0007448546,25.4536835337,0.138290604
6744,0.5897301087,-32.14,0.60246944,200,0.5049609318,94.8639852118,0.0006881221,25.4512438792,0.1382695774
6745,0.5640553803,-28.97,0.6024848207,217.6776695297,0.5049766096,94.8669305169,0.0006581637,25.4499555859,0.138258474
6746,0.5465800411,-30.66,0.6024952894,225,0.5049872806,94.8689352199,0.0006377728,25.4490787173,0.1382509166
6747,0.5520629913,-30.56,0.6024920048,217.6776695297,0.5049839326,94.8683062371,0.0006441705,25.4493538379,0.1382532877
6748,0.5576961594,-29.78,0.6024886302,200,0.5049804928,94.867660022,0.0006507435,25.4496364962,0.1382557239
6749,0.5682364428,-29.3,0.602482316,182.3223304703,0.5049740565,94.8664508817,0.0006630424,25.4501653811,0.1382602822
6750,0.580328977,-29.28,0.6024750718,175,0.5049666724,94.8650636731,0.0006771525,25.4507721541,0.1382655118
6751,0.6118121276,-31.12,0.6024562116,182.3223304703,0.5049474477,94.8614520485,0.0007138883,25.4523518994,0.1382791271
6752,0.6450353012,-41.59,0.602436309,200,0.5049271605,94.8576408151,0.0007526545,25.4540189548,0.1382934949
6753,0.6736768314,-48.67,0.6024191511,217.6776695297,0.504909671,94.8543551701,0.0007860747,25.4554561148,0.1383058813
6754,0.6902383456,-50.02,0.6024092298,225,0.504899558,94.8524552976,0.0008053994,25.45628713,0.1383130436
6755,0.6959215863,-49.02,0.6024058252,217.6776695297,0.5048960877,94.8518033383,0.0008120308,25.4565723007,0.1383155014
6756,0.6804616694,-48.62,0.6024150866,200,0.504905528,94.8535768398,0.0007939915,25.4557965609,0.1383088155
6757,0.6522082019,-47.16,0.602432012,182.3223304703,0.5049227805,94.8568179678,0.0007610242,25.4543788729,0.1382965969
6758,0.6368859847,-43.82,0.6024411909,175,0.5049321368,94.858575673,0.0007431456,25.4536100426,0.1382899706
6759,0.6279605428,-41.85,0.6024465378,182.3223304703,0.504937587,94.859599565,0.000732731,25.4531621863,0.1382861107
6760,0.6216263582,-38.09,0.6024503323,200,0.5049414548,94.8603261981,0.00072534,25.4528443529,0.1382833714
6761,0.635671724,-36.69,0.6024419184,217.6776695297,0.5049328783,94.8587149683,0.0007417287,25.453549114,0.1382894455
6762,0.6651519704,-35.3,0.602424258,225,0.5049148766,94.855333109,0.0007761275,25.4550283587,0.1383021946
6763,0.7104050874,-41.47,0.6023971488,217.6776695297,0.5048872435,94.8501418473,0.0008289308,25.4572990464,0.138321765
6764,0.6768314055,-44.82,0.6024172613,200,0.5049077448,94.8539932896,0.0007897556,25.4556144034,0.1383072456
6765,0.633518602,-42.84,0.6024432082,182.3223304703,0.504934193,94.8589619661,0.0007392164,25.4534410758,0.1382885144
6766,0.6066045766,-33.34,0.6024593312,175,0.5049506276,94.8620494385,0.0007078119,25.4520905976,0.138276875
6767,0.5573832056,-33.02,0.6024888177,182.3223304703,0.5049806839,94.8676959228,0.0006503784,25.4496207929,0.1382555885
6768,0.5168869861,-31.51,0.6025130772,200,0.5050054122,94.8723414917,0.0006031257,25.4475887944,0.1382380754
6769,0.4986480397,-28.82,0.6025240034,217.6776695297,0.5050165495,94.8744337928,0.0005818437,25.4466736099,0.1382301877
6770,0.4973336338,-20.82,0.6025247908,225,0.5050173522,94.8745845763,0.00058031,25.4466076563,0.1382296193
6771,0.5083245706,-18.18,0.6025182066,217.6776695297,0.5050106407,94.8733237388,0.0005931347,25.4471591539,0.1382343725
6772,0.5114791448,-12.01,0.6025163169,200,0.5050087144,94.8729618583,0.0005968156,25.4473174425,0.1382357367
6773,0.5137824846,-18.09,0.602514937,182.3223304703,0.5050073079,94.8726976281,0.0005995032,25.4474330183,0.1382367328
6774,0.511166191,-26.96,0.6025165043,175,0.5050089055,94.8729977591,0.0005964504,25.4473017393,0.1382356014
6775,0.5147714186,-28.59,0.6025143446,182.3223304703,0.5050067041,94.8725841814,0.0006006571,25.4474826405,0.1382371605
6776,0.5382053978,-31.9,0.6025003063,200,0.5049923945,94.8698959264,0.0006280009,25.4486584987,0.1382472948
6777,0.5612262781,-41.98,0.6024865155,217.6776695297,0.5049783372,94.8672550605,0.0006548626,25.4498136286,0.1382572505
6778,0.5845851485,-41.93,0.6024725222,225,0.5049640734,94.8645754217,0.0006821187,25.4509857181,0.1382673524
6779,0.6095838967,-36.96,0.6024575465,217.6776695297,0.5049488084,94.8617076625,0.0007112883,25.4522400924,0.1382781635
6780,0.5961394021,-33.02,0.6024656005,200,0.504957018,94.8632499626,0.0006956007,25.4515654815,0.1382723492
6781,0.5654824496,-32.09,0.6024839658,182.3223304703,0.5049757382,94.8667668091,0.0006598289,25.4500271926,0.1382590912
6782,0.5403835562,-31.51,0.6024990015,175,0.5049910644,94.8696460565,0.0006305424,25.4487677932,0.1382482368
6783,0.5305818437,-31.31,0.6025048732,182.3223304703,0.5049970497,94.8707704709,0.0006191054,25.4482759679,0.1382439979
6784,0.5335110911,-31.26,0.6025031185,200,0.504995261,94.870434439,0.0006225234,25.4484229502,0.1382452647
6785,0.5643808522,-32.11,0.6024846257,217.6776695297,0.5049764109,94.86689318,0.0006585435,25.4499719172,0.1382586148
6786,0.6116744279,-36.07,0.6024562941,225,0.5049475318,94.8614678448,0.0007137277,25.45234499,0.1382790675
6787,0.6655775875,-40.37,0.602424003,217.6776695297,0.5049146167,94.8552842839,0.0007766242,25.4550497151,0.1383023787
6788,0.6407040208,-49.17,0.6024389037,200,0.5049298054,94.8581376828,0.0007476006,25.453801622,0.1382916218
6789,0.6165690251,-53.56,0.602453362,182.3223304703,0.504944543,94.8609063557,0.0007194389,25.4525905886,0.1382811843
6790,0.603324821,-45.88,0.602461296,175,0.5049526304,94.8624256793,0.000703985,25.4519260277,0.1382754566
6791,0.5575083872,-39.67,0.6024887427,182.3223304703,0.5049806074,94.8676815625,0.0006505244,25.4496270742,0.1382556427
6792,0.5295178008,-37.71,0.6025055107,200,0.5049976994,94.8708925338,0.0006178638,25.4482225769,0.1382435378
6793,0.5230208803,-34.25,0.6025094027,217.6776695297,0.5050016667,94.8716378352,0.0006102829,25.4478965778,0.1382407281
6794,0.528541385,-33.02,0.6025060956,225,0.5049982957,94.8710045444,0.0006167245,25.4481735828,0.1382431155
6795,0.5341369986,-31.24,0.6025027435,217.6776695297,0.5049948788,94.8703626374,0.0006232537,25.4484543567,0.1382455354
6796,0.5565695258,-30.13,0.6024893051,200,0.5049811807,94.867789265,0.0006494289,25.4495799645,0.1382552367
6797,0.5889539833,-29.64,0.602469905,182.3223304703,0.5049614057,94.8640742459,0.0006872165,25.4512049352,0.1382692418
6798,0.6943693355,-29.07,0.6024067551,175,0.5048970355,94.8519814064,0.0008102196,25.4564944127,0.1383148301
6799,0.7745480947,-30,0.6023587234,182.3223304703,0.5048480756,94.8427836108,0.0009037756,25.4605175813,0.1383495045
6800,0.8011992389,-31.77,0.6023427578,200,0.5048318016,94.8397262951,0.0009348732,25.4618548688,0.1383610302
6801,0.8029142256,-32.4,0.6023417305,217.6776695297,0.5048307543,94.8395295585,0.0009368744,25.4619409225,0.1383617718
6802,0.80708277,-35,0.6023392333,225,0.5048282089,94.8390513593,0.0009417384,25.4621500896,0.1383635746
6803,0.8139301988,-35.05,0.6023351313,217.6776695297,0.5048240276,94.8382658489,0.0009497283,25.4624936763,0.1383665358
6804,0.803439988,-33,0.6023414155,200,0.5048304333,94.8394692451,0.0009374878,25.4619673039,0.1383619992
6805,0.789457213,-31.41,0.602349792,182.3223304703,0.5048389716,94.8410732947,0.0009211721,25.4612656834,0.1383559522
6806,0.7730584347,-31.07,0.6023596158,175,0.5048489853,94.8429544988,0.0009020374,25.4604428339,0.1383488603
6807,0.7661358971,-30.19,0.6023637628,182.3223304703,0.5048532124,94.8437486254,0.0008939598,25.4600954784,0.1383458665
6808,0.7527039207,-29.85,0.6023718093,200,0.5048614144,94.8452894896,0.0008782869,25.4594214956,0.1383400577
6809,0.7630188774,-29.98,0.6023656301,217.6776695297,0.5048551158,94.8441061978,0.0008903228,25.4599390742,0.1383445185
6810,0.7892444044,-30.81,0.6023499195,225,0.5048391016,94.8410977073,0.0009209238,25.4612550052,0.1383558601
6811,0.8344850033,-34.66,0.6023228177,217.6776695297,0.5048114761,94.8359078816,0.0009737125,25.4635250648,0.1383754251
6812,0.7916228531,-43.97,0.6023484946,200,0.5048376492,94.8408248609,0.0009236991,25.4613743498,0.1383568887
6813,0.7438285514,-45.91,0.6023771262,182.3223304703,0.504866834,94.8463076374,0.0008679307,25.4589761518,0.1383362194
6814,0.6971734014,-38.1,0.6024050753,175,0.5048953232,94.8516597349,0.0008134915,25.4566351137,0.1383160428
6815,0.6389264433,-32.26,0.6024399686,182.3223304703,0.5049308908,94.8583415996,0.0007455265,25.4537124277,0.1382908531
6816,0.598855841,-32.11,0.6024639732,200,0.5049553593,94.8629383433,0.0006987704,25.4517017855,0.138273524
6817,0.5870887787,-30.05,0.6024710223,217.6776695297,0.5049625446,94.864288215,0.0006850401,25.4511113439,0.1382684351
6818,0.582144109,-27.9,0.6024739845,225,0.504965564,94.8648554482,0.0006792704,25.4508632328,0.1382662967
6819,0.5892919734,-25.4,0.6024697025,217.6776695297,0.5049611993,94.864035473,0.0006876109,25.4512218947,0.1382693879
6820,0.6099093686,-20.36,0.6024573515,200,0.5049486096,94.8616703256,0.0007116681,25.4522564238,0.1382783042
6821,0.6420309449,-13.92,0.6024381088,182.3223304703,0.5049289951,94.8579854632,0.0007491489,25.4538682038,0.1382921956
6822,0.7213459516,-10.88,0.6023905946,175,0.5048805627,94.8488867539,0.000841697,25.4578480315,0.1383264965
6823,0.7962545691,-11.95,0.60234572,182.3223304703,0.5048348209,94.8402935285,0.0009291036,25.4616067577,0.1383588918
6824,0.8146812879,-13.92,0.6023346813,200,0.504823569,94.8381796869,0.0009506047,25.4625313641,0.1383668607
6825,0.8188122778,-11.21,0.6023322066,217.6776695297,0.5048210464,94.8377057958,0.0009554249,25.4627386468,0.1383686472
6826,0.8268614491,-10.97,0.6023273847,225,0.5048161313,94.8367824261,0.000964817,25.463142534,0.1383721281
6827,0.8384532572,-13.28,0.6023204405,217.6776695297,0.504809053,94.835452659,0.0009783428,25.4637241818,0.1383771412
6828,0.8256847429,-10.18,0.6023280896,200,0.5048168499,94.8369174133,0.000963444,25.4630834898,0.1383716193
6829,0.8128536378,-15.63,0.6023357762,182.3223304703,0.504824685,94.8383893478,0.0009484721,25.4624396572,0.1383660703
6830,0.7971183216,-9.6,0.6023452025,175,0.5048342935,94.8401944421,0.0009301115,25.4616500986,0.1383592653
6831,0.784086926,-12.21,0.6023530091,182.3223304703,0.5048422509,94.8416893532,0.0009149059,25.4609962159,0.1383536297
6832,0.7727705173,-9.55,0.6023597883,200,0.5048491611,94.8429875276,0.0009017014,25.460428387,0.1383487358
6833,0.7802438536,-11.93,0.6023553113,217.6776695297,0.5048445976,94.8421302155,0.0009104216,25.4608033802,0.1383519677
6834,0.8065069351,-11,0.6023395782,225,0.5048285605,94.8391174169,0.0009410665,25.4621211956,0.1383633256
6835,0.8444369336,-26.9,0.602316856,217.6776695297,0.5048053992,94.8347662349,0.0009853248,25.4640244276,0.1383797289
6836,0.7997471333,-31.15,0.6023436277,200,0.5048326883,94.8398928751,0.0009331789,25.4617820057,0.1383604022
6837,0.7543187622,-31.35,0.6023708419,182.3223304703,0.5048604284,94.8451042412,0.0008801711,25.4595025242,0.1383407561
6838,0.7096790346,-30.69,0.6023975837,175,0.5048876869,94.8502251373,0.0008280836,25.4572626149,0.138321451
6839,0.6476766311,-30.62,0.6024347267,182.3223304703,0.5049255476,94.857337812,0.0007557366,25.4541514901,0.1382946372
6840,0.6174953683,-30.4,0.602452807,200,0.5049439773,94.8608000892,0.0007205198,25.4526370702,0.1382815849
6841,0.601008963,-29.34,0.6024626833,217.6776695297,0.5049540445,94.8626913455,0.0007012827,25.4518098238,0.1382744551
6842,0.5934855541,-27.04,0.6024671903,225,0.5049586386,94.8635544017,0.0006925041,25.451432318,0.1382712015
6843,0.6047894447,-26.82,0.6024604186,217.6776695297,0.504951736,94.8622576633,0.000705694,25.4519995189,0.13827609
6844,0.623266236,-26.9,0.60244935,200,0.5049404535,94.8601380777,0.0007272535,25.4529266378,0.1382840806
6845,0.6555380301,-27.02,0.6024300173,182.3223304703,0.5049207472,94.8564359829,0.0007649096,25.4545459553,0.138298037
6846,0.7391467628,-27.77,0.6023799308,175,0.5048696929,94.846844714,0.0008624678,25.4587412314,0.1383341947
6847,0.8000726053,-29.64,0.6023434328,182.3223304703,0.5048324895,94.8398555382,0.0009335586,25.4617983371,0.1383605429
6848,0.8210780632,-33.83,0.6023308493,200,0.5048196629,94.8374458737,0.0009580687,25.4628523382,0.138369627
6849,0.8248960993,-41,0.6023285621,217.6776695297,0.5048173315,94.8370078834,0.0009625237,25.4630439177,0.1383712782
6850,0.8346978118,-42.86,0.6023226903,225,0.5048113462,94.8358834691,0.0009739608,25.463535743,0.1383755171
6851,0.8452631315,-40,0.602316361,217.6776695297,0.5048048947,94.8346714567,0.0009862889,25.4640658842,0.1383800862
6852,0.8315307195,-34.57,0.6023245875,200,0.5048132801,94.8362467856,0.0009702653,25.4633768262,0.1383741474
6853,0.8164964198,-32.89,0.6023335939,182.3223304703,0.5048224606,94.837971462,0.0009527226,25.4626224429,0.1383676456
6854,0.7982199189,-31.97,0.6023445426,175,0.5048336208,94.8400680712,0.0009313968,25.461705374,0.1383597417
6855,0.7823218667,-32.2,0.6023540665,182.3223304703,0.5048433287,94.8418918339,0.0009128463,25.4609076497,0.1383528664
6856,0.768864854,-31.7,0.602362128,200,0.504851546,94.8434355701,0.0008971441,25.4602324106,0.1383470467
6857,0.7764884082,-32,0.602357561,217.6776695297,0.5048468908,94.8425610256,0.0009060396,25.4606149414,0.1383503436
6858,0.8039281959,-36.61,0.602341123,225,0.5048301352,94.8394132398,0.0009380575,25.461991801,0.1383622103
6859,0.8454759401,-41.82,0.6023162335,217.6776695297,0.5048047647,94.8346470441,0.0009865372,25.4640765624,0.1383801782
6860,0.7994592159,-49.9,0.6023438002,200,0.5048328641,94.8399259038,0.0009328429,25.4617675588,0.1383602777
6861,0.7558960493,-56.99,0.6023698971,182.3223304703,0.5048594652,94.844923301,0.0008820116,25.4595816686,0.1383414382
6862,0.7161258825,-49.51,0.6023937217,175,0.5048837502,94.8494855799,0.000835606,25.4575861015,0.138324239
6863,0.6551875219,-44.94,0.6024302273,182.3223304703,0.5049209612,94.8564761918,0.0007645006,25.4545283677,0.1382978854
6864,0.6182214211,-39.96,0.6024523721,200,0.504943534,94.8607167992,0.000721367,25.4526735017,0.1382818989
6865,0.6084197086,-33.55,0.6024582439,217.6776695297,0.5049495193,94.8618412136,0.0007099299,25.4521816764,0.13827766
6866,0.6002203195,-29.58,0.6024631558,225,0.5049545261,94.8627818156,0.0007003625,25.4517702516,0.1382741141
6867,0.605640679,-28.61,0.6024599087,217.6776695297,0.5049512162,94.8621600131,0.0007066872,25.4520422317,0.1382764582
6868,0.624004807,-27.73,0.6024489075,200,0.5049400025,94.8600533517,0.0007281153,25.4529636975,0.1382844
6869,0.6489409644,-27.75,0.6024339693,182.3223304703,0.5049247756,94.8571927726,0.0007572118,25.4542149312,0.138295184
6870,0.7316984628,-28.43,0.6023843928,175,0.5048742411,94.8476991541,0.0008537768,25.4583674945,0.1383309736
6871,0.8027389715,-29.49,0.6023418354,182.3223304703,0.5048308613,94.839549663,0.0009366699,25.4619321287,0.138361696
6872,0.8275249111,-37.72,0.6023269872,200,0.5048157262,94.8367063164,0.0009655912,25.4631758248,0.1383724151
6873,0.8338716138,-44.92,0.6023231852,217.6776695297,0.5048118507,94.8359782473,0.0009729968,25.4634942864,0.1383751598
6874,0.8464148015,-47.1,0.6023156711,225,0.5048041914,94.8345393415,0.0009876327,25.4641236721,0.1383805843
6875,0.8587952531,-43.97,0.6023082545,217.6776695297,0.5047966315,94.8331191043,0.0010020787,25.464744892,0.1383859384
6876,0.84926894,-41.93,0.6023139613,200,0.5048024486,94.8342119259,0.000990963,25.4642668856,0.1383818186
6877,0.8356867458,-37.19,0.6023220978,182.3223304703,0.5048107423,94.8357700224,0.0009751147,25.4635853652,0.1383759448
6878,0.8185118422,-31.08,0.6023323866,175,0.5048212299,94.8377402606,0.0009550743,25.4627235717,0.1383685172
