timestep,demand_el,price_el,Eta_el_max_woDH,P_max_woDH,Eta_el_min_woDH,P_min_woDH,Beta,Q_CW_min,H_L_FG_share
2450,0.5814556106,-22.87,0.6024743969,225,0.5049659844,94.8649344301,0.0006784671,25.4508286857,0.138265999
2451,0.5907691152,-22.51,0.6024688176,217.6776695297,0.5049602973,94.8638660211,0.0006893345,25.451296014,0.1382700267
2452,0.6100345501,-21.73,0.6024572765,200,0.5049485332,94.8616559652,0.0007118142,25.4522627051,0.1382783584
2453,0.6447098293,-21.1,0.602436504,182.3223304703,0.5049273593,94.857678152,0.0007522748,25.4540026234,0.1382933542
2454,0.7247884432,-22.09,0.6023885323,175,0.5048784606,94.8484918446,0.0008457139,25.4580207671,0.1383279853
2455,0.7890190777,-22.94,0.6023500545,182.3223304703,0.5048392392,94.8411235559,0.0009206609,25.4612436989,0.1383557627
2456,0.8117270042,-22.93,0.6023364511,200,0.504825373,94.8385185908,0.0009471575,25.4623831256,0.138365583
2457,0.8113514596,-24.07,0.6023366761,217.6776695297,0.5048256023,94.8385616718,0.0009467193,25.4623642817,0.1383654206
2458,0.8138801262,-25.11,0.6023351613,225,0.5048240582,94.838271593,0.0009496698,25.4624911638,0.1383665142
2459,0.8211030995,-24.96,0.6023308343,217.6776695297,0.5048196476,94.8374430016,0.0009580979,25.4628535945,0.1383696379
2460,0.8173601722,-25.48,0.6023330765,200,0.5048219331,94.8378723757,0.0009537305,25.4626657838,0.1383680192
2461,0.8097616544,-25.16,0.6023376285,182.3223304703,0.5048265731,94.8387440481,0.0009448642,25.4622845093,0.1383647331
2462,0.7930499224,-24.54,0.6023476397,175,0.5048367778,94.8406611531,0.0009253643,25.4614459565,0.1383575059
2463,0.786064794,-23.48,0.6023518242,182.3223304703,0.5048410432,94.8414624598,0.0009172137,25.4610954603,0.1383544851
2464,0.767951029,-23.42,0.6023626754,200,0.504852104,94.8435404006,0.0008960778,25.4601865571,0.1383466515
2465,0.7681513194,-24.01,0.6023625554,217.6776695297,0.5048519817,94.843517424,0.0008963115,25.4601966072,0.1383467381
2466,0.7737970057,-28.73,0.6023591734,225,0.5048485343,94.8428697728,0.0009028992,25.4604798936,0.1383491797
2467,0.779367583,-36.36,0.6023558363,217.6776695297,0.5048451327,94.8422307379,0.0009093991,25.4607594111,0.1383515888
2468,0.7881803615,-39.85,0.6023505569,200,0.5048397513,94.8412197702,0.0009196823,25.4612016142,0.1383554
2469,0.7654473987,-42.57,0.6023641752,182.3223304703,0.5048536328,94.8438276073,0.0008931565,25.4600609313,0.1383455688
2470,0.7216964599,-38.93,0.6023903846,175,0.5048803486,94.848846545,0.000842106,25.4578656191,0.1383266481
2471,0.6523083471,-35.94,0.6024319521,182.3223304703,0.5049227194,94.8568064796,0.000761141,25.454383898,0.1382966402
2472,0.606466877,-31.27,0.6024594137,200,0.5049507117,94.8620652348,0.0007076513,25.4520836882,0.1382768155
2473,0.5892919734,-24.06,0.6024697025,217.6776695297,0.5049611993,94.864035473,0.0006876109,25.4512218947,0.1382693879
2474,0.5806794853,-23.45,0.6024748619,225,0.5049664584,94.8650234642,0.0006775614,25.4507897417,0.1382656633
2475,0.5899303991,-22.88,0.60246932,217.6776695297,0.5049608094,94.8639622353,0.0006883558,25.4512539293,0.138269664
2476,0.6041760553,-22.15,0.6024607861,200,0.5049521106,94.862328029,0.0007049782,25.4519687405,0.1382758248
2477,0.6352210706,-22.75,0.6024421883,182.3223304703,0.5049331534,94.8587666655,0.0007412029,25.4535265014,0.1382892506
2478,0.7253392419,-24.12,0.6023882023,175,0.5048781242,94.8484286592,0.0008463566,25.4580484047,0.1383282235
2479,0.7867532923,-36.69,0.6023514118,182.3223304703,0.5048406227,94.841383478,0.0009180171,25.4611300075,0.1383547828
2480,0.8095738821,-43,0.6023377409,200,0.5048266877,94.8387655886,0.0009446451,25.4622750873,0.1383646519
2481,0.8096114366,-42.53,0.6023377184,217.6776695297,0.5048266648,94.8387612805,0.000944689,25.4622769717,0.1383646681
2482,0.8154824496,-39.43,0.6023342014,225,0.5048230797,94.8380877807,0.0009515395,25.4625715644,0.1383672071
2483,0.827762756,-33.5,0.6023268448,217.6776695297,0.504815581,94.8366790317,0.0009658687,25.4631877593,0.1383725179
2484,0.8236693205,-30.71,0.602329297,200,0.5048180806,94.8371486147,0.0009610923,25.462982361,0.1383707477
2485,0.8172725452,-30.16,0.602333129,182.3223304703,0.5048219867,94.8378824279,0.0009536283,25.4626613869,0.1383679813
2486,0.8031771068,-29.61,0.602341573,175,0.5048305938,94.8394994018,0.0009371811,25.4619541132,0.1383618855
2487,0.7921861699,-31.15,0.6023481572,182.3223304703,0.5048373052,94.8407602394,0.0009243564,25.4614026156,0.1383571323
2488,0.7730083621,-32.69,0.6023596458,200,0.5048490159,94.842960243,0.0009019789,25.4604403214,0.1383488386
2489,0.7742977317,-36.66,0.6023588734,217.6776695297,0.5048482285,94.8428123315,0.0009034834,25.4605050187,0.1383493962
2490,0.7794802464,-41.81,0.6023557688,225,0.5048450639,94.8422178136,0.0009095306,25.4607650643,0.1383516375
2491,0.7869661008,-42.97,0.6023512843,217.6776695297,0.5048404928,94.8413590654,0.0009182654,25.4611406857,0.1383548749
2492,0.7900455661,-46.73,0.6023494395,200,0.5048386124,94.8410058011,0.0009218587,25.4612952055,0.1383562066
2493,0.7650718542,-42.83,0.6023644002,182.3223304703,0.5048538622,94.8438706883,0.0008927183,25.4600420874,0.1383454064
2494,0.7212332883,-37.93,0.602390662,175,0.5048806315,94.8488996782,0.0008415656,25.4578423783,0.1383264478
2495,0.66082069,-30.65,0.6024268527,182.3223304703,0.5049175214,94.8558299767,0.0007710736,25.4548110259,0.1383003215
2496,0.6071053027,-26.59,0.6024590313,200,0.5049503219,94.8619919971,0.0007083962,25.4521157228,0.1382770916
2497,0.5845976666,-26.64,0.6024725147,217.6776695297,0.5049640658,94.8645739857,0.0006821333,25.4509863462,0.1382673578
2498,0.581155175,-24.8,0.6024745769,225,0.5049661679,94.8649688949,0.0006781165,25.4508136106,0.1382658691
2499,0.5885408843,-24.01,0.6024701524,217.6776695297,0.5049616579,94.864121635,0.0006867345,25.4511842069,0.1382690631
2500,0.5997195934,-23.52,0.6024634557,200,0.5049548318,94.862839257,0.0006997783,25.4517451265,0.1382738975
2501,0.6312528166,-23.55,0.6024445655,182.3223304703,0.5049355766,94.8592218882,0.0007365726,25.4533273844,0.1382875345
2502,0.7222347404,-26.39,0.6023900621,175,0.5048800199,94.8487847955,0.0008427341,25.4578926287,0.1383268809
2503,0.7820715037,-37.48,0.6023542165,182.3223304703,0.5048434816,94.8419205546,0.0009125542,25.4608950871,0.1383527581
2504,0.8027640078,-44.44,0.6023418205,200,0.5048308461,94.8395467909,0.0009366991,25.4619333849,0.1383617069
2505,0.8018877372,-42.76,0.6023423454,217.6776695297,0.5048313811,94.8396473133,0.0009356766,25.4618894159,0.1383613279
2506,0.8093861099,-38.92,0.6023378534,225,0.5048268024,94.8387871291,0.000944426,25.4622656654,0.1383645707
2507,0.8212658355,-35.91,0.6023307368,217.6776695297,0.5048195482,94.8374243332,0.0009582878,25.4628617601,0.1383697082
2508,0.8148315057,-32.74,0.6023345913,200,0.5048234772,94.8381624545,0.00095078,25.4625389016,0.1383669256
2509,0.8059561364,-28.13,0.6023399082,182.3223304703,0.5048288968,94.8391806024,0.0009404238,25.4620935579,0.1383630874
2510,0.7907716188,-27.62,0.6023490046,175,0.504838169,94.8409225112,0.0009227059,25.461331637,0.1383565206
2511,0.77762756,-28.73,0.6023568786,182.3223304703,0.5048461952,94.8424303465,0.0009073688,25.4606721011,0.1383508363
2512,0.7613038906,-28.25,0.6023666574,200,0.504856163,94.8443029344,0.0008883217,25.4598530204,0.1383437769
2513,0.7631816133,-30.23,0.6023655326,217.6776695297,0.5048550164,94.8440875294,0.0008905127,25.4599472398,0.1383445889
2514,0.7733588704,-37.42,0.6023594358,225,0.5048488018,94.842920034,0.0009023879,25.460457909,0.1383489902
2515,0.7758750188,-40.42,0.6023579285,217.6776695297,0.5048472654,94.8426313913,0.0009053239,25.460584163,0.1383500784
2516,0.7807946522,-41.93,0.6023549814,200,0.5048442613,94.84206703,0.0009110643,25.4608310179,0.1383522059
2517,0.7599894848,-38.94,0.6023674449,182.3223304703,0.5048569656,94.844453718,0.000886788,25.4597870669,0.1383432084
2518,0.7127334635,-33.52,0.6023957539,175,0.5048858218,94.8498747451,0.0008316476,25.4574158785,0.1383227719
2519,0.6423814531,-25.76,0.6024378988,182.3223304703,0.5049287811,94.8579452543,0.0007495579,25.4538857914,0.1382923472
2520,0.5947874418,-24.27,0.6024664104,200,0.5049578436,94.8634050542,0.0006940232,25.4514976435,0.1382717645
2521,0.5779755646,-23,0.6024764817,217.6776695297,0.5049681095,94.8653336475,0.0006744064,25.4506540657,0.138264494
2522,0.5786139903,-22.17,0.6024760992,225,0.5049677196,94.8652604097,0.0006751513,25.4506861003,0.1382647701
2523,0.5859245907,-21.34,0.6024717197,217.6776695297,0.5049632555,94.8644217661,0.0006836817,25.4510529279,0.1382679317
2524,0.6071178208,-21.85,0.6024590238,200,0.5049503142,94.8619905611,0.0007084108,25.4521163509,0.138277097
2525,0.6422187171,-22.74,0.6024379963,182.3223304703,0.5049288804,94.8579639227,0.000749368,25.4538776257,0.1382922768
2526,0.7177907967,-23.31,0.6023927243,175,0.5048827336,94.8492945875,0.0008375487,25.4576696427,0.138324959
2527,0.7773646788,-33.22,0.6023570361,182.3223304703,0.5048463557,94.8424605032,0.0009070621,25.4606589104,0.1383507226
2528,0.8065695258,-38.98,0.6023395407,200,0.5048285223,94.8391102367,0.0009411395,25.4621243363,0.1383633526
2529,0.8113389415,-39.9,0.6023366836,217.6776695297,0.5048256099,94.8385631079,0.0009467047,25.4623636536,0.1383654152
2530,0.8159831756,-34.95,0.6023339014,225,0.504822774,94.8380303394,0.0009521238,25.4625966896,0.1383674237
2531,0.8127660107,-31.8,0.6023358287,217.6776695297,0.5048247385,94.8383994,0.0009483698,25.4624352603,0.1383660324
2532,0.7928245957,-31.9,0.6023477747,200,0.5048369154,94.8406870017,0.0009251014,25.4614346502,0.1383574084
2533,0.7703169596,-27.03,0.6023612581,182.3223304703,0.5048506593,94.8432689902,0.0008988385,25.4603052736,0.1383476747
2534,0.7560087126,-25.23,0.6023698296,175,0.5048593964,94.8449103767,0.000882143,25.4595873217,0.1383414869
2535,0.7381828652,-26.22,0.6023805083,182.3223304703,0.5048702815,94.8469552886,0.0008613431,25.4586928655,0.1383337779
2536,0.7264783937,-26.95,0.6023875199,200,0.5048774286,94.8482979801,0.0008476858,25.4581055645,0.1383287161
2537,0.7348405188,-28.55,0.6023825105,217.6776695297,0.5048723224,94.8473387096,0.0008574431,25.4585251549,0.1383323324
2538,0.7422512643,-35.69,0.6023780711,225,0.5048677972,94.8464885777,0.0008660902,25.4588970075,0.1383355373
2539,0.7422512643,-37.66,0.6023780711,217.6776695297,0.5048677972,94.8464885777,0.0008660902,25.4588970075,0.1383355373
2540,0.7421886736,-37.44,0.6023781086,200,0.5048678354,94.8464957578,0.0008660172,25.4588938669,0.1383355102
2541,0.7302964298,-34.1,0.6023852327,182.3223304703,0.5048750972,94.8478599898,0.0008521408,25.458297144,0.1383303673
2542,0.7047594011,-26.84,0.6024005309,175,0.504890691,94.8507894985,0.0008223432,25.4570157601,0.1383193234
2543,0.6472134595,-24.27,0.6024350042,182.3223304703,0.5049258305,94.8573909453,0.0007551961,25.4541282493,0.1382944369
2544,0.5952881678,-22.96,0.6024661104,200,0.5049575378,94.8633476129,0.0006946075,25.4515227687,0.1382719811
2545,0.5683240699,-22.93,0.6024822635,217.6776695297,0.504974003,94.8664408294,0.0006631446,25.450169778,0.1382603201
2546,0.5632166642,-21.88,0.6024853231,225,0.5049771218,94.8670267311,0.0006571851,25.4499135012,0.1382581113
2547,0.5758850333,-21.42,0.602477734,217.6776695297,0.504969386,94.8655734651,0.0006719671,25.4505491681,0.1382635899
2548,0.5813429473,-21.13,0.6024744644,200,0.5049660532,94.8649473544,0.0006783356,25.4508230325,0.1382659503
2549,0.5767988583,-21.35,0.6024771866,182.3223304703,0.504968828,94.8654686346,0.0006730334,25.4505950216,0.1382639851
2550,0.5574332783,-23.05,0.6024887877,175,0.5049806533,94.8676901787,0.0006504368,25.4496233054,0.1382556102
2551,0.5777877923,-27.01,0.6024765942,182.3223304703,0.5049682241,94.865355188,0.0006741873,25.4506446438,0.1382644128
2552,0.6166065795,-37.08,0.6024533395,200,0.5049445201,94.8609020476,0.0007194827,25.452592473,0.1382812005
2553,0.6335060838,-37.01,0.6024432157,217.6776695297,0.5049342007,94.8589634021,0.0007392018,25.4534404477,0.1382885089
2554,0.6340568825,-33.71,0.6024428857,225,0.5049338643,94.8589002166,0.0007398445,25.4534680853,0.1382887471
2555,0.6298758199,-27.96,0.6024453904,217.6776695297,0.5049364174,94.8593798519,0.0007349658,25.4532582901,0.138286939
2556,0.6139527315,-26.83,0.6024549293,200,0.5049461406,94.8612064867,0.0007163861,25.4524593096,0.1382800528
2557,0.5922337389,-24.79,0.6024679402,182.3223304703,0.504959403,94.8636980051,0.0006910434,25.4513695051,0.1382706601
2558,0.5790396074,-24.71,0.6024758442,175,0.5049674597,94.8652115846,0.000675648,25.4507074567,0.1382649542
2559,0.5716288618,-23.99,0.6024802837,182.3223304703,0.504971985,94.8660617165,0.0006670008,25.4503356041,0.1382617493
2560,0.5679610435,-26.63,0.6024824809,200,0.5049742247,94.8664824744,0.000662721,25.4501515622,0.1382601631
2561,0.5858369636,-26.99,0.6024717722,217.6776695297,0.504963309,94.8644318183,0.0006835794,25.451048531,0.1382678938
2562,0.6141029493,-32.15,0.6024548393,225,0.5049460489,94.8611892543,0.0007165614,25.4524668471,0.1382801178
2563,0.6231285364,-37.22,0.6024494324,217.6776695297,0.5049405375,94.860153874,0.0007270928,25.4529197284,0.138284021
2564,0.6272219719,-38.86,0.6024469802,200,0.504938038,94.859684291,0.0007318692,25.4531251267,0.1382857913
2565,0.6250062591,-37.41,0.6024483076,182.3223304703,0.5049393909,94.859938469,0.0007292838,25.4530139478,0.1382848331
2566,0.6118872365,-29,0.6024561666,175,0.5049474019,94.8614434323,0.000713976,25.4523556682,0.1382791596
2567,0.5677732712,-25.06,0.6024825934,182.3223304703,0.5049743393,94.8665040149,0.0006625019,25.4501421403,0.1382600819
2568,0.5278153322,-23.02,0.6025065305,200,0.504998739,94.8710878344,0.0006158773,25.4481371513,0.1382428015
2569,0.4984853037,-22.26,0.6025241009,217.6776695297,0.5050166489,94.8744524612,0.0005816538,25.4466654442,0.1382301173
2570,0.4825371789,-21.24,0.6025336548,225,0.5050263874,94.8762819681,0.0005630448,25.4458652074,0.1382232203
2571,0.4923013369,-21.22,0.6025278055,217.6776695297,0.5050204251,94.8751618619,0.0005744381,25.4463551483,0.138227443
2572,0.5064718842,-21.29,0.6025193165,200,0.505011772,94.8735362718,0.0005909729,25.4470661908,0.1382335712
2573,0.5103024385,-20.35,0.6025170218,182.3223304703,0.505009433,94.8730968455,0.0005954425,25.4472583983,0.1382352278
2574,0.4939662511,-22.59,0.6025268081,175,0.5050194084,94.8749708694,0.0005763808,25.4464386895,0.138228163
2575,0.4983726403,-31.47,0.6025241684,182.3223304703,0.5050167177,94.8744653855,0.0005815223,25.446659791,0.1382300686
2576,0.5166741776,-39.96,0.6025132047,200,0.5050055422,94.8723659043,0.0006028773,25.4475781162,0.1382379834
2577,0.5340994442,-40.7,0.602502766,217.6776695297,0.5049949017,94.8703669455,0.0006232099,25.4484524723,0.1382455192
2578,0.5510490211,-39.98,0.6024926122,225,0.5049845517,94.8684225559,0.0006429874,25.4493029595,0.1382528492
2579,0.5710405087,-38.98,0.6024806362,217.6776695297,0.5049723443,94.8661292101,0.0006663143,25.4503060821,0.1382614948
2580,0.5501852686,-37.81,0.6024931297,200,0.5049850792,94.8685216422,0.0006419795,25.4492596185,0.1382524757
2581,0.5167492865,-36,0.6025131597,182.3223304703,0.5050054963,94.8723572881,0.000602965,25.447581885,0.1382380158
2582,0.4941540233,-31.95,0.6025266956,175,0.5050192937,94.8749493289,0.0005765999,25.4464481114,0.1382282442
2583,0.4875569576,-29.84,0.6025306476,182.3223304703,0.5050233221,94.8757061186,0.0005689021,25.4461170873,0.1382253912
2584,0.4900230334,-33.99,0.6025291703,200,0.5050218163,94.87542322,0.0005717797,25.4462408288,0.1382264577
2585,0.5210179761,-35.61,0.6025106025,217.6776695297,0.5050028897,94.8718676006,0.0006079459,25.4477960771,0.1382398619
2586,0.5629663011,-38.28,0.6024854731,225,0.5049772746,94.8670554518,0.000656893,25.4499009386,0.138258003
2587,0.5874768414,-40.1,0.6024707899,217.6776695297,0.5049623077,94.8642436979,0.0006854929,25.4511308159,0.138268603
2588,0.6099218867,-41.75,0.602457344,200,0.504948602,94.8616688896,0.0007116827,25.4522570519,0.1382783096
2589,0.6218391668,-40.99,0.6024502048,182.3223304703,0.5049413249,94.8603017855,0.0007255883,25.4528550311,0.1382834634
2590,0.6115742827,-36.5,0.6024563541,175,0.504947593,94.8614793331,0.0007136108,25.452339965,0.1382790242
2591,0.5631415553,-30.74,0.6024853681,182.3223304703,0.5049771676,94.8670353473,0.0006570974,25.4499097324,0.1382580788
2592,0.5249737119,-25.16,0.6025082328,200,0.5050004742,94.871413814,0.0006125616,25.447994566,0.1382415726
2593,0.5038681088,-29.84,0.6025208763,217.6776695297,0.505013362,94.8738349667,0.0005879347,25.4469355398,0.1382324452
2594,0.5102523659,-26.32,0.6025170518,225,0.5050094635,94.8731025896,0.0005953841,25.4472558858,0.1382352062
2595,0.5245480947,-24.08,0.6025084878,217.6776695297,0.5050007341,94.8714626391,0.000612065,25.4479732096,0.1382413886
2596,0.5480822192,-22.81,0.6024943895,200,0.5049863634,94.8687628959,0.0006395256,25.4491540928,0.1382515662
2597,0.5927469831,-22.25,0.6024676327,182.3223304703,0.5049590895,94.8636391277,0.0006916423,25.4513952584,0.1382708821
2598,0.6874092434,-22.91,0.6024109246,175,0.5049012856,94.8527798412,0.0008020983,25.4561451727,0.1383118201
2599,0.7500125182,-24.91,0.6023734216,182.3223304703,0.5048630579,94.8455982368,0.0008751464,25.4592864477,0.1383388938
2600,0.7668995043,-27.92,0.6023633054,200,0.5048527461,94.8436610274,0.0008948509,25.4601337943,0.1383461968
2601,0.7607405738,-31.41,0.6023669949,217.6776695297,0.504856507,94.844367556,0.0008876644,25.4598247546,0.1383435333
2602,0.7621551249,-36.93,0.6023661475,225,0.5048556432,94.8442052842,0.0008893149,25.4598957332,0.138344145
2603,0.765472435,-36.91,0.6023641603,217.6776695297,0.5048536176,94.8438247352,0.0008931857,25.4600621875,0.1383455796
2604,0.7566095839,-36.08,0.6023694696,200,0.5048590295,94.8448414471,0.0008828441,25.4596174719,0.1383417468
2605,0.7490486205,-30.53,0.6023739991,182.3223304703,0.5048636465,94.8457088114,0.0008740217,25.4592380818,0.1383384769
2606,0.7355164989,-25.1,0.6023821056,175,0.5048719097,94.8472611638,0.0008582318,25.4585590739,0.1383326248
2607,0.7242000901,-24.79,0.6023888848,182.3223304703,0.5048788198,94.8485593382,0.0008450274,25.457991245,0.1383277308
2608,0.7099544339,-24.14,0.6023974187,200,0.5048875187,94.8501935445,0.0008284049,25.4572764337,0.1383215701
2609,0.7148114766,-24.93,0.6023945091,217.6776695297,0.5048845528,94.8496363635,0.0008340723,25.4575201479,0.1383236706
2610,0.733788994,-27.85,0.6023831405,225,0.5048729645,94.8474593364,0.0008562161,25.4584723921,0.1383318777
2611,0.742964799,-27.03,0.6023776436,217.6776695297,0.5048673615,94.8464067238,0.0008669228,25.4589328109,0.1383358459
2612,0.7462695909,-32.52,0.6023756639,200,0.5048653435,94.8460276109,0.000870779,25.4590986371,0.1383372751
2613,0.7360297431,-31.98,0.6023817981,182.3223304703,0.5048715963,94.8472022864,0.0008588307,25.4585848272,0.1383328467
2614,0.6859571378,-24.57,0.6024117945,175,0.5049021723,94.8529464211,0.0008004039,25.4560723097,0.1383111921
2615,0.6156802363,-23.51,0.6024538944,182.3223304703,0.5049450857,94.8610083141,0.0007184018,25.4525459914,0.1382807999
2616,0.5783636273,-23.19,0.6024762492,200,0.5049678725,94.8652891304,0.0006748592,25.4506735378,0.1382646618
2617,0.5611636873,-21.22,0.602486553,217.6776695297,0.5049783754,94.8672622407,0.0006547896,25.449810488,0.1382572235
2618,0.5581468129,-22.39,0.6024883602,225,0.5049802176,94.8676083248,0.0006512694,25.4496591088,0.1382559188
2619,0.571478644,-21.22,0.6024803737,217.6776695297,0.5049720767,94.8660789489,0.0006668255,25.4503280666,0.1382616843
2620,0.5864628712,-20,0.6024713973,200,0.5049629268,94.8643600166,0.0006843097,25.4510799375,0.1382681645
2621,0.621363477,-18.43,0.6024504898,182.3223304703,0.5049416154,94.8603563548,0.0007250333,25.4528311622,0.1382832577
2622,0.6978118271,-19.53,0.6024046929,175,0.5048949334,94.8515864972,0.0008142364,25.4566671482,0.1383163189
2623,0.7582995343,-20.43,0.6023684572,182.3223304703,0.5048579976,94.8446475825,0.000884816,25.4597022694,0.1383424776
2624,0.7770392068,-20.73,0.6023572311,200,0.5048465545,94.8424978401,0.0009066823,25.4606425791,0.1383505818
2625,0.7657478344,-22.77,0.6023639953,217.6776695297,0.5048534494,94.8437931425,0.000893507,25.4600760064,0.1383456987
2626,0.7757748736,-24.78,0.6023579885,225,0.5048473265,94.8426428795,0.000905207,25.460579138,0.1383500351
2627,0.7878298533,-24.56,0.6023507669,217.6776695297,0.5048399654,94.8412599791,0.0009192733,25.4611840266,0.1383552484
2628,0.7814455961,-24.98,0.6023545914,200,0.5048438638,94.8419923563,0.0009118239,25.4608636806,0.1383524874
2629,0.7768138801,-24,0.6023573661,182.3223304703,0.5048466921,94.8425236887,0.0009064194,25.4606312727,0.1383504844
2630,0.7630063592,-24.1,0.6023656376,175,0.5048551234,94.8441076339,0.0008903082,25.459938446,0.1383445131
2631,0.75893796,-23.15,0.6023680748,182.3223304703,0.5048576077,94.8445743448,0.000885561,25.459734304,0.1383427537
2632,0.7429022082,-22.93,0.6023776811,200,0.5048673997,94.8464139039,0.0008668498,25.4589296703,0.1383358188
2633,0.7453933203,-23.2,0.6023761888,217.6776695297,0.5048658785,94.8461281332,0.0008697565,25.459054668,0.1383368961
2634,0.7626308147,-27.16,0.6023658625,225,0.5048553527,94.8441507149,0.00088987,25.4599196022,0.1383443507
2635,0.7666115868,-32.54,0.6023634778,217.6776695297,0.5048529219,94.8436940562,0.0008945149,25.4601193473,0.1383460723
2636,0.7574232637,-36.11,0.6023689822,200,0.5048585326,94.8447481049,0.0008837936,25.4596583003,0.1383420986
2637,0.7429147264,-34.94,0.6023776736,182.3223304703,0.5048673921,94.8464124679,0.0008668644,25.4589302984,0.1383358242
2638,0.6947573982,-31.1,0.6024065226,175,0.5048967985,94.8519368894,0.0008106724,25.4565138847,0.1383149979
2639,0.6376621101,-27.94,0.602440726,182.3223304703,0.5049316629,94.8584866389,0.0007440512,25.4536489866,0.1382903063
2640,0.5905312703,-25.46,0.6024689601,200,0.5049604425,94.8638933057,0.0006890569,25.4512840795,0.1382699239
2641,0.5760352511,-24.56,0.602477644,217.6776695297,0.5049692943,94.8655562327,0.0006721424,25.4505567057,0.1382636549
2642,0.5772870662,-24.15,0.6024768941,225,0.5049685299,94.8654126293,0.000673603,25.4506195186,0.1382641962
2643,0.5887036202,-23.78,0.6024700549,217.6776695297,0.5049615586,94.8641029666,0.0006869243,25.4511923726,0.1382691335
2644,0.6017725702,-22.44,0.6024622259,200,0.5049535782,94.8626037475,0.0007021738,25.4518481397,0.1382747853
2645,0.6277477342,-22.05,0.6024466653,182.3223304703,0.5049377169,94.8596239776,0.0007324827,25.4531515081,0.1382860187
2646,0.7101922788,-23.91,0.6023972762,175,0.5048873735,94.8501662599,0.0008286825,25.4572883682,0.1383216729
2647,0.7717189925,-36.06,0.6023604182,182.3223304703,0.5048498032,94.8431081544,0.0009004744,25.4603756241,0.138348281
2648,0.8008862851,-42.31,0.6023429453,200,0.5048319927,94.839762196,0.0009345081,25.4618391655,0.1383608948
2649,0.8003104502,-44.6,0.6023432903,217.6776695297,0.5048323443,94.8398282535,0.0009338362,25.4618102716,0.1383606458
2650,0.801286866,-43.91,0.6023427053,225,0.5048317481,94.8397162429,0.0009349755,25.4618592657,0.1383610681
2651,0.8128786741,-43.95,0.6023357612,217.6776695297,0.5048246697,94.8383864757,0.0009485013,25.4624409135,0.1383660811
2652,0.8072580241,-43.97,0.6023391283,200,0.5048281019,94.8390312549,0.0009419429,25.4621588834,0.1383636504
2653,0.8031645887,-41.27,0.6023415805,182.3223304703,0.5048306015,94.8395008379,0.0009371665,25.4619534851,0.1383618801
2654,0.7894947674,-39.31,0.6023497695,175,0.5048389487,94.8410689866,0.000921216,25.4612675678,0.1383559684
2655,0.7821591307,-37.68,0.602354164,182.3223304703,0.5048434281,94.8419105024,0.0009126564,25.460899484,0.138352796
2656,0.7731585799,-37.93,0.6023595558,200,0.5048489241,94.8429430106,0.0009021542,25.460447859,0.1383489036
2657,0.7760753092,-37.78,0.6023578085,217.6776695297,0.5048471431,94.8426084147,0.0009055576,25.4605942131,0.138350165
2658,0.7822843123,-39.22,0.602354089,225,0.5048433517,94.841896142,0.0009128025,25.4609057653,0.1383528501
2659,0.7717064744,-39.9,0.6023604257,217.6776695297,0.5048498108,94.8431095905,0.0009004598,25.460374996,0.1383482756
2660,0.7613539632,-41.99,0.6023666275,200,0.5048561324,94.8442971903,0.0008883801,25.459855533,0.1383437985
2661,0.7539557358,-40.1,0.6023710594,182.3223304703,0.50486065,94.8451458862,0.0008797475,25.4594843085,0.1383405991
2662,0.711281358,-30,0.6023966238,175,0.5048867085,94.850041325,0.0008299532,25.4573430155,0.1383221439
2663,0.6445596114,-28.01,0.602436594,182.3223304703,0.504927451,94.8576953844,0.0007520995,25.4539950859,0.1382932892
2664,0.6040008012,-26.02,0.6024608911,200,0.5049522176,94.8623481335,0.0007047737,25.4519599467,0.138275749
2665,0.5789019078,-24.79,0.6024759267,217.6776695297,0.5049675438,94.865227381,0.0006754873,25.4507005473,0.1382648946
2666,0.5780757098,-24.83,0.6024764217,225,0.5049680483,94.8653221592,0.0006745232,25.4506590908,0.1382645373
2667,0.5868008612,-23.51,0.6024711948,217.6776695297,0.5049627205,94.8643212437,0.0006847041,25.451096897,0.1382683106
2668,0.6045140454,-23.06,0.6024605836,200,0.5049519042,94.8622892561,0.0007053726,25.4519857,0.1382759709
2669,0.6345826448,-23.44,0.6024425708,182.3223304703,0.5049335433,94.8588399032,0.0007404579,25.4534944668,0.1382889745
2670,0.705159982,-25.24,0.6024002909,175,0.5048904464,94.8507435454,0.0008228106,25.4570358602,0.1383194967
2671,0.7581993891,-32.73,0.6023685172,182.3223304703,0.5048580587,94.8446590708,0.0008846992,25.4596972444,0.1383424343
2672,0.7776776326,-42.96,0.6023568486,200,0.5048461646,94.8424246024,0.0009074272,25.4606746137,0.1383508579
2673,0.7740098142,-43.88,0.6023590459,217.6776695297,0.5048484043,94.8428453603,0.0009031475,25.4604905718,0.1383492717
2674,0.7766261079,-42.77,0.6023574786,225,0.5048468067,94.8425452292,0.0009062003,25.4606218508,0.1383504032
2675,0.7845375795,-42.18,0.6023527391,217.6776695297,0.5048419757,94.841637656,0.0009154317,25.4610188286,0.1383538246
2676,0.769603425,-41.17,0.6023616855,200,0.504851095,94.8433508441,0.0008980059,25.4602694702,0.1383473661
2677,0.7553452506,-38.21,0.602370227,182.3223304703,0.5048598016,94.8449864865,0.0008813689,25.4595540309,0.1383412
2678,0.7432276801,-35.6,0.6023774861,175,0.504867201,94.8463765671,0.0008672296,25.4589460016,0.1383359596
