,period,weekday,h0,g0,g1,g2,g3,g4,g5,g6,l0,l1,l2
2007-01-12 05:45:00,winter,5,0.055760,0.069160,0.028360,0.032280,0.103400,0.063880,0.232760,0.043000,0.067600,0.067760,0.070080
2007-01-12 06:00:00,winter,5,0.068000,0.072480,0.031520,0.043040,0.104720,0.065600,0.229800,0.043000,0.072520,0.074840,0.074840
2007-01-12 06:15:00,winter,5,0.082800,0.077080,0.032520,0.056880,0.104000,0.067840,0.229760,0.043000,0.079000,0.084920,0.080440
2007-01-12 06:30:00,winter,5,0.098040,0.082880,0.035240,0.070400,0.102400,0.071440,0.231440,0.044000,0.087680,0.098960,0.087240
2007-01-12 06:45:00,winter,5,0.111520,0.089680,0.035920,0.080200,0.101000,0.077400,0.233760,0.045000,0.099120,0.118000,0.095640
2007-01-12 07:00:00,winter,5,0.121640,0.097560,0.090240,0.083960,0.100760,0.086400,0.235760,0.048000,0.113640,0.142520,0.105800
2007-01-12 07:15:00,winter,5,0.128520,0.107280,0.164680,0.083280,0.102120,0.098440,0.237160,0.052000,0.130520,0.170880,0.117360
2007-01-12 07:30:00,winter,5,0.132720,0.119920,0.246600,0.080840,0.105320,0.113200,0.237840,0.057000,0.148840,0.200840,0.129840
2007-01-12 07:45:00,winter,5,0.134840,0.136400,0.323400,0.079240,0.110680,0.130480,0.237800,0.064000,0.167640,0.230160,0.142600
2007-01-12 08:00:00,winter,5,0.135440,0.157120,0.384840,0.080560,0.118160,0.149680,0.236880,0.071000,0.185840,0.256440,0.155200
2007-01-12 08:15:00,winter,5,0.134760,0.179520,0.430360,0.084600,0.126680,0.169120,0.235400,0.079000,0.201720,0.276360,0.166960
2007-01-12 08:30:00,winter,5,0.133120,0.200480,0.461600,0.090600,0.134720,0.186800,0.233600,0.087000,0.213560,0.286280,0.177280
2007-01-12 08:45:00,winter,5,0.130680,0.216760,0.480360,0.097800,0.140920,0.200680,0.231720,0.094000,0.219520,0.282720,0.185480
2007-01-12 09:00:00,winter,5,0.127720,0.226160,0.488640,0.105640,0.144200,0.209320,0.230000,0.099000,0.218440,0.263800,0.191000
2007-01-12 09:15:00,winter,5,0.124560,0.229960,0.489480,0.114120,0.145360,0.213720,0.228080,0.103000,0.211600,0.234360,0.193480
2007-01-12 09:30:00,winter,5,0.121560,0.230440,0.486240,0.123520,0.145480,0.215440,0.225440,0.106000,0.200840,0.201120,0.192560
2007-01-12 09:45:00,winter,5,0.119040,0.229840,0.482240,0.134000,0.145760,0.215960,0.221640,0.111000,0.188040,0.170560,0.187960
2007-01-12 10:00:00,winter,5,0.117240,0.230040,0.480080,0.145520,0.147040,0.216600,0.216440,0.117000,0.175040,0.148080,0.179800
2007-01-12 10:15:00,winter,5,0.116200,0.231160,0.479440,0.156800,0.149040,0.217400,0.210240,0.124000,0.163360,0.133640,0.170280
2007-01-12 10:30:00,winter,5,0.115720,0.233040,0.479240,0.166200,0.151240,0.218160,0.203680,0.134000,0.154520,0.126000,0.161960
2007-01-12 10:45:00,winter,5,0.115680,0.235440,0.478440,0.172160,0.153000,0.218680,0.197480,0.146000,0.150040,0.123840,0.157440
2007-01-12 11:00:00,winter,5,0.116040,0.238040,0.476120,0.173640,0.153960,0.218720,0.192000,0.159000,0.150680,0.125680,0.158440
2007-01-12 11:15:00,winter,5,0.117000,0.240040,0.471600,0.171600,0.154280,0.218200,0.186760,0.173000,0.154120,0.129280,0.162600
2007-01-12 11:30:00,winter,5,0.118720,0.240400,0.464360,0.167680,0.154280,0.217040,0.181120,0.184000,0.157400,0.132240,0.166680
2007-01-12 11:45:00,winter,5,0.121520,0.238280,0.453880,0.163360,0.154200,0.215080,0.174320,0.192000,0.157480,0.132040,0.167360
2007-01-12 12:00:00,winter,5,0.125400,0.232960,0.439640,0.159920,0.154360,0.212120,0.165880,0.193000,0.152240,0.127040,0.162360
2007-01-12 12:15:00,winter,5,0.129560,0.225120,0.421640,0.157480,0.154480,0.207800,0.156240,0.191000,0.143160,0.118800,0.153240
2007-01-12 12:30:00,winter,5,0.133040,0.215680,0.399920,0.155760,0.154320,0.201440,0.146080,0.187000,0.132720,0.109560,0.142520
2007-01-12 12:45:00,winter,5,0.134840,0.205560,0.374440,0.154560,0.153600,0.192560,0.136000,0.182000,0.123200,0.101640,0.132720
2007-01-12 13:00:00,winter,5,0.134240,0.195680,0.346160,0.153680,0.152160,0.181080,0.126720,0.180000,0.116520,0.096800,0.125840
2007-01-12 13:15:00,winter,5,0.131720,0.186640,0.319160,0.153160,0.149920,0.168720,0.118720,0.178000,0.112480,0.094640,0.121640
2007-01-12 13:30:00,winter,5,0.128040,0.179160,0.298560,0.153120,0.146960,0.157720,0.112600,0.174000,0.110320,0.094200,0.119240
2007-01-12 13:45:00,winter,5,0.124000,0.173800,0.289360,0.153560,0.143320,0.150280,0.108800,0.167000,0.109320,0.094640,0.117880
2007-01-12 14:00:00,winter,5,0.120240,0.171040,0.294560,0.154680,0.139200,0.148120,0.107680,0.156000,0.108760,0.095120,0.116880
2007-01-12 14:15:00,winter,5,0.116840,0.170760,0.309560,0.156800,0.135200,0.150960,0.108360,0.143000,0.108520,0.095480,0.116080
2007-01-12 14:30:00,winter,5,0.113640,0.172680,0.327680,0.160200,0.132080,0.157960,0.109760,0.130000,0.108400,0.095720,0.115600
2007-01-12 14:45:00,winter,5,0.110680,0.176600,0.342280,0.165320,0.130640,0.168280,0.110840,0.120000,0.108360,0.095800,0.115400
2007-01-12 15:00:00,winter,5,0.107920,0.182080,0.348160,0.172240,0.131320,0.180920,0.110680,0.115000,0.108320,0.095760,0.115600
2007-01-12 15:15:00,winter,5,0.105440,0.188160,0.345560,0.180040,0.133440,0.194120,0.109520,0.113000,0.108360,0.095800,0.116000
2007-01-12 15:30:00,winter,5,0.103560,0.193880,0.336120,0.187560,0.136160,0.205880,0.107760,0.114000,0.108640,0.096160,0.116520
2007-01-12 15:45:00,winter,5,0.102360,0.198080,0.321480,0.193680,0.138480,0.214160,0.105800,0.115000,0.109320,0.096960,0.117080
2007-01-12 16:00:00,winter,5,0.102160,0.200120,0.303160,0.197640,0.139760,0.217720,0.104080,0.116000,0.110600,0.098560,0.117640
2007-01-12 16:15:00,winter,5,0.103160,0.200720,0.281640,0.200520,0.140240,0.218160,0.103080,0.117000,0.113080,0.101200,0.119080
2007-01-12 16:30:00,winter,5,0.105640,0.200920,0.257360,0.203920,0.140480,0.217720,0.103160,0.119000,0.117400,0.105240,0.122400
2007-01-12 16:45:00,winter,5,0.109880,0.201840,0.230720,0.209320,0.140920,0.218680,0.104800,0.124000,0.124120,0.111000,0.128600
2007-01-12 17:00:00,winter,5,0.116000,0.203960,0.202320,0.217760,0.142000,0.222480,0.108120,0.132000,0.133760,0.119080,0.138240
2007-01-12 17:15:00,winter,5,0.123720,0.205840,0.173880,0.227840,0.143680,0.227320,0.112240,0.143000,0.146040,0.131080,0.150360
2007-01-12 17:30:00,winter,5,0.132640,0.205480,0.147400,0.237720,0.145800,0.230520,0.115880,0.155000,0.160560,0.148800,0.163560
2007-01-12 17:45:00,winter,5,0.142320,0.200880,0.124800,0.245520,0.148160,0.229440,0.117880,0.165000,0.176920,0.174080,0.176400
2007-01-12 18:00:00,winter,5,0.152360,0.190760,0.107560,0.249840,0.150600,0.222200,0.117280,0.173000,0.194480,0.207320,0.187760
2007-01-12 18:15:00,winter,5,0.162200,0.176560,0.094600,0.251240,0.152520,0.209920,0.114240,0.179000,0.211520,0.243080,0.197240
2007-01-12 18:30:00,winter,5,0.171240,0.160520,0.084480,0.250720,0.153360,0.194600,0.109240,0.184000,0.226080,0.274400,0.204760
2007-01-12 18:45:00,winter,5,0.178960,0.144840,0.075640,0.249440,0.152400,0.178160,0.102760,0.187000,0.236200,0.294400,0.210200
2007-01-12 19:00:00,winter,5,0.184760,0.131280,0.066880,0.248200,0.149320,0.162280,0.095360,0.190000,0.240360,0.298040,0.213400
2007-01-12 19:15:00,winter,5,0.188200,0.120120,0.058480,0.247160,0.144440,0.147600,0.087680,0.192000,0.238640,0.287560,0.213840
2007-01-12 19:30:00,winter,5,0.188920,0.111280,0.051120,0.246280,0.138400,0.134480,0.080480,0.194000,0.231560,0.267040,0.211040
2007-01-12 19:45:00,winter,5,0.186440,0.104640,0.045400,0.245520,0.131840,0.123280,0.074560,0.195000,0.219520,0.240680,0.204440
2007-01-12 20:00:00,winter,5,0.180680,0.099960,0.041760,0.244760,0.125320,0.114200,0.070400,0.196000,0.203360,0.212160,0.193920
2007-01-12 20:15:00,winter,5,0.172720,0.096680,0.039760,0.243320,0.119280,0.107000,0.067600,0.196000,0.184880,0.183840,0.180800
2007-01-12 20:30:00,winter,5,0.163920,0.094120,0.038680,0.240560,0.114240,0.101160,0.065480,0.195000,0.166080,0.157640,0.166720
2007-01-12 20:45:00,winter,5,0.155640,0.091560,0.037840,0.235760,0.110680,0.096280,0.063480,0.192000,0.149120,0.135520,0.153320
2007-01-12 21:00:00,winter,5,0.148920,0.088520,0.036640,0.228320,0.108800,0.091960,0.061040,0.187000,0.135600,0.118920,0.142040
2007-01-12 21:15:00,winter,5,0.143400,0.085240,0.035160,0.218560,0.108160,0.087960,0.058480,0.180000,0.125200,0.107160,0.132720
2007-01-12 21:30:00,winter,5,0.138400,0.082040,0.033600,0.206840,0.108000,0.084080,0.056120,0.171000,0.117320,0.099080,0.125080
2007-01-12 21:45:00,winter,5,0.133160,0.079440,0.032160,0.193680,0.107640,0.080080,0.054400,0.161000,0.111160,0.093480,0.118720
2007-01-12 22:00:00,winter,5,0.127200,0.077600,0.030920,0.179480,0.106560,0.075920,0.053640,0.148000,0.106080,0.089320,0.113240
2007-01-12 22:15:00,winter,5,0.120480,0.076440,0.029920,0.164760,0.104920,0.071840,0.053560,0.133000,0.101720,0.086080,0.108320
2007-01-12 22:30:00,winter,5,0.113280,0.075560,0.029080,0.150080,0.102960,0.068320,0.053920,0.119000,0.097680,0.083320,0.103680
2007-01-12 22:45:00,winter,5,0.105720,0.074760,0.028360,0.135960,0.101000,0.065680,0.054400,0.106000,0.093560,0.080600,0.098920
2007-01-12 23:00:00,winter,5,0.097960,0.073680,0.027720,0.122840,0.099280,0.064240,0.054680,0.095000,0.089120,0.077680,0.093880
2007-01-12 23:15:00,winter,5,0.090200,0.072280,0.027200,0.110600,0.097840,0.063640,0.054600,0.085000,0.084560,0.074640,0.088720
2007-01-12 23:30:00,winter,5,0.082480,0.070480,0.026760,0.099080,0.096600,0.063400,0.053880,0.077000,0.080080,0.071640,0.083720
2007-01-12 23:45:00,winter,5,0.074920,0.068200,0.026480,0.088040,0.095560,0.063000,0.052400,0.069000,0.075960,0.068920,0.079120
2007-01-13 00:00:00,winter,6,0.070840,0.070000,0.025800,0.080560,0.095280,0.062200,0.066560,0.067000,0.073960,0.073960,0.077080
2007-01-13 00:15:00,winter,6,0.068160,0.072960,0.025160,0.074560,0.095480,0.061160,0.087240,0.068000,0.073000,0.073000,0.076280
2007-01-13 00:30:00,winter,6,0.065920,0.075880,0.024680,0.069200,0.096200,0.060120,0.111680,0.069000,0.072600,0.072600,0.076080
2007-01-13 00:45:00,winter,6,0.063240,0.077560,0.024600,0.063600,0.097360,0.059400,0.137040,0.068000,0.072240,0.072240,0.075840
2007-01-13 01:00:00,winter,6,0.059480,0.077120,0.024960,0.057120,0.098880,0.059120,0.160680,0.065000,0.071520,0.071520,0.075040
2007-01-13 01:15:00,winter,6,0.054960,0.075040,0.025560,0.050360,0.100280,0.059200,0.180760,0.061000,0.070400,0.070400,0.073680
2007-01-13 01:30:00,winter,6,0.050440,0.072120,0.026160,0.044120,0.100960,0.059360,0.195600,0.056000,0.069040,0.069040,0.072000
2007-01-13 01:45:00,winter,6,0.046600,0.069160,0.026480,0.039120,0.100400,0.059400,0.203520,0.052000,0.067600,0.067600,0.070080
2007-01-13 02:00:00,winter,6,0.043960,0.066800,0.026280,0.036000,0.098200,0.059080,0.203720,0.049000,0.066200,0.066200,0.068120
2007-01-13 02:15:00,winter,6,0.042280,0.065160,0.025720,0.034400,0.095080,0.058560,0.198880,0.048000,0.064800,0.064800,0.066160
2007-01-13 02:30:00,winter,6,0.041360,0.064080,0.025080,0.033680,0.091880,0.058000,0.192600,0.048000,0.063440,0.063440,0.064320
2007-01-13 02:45:00,winter,6,0.040800,0.063520,0.024600,0.033240,0.089520,0.057600,0.188400,0.047000,0.062080,0.062080,0.062640
2007-01-13 03:00:00,winter,6,0.040320,0.063400,0.024400,0.032680,0.088560,0.057440,0.189080,0.047000,0.060680,0.060680,0.061200
2007-01-13 03:15:00,winter,6,0.039880,0.063600,0.024440,0.032040,0.088560,0.057520,0.193960,0.046000,0.059400,0.059400,0.060000
2007-01-13 03:30:00,winter,6,0.039480,0.063960,0.024560,0.031520,0.088720,0.057600,0.201600,0.046000,0.058280,0.058280,0.059120
2007-01-13 03:45:00,winter,6,0.039120,0.064480,0.024600,0.031320,0.088280,0.057600,0.210560,0.045000,0.057440,0.057440,0.058520
2007-01-13 04:00:00,winter,6,0.038760,0.065000,0.024440,0.031520,0.086840,0.057400,0.219600,0.044000,0.056920,0.056920,0.058280
2007-01-13 04:15:00,winter,6,0.038480,0.065600,0.024280,0.031720,0.085080,0.057160,0.228160,0.044000,0.056800,0.056800,0.058320
2007-01-13 04:30:00,winter,6,0.038320,0.066320,0.024240,0.031520,0.084200,0.057160,0.236000,0.044000,0.056960,0.056960,0.058720
2007-01-13 04:45:00,winter,6,0.038280,0.067280,0.024600,0.030320,0.085280,0.057600,0.242800,0.044000,0.057440,0.057440,0.059360
2007-01-13 05:00:00,winter,6,0.038480,0.068480,0.025400,0.028120,0.088960,0.058640,0.248360,0.044000,0.058160,0.058160,0.060240
2007-01-13 05:15:00,winter,6,0.039080,0.069880,0.026480,0.026400,0.094120,0.060200,0.252480,0.045000,0.059200,0.059200,0.061320
2007-01-13 05:30:00,winter,6,0.040320,0.071400,0.027560,0.027120,0.099280,0.062000,0.255040,0.045000,0.060480,0.060480,0.062400
2007-01-13 05:45:00,winter,6,0.042440,0.072880,0.028360,0.032280,0.102800,0.063880,0.255920,0.045000,0.062080,0.062080,0.063480
2007-01-13 06:00:00,winter,6,0.045640,0.074440,0.028680,0.042880,0.103680,0.065920,0.255120,0.045000,0.064080,0.064080,0.064520
2007-01-13 06:15:00,winter,6,0.049920,0.076840,0.028680,0.056160,0.102560,0.069280,0.253160,0.044000,0.067400,0.067400,0.066160
2007-01-13 06:30:00,winter,6,0.055240,0.080960,0.028480,0.068520,0.100680,0.075600,0.250520,0.044000,0.072880,0.072880,0.069120
2007-01-13 06:45:00,winter,6,0.061600,0.087840,0.028360,0.076280,0.099200,0.086400,0.247840,0.045000,0.081520,0.081520,0.074200
2007-01-13 07:00:00,winter,6,0.068920,0.098000,0.028480,0.077000,0.099120,0.102440,0.245360,0.048000,0.093920,0.093920,0.081840
2007-01-13 07:15:00,winter,6,0.077080,0.110680,0.029040,0.072840,0.100800,0.121880,0.241960,0.051000,0.109440,0.109440,0.091720
2007-01-13 07:30:00,winter,6,0.086080,0.124760,0.030200,0.067240,0.104400,0.142000,0.236200,0.055000,0.126920,0.126920,0.103120
2007-01-13 07:45:00,winter,6,0.095720,0.139200,0.032160,0.063600,0.110080,0.160160,0.226680,0.060000,0.145440,0.145440,0.115400
2007-01-13 08:00:00,winter,6,0.105840,0.152960,0.034960,0.064480,0.117680,0.174400,0.212680,0.064000,0.163840,0.163840,0.128080
2007-01-13 08:15:00,winter,6,0.115800,0.165400,0.038360,0.069480,0.126120,0.185040,0.196240,0.069000,0.180960,0.180960,0.141000
2007-01-13 08:30:00,winter,6,0.124880,0.175960,0.041960,0.077400,0.133920,0.193160,0.180160,0.072000,0.195600,0.195600,0.154080
2007-01-13 08:45:00,winter,6,0.132320,0.184080,0.045400,0.087040,0.139720,0.199760,0.167240,0.075000,0.206560,0.206560,0.167360
2007-01-13 09:00:00,winter,6,0.137640,0.189480,0.048320,0.097440,0.142440,0.205680,0.159440,0.077000,0.212880,0.212880,0.180480
2007-01-13 09:15:00,winter,6,0.141120,0.192800,0.050840,0.108360,0.142960,0.210960,0.155520,0.081000,0.214640,0.214640,0.192080
2007-01-13 09:30:00,winter,6,0.143320,0.195080,0.052960,0.119880,0.142440,0.215320,0.153440,0.087000,0.212120,0.212120,0.200640
2007-01-13 09:45:00,winter,6,0.144840,0.197160,0.054840,0.132040,0.142120,0.218680,0.151120,0.097000,0.205640,0.205640,0.204440
2007-01-13 10:00:00,winter,6,0.146040,0.199760,0.056520,0.144680,0.142920,0.220800,0.147040,0.112000,0.195880,0.195880,0.202680
2007-01-13 10:15:00,winter,6,0.147200,0.202680,0.057840,0.156720,0.144560,0.221960,0.141520,0.131000,0.185000,0.185000,0.197440
2007-01-13 10:30:00,winter,6,0.148440,0.205400,0.058640,0.166920,0.146320,0.222360,0.135560,0.150000,0.175360,0.175360,0.191600
2007-01-13 10:45:00,winter,6,0.149800,0.207440,0.058640,0.174120,0.147560,0.222240,0.129960,0.166000,0.169520,0.169520,0.187960
2007-01-13 11:00:00,winter,6,0.151480,0.208400,0.057760,0.177440,0.147880,0.221880,0.125560,0.178000,0.168920,0.168920,0.188400
2007-01-13 11:15:00,winter,6,0.153520,0.208360,0.056280,0.177680,0.147480,0.221400,0.122640,0.185000,0.171320,0.171320,0.190960
2007-01-13 11:30:00,winter,6,0.156000,0.207360,0.054560,0.176160,0.146840,0.220880,0.121360,0.188000,0.173480,0.173480,0.192640
2007-01-13 11:45:00,winter,6,0.158960,0.205560,0.052960,0.174120,0.146360,0.220480,0.121920,0.188000,0.172280,0.172280,0.190440
2007-01-13 12:00:00,winter,6,0.162400,0.203040,0.051720,0.172600,0.146360,0.220160,0.124120,0.187000,0.165440,0.165440,0.182320
2007-01-13 12:15:00,winter,6,0.165760,0.199720,0.050560,0.171960,0.146480,0.219400,0.126440,0.184000,0.154480,0.154480,0.170040
2007-01-13 12:30:00,winter,6,0.168440,0.195600,0.049200,0.172400,0.146240,0.217640,0.127000,0.181000,0.142040,0.142040,0.156200
2007-01-13 12:45:00,winter,6,0.169800,0.190600,0.047280,0.174120,0.145160,0.214160,0.123920,0.179000,0.130600,0.130600,0.143440
2007-01-13 13:00:00,winter,6,0.169400,0.184640,0.044560,0.177040,0.142840,0.208440,0.116080,0.178000,0.122120,0.122120,0.133800
2007-01-13 13:15:00,winter,6,0.167560,0.177480,0.041400,0.180360,0.139240,0.200200,0.105040,0.177000,0.116160,0.116160,0.126760
2007-01-13 13:30:00,winter,6,0.164760,0.168960,0.038360,0.183000,0.134560,0.189280,0.093120,0.177000,0.111600,0.111600,0.121280
2007-01-13 13:45:00,winter,6,0.161480,0.158840,0.035920,0.183880,0.128800,0.175480,0.082600,0.178000,0.107440,0.107440,0.116240
2007-01-13 14:00:00,winter,6,0.158120,0.147160,0.034480,0.182400,0.122240,0.158920,0.075320,0.179000,0.102880,0.102880,0.110800
2007-01-13 14:15:00,winter,6,0.154880,0.134760,0.033880,0.179480,0.115520,0.141200,0.070840,0.180000,0.098240,0.098240,0.105320
2007-01-13 14:30:00,winter,6,0.151800,0.122720,0.033840,0.176600,0.109400,0.124200,0.068200,0.181000,0.094000,0.094000,0.100320
2007-01-13 14:45:00,winter,6,0.149000,0.112120,0.034040,0.175080,0.104640,0.109800,0.066480,0.182000,0.090760,0.090760,0.096440
2007-01-13 15:00:00,winter,6,0.146520,0.103760,0.034240,0.176040,0.101760,0.099400,0.064920,0.184000,0.088960,0.088960,0.094080
2007-01-13 15:15:00,winter,6,0.144440,0.097440,0.034360,0.178920,0.100480,0.092520,0.063480,0.185000,0.088200,0.088200,0.092920
2007-01-13 15:30:00,winter,6,0.142760,0.092600,0.034320,0.182800,0.100200,0.088200,0.062280,0.186000,0.088040,0.088040,0.092520
2007-01-13 15:45:00,winter,6,0.141480,0.088760,0.034040,0.186840,0.100400,0.085480,0.061480,0.186000,0.088000,0.088000,0.092320
2007-01-13 16:00:00,winter,6,0.140840,0.085600,0.033520,0.190360,0.100640,0.083560,0.061160,0.186000,0.087880,0.087880,0.092160
2007-01-13 16:15:00,winter,6,0.141680,0.083320,0.032880,0.193800,0.101040,0.082480,0.061480,0.187000,0.088480,0.088480,0.092800
2007-01-13 16:30:00,winter,6,0.144880,0.082400,0.032360,0.197920,0.101880,0.082440,0.062520,0.190000,0.090920,0.090920,0.095240
2007-01-13 16:45:00,winter,6,0.151480,0.083160,0.032160,0.203480,0.103400,0.083680,0.064480,0.196000,0.096320,0.096320,0.100560
2007-01-13 17:00:00,winter,6,0.161920,0.085800,0.032400,0.210760,0.105800,0.086200,0.067320,0.207000,0.105440,0.105440,0.109360
2007-01-13 17:15:00,winter,6,0.174600,0.089560,0.032920,0.218840,0.108680,0.089320,0.070520,0.221000,0.117840,0.117840,0.120560
2007-01-13 17:30:00,winter,6,0.187360,0.093360,0.033560,0.226320,0.111480,0.092080,0.073480,0.236000,0.132640,0.132640,0.132720
2007-01-13 17:45:00,winter,6,0.198080,0.096240,0.034040,0.231840,0.113680,0.093600,0.075560,0.252000,0.149120,0.149120,0.144280
2007-01-13 18:00:00,winter,6,0.205160,0.097440,0.034240,0.234400,0.115000,0.093240,0.076360,0.266000,0.166440,0.166440,0.154160
2007-01-13 18:15:00,winter,6,0.209120,0.097400,0.034200,0.234480,0.115720,0.091800,0.075920,0.278000,0.183440,0.183440,0.162720
2007-01-13 18:30:00,winter,6,0.211120,0.096760,0.034120,0.233000,0.116320,0.090360,0.074560,0.288000,0.199040,0.199040,0.170720
2007-01-13 18:45:00,winter,6,0.212240,0.096240,0.034040,0.230840,0.117320,0.090000,0.072560,0.294000,0.212120,0.212120,0.178880
2007-01-13 19:00:00,winter,6,0.213200,0.096360,0.034120,0.228760,0.118960,0.091400,0.070120,0.298000,0.221520,0.221520,0.187480
2007-01-13 19:15:00,winter,6,0.213000,0.096800,0.034240,0.226880,0.120600,0.093720,0.067520,0.299000,0.226160,0.226160,0.194800
2007-01-13 19:30:00,winter,6,0.210360,0.097240,0.034240,0.225280,0.121360,0.095760,0.064880,0.296000,0.224920,0.224920,0.198720
2007-01-13 19:45:00,winter,6,0.203920,0.097160,0.034040,0.224000,0.120360,0.096280,0.062480,0.291000,0.216760,0.216760,0.197040
2007-01-13 20:00:00,winter,6,0.192920,0.096320,0.033480,0.222960,0.117000,0.094440,0.060400,0.283000,0.201280,0.201280,0.188440
2007-01-13 20:15:00,winter,6,0.179000,0.094760,0.032600,0.221520,0.112120,0.090760,0.058560,0.273000,0.181320,0.181320,0.175080
2007-01-13 20:30:00,winter,6,0.164440,0.092800,0.031520,0.218840,0.106800,0.086280,0.056960,0.263000,0.160280,0.160280,0.159920
2007-01-13 20:45:00,winter,6,0.151480,0.090640,0.030240,0.214240,0.102200,0.081880,0.055400,0.252000,0.141720,0.141720,0.145920
2007-01-13 21:00:00,winter,6,0.141880,0.088480,0.028960,0.206960,0.099160,0.078360,0.053840,0.241000,0.128280,0.128280,0.135400
2007-01-13 21:15:00,winter,6,0.135320,0.086400,0.027760,0.197000,0.097400,0.075480,0.052200,0.231000,0.119280,0.119280,0.127840
2007-01-13 21:30:00,winter,6,0.131000,0.084320,0.026880,0.184400,0.096360,0.072880,0.050400,0.221000,0.113160,0.113160,0.122120
2007-01-13 21:45:00,winter,6,0.128160,0.082240,0.026480,0.169240,0.095560,0.070200,0.048360,0.210000,0.108360,0.108360,0.117080
2007-01-13 22:00:00,winter,6,0.126080,0.080120,0.026680,0.151800,0.094520,0.067120,0.046080,0.199000,0.103680,0.103680,0.111680
2007-01-13 22:15:00,winter,6,0.124080,0.078000,0.027280,0.133680,0.093320,0.064040,0.043800,0.186000,0.098800,0.098800,0.105920
2007-01-13 22:30:00,winter,6,0.121640,0.075920,0.027920,0.116720,0.092000,0.061280,0.041760,0.174000,0.093880,0.093880,0.099960
2007-01-13 22:45:00,winter,6,0.118200,0.073800,0.028360,0.102720,0.090720,0.059400,0.040320,0.161000,0.088920,0.088920,0.093960
2007-01-13 23:00:00,winter,6,0.113360,0.071720,0.028360,0.092960,0.089560,0.058560,0.039560,0.147000,0.084000,0.084000,0.088120
2007-01-13 23:15:00,winter,6,0.107400,0.069640,0.027960,0.086600,0.088640,0.058520,0.039360,0.135000,0.079320,0.079320,0.082600
2007-01-13 23:30:00,winter,6,0.100840,0.067560,0.027280,0.082160,0.088000,0.058640,0.039400,0.122000,0.075040,0.075040,0.077640
2007-01-13 23:45:00,winter,6,0.094040,0.065400,0.026480,0.078240,0.087680,0.058480,0.039280,0.111000,0.071320,0.071320,0.073360
2007-01-14 00:00:00,winter,7,0.087440,0.063200,0.025680,0.073760,0.087800,0.057640,0.038880,0.100000,0.068320,0.063480,0.070000
2007-01-14 00:15:00,winter,7,0.081120,0.061040,0.025040,0.068720,0.088240,0.056360,0.038360,0.091000,0.066040,0.062240,0.067440
2007-01-14 00:30:00,winter,7,0.075000,0.058920,0.024600,0.063560,0.089040,0.055000,0.038080,0.083000,0.064280,0.061440,0.065600
2007-01-14 00:45:00,winter,7,0.069080,0.057000,0.024600,0.058680,0.090120,0.054000,0.038280,0.077000,0.063000,0.060760,0.064320
2007-01-14 01:00:00,winter,7,0.063440,0.055280,0.025000,0.054400,0.091360,0.053560,0.039240,0.073000,0.062080,0.059920,0.063440
2007-01-14 01:15:00,winter,7,0.058200,0.053680,0.025600,0.050600,0.092440,0.053560,0.040520,0.071000,0.061360,0.058960,0.062880
2007-01-14 01:30:00,winter,7,0.053640,0.052120,0.026200,0.047200,0.092960,0.053800,0.041720,0.069000,0.060800,0.058040,0.062400
2007-01-14 01:45:00,winter,7,0.049920,0.050440,0.026480,0.044000,0.092520,0.054000,0.042320,0.067000,0.060200,0.057240,0.061840
2007-01-14 02:00:00,winter,7,0.047280,0.048680,0.026280,0.040960,0.090960,0.053960,0.041960,0.065000,0.059520,0.056640,0.061040
2007-01-14 02:15:00,winter,7,0.045480,0.046880,0.025720,0.038200,0.088680,0.053720,0.040920,0.063000,0.058760,0.056280,0.060120
2007-01-14 02:30:00,winter,7,0.044240,0.045240,0.025080,0.035880,0.086360,0.053400,0.039560,0.061000,0.058040,0.056080,0.059240
2007-01-14 02:45:00,winter,7,0.043280,0.043920,0.024600,0.034240,0.084680,0.053080,0.038280,0.059000,0.057440,0.056080,0.058520
2007-01-14 03:00:00,winter,7,0.042360,0.043040,0.024400,0.033360,0.084000,0.052840,0.037400,0.057000,0.057000,0.056200,0.058120
2007-01-14 03:15:00,winter,7,0.041480,0.042520,0.024440,0.033040,0.083960,0.052680,0.036920,0.055000,0.056760,0.056320,0.057960
2007-01-14 03:30:00,winter,7,0.040680,0.042240,0.024560,0.033080,0.084000,0.052480,0.036880,0.054000,0.056600,0.056320,0.057840
2007-01-14 03:45:00,winter,7,0.039960,0.042040,0.024600,0.033240,0.083440,0.052200,0.037280,0.052000,0.056520,0.056080,0.057720
2007-01-14 04:00:00,winter,7,0.039320,0.041880,0.024440,0.033320,0.082040,0.051840,0.038040,0.050000,0.056440,0.055520,0.057440
2007-01-14 04:15:00,winter,7,0.038840,0.041760,0.024280,0.033080,0.080560,0.051600,0.039040,0.048000,0.056520,0.054960,0.057320
2007-01-14 04:30:00,winter,7,0.038480,0.041800,0.024240,0.032480,0.080080,0.051640,0.040200,0.046000,0.056800,0.054640,0.057600
2007-01-14 04:45:00,winter,7,0.038280,0.042040,0.024600,0.031320,0.081640,0.052200,0.041320,0.045000,0.057440,0.054920,0.058520
2007-01-14 05:00:00,winter,7,0.038280,0.042560,0.025360,0.029680,0.085880,0.053400,0.042320,0.044000,0.058560,0.056120,0.060400
2007-01-14 05:15:00,winter,7,0.038400,0.043360,0.026440,0.028520,0.091560,0.055160,0.043400,0.044000,0.060520,0.058640,0.063320
