deu_2006,deu_2007,deu_2008,deu_2009,deu_2010,deu_2011
66151,68154,68716,51593,45617,69528
65172,67381,67454,50924,43951,68967
64509,66760,66992,49002,41280,68135
63366,65619,65746,47533,39475,66909
62495,64561,64597,46752,38948,65589
60849,63295,63190,46487,39145,63783
60334,62950,62619,48082,41621,62976
60325,62736,62963,49485,44972,62565
59834,61786,63033,49540,46930,61730
59655,61914,63295,48798,48723,61840
59153,61187,62507,47940,49675,61200
56584,57085,59649,46123,48855,57143
51381,51620,55239,42139,44986,51648
47262,48154,51495,38658,41937,47336
45062,46195,49546,36507,40251,45647
44373,45363,48699,35316,40761,44829
44947,46013,49036,35197,41903,45434
46804,46992,50842,35500,43783,46931
49887,50765,53920,35467,47351,50443
54586,57703,59811,34395,54913,56895
59826,62687,64182,35728,59914,62507
63022,64602,67099,38504,61263,65701
63848,64496,67232,40620,60771,66548
64591,65599,67747,41866,60884,68153
65691,67495,68102,44048,61149,69559
64757,66851,66718,42744,60441,69018
63747,66234,65306,40217,59837,68071
62502,65523,63614,38306,58756,66579
61323,65111,62643,37437,57852,65450
59801,64067,61589,37782,56714,63688
59555,64220,61469,39509,57102,63158
59781,64217,61630,42285,58618,62775
59685,63789,61326,43770,59351,62482
59933,63941,60868,45180,59615,62242
59375,62987,60452,45797,58797,61756
56609,59152,58113,43775,54797,57200
51192,53877,54556,39816,49183,51859
47390,49654,51134,36730,46202,48093
45231,47413,49279,34859,44828,46370
44324,46051,47988,34339,44587,45092
44764,46073,47823,34985,45652,45366
46489,47145,48197,36726,46849,46692
50110,50764,48094,41466,49637,50354
54698,57633,48093,50182,55744,56694
59635,62963,50266,56303,60576,62201
62588,65487,54429,58767,62073,65451
63229,65909,58149,58897,61171,66673
64386,66748,60198,59157,61972,68053
65651,67619,60711,59900,62935,69742
64710,66367,58882,59153,62425,68754
63620,65055,56645,58639,62055,67668
62428,63634,54863,57426,60952,66510
60885,62373,53971,56448,60627,64883
59450,61261,53210,54985,59346,63033
59228,61067,53642,55014,59545,62460
59470,60901,54243,55674,60922,61889
59267,59993,53866,55956,61240,61668
60003,59265,53572,56154,60506,61431
59371,58496,52994,55141,59347,60852
56196,55014,52307,50737,55500,57013
50692,50367,48745,45249,50939,51692
46678,46879,45329,41620,47174,47876
44345,44885,43390,39975,46016,45844
43330,43748,42283,38992,46116,44510
43700,43559,42342,39196,47028,44671
45362,44086,42945,40896,48072,45809
48764,44540,42702,45259,50147,49398
54168,45041,40589,52541,56733,55580
59617,48155,41909,57891,61648,61387
62719,51857,45009,59519,63978,64707
63518,54305,46889,59446,63932,65754
64376,55370,49319,59978,64010,67121
65347,55903,51267,60763,64936,68902
64191,54189,49908,59814,64487,68112
62232,51663,47193,58924,64160,67048
60329,49445,44846,57767,63068,65344
58866,48592,43603,56770,62482,64072
57624,48165,43366,55540,61763,62353
57643,49240,44889,55621,61996,61538
57762,50498,47693,56010,62492,60631
57110,50560,49185,56115,61647,59493
57404,50507,50703,56387,60820,58297
57072,50719,52249,55689,60229,57212
54133,48901,52200,51029,56820,53127
49344,45042,48433,45530,51490,48089
45638,41246,46004,41346,48250,43940
43017,38822,44512,39723,46245,41459
41649,37971,44071,38827,46179,40123
41248,37667,44970,39262,46876,39668
41808,38034,46920,40692,48291,39626
42765,38172,50436,45030,50693,39222
43440,37302,56891,52448,56331,37910
46674,39462,62474,57685,60568,40998
50872,42709,65621,59846,62124,44405
53839,45197,65925,59679,61831,47183
55262,47082,67869,60188,62040,49078
56444,49058,69758,61322,62672,51686
54890,47647,69379,60636,61479,51626
52358,45080,69209,60244,60340,48837
50146,43082,68478,59415,59372,46818
49289,41917,67505,58170,58623,45586
48492,41736,65957,57002,57313,44916
49285,43443,65714,57296,57865,45816
49965,45733,65726,57437,59302,47031
50081,46857,65281,57437,60099,47128
50196,48798,64317,56768,59489,47411
50194,50543,63235,56108,59023,48062
48851,49067,60069,51878,55582,45972
45125,44956,55323,46359,50583,41797
41461,42073,52112,42380,46958,38497
38609,40412,49803,40380,45099,36920
37379,39495,48861,39309,44800,36058
37397,40095,49257,39861,45347,35754
38056,41755,50916,41344,47002,36233
38145,46632,54183,45156,50270,37722
36416,54940,60070,52657,55492,39632
38018,61092,65266,57860,59871,43255
41553,63809,67952,60211,61138,47327
45027,64039,68309,60170,60321,50483
47516,65017,69700,61391,59694,52380
50061,66370,71540,62796,59936,53493
48855,65567,71038,61642,58405,53501
45755,65388,70650,60871,56631,51725
43844,64301,69509,59030,55145,50376
42553,63237,68210,58081,54273,49422
42395,61602,66486,56910,53933,48790
43553,61607,65646,56676,54963,49375
45717,61779,65362,57068,56138,49335
46522,61669,64574,56661,56740,48472
48195,61540,63863,56288,56494,47713
49706,60469,62665,55524,56485,47403
49059,55785,58895,51753,53558,45666
44882,50279,54273,46300,48895,41936
41825,46314,50010,42559,44752,38150
39985,44386,47599,40499,43097,35840
39693,43423,46881,39885,42483,34690
40363,43508,48045,40256,42380,34140
42457,44834,49699,41663,42759,34348
46840,49077,52510,45147,43034,34607
54122,56534,58400,51607,43192,34265
59999,62529,63310,56623,45157,36759
63272,64944,65700,58635,47958,40638
63913,65349,65374,57962,49406,43614
64892,66414,66223,58508,49530,45171
66215,67556,67102,58924,49253,47173
65197,66742,66152,57836,47619,46018
64517,66167,65766,56506,45225,43478
63061,64877,64900,54660,43322,41843
61683,63968,63688,53525,42979,40861
59758,62364,62107,52948,42944,40232
59218,62085,61466,53309,44690,41200
59317,61985,61621,53944,47011,42503
58853,61030,61444,53678,48014,42787
58962,60751,61457,53419,48224,43387
59347,60519,61208,53318,48935,44209
55052,56172,57894,50608,47428,42646
49411,50543,53137,45693,43589,39167
45883,46589,49142,41918,40906,36456
43826,44686,47017,39524,39020,34637
42661,43335,45973,38307,38059,33879
43027,43805,46453,37839,38566,33490
44767,45119,48109,38229,38911,34076
48507,48985,51785,39028,39254,34760
55570,56196,58216,39699,38246,34582
61177,62286,62884,42768,38556,36606
63913,64719,65532,45939,40079,40478
64125,64777,65704,47901,42144,43771
64989,65625,66244,49028,42447,46078
65987,66782,67506,49850,43728,48424
65211,65716,66734,48561,42631,47511
64319,65309,65952,46942,40113,45313
63158,64385,64524,45657,38451,43709
62013,63317,63567,44718,38926,42555
60547,61878,62086,44888,39565,42182
60203,61850,61668,46510,41886,43279
59934,61872,62075,47389,44736,44951
59795,61251,62087,47254,46235,45523
59571,60694,61747,46985,47676,46160
58635,60732,61484,47108,49197,47508
54715,56663,57962,44986,48235,46053
49145,51110,53091,41339,44577,42241
45067,47357,48863,37664,42308,39458
42770,45259,46687,35421,40567,37947
41725,44202,45891,34462,40580,37247
42131,44052,46456,33966,41102,37381
43651,45072,48927,34110,42235,39206
47914,48627,51918,34254,45682,43827
55150,55602,57353,33718,52799,51900
61300,61728,62720,36138,59174,58748
64459,64157,66143,39510,62229,62947
65153,64273,66275,41935,63364,64701
66386,65159,66928,43239,64464,66606
67790,66387,67681,45069,65421,68511
66628,65506,66455,44210,64235,67730
65702,64834,64916,41972,63442,66760
64369,63878,63142,40204,62514,65432
63083,62876,61865,39651,61360,64227
61530,61578,60757,39746,60121,62754
61507,61569,60780,41978,60333,62530
61643,61566,60579,43786,60189,62307
60848,61218,60136,44802,60636,61724
60384,60687,59097,45799,59596,60554
59405,60583,59146,46916,58993,59484
55400,56136,56672,45317,55154,55244
49553,50739,52187,41494,50208,50319
45396,46715,48959,38284,47397,46643
43215,44597,46489,36869,46098,44680
42352,43546,45474,36228,45408,43853
42607,43588,45614,35997,45726,44092
44345,44857,46306,37404,47097,45555
48099,48561,46312,41734,50188,48946
55326,55669,46118,50607,55541,55248
61797,61457,48335,56935,60359,61623
64634,64089,52258,60267,62472,65327
65390,64256,54727,60414,61847,66888
66409,64973,55666,61483,61700,68779
67706,65569,56112,62721,62230,70230
66259,64838,54482,61746,61962,69033
66109,63489,52029,60881,61738,67655
64746,62553,50063,59609,60713,66418
63729,61517,49057,58670,60059,65449
62290,60679,48624,57493,58118,64067
62066,60901,49513,57259,58126,63521
61864,60653,50663,57353,58764,63046
61386,59622,50600,56891,59321,62758
60528,58691,50327,56087,59065,61466
59463,58484,51043,55033,58688,60070
55968,54674,50167,50697,54583,56385
50997,49889,46515,44984,49176,51377
46485,46373,42640,41694,46485,47606
44126,44035,40617,39777,45091,45630
42964,42743,39569,38993,44733,44325
43516,41794,39107,39477,44802,44337
45395,41994,39821,41062,46477,45792
48980,42890,39870,45430,50114,49266
55731,44428,38804,53424,55357,55219
61608,48420,40629,59571,60113,60986
64690,52191,43660,62147,61663,64428
65029,54425,45451,62546,60854,65971
65770,55239,46948,63696,60992,67200
66749,55696,48835,65004,61433,68860
65370,54122,47418,64165,60476,68192
63589,51910,44896,63596,59801,67374
62162,50224,43024,62549,58656,66286
60603,49591,42300,61089,57861,65612
59509,49403,42322,59311,57142,63520
59714,50478,44016,59384,57623,63434
59595,51431,46465,59148,58722,62959
58977,51321,47597,58540,59407,62238
58182,50593,48869,57092,58957,61061
57732,51200,51109,55964,57796,59888
55050,49062,50570,51795,54090,55803
50659,45119,46747,46274,49018,50307
46963,41663,44243,42775,45790,46966
44033,39554,42796,41046,44411,45100
42578,38199,42130,40200,43485,44409
42886,37610,42502,40400,43728,44166
43696,37308,44398,41959,44880,45548
43792,37250,48144,45850,48178,48639
43624,37306,55378,53029,54217,54894
46734,39948,61360,58975,59169,60668
50896,43005,64457,61859,60636,64281
53806,45367,64988,62028,60197,65880
55318,46788,66103,63174,60375,67287
56211,48695,67823,64508,61050,68000
54743,47493,67580,63663,60278,67514
52391,44948,67146,62819,59632,66216
50520,43233,66213,61126,58865,65293
49746,42313,65527,59766,58541,63371
49211,42369,64133,58243,58039,61997
50232,43834,64165,58302,58643,62148
50908,46041,64148,58428,59652,61332
50849,46760,63489,57902,59856,59971
50065,47475,62457,56672,59449,58467
50734,49166,61571,55482,59025,58083
49756,47722,57822,51764,54903,54843
46507,43882,52646,46290,49410,49549
42284,40518,48547,42213,45802,45397
39753,39041,46681,40350,44952,43019
38677,38402,45841,39601,44211,41286
38645,38574,46409,39813,44298,40853
39056,39874,47742,41037,45524,40966
38580,42499,50969,44562,48904,41434
36779,47455,57531,51715,55403,42078
38114,53029,63144,57531,60211,46074
41490,56677,66160,60380,62511,50567
44671,57735,66448,60794,63987,53945
46906,58375,67746,61445,65415,55758
49787,59811,68829,62260,66622,56885
48354,59170,67990,61162,64291,55948
45573,58094,67128,60162,62362,53745
43593,56762,65869,58276,60665,51488
42434,55724,64482,56690,59698,50052
41864,54891,62649,55147,58901,49261
43018,55092,61796,54945,59229,49275
44738,55202,61717,54555,58593,49938
44991,54173,61174,53406,57407,49141
45120,52564,60465,52147,55458,48111
46782,52511,60586,51333,54011,48031
46461,49631,57270,48177,50764,45757
43263,45203,52422,43235,46321,42219
39798,41211,48671,39669,42470,38023
37658,39075,46454,37693,40317,35721
36418,37861,45659,36200,39395,34433
36284,37391,46236,35487,38797,33612
36721,37400,48058,35478,38976,34108
36475,36662,51408,34781,38552,34071
34653,35415,57153,33147,36960,33019
35725,37404,62135,35082,38441,35153
38921,40158,64666,38283,40748,38902
41835,42333,64356,40303,42814,41842
43721,43598,64423,41317,44394,44270
45339,45125,65227,42098,46621,46825
44449,44008,64586,40775,46073,46544
42652,41923,64231,38713,44324,44318
41080,40322,63263,37067,43278,41969
40479,39616,62436,36407,42405,41231
40252,39774,61278,36729,42745,40763
41932,41520,60769,38441,43472,42135
44375,43629,60342,40165,44641,43907
45577,44428,59562,40663,44688,44532
46387,45107,58142,40944,44064,44734
47743,46832,56868,42681,44939,45939
46881,45098,53867,41127,43662,45054
42665,41181,49951,37455,40225,40819
39151,37939,46154,34407,37375,37579
36983,36455,43728,32331,35544,35993
36352,35998,42002,31413,34728,35619
36809,36273,41442,31146,35160,36220
38922,38255,41502,31812,35708,37869
44014,42995,40202,32919,36246,43435
53198,52297,38054,34463,36120,53286
59840,59263,39902,37999,38375,60241
62815,62106,42780,41968,41050,64141
63330,62541,43965,44405,43425,65128
64358,63574,45200,45323,45184,67165
65525,64763,46679,45992,47997,68892
65046,64230,45823,45353,47147,68635
64403,63514,43822,43715,45050,67522
63471,62578,42465,42535,43664,66333
62107,61625,41839,41872,43382,65163
60365,60318,41502,41752,43906,63377
59475,60248,42774,43147,45567,62578
59383,60567,44055,44494,47244,62224
58886,60407,44779,44467,47710,62278
58110,59153,45001,43804,47786,60786
58815,59381,47182,44716,48247,60093
55468,54803,46253,43147,47117,56107
50089,49409,42177,39199,43332,50967
45641,45751,39220,35568,40874,47393
43399,43891,37547,33288,40515,45749
42363,43008,37114,32345,39847,44569
42603,43296,37512,32053,40621,45068
44210,44725,39125,32515,42487,46647
47679,48029,41348,32385,45603,50064
54723,55333,45861,32366,52807,57233
60632,61475,50856,34139,59361,63456
63373,64112,54393,37205,62898,66005
63541,64084,55747,39402,63559,66668
64507,64906,56454,41094,64805,68005
65554,66110,57760,43228,66433,69241
64639,65141,57443,42764,66133,68698
63839,64646,56061,40632,65547,67908
62551,63937,54913,39709,64350,66135
61309,62845,53873,39234,63562,64639
59589,61694,53311,39711,61806,63366
59269,61721,53701,41963,61818,62920
59146,61784,54163,43681,61516,62750
58754,61280,53624,44662,61251,62318
58539,60045,52173,44586,59826,60590
58420,59975,53083,45612,58416,60626
54756,55972,50992,43889,54573,56889
49416,50178,46741,39433,49210,51894
45512,46171,43386,36472,46164,48188
43264,44259,41945,34922,45167,46340
41881,42964,40790,34576,44440,45626
41557,43195,41114,35060,44979,46219
43021,44677,41769,36973,46926,47716
46608,47958,42128,41557,49097,50816
54397,55688,42149,50154,55317,57407
60581,61546,44920,56183,61197,63057
63234,64163,48687,59187,64213,66122
63168,64311,51072,60179,64407,67215
64061,65098,51823,61253,65943,68533
65492,66350,52549,62437,67007,70299
64906,65522,51428,61571,66014,69400
64182,63959,49433,60790,64467,67496
63045,62627,47853,59711,63599,66458
61938,61537,46887,58376,62707,65669
60530,60605,46327,57120,61396,64349
60348,60653,47495,57147,62201,63466
60025,60690,48559,57215,61150,63341
59080,60186,48581,56721,60145,62640
58069,58265,47547,55503,58605,60895
58585,58244,48701,55224,58108,60536
55050,54956,47349,51232,54719,57439
49380,50233,43536,45918,50066,52019
45696,45898,40433,42451,47231,48067
43509,43856,38523,40655,46373,46357
42495,42181,37432,39882,45521,45475
42542,41792,37794,40447,46061,46037
43770,42112,38223,42250,47616,47529
46972,42163,38063,45463,49263,50785
54041,43462,37238,52664,55032,57684
60318,47912,39250,58497,60609,63034
62863,51764,42445,61644,63719,65959
63217,54417,44061,62633,63613,66744
64333,55831,45719,64124,64267,68211
65525,56421,47651,65389,65068,69576
64713,54893,46464,64614,64174,69092
63482,52465,43900,64093,63544,68151
61808,50609,42024,62960,62175,66830
60630,49777,41098,62017,61654,65493
59444,49454,41337,60811,60358,63745
58637,50526,43286,60690,60257,63004
58179,51253,45438,60472,60720,62762
57050,50665,46615,59532,60727,62245
55384,49225,47142,57593,59330,60696
55715,49716,49256,56188,58766,60671
53047,48170,48554,51969,56565,56853
48648,44108,44610,46749,51870,51271
45156,40531,42620,42893,48681,47227
42551,38132,41252,41118,47521,45462
41035,37031,40334,40428,46923,44138
40497,36529,40872,41097,47089,44560
40872,36601,42721,42711,48546,46277
41084,36473,46213,47030,51086,49576
42242,35935,53783,54892,57514,56539
46549,38240,60210,61448,63406,62214
50681,41756,63169,64902,66767,65303
53131,44450,63339,66033,67844,66089
53976,46607,63922,67434,69334,67379
54520,49042,65213,69054,70829,68478
52871,47779,64900,67862,70799,67864
50468,45300,64417,67422,70159,66476
48521,43529,63435,66129,68835,64668
47590,42510,62603,65022,67672,63237
46895,42437,61163,63480,65502,61954
47498,44053,60975,62505,65296,61371
48071,46421,61207,61774,65132,60855
47924,47207,60713,60494,64651,59656
46988,47583,59119,57666,62649,57651
48190,49464,59572,56693,60907,57242
46902,48565,56003,52762,57171,54295
42704,44867,51055,47605,52420,49863
39331,41361,47204,43329,49325,46194
36902,39665,45240,41085,47983,43559
35509,38880,44424,40272,47259,42058
34883,39406,44582,40867,47539,41641
35066,41143,46033,42254,48463,41644
34941,45388,49697,45458,50220,41837
34934,54607,55903,52462,55790,43489
37304,60859,61431,57813,61839,47703
40946,64477,64179,60098,64877,52338
43441,64945,64249,60267,65662,55425
45098,66456,65032,61466,66876,57361
47558,68483,66281,62315,67418,58673
46293,67855,65483,61339,66364,57829
43995,67175,64874,60443,64153,55727
41848,66359,63709,58796,62317,53775
41018,65643,63000,57566,61360,52321
40913,64162,61540,56227,60237,51241
42675,64158,61492,56116,60258,51451
44821,64135,61420,56960,59896,51701
45400,63246,61156,56646,59256,50855
45786,61844,59353,55096,57696,49009
47978,60626,59462,55097,56828,49624
47127,56333,55888,52116,54193,47978
42967,50788,50823,46412,49755,44618
39660,47307,47461,42517,46229,40538
38147,45121,45488,40462,44486,37742
37539,44213,44521,39604,43405,36434
37807,44365,44700,39511,43707,35592
39431,45801,46121,40908,44223,35532
42930,48950,49461,44553,44119,35353
