datetime,BE_LU_powerline,DE_LU_powerline,FR_LU_powerline,LU_shortage,LU_BE_powerline,LU_DE_powerline,LU_excess,duals
2025-01-07 12:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,34.013535
2025-01-07 13:00:00,0.0,181.414583441,510.0,0.0,691.414583441,0.0,0.0,34.1114383898
2025-01-07 14:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,36.15
2025-01-07 15:00:00,0.0,0.0,174.60583118,0.0,174.60583118,0.0,0.0,36.15
2025-01-07 16:00:00,0.0,50.3229383083,510.0,0.0,560.322938308,0.0,0.0,38.4206610692
2025-01-07 17:00:00,0.0,0.0,340.80765541,0.0,340.80765541,0.0,0.0,37.2680412371
2025-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15
2025-01-07 19:00:00,0.0,0.0,332.831741655,0.0,332.831741655,0.0,0.0,36.15
2025-01-07 20:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,35.0655
2025-01-07 21:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,34.1114383898
2025-01-07 22:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,31.120735466
2025-01-07 23:00:00,0.0,145.88645692,510.0,0.0,655.88645692,0.0,0.0,31.120735466
2025-01-08 00:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,29.2815
2025-01-08 01:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,29.2815
2025-01-08 02:00:00,0.0,0.0,510.0,0.0,476.273502931,33.7264970686,0.0,29.2815
2025-01-08 03:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,29.2815
2025-01-08 04:00:00,0.0,0.0,510.0,0.0,510.0,0.0,0.0,29.6419347826
2025-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15
2025-01-08 06:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 07:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,39.6089289373
2025-01-08 08:00:00,0.0,721.649484536,0.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 09:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 10:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.4206610692
2025-01-08 11:00:00,0.0,221.129339873,500.520144663,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-08 12:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-08 13:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,37.2680412371
2025-01-08 14:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.4206610692
2025-01-08 15:00:00,0.0,211.649484536,510.0,0.0,721.649484536,0.0,0.0,38.8935925317
2025-01-08 16:00:00,0.0,341.264265849,380.385218687,0.0,721.649484536,0.0,0.0,41.1673741662
