datetime,CZ_PL_powerline,DE_PL_powerline,PL_pp_biomass,PL_pp_gas,PL_pp_hard_coal,PL_pp_lignite,PL_pp_mixed_fuels,PL_pp_oil,PL_pp_uranium,PL_run_of_river,PL_shortage,PL_solar,PL_storage_phs_out,PL_wind,SE_PL_powerline,PL_CZ_powerline,PL_DE_powerline,PL_SE_powerline,PL_excess,PL_load,PL_storage_phs_in,PL_storage_phs,duals
2025-01-01 00:00:00,800.0,2000.0,0.0,0.0,1056.726292,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0,0.0,1612.0439999999999,600.0,0.0,0.0,0.0,0.0,14226.270292000001,0.0,7100.0,36.15
2025-01-01 01:00:00,800.0,2000.0,369.6694998,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0,0.0,1606.206,600.0,0.0,0.0,0.0,0.0,13533.3754998,0.0,7100.0,36.15
2025-01-01 02:00:00,800.0,2000.0,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0,0.0,1644.5352,600.0,0.0,0.0,0.0,0.0,13063.0402708,138.9949292,7225.09543628,29.2815
2025-01-01 03:00:00,800.0,2000.0,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0,0.0,1760.2956,600.0,0.0,0.0,0.0,0.0,12787.8557872,529.9398128,7702.0412678,29.2815
2025-01-01 04:00:00,800.0,2000.0,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0,0.0,1901.5164,600.0,0.0,0.0,0.0,0.0,12676.0278294,782.9885706,8406.73098134,29.2815
2025-01-01 05:00:00,800.0,2000.0,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0,0.0,2012.6232,600.0,0.0,0.0,0.0,0.0,12737.4235716,832.6996284,9156.1606469,29.2815
2025-01-01 06:00:00,800.0,2000.0,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,0.0144,0.0,2082.9648,600.0,0.0,0.0,0.0,0.0,12568.5852838,1071.8939162,10120.8651715,29.2815
2025-01-01 07:00:00,800.0,1938.1575104,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,7.7976,0.0,2109.87,600.0,0.0,0.0,0.0,0.0,12406.3251104,1207.0,11207.1651715,16.8169592125
2025-01-01 08:00:00,800.0,2000.0,0.0,0.0,0.0,6239.0,0.0,0.0,1275.0,643.5,0.0,28.8159,0.0,2055.3707999999997,600.0,0.0,0.0,0.0,0.0,12988.4882998,653.1984002,11795.0437317,29.2815
2025-01-01 09:00:00,800.0,2000.0,0.0,0.0,155.356989,6239.0,0.0,0.0,1275.0,643.5,0.0,49.983900000000006,0.0,1895.5188,600.0,0.0,0.0,0.0,0.0,13658.359688999999,0.0,11795.0437317,36.15
