datetime,BE_FR_powerline,CH_FR_powerline,DE_FR_powerline,FR_pp_biomass,FR_pp_gas,FR_pp_hard_coal,FR_pp_lignite,FR_pp_mixed_fuels,FR_pp_oil,FR_pp_uranium,FR_run_of_river,FR_shortage,FR_solar,FR_storage_phs_out,FR_wind,FR_BE_powerline,FR_CH_powerline,FR_DE_powerline,FR_excess,FR_load,FR_storage_phs_in,FR_storage_phs,duals
2035-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,3195.0,17553.559999999998,3658.60172233,0.0,0.0,0.0,64804.958277675,0.0,0.0,55.2407342105
2035-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,17711.920000000002,3473.76196811,0.0,0.0,0.0,61953.158031897,0.0,0.0,55.1546391753
2035-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,18019.6,2911.89615693,448.679781029,4226.80412371,0.0,58147.219938334994,0.0,0.0,46.2881891304
2035-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,18356.56,2481.6913072,3275.89088769,4226.80412371,0.0,56087.173681407,0.0,0.0,42.1005655231
2035-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,18770.88,3908.85308487,2551.73153177,4226.80412371,0.0,55798.491259665,0.0,0.0,42.1005655231
2035-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,19286.239999999998,2527.16910834,4406.32220374,4226.80412371,0.0,55840.944564218,0.0,0.0,42.1005655231
2035-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-09,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,19982.24,2443.15570891,5051.54639175,4226.80412371,0.0,55975.733775632,0.0,0.0,42.1005655231
2035-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,13715.0,0.0,184.11,0.0,20799.120000000003,4251.81968806,5051.54639175,4226.80412371,0.0,55168.059796476,0.0,0.0,15.8230769231
2035-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,13715.0,0.0,1479.75,0.0,21601.8,3135.65779926,5051.54639175,4226.80412371,0.0,56543.546628448006,1838.99505683,1655.09555114,15.8230769231
2035-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,13715.0,0.0,3087.54,0.0,22074.36,4432.98969072,5051.54639175,4226.80412371,0.0,58266.08916823199,899.470625582,2464.61911417,15.8230769231
2035-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32834.1090029,13715.0,0.0,4403.7,0.0,23031.600000000002,4432.98969072,5051.54639175,4226.80412371,0.0,60273.068796666004,0.0,2464.61911417,15.8230769231
2035-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,13715.0,0.0,4702.62,0.0,24442.12,4323.85388844,5051.54639175,4226.80412371,0.0,63257.53559610101,0.0,2464.61911417,15.8230769231
2035-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30654.0532268,13715.0,0.0,4239.63,0.0,25896.84,4432.98969072,5051.54639175,4226.80412371,0.0,60794.183020626006,0.0,2464.61911417,15.8230769231
2035-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33647.4162321,13715.0,0.0,3052.5299999999997,0.0,27134.64,4432.98969072,5051.54639175,4226.80412371,0.0,58718.216782181,5120.0292437,7072.6454335,15.8230769231
2035-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28194.8166112,13715.0,0.0,1507.05,0.0,28146.36,4374.33329276,5051.54639175,4226.80412371,0.0,57910.542803025004,0.0,7072.6454335,15.8230769231
2035-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27592.6315058,13715.0,0.0,271.34999999999997,0.0,29324.96,2720.57970147,5051.54639175,4226.80412371,0.0,58905.011288816,0.0,7072.6454335,15.8230769231
2035-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33549.7739512,13715.0,0.0,0.0,0.0,30308.0,4432.98969072,5051.54639175,4226.80412371,0.0,63861.433745042996,0.0,7072.6454335,15.8230769231
2035-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,30969.039999999997,3282.94100346,5051.54639175,4226.80412371,0.0,66092.35451830001,30.3939627786,7100.0,15.8230769231
2035-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000.0,13715.0,0.0,0.0,0.0,31458.24,3807.8416326,5051.54639175,4226.80412371,0.0,66087.047851935,0.0,7100.0,15.8230769231
2035-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32090.2912371,13715.0,0.0,0.0,0.0,31829.04,4432.98969072,5051.54639175,4226.80412371,0.0,63922.991030932,0.0,7100.0,15.8230769231
2035-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27254.0710995,13715.0,0.0,0.0,0.0,32078.72,2462.63399686,5051.54639175,4226.80412371,0.0,61306.806587191,0.0,7100.0,15.8230769231
2035-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32456.29593,13715.0,0.0,0.0,0.0,32215.52,4432.98969072,5051.54639175,4226.80412371,0.0,64675.475723837,0.0,7100.0,15.8230769231
2035-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30382.0044937,13715.0,0.0,0.0,0.0,32285.08,3712.47049516,5051.54639175,4226.80412371,0.0,63391.263483031,0.0,7100.0,15.8230769231
2035-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24109.3007736,13715.0,0.0,0.0,0.0,32174.999999999996,2142.82935375,5051.54639175,4226.80412371,0.0,58578.120904402,0.0,7100.0,15.8230769231
