datetime,BE_LU_powerline,DE_LU_powerline,LU_shortage,LU_BE_powerline,LU_excess,duals
2035-01-12 08:00:00,0.0,721.649484536,0.0,721.649484536,0.0,60.75
2035-01-12 09:00:00,0.0,721.649484536,0.0,721.649484536,0.0,60.75
2035-01-12 10:00:00,0.0,721.649484536,0.0,721.649484536,0.0,60.75
2035-01-12 11:00:00,0.0,721.649484536,0.0,721.649484536,0.0,60.75
2035-01-12 12:00:00,0.0,721.649484536,0.0,721.649484536,0.0,60.75
2035-01-12 13:00:00,0.0,721.649484536,0.0,721.649484536,0.0,60.75
2035-01-12 14:00:00,0.0,721.649484536,0.0,721.649484536,0.0,62.3982637005
2035-01-12 15:00:00,0.0,0.0,0.0,0.0,0.0,70.5675
2035-01-12 16:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 17:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 18:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,66.4935
2035-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,63.1926470588
2035-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,59.373
2035-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,59.373
2035-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0,59.373
2035-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0,66.4935
2035-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 07:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 08:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 09:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 10:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 11:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 12:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 13:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 14:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 15:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 16:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-13 17:00:00,0.0,0.0,0.0,0.0,0.0,72.75
2035-01-13 18:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 19:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 20:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 21:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 05:00:00,0.0,0.0,0.0,0.0,0.0,75.0
2035-01-14 06:00:00,0.0,0.0,0.0,0.0,0.0,72.75
