datetime,DK_NO_powerline,NL_NO_powerline,NO_pp_biomass,NO_pp_gas,NO_pp_hard_coal,NO_pp_lignite,NO_pp_mixed_fuels,NO_pp_oil,NO_pp_uranium,NO_run_of_river,NO_shortage,NO_solar,NO_storage_phs_out,NO_wind,SE_NO_powerline,NO_DK_powerline,NO_NL_powerline,NO_SE_powerline,NO_excess,NO_load,NO_storage_phs_in,NO_storage_phs,duals
2035-01-01 18:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2397.29,0.0,1752.57731959,721.649484536,3809.27835052,3770.98134245,16522.80350292,680.0,5805.77777778,-1e-08
2035-01-01 19:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2501.9599999999996,2371.71741667,1752.57731959,721.649484536,3809.27835052,6398.22470748,16371.94755456,680.0,5662.22222222,-1e-08
2035-01-01 20:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2606.06,0.0,1752.57731959,721.649484536,3809.27835052,4514.88224057,15987.6726048,680.0,5518.66666667,-1e-08
2035-01-01 21:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2715.765,3830.72259871,1752.57731959,721.649484536,3809.27835052,8875.260181,15567.72226308,680.0,5375.11111111,-1e-08
2035-01-01 22:00:00,621.422324826,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2809.4449999999997,272.524421401,1752.57731959,721.649484536,3809.27835052,6421.53576084,15178.35083076,680.0,5231.55555556,-1e-08
2035-01-01 23:00:00,1102.28798475,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2831.8650000000002,1055.037765,1752.57731959,721.649484536,3809.27835052,8301.58488498,14584.10071014,680.0,5088.0,-1e-08
2035-01-02 00:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2831.445,1588.30059691,1752.57731959,721.649484536,3809.27835052,9778.70069364,14237.53974864,680.0,4944.44444444,-1e-08
2035-01-02 01:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2825.19,3995.0,1752.57731959,721.649484536,3809.27835052,12163.855642,14252.82920334,680.0,4800.88888889,-1e-08
2035-01-02 02:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2848.7050000000004,2283.7327469,1752.57731959,721.649484536,3809.27835052,10524.010347,14204.92224528,680.0,4657.33333333,-1e-08
2035-01-02 03:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2916.86,2450.71243508,1752.57731959,721.649484536,3809.27835052,10627.6557294,14336.41155102,680.0,4513.77777778,-1e-08
2035-01-02 04:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3005.7400000000002,3995.0,1752.57731959,721.649484536,3809.27835052,11730.7888811,14866.44596424,680.0,4370.22222222,-1e-08
2035-01-02 05:00:00,1276.33433843,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3075.305,1065.28136132,1752.57731959,721.649484536,3809.27835052,7381.80427187,15931.611273239998,680.0,4226.66666667,-1e-08
2035-01-02 06:00:00,406.547366866,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3157.4849999999997,3995.0,1752.57731959,721.649484536,3809.27835052,8041.85817922,17413.66903302,680.0,4083.11111111,-1e-08
2035-01-02 07:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,3249.8199999999997,0.0,1752.57731959,721.649484536,3809.27835052,2530.76577497,17935.5490704,680.0,4695.11111111,-1e-08
2035-01-02 08:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3339.7349999999997,0.0,1752.57731959,721.649484536,3809.27835052,3129.43888935,18106.79095602,680.0,4551.55555556,-1e-08
2035-01-02 09:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.967e-11,680.0,3371.3450000000003,3300.28171821,1752.57731959,721.649484536,3809.27835052,6258.49051322,18309.63105036,680.0,4408.0,-1e-08
2035-01-02 10:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,9.124e-11,680.0,3394.87,0.0,1752.57731959,721.649484536,3809.27835052,2750.35338991,18541.01145546,680.0,4264.44444444,-1e-08
2035-01-02 11:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.2586e-10,680.0,3396.48,2917.24399445,1752.57731959,721.649484536,3809.27835052,5654.93722664,18555.28161318,680.0,4120.88888889,-1e-08
2035-01-02 12:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,8.572e-11,0.0,3376.985,0.0,1752.57731959,721.649484536,3809.27835052,2012.71580769,18580.76403768,680.0,4732.88888889,-1e-08
2035-01-02 13:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.41e-11,680.0,3325.925,2963.73991734,1752.57731959,721.649484536,3809.27835052,5457.5976676,18728.5620951,680.0,4589.33333333,-1e-08
2035-01-02 14:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3247.4500000000003,2697.59333022,1752.57731959,721.649484536,3809.27835052,5034.49021537,18807.04796022,680.0,4445.77777778,-1e-08
2035-01-02 15:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3134.42,0.0,1752.57731959,721.649484536,3809.27835052,2256.48438851,18774.430456860002,680.0,4302.22222222,-1e-08
2035-01-02 16:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2983.195,0.0,1752.57731959,721.649484536,3809.27835052,2320.33104427,18559.3588011,680.0,4158.66666667,-1e-08
2035-01-02 17:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2811.54,0.0,1752.57731959,721.649484536,3809.27835052,2458.54231683,18249.49252854,680.0,4015.11111111,-1e-08
2035-01-02 18:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2673.9950000000003,3031.80112114,1752.57731959,721.649484536,3809.27835052,5036.68744579,17885.60352072,680.0,4627.11111111,-1e-08
2035-01-02 19:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2590.6050000000005,0.0,1752.57731959,721.649484536,3809.27835052,2956.21166199,17530.88818338,680.0,4483.55555556,-1e-08
2035-01-02 20:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2556.79,3995.0,1752.57731959,721.649484536,3809.27835052,7381.17677385,17067.10807152,680.0,4340.0,-1e-08
2035-01-02 21:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2495.8849999999998,0.0,1752.57731959,721.649484536,3809.27835052,3977.62181999,16414.75802538,680.0,4196.44444444,-1e-08
2035-01-02 22:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2421.4649999999997,1475.6879709,1752.57731959,721.649484536,3809.27835052,6032.25913401,15761.388682260002,680.0,4052.88888889,-1e-08
2035-01-02 23:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2319.955,116.592609575,1752.57731959,721.649484536,3809.27835052,4533.81084902,15119.23160592,680.0,4664.88888889,-1e-08
2035-01-03 00:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2218.86,3995.0,1752.57731959,721.649484536,3809.27835052,9364.18592009,14746.168925279999,680.0,4521.33333333,-1e-08
2035-01-03 01:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2134.5049999999997,310.37095234,1752.57731959,721.649484536,3809.27835052,5783.77180905,14557.59898866,680.0,4377.77777778,-1e-08
2035-01-03 02:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2126.015,3995.0,1752.57731959,721.649484536,3809.27835052,9536.35812787,14481.151717499999,680.0,4234.22222222,-1e-08
2035-01-03 03:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2133.31,332.603548463,1752.57731959,721.649484536,3809.27835052,5868.00581559,14494.40257824,680.0,4090.66666667,-1e-08
2035-01-03 04:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2172.43,3995.0,1752.57731959,721.649484536,3809.27835052,8508.30520831,14875.61963706,680.0,4702.66666667,-1e-08
2035-01-03 05:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2205.43,20.0316498245,1752.57731959,721.649484536,3809.27835052,4050.70154037,16071.25495482,680.0,4559.11111111,-1e-08
2035-01-03 06:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2270.965,3165.37328976,1752.57731959,721.649484536,3809.27835052,5940.56933869,17392.26379644,680.0,4415.55555556,-1e-08
2035-01-03 07:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2320.535,0.0,1752.57731959,721.649484536,3809.27835052,2210.12998871,18006.899856660002,680.0,4272.0,-1e-08
2035-01-03 08:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,2e-14,680.0,2370.0,0.0,1752.57731959,721.649484536,3809.27835052,2164.80037425,18101.69447112,680.0,4128.44444444,-1e-08
2035-01-03 09:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,9.230000000000001e-11,0.0,2436.4649999999997,0.0,1752.57731959,721.649484536,3809.27835052,1661.34944341,17991.610401960002,680.0,4740.44444444,-1e-08
2035-01-03 10:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,2.7657e-10,680.0,2528.765,2085.18016653,1752.57731959,721.649484536,3809.27835052,4668.66626132,17841.77375058,680.0,4596.88888889,-1e-08
2035-01-03 11:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,2.9839e-10,680.0,2608.53,0.0,1752.57731959,721.649484536,3809.27835052,4164.48819071,18040.536654659998,680.0,4453.33333333,-1e-08
2035-01-03 12:00:00,134.717811691,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.5256000000000001e-10,680.0,2707.565,2347.58758567,1752.57731959,721.649484536,3809.27835052,4954.09186221,18132.27338052,680.0,4309.77777778,-1e-08
2035-01-03 13:00:00,172.267905197,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.2530000000000001e-11,680.0,2811.085,0.0,1752.57731959,721.649484536,3809.27835052,2722.09194555,18157.755805020002,680.0,4166.22222222,-1e-08
2035-01-03 14:00:00,109.364073645,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2924.6299999999997,2307.88495271,1752.57731959,721.649484536,3809.27835052,5144.83377411,18093.54009762,680.0,4022.66666667,-1e-08
2035-01-03 15:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2972.4,0.0,1752.57731959,721.649484536,3809.27835052,2062.73724673,18126.157598640002,680.0,4634.66666667,-1e-08
2035-01-03 16:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3032.0350000000003,2264.55723396,1752.57731959,721.649484536,3809.27835052,5046.54354109,18146.54353824,680.0,4491.11111111,-1e-08
2035-01-03 17:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3088.8900000000003,0.0,1752.57731959,721.649484536,3809.27835052,3103.85851257,17881.5263328,680.0,4347.55555556,-1e-08
2035-01-03 18:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3141.62,3533.52550452,1752.57731959,721.649484536,3809.27835052,7191.60811487,17380.03223502,680.0,4204.0,-1e-08
2035-01-03 19:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3162.975,19.9981397544,1752.57731959,721.649484536,3809.27835052,4138.75273444,16940.715250679998,680.0,4060.44444444,-1e-08
2035-01-03 20:00:00,171.092573298,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,3164.44,3995.0,1752.57731959,721.649484536,3809.27835052,8016.06953991,16530.95787876,680.0,4672.44444444,-1e-08
2035-01-03 21:00:00,526.12810951,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3160.745,1320.88889651,1752.57731959,721.649484536,3809.27835052,6954.29823251,15949.95861888,680.0,4528.88888889,-1e-08
2035-01-03 22:00:00,835.315647812,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3150.995,2075.07764649,1752.57731959,721.649484536,3809.27835052,8560.38346523,15397.499674440001,680.0,4385.33333333,-1e-08
2035-01-03 23:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3129.015,2541.91172813,1752.57731959,721.649484536,3809.27835052,10318.4125562,14949.009017280001,680.0,4241.77777778,-1e-08
2035-01-04 00:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3107.84,2582.78924079,1752.57731959,721.649484536,3809.27835052,10925.2301106,14361.893975519999,680.0,4098.22222222,-1e-08
2035-01-04 01:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,3067.03,3054.86826646,1752.57731959,721.649484536,3809.27835052,10941.5163418,14096.876770079998,680.0,4710.22222222,-1e-08
2035-01-04 02:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,3019.3750000000005,3995.0,1752.57731959,721.649484536,3809.27835052,12706.6401975,13904.22964788,680.0,4566.66666667,-1e-08
2035-01-04 03:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2885.1,3995.0,1752.57731959,721.649484536,3809.27835052,12512.226678,13964.36816736,680.0,4423.11111111,-1e-08
2035-01-04 04:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2744.02,3995.0,1752.57731959,721.649484536,3809.27835052,12173.4030709,14162.11177446,680.0,4279.55555556,-1e-08
2035-01-04 05:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2624.745,2741.03286059,1752.57731959,721.649484536,3809.27835052,10447.4841881,14514.788517840001,680.0,4136.0,-1e-08
2035-01-04 06:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2546.895,3995.0,1752.57731959,721.649484536,3809.27835052,10590.9245841,14867.46526122,680.0,4748.0,-1e-08
2035-01-04 07:00:00,1700.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2459.615,1566.01584308,1752.57731959,721.649484536,3809.27835052,7998.34209381,15623.78359464,680.0,4604.44444444,-1e-08
2035-01-04 08:00:00,759.797129335,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2399.915,3995.0,1752.57731959,721.649484536,3809.27835052,8786.2856007,16264.921374,680.0,4460.88888889,-1e-08
2035-01-04 09:00:00,251.884725264,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,4.851e-11,680.0,2426.455,417.41889066,1752.57731959,721.649484536,3809.27835052,4240.10814723,16752.14531406,680.0,4317.33333333,-1e-08
2035-01-04 10:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.8960000000000002e-10,680.0,2438.78,3995.0,1752.57731959,721.649484536,3809.27835052,7296.80357185,17033.47127352,680.0,4173.77777778,-1e-08
2035-01-04 11:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,2.2057e-10,680.0,2353.915,0.0,1752.57731959,721.649484536,3809.27835052,3228.15083863,17022.25900674,680.0,4030.22222222,-1e-08
2035-01-04 12:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.2040000000000002e-10,0.0,2247.135,0.0,1752.57731959,721.649484536,3809.27835052,2626.88288431,16836.746961060002,680.0,4642.22222222,-1e-08
2035-01-04 13:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,1.687e-11,680.0,2149.88,3431.8570171,1752.57731959,721.649484536,3809.27835052,6633.33052557,16844.901336900002,680.0,4498.66666667,-1e-08
2035-01-04 14:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2123.36,0.0,1752.57731959,721.649484536,3809.27835052,2923.18716143,17096.66768394,680.0,4355.11111111,-1e-08
2035-01-04 15:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2067.355,0.0,1752.57731959,721.649484536,3809.27835052,2520.62119993,17443.22864544,680.0,4211.55555556,-1e-08
2035-01-04 16:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2052.645,1454.93566286,1752.57731959,721.649484536,3809.27835052,3972.05912957,17432.01637866,680.0,4068.0,-1e-08
2035-01-04 17:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2078.475,0.0,1752.57731959,721.649484536,3809.27835052,1898.62886101,17396.34098436,680.0,4680.0,-1e-08
2035-01-04 18:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2153.44,1908.27294726,1752.57731959,721.649484536,3809.27835052,5000.16449329,16958.04329934,680.0,4536.44444444,-1e-08
2035-01-04 19:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2218.15,2553.84672609,1752.57731959,721.649484536,3809.27835052,6312.85276858,16355.63880288,680.0,4392.88888889,-1e-08
2035-01-04 20:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2236.1800000000003,0.0,1752.57731959,721.649484536,3809.27835052,4083.84442411,16048.83042126,680.0,4249.33333333,-1e-08
2035-01-04 21:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2241.19,2700.33655246,1752.57731959,721.649484536,3809.27835052,7337.57273309,15500.44866474,680.0,4105.77777778,-1e-08
2035-01-04 22:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,2236.375,0.0,1752.57731959,721.649484536,3809.27835052,4272.48042065,15180.389424719999,680.0,4717.77777778,-1e-08
2035-01-04 23:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2184.505,3626.10942969,1752.57731959,721.649484536,3809.27835052,9150.52958338,14556.579691679999,680.0,4574.22222222,-1e-08
2035-01-05 00:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,2076.005,678.313289146,1752.57731959,721.649484536,3809.27835052,6420.40846474,14230.40466978,680.0,4430.66666667,-1e-08
2035-01-05 01:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,1954.7,3995.0,1752.57731959,721.649484536,3809.27835052,9823.72675249,14022.468092879999,680.0,4287.11111111,-1e-08
2035-01-05 02:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,1863.04,0.0,1752.57731959,721.649484536,3809.27835052,5874.67184011,13884.86300526,680.0,4143.55555556,-1e-08
2035-01-05 03:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,1820.305,905.031829092,1752.57731959,721.649484536,3809.27835052,6826.6668011,13795.164873360001,680.0,4000.0,-1e-08
2035-01-05 04:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,0.0,1809.105,0.0,1752.57731959,721.649484536,3809.27835052,5212.08762637,13813.512219,680.0,4612.0,-1e-08
2035-01-05 05:00:00,0.0,0.0,8.5e-09,0.0,0.0,0.0,0.0,0.0,0.0,24180.0,0.0,0.0,680.0,1782.38,3995.0,1752.57731959,721.649484536,3809.27835052,9593.30682697,14080.568018400001,680.0,4468.44444444,-1e-08
