datetime,DE_SE_powerline,DK_SE_powerline,NO_SE_powerline,PL_SE_powerline,SE_pp_biomass,SE_pp_gas,SE_pp_hard_coal,SE_pp_lignite,SE_pp_mixed_fuels,SE_pp_oil,SE_pp_uranium,SE_run_of_river,SE_shortage,SE_solar,SE_storage_phs_out,SE_wind,SE_DE_powerline,SE_DK_powerline,SE_NO_powerline,SE_PL_powerline,SE_excess,SE_load,SE_storage_phs_in,SE_storage_phs,duals
2035-01-01 00:00:00,0.0,2440.0,3695.0,0.0,3395.65496534,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2913.2616000000003,1237.11340206,2103.09278351,4118.55670103,618.556701031,0.0,14896.596977711999,0.0,0.0,-9.69998836808e-09
2035-01-01 01:00:00,0.0,2440.0,3695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2757.1623,1237.11340206,2103.09278351,912.521317818,618.556701031,0.0,14550.878095584,0.0,0.0,-9.7e-09
2035-01-01 02:00:00,0.0,2440.0,3695.0,0.0,3079.31393616,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2680.3392,1237.11340206,2103.09278351,4118.55670103,618.556701031,0.0,14347.333548527999,0.0,0.0,-9.69998836808e-09
2035-01-01 03:00:00,0.0,2440.0,3695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2677.9083,1237.11340206,2103.09278351,1115.57030923,618.556701031,0.0,14268.575104176,0.0,0.0,-9.7e-09
2035-01-01 04:00:00,0.0,1766.03750343,3695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2738.7807000000003,1237.11340206,2103.09278351,287.684459268,618.556701031,0.0,14483.370857568,0.0,0.0,-9.7e-09
2035-01-01 05:00:00,0.0,2440.0,3695.0,0.0,3455.62647268,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2817.4908,1237.11340206,2103.09278351,4118.55670103,618.556701031,0.0,14860.797685055999,0.0,0.0,-9.69998836808e-09
2035-01-01 06:00:00,0.0,2440.0,3695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2883.9243,1237.11340206,2103.09278351,323.297469786,618.556701031,0.0,15266.863943616001,0.0,0.0,-9.7e-09
2035-01-01 07:00:00,0.0,1046.16356768,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2925.9932999999996,1237.11340206,2103.09278351,3240.25470695,618.556701031,0.0,15503.139274128001,0.0,0.0,-9.7e-09
2035-01-01 08:00:00,0.0,2440.0,3695.0,0.0,55.8082687579,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,2.473,0.0,2921.7086999999997,1237.11340206,2103.09278351,0.0,618.556701031,0.0,15686.22708216,0.0,0.0,-9.69998836808e-09
2035-01-01 09:00:00,0.0,2440.0,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,13.159,0.0,2798.6985,1237.11340206,2103.09278351,3867.38538196,618.556701031,0.0,16155.70923144,0.0,0.0,-9.7e-09
2035-01-01 10:00:00,0.0,2440.0,3695.0,0.0,1301.24280194,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,25.166,0.0,2574.1344,1237.11340206,2103.09278351,0.0,618.556701031,0.0,16606.780315344,0.0,0.0,-9.69998836808e-09
2035-01-01 11:00:00,0.0,2440.0,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,25.815,0.0,2321.8536,1237.11340206,2103.09278351,2704.59886121,618.556701031,0.0,16854.306852192,0.0,0.0,-9.7e-09
2035-01-01 12:00:00,0.0,109.252632214,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,13.714,0.0,2148.3051,1237.11340206,2103.09278351,0.0,618.556701031,0.0,17042.508845615997,0.0,0.0,-9.69997781982e-09
2035-01-01 13:00:00,0.0,2440.0,3695.0,0.0,2602.70847084,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,2.639,0.0,2083.803,1237.11340206,2103.09278351,0.0,618.556701031,0.0,17395.38758424,0.0,0.0,-9.69998836808e-09
2035-01-01 14:00:00,0.0,1179.85698812,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.005,0.0,2123.4522,1237.11340206,2103.09278351,0.0,618.556701031,0.0,18074.55130152,0.0,0.0,-9.69997781982e-09
2035-01-01 15:00:00,0.0,2440.0,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2172.7028999999998,1237.11340206,2103.09278351,760.125282698,618.556701031,0.0,18623.814730704,0.0,0.0,-9.7e-09
2035-01-01 16:00:00,0.0,2440.0,3695.0,0.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.0,0.0,0.0,0.0,2267.397,1237.11340206,2103.09278351,700.371005738,618.556701031,0.0,18778.263107664003,0.0,0.0,-9.7e-09
