datetime,R1_R2_powerline,R2_R1_powerline,R2_excess,R2_load,R2_pp_biomass,R2_pp_gas,R2_pp_hard_coal,R2_pp_lignite,R2_pp_mixed_fuels,R2_pp_oil,R2_pp_uranium,R2_run_of_river,R2_shortage,R2_solar,R2_storage_phs_in,R2_storage_phs_level,R2_storage_phs_out,R2_wind,duals
2030-01-01 00:00:00,0.0,2050.84988041237,0.0,22644.546148,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,5737.19330176403,731.526028412373,4713.87,40.5267569077323
2030-01-01 01:00:00,0.0,1152.95567680412,0.0,21349.733027000002,0.0,0.0,2646.26870380413,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,5737.19330176403,0.0,4856.42,32.8266730952632
2030-01-01 02:00:00,0.0,197.970609793814,0.0,20295.194507,0.0,0.0,360.785116793813,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,5737.19330176403,0.0,5132.38,32.8266730952632
2030-01-01 03:00:00,0.0,237.701747422679,0.0,19836.003050500003,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,308.425202077319,6014.77598363362,0.0,5382.13,32.8266730952632
2030-01-01 04:00:00,0.0,493.629445360824,0.0,19769.260108500002,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,344.650446139175,6324.96138515887,0.0,5607.54,32.8266730952632
2030-01-01 05:00:00,0.0,801.848468556702,0.0,19870.709383,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,142.852148443297,6453.52831875784,0.0,5815.41,32.8266730952632
2030-01-01 06:00:00,0.0,2056.84250103093,0.0,19278.0320355,0.0,0.0,338.264536530929,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,6453.52831875784,0.0,5996.61,32.8266730952632
2030-01-01 07:00:00,0.0,2882.39336804124,0.0,19336.765826,0.0,0.0,1042.16919404124,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,6453.52831875784,0.0,6176.99,32.8266730952632
2030-01-01 08:00:00,0.0,3540.79931391753,0.0,19691.838292,0.0,0.0,2579.48816098079,4250.0,0.0,0.0,4250.0,6500.0,0.0,146.67,840.420555063266,7209.90681831478,0.0,6346.9,32.8266730952632
2030-01-01 09:00:00,0.0,3893.41847371134,0.0,20650.266973,0.0,0.0,3662.69544671134,4250.0,0.0,0.0,4250.0,6500.0,0.0,390.25,850.0,7974.90681831478,0.0,6340.740000000001,32.8266730952632
2030-01-01 10:00:00,0.0,3729.21233092783,0.0,21632.723112000003,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,541.65,822.224557072164,8714.90891967973,0.0,6392.51,32.8266730952632
2030-01-01 11:00:00,0.0,3038.87849845361,0.0,22233.409611,0.0,0.0,3668.14810945361,4250.0,0.0,0.0,4250.0,6500.0,0.0,819.67,850.0,9479.90891967973,0.0,6634.47,32.8266730952632
2030-01-01 12:00:00,0.0,3004.9874814433,0.0,22278.7948145,0.0,0.0,3492.9222959433,4250.0,0.0,0.0,4250.0,6500.0,0.0,635.54,850.0,10244.9089196797,0.0,7005.320000000001,32.8266730952632
2030-01-01 13:00:00,0.0,3143.0349943299,0.0,21923.7223485,0.0,0.0,2827.4673428299,4250.0,0.0,0.0,4250.0,6500.0,0.0,670.3299999999999,850.0,11009.9089196797,0.0,7418.96,32.8266730952632
2030-01-01 14:00:00,0.0,4239.94617216494,0.0,21832.951945,0.0,0.0,3780.05811716494,4250.0,0.0,0.0,4250.0,6500.0,0.0,333.19,850.0,11774.9089196797,0.0,7809.650000000001,32.8266730952632
2030-01-01 15:00:00,0.0,6145.3419215,0.0,22153.3180785,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,3.5300000000000002,0.0,10830.4644752353,850.0,8195.130000000001,54.5699958615385
2030-01-01 16:00:00,0.0,4810.8049285,0.0,23789.855071500002,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,9886.02003079084,850.0,8500.66,54.5699958615385
2030-01-01 17:00:00,0.0,4455.163349,0.0,24342.486651,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,8941.57558634639,850.0,8697.65,54.5699958615385
2030-01-01 18:00:00,0.0,4761.6438755,0.0,24158.2761245,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,7997.13114190195,850.0,8819.92,54.5699958615385
2030-01-01 19:00:00,0.0,5383.5946065,0.0,23597.6353935,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,7052.6866974575,850.0,8881.23,54.5699958615385
2030-01-01 20:00:00,0.0,4304.41421752577,0.0,22988.9397395,0.0,0.0,4218.14395702578,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,7817.6866974575,0.0,8925.210000000001,32.8266730952632
2030-01-01 21:00:00,0.0,4377.54522628866,0.0,24099.542333999998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,7485.91163047011,298.597560288658,8928.49,40.5267569077323
2030-01-01 22:00:00,0.0,2397.52930876289,0.0,24115.5606405,0.0,0.0,3429.85994926289,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,8250.91163047011,0.0,8933.23,32.8266730952632
2030-01-01 23:00:00,0.0,1009.92645979381,0.0,22297.482837000003,0.0,0.0,228.679296793819,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,9015.91163047011,0.0,8928.73,32.8266730952632
2030-01-02 00:00:00,0.0,2033.7394355,0.0,20994.660564499998,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,9780.91163047011,0.0,8878.4,31.8418729024053
2030-01-02 01:00:00,0.0,2962.2079555,0.0,19940.1220445,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,10545.9116304701,0.0,8752.33,31.8418729024053
2030-01-02 02:00:00,0.0,3363.71748917526,0.0,19331.4263905,0.0,0.0,0.0,4235.10387967526,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,11310.9116304701,0.0,8560.039999999999,21.1792305263158
2030-01-02 03:00:00,0.0,3038.6577185,0.0,19464.9122815,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,12075.9116304701,0.0,8353.57,31.8418729024053
2030-01-02 04:00:00,0.0,1710.110047,0.0,20527.459953,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,850.0,12840.9116304701,0.0,8087.57,31.8418729024053
2030-01-02 05:00:00,0.0,4052.81591185567,0.0,22625.858122,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,287.875966144326,13100.0,0.0,7716.55,32.8266730952632
2030-01-02 06:00:00,0.0,2322.664156,0.0,24160.945843999998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,13100.0,0.0,7233.610000000001,54.5699958615385
2030-01-02 07:00:00,0.0,71.573937000001,0.0,25861.556063,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,6500.0,0.0,0.0,0.0,13100.0,0.0,6683.13,54.9850932631579
2030-01-02 08:00:00,0.0,0.0,0.0,27078.9473675,0.0,0.0,4250.0,4250.0,717.617367500001,0.0,4250.0,6500.0,0.0,109.35000000000001,0.0,12155.5555555556,850.0,6151.9800000000005,56.2577276923077
2030-01-02 09:00:00,0.0,0.0,0.0,27564.8360015,0.0,0.0,4250.0,4250.0,1170.6560015,0.0,4250.0,6500.0,0.0,415.15999999999997,0.0,11211.1111111111,850.0,5879.02,56.2577276923077
2030-01-02 10:00:00,0.0,0.0,0.0,28042.715484,0.0,0.0,4250.0,4250.0,1490.035484,0.0,4250.0,6500.0,0.0,718.4699999999999,0.0,10266.6666666667,850.0,5734.21,56.2577276923077
2030-01-02 11:00:00,0.0,0.0,0.0,28010.678871,0.0,0.0,4250.0,4250.0,1362.498871,0.0,4250.0,6500.0,0.0,899.2700000000001,0.0,9322.22222222222,850.0,5648.910000000001,56.2577276923077
2030-01-02 12:00:00,0.0,0.0,0.0,27863.844393000003,0.0,0.0,4250.0,4250.0,1332.564393,0.0,4250.0,6500.0,0.0,880.87,0.0,8377.77777777777,850.0,5550.41,56.2577276923077
2030-01-02 13:00:00,0.0,0.0,0.0,27482.074753,0.0,0.0,4250.0,4250.0,1172.724753,0.0,4250.0,6500.0,0.0,792.95,0.0,7433.33333333333,850.0,5416.400000000001,56.2577276923077
2030-01-02 14:00:00,0.0,236.080043298971,0.0,27655.6064085,0.0,0.0,4250.0,4250.0,2214.14645179897,0.0,4250.0,6500.0,0.0,438.6,0.0,6488.88888888889,850.0,5138.94,56.2577276923077
2030-01-02 15:00:00,0.0,2679.37414484536,0.0,27951.9450805,1324.66922534536,0.0,4250.0,4250.0,4250.0,0.0,4250.0,6500.0,0.0,32.48,0.0,5544.44444444444,850.0,4924.17,56.6856631578947
