datetime,R1_R2_powerline,R1_excess,R1_load,R1_pp_biomass,R1_pp_gas,R1_pp_hard_coal,R1_pp_lignite,R1_pp_mixed_fuels,R1_pp_oil,R1_pp_uranium,R1_run_of_river,R1_shortage,R1_solar,R1_wind,R2_R1_powerline,duals
2030-01-01 00:00:00,0.0,0.0,19567.169384,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1577.845,1989.324384,41.7801617605488
2030-01-01 01:00:00,0.0,0.0,18676.2270065,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1557.8600000000001,1118.3670065,33.8419310260445
2030-01-01 02:00:00,0.0,0.0,17712.0564915,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1520.025,192.0314915,33.8419310260445
2030-01-01 03:00:00,0.0,0.0,17644.930695,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1414.3600000000001,230.570694999999,33.8419310260445
2030-01-01 04:00:00,0.0,0.0,17748.670562,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1269.85,478.820561999999,33.8419310260445
2030-01-01 05:00:00,0.0,0.0,17898.1780145,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1120.385,777.793014500001,33.8419310260445
2030-01-01 06:00:00,0.0,0.0,18963.037226,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,967.9,1995.137226,33.8419310260445
2030-01-01 07:00:00,0.0,0.0,19924.156567,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,328.61,799.6250000000001,2795.921567,33.8419310260445
2030-01-01 08:00:00,0.0,0.0,21104.9603345,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,1034.81,635.575,3434.5753345,33.8419310260445
2030-01-01 09:00:00,0.0,0.0,22017.2609195,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,1653.1899999999998,587.455,3776.6159195,33.8419310260445
2030-01-01 10:00:00,0.0,0.0,22212.535960999998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,2015.655,579.545,3617.335961,33.8419310260445
2030-01-01 11:00:00,0.0,0.0,21526.0221435,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,2055.69,522.62,2947.7121435,33.8419310260445
2030-01-01 12:00:00,0.0,0.0,21202.597857,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,1835.59,452.17,2914.837857,33.8419310260445
2030-01-01 13:00:00,0.0,0.0,20815.0989445,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,1342.885,423.47,3048.7439445,33.8419310260445
2030-01-01 14:00:00,0.0,0.0,21254.467786999998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,562.1700000000001,579.55,4112.747787,33.8419310260445
