datetime,R1_R2_powerline,R1_excess,R1_load,R1_pp_biomass,R1_pp_gas,R1_pp_hard_coal,R1_pp_lignite,R1_pp_mixed_fuels,R1_pp_oil,R1_pp_uranium,R1_run_of_river,R1_shortage,R1_solar,R1_wind,R2_R1_powerline,duals
2030-01-04 10:00:00,0.0,0.0,26664.196671,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,483.09499999999997,606.48,9574.621671,33.8419310260445
2030-01-04 11:00:00,0.0,0.0,25819.021882499997,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,458.695,874.975,8485.3518825,33.8419310260445
2030-01-04 12:00:00,0.0,0.0,25306.424899,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,374.69,1294.535,7637.199899,33.8419310260445
2030-01-04 13:00:00,0.0,0.0,24906.7212975,0.0,0.0,4230.43941758,4250.0,0.0,0.0,4250.0,3250.0,0.0,227.11499999999998,1917.035,6782.13187992,32.8266730952632
2030-01-04 14:00:00,0.0,0.0,25163.0197875,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,58.205,2634.655,6470.1597875,33.8419310260445
2030-01-04 15:00:00,0.0,0.0,26743.5271565,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,3286.695,7456.8321565,33.8419310260445
2030-01-04 16:00:00,0.0,0.0,27106.616684,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,3741.525,7365.091684,33.8419310260445
2030-01-04 17:00:00,0.0,0.0,25873.9429865,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4030.925,5843.0179865,33.8419310260445
2030-01-04 18:00:00,0.0,0.0,24842.646675000004,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4173.91,4668.736675,33.8419310260445
2030-01-04 19:00:00,0.0,0.0,23176.706476,0.0,0.0,3245.67285934,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4227.58,3953.45361666,32.8266730952632
2030-01-04 20:00:00,0.0,0.0,21806.730015,0.0,0.0,1710.57022258,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4229.965,4116.19479242,32.8266730952632
2030-01-04 21:00:00,0.0,0.0,21913.5210525,0.0,0.0,2413.17583716,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4206.935,3543.41021534,32.8266730952632
2030-01-04 22:00:00,0.0,0.0,20024.845263500003,0.0,0.0,718.563144260003,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4171.08,3385.20211924,32.8266730952632
2030-01-04 23:00:00,0.0,0.0,18721.9945955,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,4074.6949999999997,2897.2995955,21.8342582745524
2030-01-05 00:00:00,0.0,0.0,17501.525587000004,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,3938.79,1812.735587,21.8342582745524
2030-01-05 01:00:00,0.0,0.0,17077.412604,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,3777.4649999999997,1549.947604,21.8342582745524
2030-01-05 02:00:00,0.0,0.0,16708.220731999998,0.0,0.0,0.0,3837.718705,0.0,0.0,4250.0,3250.0,0.0,0.0,3585.1499999999996,1785.352027,21.1792305263158
2030-01-05 03:00:00,0.0,0.0,17001.1332925,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,3303.96,1947.1732925,21.8342582745524
2030-01-05 04:00:00,0.0,0.0,17590.009591,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,2956.1949999999997,2883.814591,21.8342582745524
2030-01-05 05:00:00,0.0,0.0,18413.826172,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,2622.83,4040.996172,21.8342582745524
2030-01-05 06:00:00,0.0,0.0,20073.664022999998,0.0,0.0,402.505133279996,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,2311.52,5609.63888972,32.8266730952632
2030-01-05 07:00:00,0.0,0.0,21452.794002500003,0.0,0.0,3017.36604568,4250.0,0.0,0.0,4250.0,3250.0,0.0,27.7,1930.26,4727.46795682,32.8266730952632
2030-01-05 08:00:00,0.0,0.0,23094.32482,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,132.15,1487.1100000000001,5475.06482,33.8419310260445
2030-01-05 09:00:00,0.0,0.0,24326.9985175,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,228.65,1111.62,6986.7285175,33.8419310260445
2030-01-05 10:00:00,0.0,0.0,24726.702118999998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,285.495,830.91,7610.297119,33.8419310260445
2030-01-05 11:00:00,0.0,0.0,23753.3780855,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,340.26,592.675,6820.4430855,33.8419310260445
2030-01-05 12:00:00,0.0,0.0,23063.813094,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,357.63000000000005,410.54,6295.643094,33.8419310260445
2030-01-05 13:00:00,0.0,0.0,22481.0391435,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,248.97,321.245,5910.8241435,33.8419310260445
2030-01-05 14:00:00,0.0,0.0,22777.002878,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,89.59,341.8,6345.612878,33.8419310260445
2030-01-05 15:00:00,0.0,0.0,24699.241567,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,1.425,471.97,8225.846567,33.8419310260445
2030-01-05 16:00:00,0.0,0.0,25285.066691499997,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,647.3249999999999,8637.7416915,33.8419310260445
2030-01-05 17:00:00,0.0,0.0,25065.3822685,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,777.4699999999999,8287.9122685,33.8419310260445
2030-01-05 18:00:00,0.0,0.0,24110.365268499998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,882.835,7227.5302685,33.8419310260445
2030-01-05 19:00:00,0.0,0.0,22691.5700445,0.0,0.0,3354.9756012,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,993.4900000000001,6593.1044433,32.8266730952632
2030-01-05 20:00:00,0.0,0.0,21522.9709695,0.0,0.0,903.833418260003,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1122.81,7746.32755124,32.8266730952632
2030-01-05 21:00:00,0.0,0.0,21693.836633,0.0,0.0,801.9563081,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1156.91,7984.9703249,32.8266730952632
2030-01-05 22:00:00,0.0,0.0,20259.785546,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1122.405,7387.380546,21.8342582745524
2030-01-05 23:00:00,0.0,0.0,18950.8325335,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1061.335,6139.4975335,21.8342582745524
2030-01-06 00:00:00,0.0,0.0,18023.276089,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1022.375,5250.901089,21.8342582745524
2030-01-06 01:00:00,0.0,0.0,17522.8837945,0.0,0.0,0.0,3271.28391554,0.0,0.0,4250.0,3250.0,0.0,0.0,972.725,5778.87487896,21.1792305263158
2030-01-06 02:00:00,0.0,0.0,17272.6876455,0.0,0.0,0.0,2654.70357472,0.0,0.0,4250.0,3250.0,0.0,0.0,890.8199999999999,6227.16407078,21.1792305263158
2030-01-06 03:00:00,0.0,0.0,17580.8560725,0.0,0.0,0.0,3261.71480774,0.0,0.0,4250.0,3250.0,0.0,0.0,716.6500000000001,6102.49126476,21.1792305263158
2030-01-06 04:00:00,0.0,0.0,18200.244093499998,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,531.415,5918.8290935,21.8342582745524
2030-01-06 05:00:00,0.0,0.0,18813.52977,0.0,0.0,0.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,381.15000000000003,6682.37977,21.8342582745524
2030-01-06 06:00:00,0.0,0.0,20491.674658,0.0,0.0,1848.4033191,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,277.935,6615.3363389,32.8266730952632
2030-01-06 07:00:00,0.0,0.0,21895.214019000003,0.0,0.0,3787.89291624,4250.0,0.0,0.0,4250.0,3250.0,0.0,386.32,195.705,5775.29610276,32.8266730952632
2030-01-06 08:00:00,0.0,0.0,22999.7384715,0.0,0.0,4115.51428636,4250.0,0.0,0.0,4250.0,3250.0,0.0,1081.445,118.695,5934.08418514,32.8266730952632
2030-01-06 09:00:00,0.0,0.0,23741.173392999997,0.0,0.0,3755.40092252,4250.0,0.0,0.0,4250.0,3250.0,0.0,1679.845,86.955,6468.97247048,32.8266730952632
2030-01-06 10:00:00,0.0,0.0,23808.2991895,0.0,0.0,3548.93938710001,4250.0,0.0,0.0,4250.0,3250.0,0.0,2019.16,109.245,6380.9548024,32.8266730952632
2030-01-06 11:00:00,0.0,0.0,22603.086044,0.0,0.0,2210.72985062,4250.0,0.0,0.0,4250.0,3250.0,0.0,2031.9699999999998,213.91,6396.47619338,32.8266730952632
2030-01-06 12:00:00,0.0,0.0,21998.9538825,0.0,0.0,1930.79755526,4250.0,0.0,0.0,4250.0,3250.0,0.0,1776.97,311.065,6230.12132724,32.8266730952632
2030-01-06 13:00:00,0.0,0.0,21602.301454999997,0.0,0.0,2059.85553936,4250.0,0.0,0.0,4250.0,3250.0,0.0,1214.59,401.145,6176.71091564,32.8266730952632
2030-01-06 14:00:00,0.0,0.0,22157.614853500003,0.0,0.0,3253.09141634,4250.0,0.0,0.0,4250.0,3250.0,0.0,466.705,555.33,6132.48843716,32.8266730952632
2030-01-06 15:00:00,0.0,0.0,24372.7661065,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,8.75,818.9200000000001,7545.0961065,33.8419310260445
2030-01-06 16:00:00,0.0,0.0,25565.774563000003,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1148.755,8417.019563,33.8419310260445
2030-01-06 17:00:00,0.0,0.0,25709.179670999998,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1436.53,8272.649671,33.8419310260445
2030-01-06 18:00:00,0.0,0.0,24848.749019500003,0.0,0.0,4250.0,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1611.55,7237.1990195,33.8419310260445
2030-01-06 19:00:00,0.0,0.0,23079.068957,0.0,0.0,3672.37336308,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1674.41,5982.28559392,32.8266730952632
2030-01-06 20:00:00,0.0,0.0,21751.808911,0.0,0.0,1402.73119254,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1727.255,6871.82271846,32.8266730952632
2030-01-06 21:00:00,0.0,0.0,21989.8003675,0.0,0.0,1600.23674152,4250.0,0.0,0.0,4250.0,3250.0,0.0,0.0,1826.015,6813.54862598,32.8266730952632
