datetime,R1_R2_powerline,R2_R1_powerline,R2_excess,R2_load,R2_pp_biomass,R2_pp_gas,R2_pp_hard_coal,R2_pp_lignite,R2_pp_mixed_fuels,R2_pp_oil,R2_pp_uranium,R2_run_of_river,R2_shortage,R2_solar,R2_storage_phs_in,R2_storage_phs_level,R2_storage_phs_out,R2_wind,duals
2030-01-01 00:00:00,0.0,786.365797938144,4807.63387406185,6469.870328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,5605.55555555556,850.0,4713.87,-1e-08
2030-01-01 01:00:00,0.0,544.541091752577,5561.95518624742,6099.923722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,4661.11111111111,850.0,4856.42,-1e-08
2030-01-01 02:00:00,0.0,299.549040206186,6384.20395779382,5798.627001999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,3716.66666666667,850.0,5132.38,-1e-08
2030-01-01 03:00:00,0.0,388.710072164948,6675.99048483505,5667.429443000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,2772.22222222222,850.0,5382.13,-1e-08
2030-01-01 04:00:00,0.0,568.246115463916,6740.93385353608,5648.360031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,1827.77777777778,850.0,5607.54,-1e-08
2030-01-01 05:00:00,0.0,766.37128556701,6721.69317643299,5677.3455380000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,883.333333333334,850.0,5815.41,-1e-08
2030-01-01 06:00:00,0.0,1237.22745979381,6546.37338720619,5508.009153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,795.0,5996.61,-1e-08
2030-01-01 07:00:00,0.0,1355.0321257732,5797.1676382268,5524.790236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,6176.99,-1e-08
2030-01-01 08:00:00,0.0,1143.92130618557,6223.40918181443,5626.239512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,146.67,0.0,0.0,0.0,6346.9,-1e-08
2030-01-01 09:00:00,0.0,824.743275257733,6506.17044674227,5900.0762780000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,390.25,0.0,0.0,0.0,6340.740000000001,-1e-08
2030-01-01 10:00:00,0.0,516.741078350516,6736.64088964948,6180.778032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,541.65,0.0,0.0,0.0,6392.51,-1e-08
2030-01-01 11:00:00,0.0,331.940248453608,7269.79700554639,6352.402746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,819.67,0.0,0.0,0.0,6634.47,-1e-08
2030-01-01 12:00:00,0.0,536.211445360825,7239.27860763918,6365.369947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,635.54,0.0,0.0,0.0,7005.320000000001,-1e-08
2030-01-01 13:00:00,0.0,959.604254639175,7365.76507436082,6263.920671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,670.3299999999999,0.0,0.0,0.0,7418.96,-1e-08
2030-01-01 14:00:00,0.0,1732.97431134021,6671.8794186598,6237.98627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,333.19,0.0,0.0,0.0,7809.650000000001,-1e-08
2030-01-01 15:00:00,0.0,2824.87630412371,5544.26424487629,6329.519451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,3.5300000000000002,0.0,0.0,0.0,8195.130000000001,-1e-08
2030-01-01 16:00:00,0.0,2983.97386597938,5219.58468502062,6797.101449000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8500.66,-1e-08
2030-01-01 17:00:00,0.0,2881.62125257732,5361.03256142268,6954.996185999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8697.65,-1e-08
2030-01-01 18:00:00,0.0,2558.42844948454,5859.12694351546,6902.364607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8819.92,-1e-08
2030-01-01 19:00:00,0.0,2093.80982783505,6545.23863116495,6742.181541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8881.23,-1e-08
2030-01-01 20:00:00,0.0,1732.28476907216,7124.65673392784,6568.268497000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8925.210000000001,-1e-08
2030-01-01 21:00:00,0.0,1648.13884226804,6894.76763373196,6885.583524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8928.49,-1e-08
2030-01-01 22:00:00,0.0,924.091584536083,7618.97823246392,6890.160183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8933.23,-1e-08
2030-01-01 23:00:00,0.0,340.847913402063,8717.17270459794,6370.709382000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8928.73,-1e-08
2030-01-02 00:00:00,0.0,0.0,9379.925553,5998.474447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8878.4,-1e-08
2030-01-02 01:00:00,0.0,0.0,9555.152273,5697.177727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8752.33,-1e-08
2030-01-02 02:00:00,0.0,0.0,9536.775317,5523.264682999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8560.039999999999,-1e-08
2030-01-02 03:00:00,0.0,0.0,9292.166491,5561.403509000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8353.57,-1e-08
2030-01-02 04:00:00,0.0,0.0,8722.581442,5864.988558000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,8087.57,-1e-08
2030-01-02 05:00:00,0.0,274.147697938144,7477.87141006186,6464.530892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7716.55,-1e-08
2030-01-02 06:00:00,0.0,881.611825773196,5948.87079022681,6903.127383999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7233.610000000001,-1e-08
2030-01-02 07:00:00,0.0,957.124756701031,4836.98922529897,7389.016017999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,6683.13,-1e-08
2030-01-02 08:00:00,0.0,735.05291443299,4289.43498056701,7736.842105000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,109.35000000000001,0.0,0.0,0.0,6151.9800000000005,-1e-08
2030-01-02 09:00:00,0.0,500.026683505155,4418.48588749485,7875.667428999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,415.15999999999997,0.0,0.0,0.0,5879.02,-1e-08
2030-01-02 10:00:00,0.0,274.79114742268,4665.68442857732,8012.2044240000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,718.4699999999999,0.0,0.0,0.0,5734.21,-1e-08
2030-01-02 11:00:00,0.0,255.56827628866,4789.56061771134,8003.051106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,899.2700000000001,0.0,0.0,0.0,5648.910000000001,-1e-08
2030-01-02 12:00:00,0.0,835.267288659793,4134.91431334021,7961.098398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,880.87,0.0,0.0,0.0,5550.41,-1e-08
2030-01-02 13:00:00,0.0,1591.08273917526,2683.9094980378,7852.021358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,792.95,582.336404786943,524.102764308249,0.0,5416.400000000001,-1e-08
2030-01-02 14:00:00,0.0,2391.56042474227,934.377744257731,7901.601831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,438.6,850.0,1289.10276430825,0.0,5138.94,-1e-08
2030-01-02 15:00:00,0.0,3320.50233298969,0.0,7986.270023000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,32.48,149.877644010307,1423.99264391753,0.0,4924.17,-1e-08
2030-01-02 16:00:00,0.0,3600.70712164948,0.0,8578.947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,580.698766529209,758.964489649485,4920.69,-1.23456790123457e-08
2030-01-02 17:00:00,0.0,3473.88269587629,0.0,8617.086194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,522.628889876288,5068.34,-1.23456790123457e-08
2030-01-02 18:00:00,0.0,3004.8522,455.888845,8293.668955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,5254.410000000001,-1e-08
2030-01-02 19:00:00,0.0,2566.82564020619,1560.00471879381,7881.769641000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,5508.6,-1e-08
2030-01-02 20:00:00,0.0,2271.75768453608,2556.43652646392,7526.315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,5854.51,-1e-08
2030-01-02 21:00:00,0.0,2317.38936701031,2497.66245598969,7760.488177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,6075.54,-1e-08
2030-01-02 22:00:00,0.0,1901.95585051546,3128.46089248453,7712.433257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,6242.849999999999,-1e-08
2030-01-02 23:00:00,0.0,1631.83988659794,4216.75869440206,7148.741419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,6497.34,-1e-08
2030-01-03 00:00:00,0.0,1376.27658762887,5386.32333637113,6620.900076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,6883.5,-1e-08
2030-01-03 01:00:00,0.0,1277.60540515464,6113.21525884536,6398.169336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7288.99,-1e-08
2030-01-03 02:00:00,0.0,1198.75077216495,6729.83733583505,6198.321892000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7626.91,-1e-08
2030-01-03 03:00:00,0.0,1472.10644536083,6670.37281463917,6222.73074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7865.21,-1e-08
2030-01-03 04:00:00,0.0,2142.34550515464,5850.48920084536,6490.465294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7983.3,-1e-08
2030-01-03 05:00:00,0.0,2955.43034742268,4410.71028557732,7046.529366999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7912.670000000001,-1e-08
2030-01-03 06:00:00,0.0,3694.97065463917,3062.61402836083,7476.735317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7734.32,-1e-08
2030-01-03 07:00:00,0.0,3598.23128865979,2402.27916134021,7936.68955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,7437.200000000001,-1e-08
2030-01-03 08:00:00,0.0,3168.41659793814,2578.78250206186,8126.6209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,80.55,0.0,0.0,0.0,7293.2699999999995,-1e-08
