datetime,R1_R2_powerline,R1_excess,R1_load,R1_pp_biomass,R1_pp_gas,R1_pp_hard_coal,R1_pp_lignite,R1_pp_mixed_fuels,R1_pp_oil,R1_pp_uranium,R1_run_of_river,R1_shortage,R1_solar,R1_wind,R2_R1_powerline,duals
2030-01-01 00:00:00,0.0,0.0,5590.619824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,1577.845,762.774824,-1.0309278763998e-08
2030-01-01 01:00:00,0.0,0.0,5336.064859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,1557.8600000000001,528.204858999999,-1.0309278763998e-08
2030-01-01 02:00:00,0.0,0.0,5060.587569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,1520.025,290.562569000001,-1.0309278763998e-08
2030-01-01 03:00:00,0.0,0.0,5041.40877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,1414.3600000000001,377.048769999999,-1.0309278763998e-08
2030-01-01 04:00:00,0.0,0.0,5071.048731999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,1269.85,551.198731999999,-1.0309278763998e-08
2030-01-01 05:00:00,0.0,0.0,5113.765147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,1120.385,743.380147,-1.0309278763998e-08
2030-01-01 06:00:00,0.0,0.0,5418.010636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,967.9,1200.110636,-1.0309278763998e-08
2030-01-01 07:00:00,0.0,0.0,5692.616162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,328.61,799.6250000000001,1314.381162,-1.0309278763998e-08
2030-01-01 08:00:00,0.0,0.0,6029.9886670000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,1034.81,635.575,1109.603667,-1.0309278763998e-08
2030-01-01 09:00:00,0.0,0.0,6290.645977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,1653.1899999999998,587.455,800.000977000001,-1.0309278763998e-08
2030-01-01 10:00:00,0.0,0.0,6346.438846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,2015.655,579.545,501.238846,-1.0309278763998e-08
2030-01-01 11:00:00,0.0,0.0,6150.292041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,2055.69,522.62,321.982041,-1.0309278763998e-08
2030-01-01 12:00:00,0.0,0.0,6057.885102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,1835.59,452.17,520.125102,-1.0309278763998e-08
2030-01-01 13:00:00,0.0,0.0,5947.1711270000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,1342.885,423.47,930.816127,-1.0309278763998e-08
2030-01-01 14:00:00,0.0,0.0,6072.7050819999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,562.1700000000001,579.55,1680.985082,-1.0309278763998e-08
2030-01-01 15:00:00,0.0,0.0,6806.730015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,10.205,806.395,2740.130015,-1.0309278763998e-08
2030-01-01 16:00:00,0.0,0.0,7088.30965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.0,0.0,0.0,943.855,2894.45465,-1.0309278763998e-08
