,hour_of_day,weekday,building_class,shlp_type,temp_intervall_01,temp_intervall_02,temp_intervall_03,temp_intervall_04,temp_intervall_05,temp_intervall_06,temp_intervall_07,temp_intervall_08,temp_intervall_09,temp_intervall_10
846,7,7,0,GBD,0.0520,0.0497,0.0474,0.0449,0.0417,0.0576,0.0370,0.0370,0.0344,0.0318
847,8,7,0,GBD,0.0492,0.0472,0.0452,0.0430,0.0374,0.0345,0.0466,0.0485,0.0527,0.0571
848,9,7,0,GBD,0.0401,0.0412,0.0423,0.0435,0.0417,0.0331,0.0441,0.0444,0.0452,0.0461
849,10,7,0,GBD,0.0450,0.0414,0.0376,0.0337,0.0403,0.0317,0.0331,0.0413,0.0375,0.0337
850,11,7,0,GBD,0.0374,0.0363,0.0351,0.0338,0.0429,0.0332,0.0408,0.0445,0.0432,0.0419
851,12,7,0,GBD,0.0416,0.0413,0.0410,0.0406,0.0436,0.0388,0.0431,0.0440,0.0435,0.0429
852,13,7,0,GBD,0.0412,0.0394,0.0375,0.0355,0.0357,0.0267,0.0320,0.0417,0.0398,0.0378
853,14,7,0,GBD,0.0354,0.0338,0.0322,0.0304,0.0414,0.0254,0.0385,0.0433,0.0416,0.0399
854,15,7,0,GBD,0.0381,0.0370,0.0359,0.0347,0.0467,0.0414,0.0449,0.0449,0.0437,0.0425
855,16,7,0,GBD,0.0403,0.0414,0.0425,0.0437,0.0394,0.0257,0.0417,0.0471,0.0480,0.0489
856,17,7,0,GBD,0.0384,0.0402,0.0422,0.0441,0.0327,0.0448,0.0363,0.0494,0.0511,0.0527
857,18,7,0,GBD,0.0439,0.0441,0.0443,0.0445,0.0494,0.0403,0.0309,0.0429,0.0336,0.0241
858,19,7,0,GBD,0.0324,0.0342,0.0360,0.0378,0.0470,0.0374,0.0315,0.0344,0.0333,0.0322
859,20,7,0,GBD,0.0417,0.0393,0.0367,0.0356,0.0362,0.0298,0.0312,0.0301,0.0274,0.0246
860,21,7,0,GBD,0.0372,0.0383,0.0394,0.0405,0.0395,0.0305,0.0418,0.0418,0.0426,0.0435
861,22,7,0,GBD,0.0447,0.0450,0.0452,0.0454,0.0412,0.0309,0.0417,0.0396,0.0395,0.0395
862,23,7,0,GBD,0.0346,0.0356,0.0366,0.0376,0.0388,0.0735,0.0409,0.0347,0.0354,0.0361
863,24,7,0,GBD,0.0485,0.0424,0.0362,0.0297,0.0545,0.0482,0.0428,0.0418,0.0357,0.0295
864,1,1,0,GBH,0.0397,0.0388,0.0379,0.0328,0.0333,0.0309,0.0264,0.0214,0.0164,0.0129
865,2,1,0,GBH,0.0394,0.0385,0.0376,0.0317,0.0330,0.0324,0.0278,0.0214,0.0162,0.0136
866,3,1,0,GBH,0.0366,0.0356,0.0345,0.0327,0.0329,0.0308,0.0275,0.0233,0.0169,0.0142
867,4,1,0,GBH,0.0361,0.0364,0.0386,0.0342,0.0376,0.0373,0.0351,0.0352,0.0370,0.0357
868,5,1,0,GBH,0.0408,0.0393,0.0378,0.0387,0.0429,0.0452,0.0450,0.0493,0.0553,0.0564
869,6,1,0,GBH,0.0476,0.0426,0.0371,0.0431,0.0452,0.0460,0.0471,0.0485,0.0501,0.0510
870,7,1,0,GBH,0.0466,0.0476,0.0487,0.0492,0.0489,0.0537,0.0622,0.0637,0.0652,0.0718
871,8,1,0,GBH,0.0528,0.0533,0.0538,0.0522,0.0528,0.0564,0.0708,0.0788,0.0887,0.0977
872,9,1,0,GBH,0.0483,0.0486,0.0489,0.0527,0.0486,0.0497,0.0506,0.0528,0.0594,0.0604
873,10,1,0,GBH,0.0470,0.0456,0.0440,0.0459,0.0448,0.0448,0.0432,0.0454,0.0444,0.0436
874,11,1,0,GBH,0.0461,0.0454,0.0445,0.0431,0.0417,0.0426,0.0436,0.0374,0.0387,0.0397
875,12,1,0,GBH,0.0423,0.0400,0.0376,0.0431,0.0418,0.0399,0.0387,0.0406,0.0357,0.0342
876,13,1,0,GBH,0.0383,0.0395,0.0408,0.0417,0.0402,0.0383,0.0377,0.0374,0.0365,0.0353
877,14,1,0,GBH,0.0358,0.0371,0.0385,0.0406,0.0382,0.0374,0.0348,0.0332,0.0337,0.0319
878,15,1,0,GBH,0.0347,0.0367,0.0388,0.0404,0.0391,0.0372,0.0357,0.0393,0.0380,0.0362
879,16,1,0,GBH,0.0361,0.0379,0.0397,0.0410,0.0402,0.0380,0.0365,0.0389,0.0375,0.0356
880,17,1,0,GBH,0.0396,0.0401,0.0405,0.0405,0.0403,0.0394,0.0356,0.0341,0.0329,0.0306
881,18,1,0,GBH,0.0395,0.0410,0.0425,0.0448,0.0440,0.0433,0.0418,0.0432,0.0425,0.0414
882,19,1,0,GBH,0.0446,0.0445,0.0444,0.0437,0.0454,0.0457,0.0429,0.0442,0.0434,0.0422
883,20,1,0,GBH,0.0430,0.0443,0.0457,0.0465,0.0466,0.0477,0.0478,0.0482,0.0493,0.0499
884,21,1,0,GBH,0.0408,0.0431,0.0444,0.0452,0.0466,0.0475,0.0478,0.0481,0.0492,0.0499
885,22,1,0,GBH,0.0429,0.0428,0.0426,0.0419,0.0437,0.0445,0.0467,0.0467,0.0444,0.0459
886,23,1,0,GBH,0.0414,0.0422,0.0429,0.0376,0.0374,0.0377,0.0413,0.0408,0.0432,0.0452
887,24,1,0,GBH,0.0400,0.0391,0.0382,0.0367,0.0348,0.0336,0.0334,0.0281,0.0254,0.0247
888,1,2,0,GBH,0.0397,0.0388,0.0379,0.0328,0.0333,0.0309,0.0264,0.0214,0.0164,0.0129
889,2,2,0,GBH,0.0394,0.0385,0.0376,0.0317,0.0330,0.0324,0.0278,0.0214,0.0162,0.0136
890,3,2,0,GBH,0.0366,0.0356,0.0345,0.0327,0.0329,0.0308,0.0275,0.0233,0.0169,0.0142
891,4,2,0,GBH,0.0361,0.0364,0.0386,0.0342,0.0376,0.0373,0.0351,0.0352,0.0370,0.0357
892,5,2,0,GBH,0.0408,0.0393,0.0378,0.0387,0.0429,0.0452,0.0450,0.0493,0.0553,0.0564
893,6,2,0,GBH,0.0476,0.0426,0.0371,0.0431,0.0452,0.0460,0.0471,0.0485,0.0501,0.0510
894,7,2,0,GBH,0.0466,0.0476,0.0487,0.0492,0.0489,0.0537,0.0622,0.0637,0.0652,0.0718
895,8,2,0,GBH,0.0528,0.0533,0.0538,0.0522,0.0528,0.0564,0.0708,0.0788,0.0887,0.0977
896,9,2,0,GBH,0.0483,0.0486,0.0489,0.0527,0.0486,0.0497,0.0506,0.0528,0.0594,0.0604
897,10,2,0,GBH,0.0470,0.0456,0.0440,0.0459,0.0448,0.0448,0.0432,0.0454,0.0444,0.0436
898,11,2,0,GBH,0.0461,0.0454,0.0445,0.0431,0.0417,0.0426,0.0436,0.0374,0.0387,0.0397
899,12,2,0,GBH,0.0423,0.0400,0.0376,0.0431,0.0418,0.0399,0.0387,0.0406,0.0357,0.0342
900,13,2,0,GBH,0.0383,0.0395,0.0408,0.0417,0.0402,0.0383,0.0377,0.0374,0.0365,0.0353
901,14,2,0,GBH,0.0358,0.0371,0.0385,0.0406,0.0382,0.0374,0.0348,0.0332,0.0337,0.0319
902,15,2,0,GBH,0.0347,0.0367,0.0388,0.0404,0.0391,0.0372,0.0357,0.0393,0.0380,0.0362
903,16,2,0,GBH,0.0361,0.0379,0.0397,0.0410,0.0402,0.0380,0.0365,0.0389,0.0375,0.0356
904,17,2,0,GBH,0.0396,0.0401,0.0405,0.0405,0.0403,0.0394,0.0356,0.0341,0.0329,0.0306
905,18,2,0,GBH,0.0395,0.0410,0.0425,0.0448,0.0440,0.0433,0.0418,0.0432,0.0425,0.0414
906,19,2,0,GBH,0.0446,0.0445,0.0444,0.0437,0.0454,0.0457,0.0429,0.0442,0.0434,0.0422
907,20,2,0,GBH,0.0430,0.0443,0.0457,0.0465,0.0466,0.0477,0.0478,0.0482,0.0493,0.0499
908,21,2,0,GBH,0.0408,0.0431,0.0444,0.0452,0.0466,0.0475,0.0478,0.0481,0.0492,0.0499
909,22,2,0,GBH,0.0429,0.0428,0.0426,0.0419,0.0437,0.0445,0.0467,0.0467,0.0444,0.0459
910,23,2,0,GBH,0.0414,0.0422,0.0429,0.0376,0.0374,0.0377,0.0413,0.0408,0.0432,0.0452
911,24,2,0,GBH,0.0400,0.0391,0.0382,0.0367,0.0348,0.0336,0.0334,0.0281,0.0254,0.0247
912,1,3,0,GBH,0.0397,0.0388,0.0379,0.0328,0.0333,0.0309,0.0264,0.0214,0.0164,0.0129
913,2,3,0,GBH,0.0394,0.0385,0.0376,0.0317,0.0330,0.0324,0.0278,0.0214,0.0162,0.0136
914,3,3,0,GBH,0.0366,0.0356,0.0345,0.0327,0.0329,0.0308,0.0275,0.0233,0.0169,0.0142
915,4,3,0,GBH,0.0361,0.0364,0.0386,0.0342,0.0376,0.0373,0.0351,0.0352,0.0370,0.0357
916,5,3,0,GBH,0.0408,0.0393,0.0378,0.0387,0.0429,0.0452,0.0450,0.0493,0.0553,0.0564
917,6,3,0,GBH,0.0476,0.0426,0.0371,0.0431,0.0452,0.0460,0.0471,0.0485,0.0501,0.0510
918,7,3,0,GBH,0.0466,0.0476,0.0487,0.0492,0.0489,0.0537,0.0622,0.0637,0.0652,0.0718
919,8,3,0,GBH,0.0528,0.0533,0.0538,0.0522,0.0528,0.0564,0.0708,0.0788,0.0887,0.0977
920,9,3,0,GBH,0.0483,0.0486,0.0489,0.0527,0.0486,0.0497,0.0506,0.0528,0.0594,0.0604
921,10,3,0,GBH,0.0470,0.0456,0.0440,0.0459,0.0448,0.0448,0.0432,0.0454,0.0444,0.0436
922,11,3,0,GBH,0.0461,0.0454,0.0445,0.0431,0.0417,0.0426,0.0436,0.0374,0.0387,0.0397
923,12,3,0,GBH,0.0423,0.0400,0.0376,0.0431,0.0418,0.0399,0.0387,0.0406,0.0357,0.0342
924,13,3,0,GBH,0.0383,0.0395,0.0408,0.0417,0.0402,0.0383,0.0377,0.0374,0.0365,0.0353
925,14,3,0,GBH,0.0358,0.0371,0.0385,0.0406,0.0382,0.0374,0.0348,0.0332,0.0337,0.0319
926,15,3,0,GBH,0.0347,0.0367,0.0388,0.0404,0.0391,0.0372,0.0357,0.0393,0.0380,0.0362
927,16,3,0,GBH,0.0361,0.0379,0.0397,0.0410,0.0402,0.0380,0.0365,0.0389,0.0375,0.0356
928,17,3,0,GBH,0.0396,0.0401,0.0405,0.0405,0.0403,0.0394,0.0356,0.0341,0.0329,0.0306
929,18,3,0,GBH,0.0395,0.0410,0.0425,0.0448,0.0440,0.0433,0.0418,0.0432,0.0425,0.0414
930,19,3,0,GBH,0.0446,0.0445,0.0444,0.0437,0.0454,0.0457,0.0429,0.0442,0.0434,0.0422
931,20,3,0,GBH,0.0430,0.0443,0.0457,0.0465,0.0466,0.0477,0.0478,0.0482,0.0493,0.0499
932,21,3,0,GBH,0.0408,0.0431,0.0444,0.0452,0.0466,0.0475,0.0478,0.0481,0.0492,0.0499
933,22,3,0,GBH,0.0429,0.0428,0.0426,0.0419,0.0437,0.0445,0.0467,0.0467,0.0444,0.0459
934,23,3,0,GBH,0.0414,0.0422,0.0429,0.0376,0.0374,0.0377,0.0413,0.0408,0.0432,0.0452
935,24,3,0,GBH,0.0400,0.0391,0.0382,0.0367,0.0348,0.0336,0.0334,0.0281,0.0254,0.0247
936,1,4,0,GBH,0.0397,0.0388,0.0379,0.0328,0.0333,0.0309,0.0264,0.0214,0.0164,0.0129
937,2,4,0,GBH,0.0394,0.0385,0.0376,0.0317,0.0330,0.0324,0.0278,0.0214,0.0162,0.0136
938,3,4,0,GBH,0.0366,0.0356,0.0345,0.0327,0.0329,0.0308,0.0275,0.0233,0.0169,0.0142
939,4,4,0,GBH,0.0361,0.0364,0.0386,0.0342,0.0376,0.0373,0.0351,0.0352,0.0370,0.0357
940,5,4,0,GBH,0.0408,0.0393,0.0378,0.0387,0.0429,0.0452,0.0450,0.0493,0.0553,0.0564
941,6,4,0,GBH,0.0476,0.0426,0.0371,0.0431,0.0452,0.0460,0.0471,0.0485,0.0501,0.0510
942,7,4,0,GBH,0.0466,0.0476,0.0487,0.0492,0.0489,0.0537,0.0622,0.0637,0.0652,0.0718
943,8,4,0,GBH,0.0528,0.0533,0.0538,0.0522,0.0528,0.0564,0.0708,0.0788,0.0887,0.0977
944,9,4,0,GBH,0.0483,0.0486,0.0489,0.0527,0.0486,0.0497,0.0506,0.0528,0.0594,0.0604
945,10,4,0,GBH,0.0470,0.0456,0.0440,0.0459,0.0448,0.0448,0.0432,0.0454,0.0444,0.0436
946,11,4,0,GBH,0.0461,0.0454,0.0445,0.0431,0.0417,0.0426,0.0436,0.0374,0.0387,0.0397
947,12,4,0,GBH,0.0423,0.0400,0.0376,0.0431,0.0418,0.0399,0.0387,0.0406,0.0357,0.0342
948,13,4,0,GBH,0.0383,0.0395,0.0408,0.0417,0.0402,0.0383,0.0377,0.0374,0.0365,0.0353
949,14,4,0,GBH,0.0358,0.0371,0.0385,0.0406,0.0382,0.0374,0.0348,0.0332,0.0337,0.0319
950,15,4,0,GBH,0.0347,0.0367,0.0388,0.0404,0.0391,0.0372,0.0357,0.0393,0.0380,0.0362
951,16,4,0,GBH,0.0361,0.0379,0.0397,0.0410,0.0402,0.0380,0.0365,0.0389,0.0375,0.0356
952,17,4,0,GBH,0.0396,0.0401,0.0405,0.0405,0.0403,0.0394,0.0356,0.0341,0.0329,0.0306
953,18,4,0,GBH,0.0395,0.0410,0.0425,0.0448,0.0440,0.0433,0.0418,0.0432,0.0425,0.0414
954,19,4,0,GBH,0.0446,0.0445,0.0444,0.0437,0.0454,0.0457,0.0429,0.0442,0.0434,0.0422
955,20,4,0,GBH,0.0430,0.0443,0.0457,0.0465,0.0466,0.0477,0.0478,0.0482,0.0493,0.0499
956,21,4,0,GBH,0.0408,0.0431,0.0444,0.0452,0.0466,0.0475,0.0478,0.0481,0.0492,0.0499
957,22,4,0,GBH,0.0429,0.0428,0.0426,0.0419,0.0437,0.0445,0.0467,0.0467,0.0444,0.0459
958,23,4,0,GBH,0.0414,0.0422,0.0429,0.0376,0.0374,0.0377,0.0413,0.0408,0.0432,0.0452
959,24,4,0,GBH,0.0400,0.0391,0.0382,0.0367,0.0348,0.0336,0.0334,0.0281,0.0254,0.0247
960,1,5,0,GBH,0.0332,0.0328,0.0320,0.0313,0.0295,0.0301,0.0268,0.0251,0.0236,0.0222
961,2,5,0,GBH,0.0314,0.0268,0.0286,0.0304,0.0326,0.0302,0.0245,0.0264,0.0222,0.0181
962,3,5,0,GBH,0.0296,0.0300,0.0319,0.0320,0.0318,0.0308,0.0257,0.0257,0.0225,0.0194
963,4,5,0,GBH,0.0311,0.0334,0.0306,0.0326,0.0354,0.0367,0.0328,0.0347,0.0329,0.0316
964,5,5,0,GBH,0.0292,0.0317,0.0352,0.0373,0.0411,0.0409,0.0444,0.0426,0.0440,0.0456
965,6,5,0,GBH,0.0498,0.0487,0.0473,0.0408,0.0443,0.0431,0.0434,0.0405,0.0401,0.0396
966,7,5,0,GBH,0.0480,0.0487,0.0489,0.0492,0.0516,0.0512,0.0630,0.0606,0.0696,0.0753
967,8,5,0,GBH,0.0539,0.0528,0.0511,0.0496,0.0549,0.0595,0.0691,0.0731,0.0798,0.0870
968,9,5,0,GBH,0.0551,0.0543,0.0530,0.0518,0.0500,0.0522,0.0527,0.0548,0.0559,0.0572
969,10,5,0,GBH,0.0523,0.0511,0.0492,0.0474,0.0459,0.0448,0.0489,0.0505,0.0517,0.0532
970,11,5,0,GBH,0.0485,0.0481,0.0473,0.0465,0.0424,0.0415,0.0368,0.0377,0.0347,0.0319
971,12,5,0,GBH,0.0455,0.0448,0.0453,0.0424,0.0432,0.0417,0.0364,0.0398,0.0349,0.0314
972,13,5,0,GBH,0.0416,0.0417,0.0413,0.0445,0.0409,0.0406,0.0399,0.0353,0.0346,0.0341
973,14,5,0,GBH,0.0376,0.0381,0.0381,0.0421,0.0385,0.0380,0.0337,0.0371,0.0345,0.0321
974,15,5,0,GBH,0.0396,0.0401,0.0401,0.0420,0.0400,0.0385,0.0372,0.0391,0.0379,0.0365
975,16,5,0,GBH,0.0417,0.0421,0.0420,0.0420,0.0402,0.0389,0.0377,0.0385,0.0370,0.0357
976,17,5,0,GBH,0.0420,0.0434,0.0407,0.0416,0.0413,0.0399,0.0375,0.0389,0.0368,0.0349
977,18,5,0,GBH,0.0452,0.0455,0.0436,0.0431,0.0429,0.0429,0.0440,0.0449,0.0452,0.0458
978,19,5,0,GBH,0.0483,0.0477,0.0465,0.0454,0.0445,0.0451,0.0483,0.0444,0.0460,0.0478
979,20,5,0,GBH,0.0418,0.0433,0.0443,0.0454,0.0456,0.0458,0.0463,0.0464,0.0465,0.0468
980,21,5,0,GBH,0.0406,0.0417,0.0408,0.0415,0.0455,0.0455,0.0472,0.0410,0.0443,0.0452
981,22,5,0,GBH,0.0414,0.0417,0.0439,0.0438,0.0443,0.0452,0.0471,0.0483,0.0497,0.0514
982,23,5,0,GBH,0.0373,0.0367,0.0415,0.0406,0.0405,0.0425,0.0435,0.0418,0.0430,0.0446
983,24,5,0,GBH,0.0353,0.0348,0.0368,0.0367,0.0331,0.0344,0.0331,0.0328,0.0326,0.0326
984,1,6,0,GBH,0.0385,0.0366,0.0346,0.0330,0.0303,0.0282,0.0247,0.0216,0.0189,0.0161
985,2,6,0,GBH,0.0410,0.0386,0.0362,0.0316,0.0310,0.0291,0.0270,0.0205,0.0185,0.0166
986,3,6,0,GBH,0.0410,0.0386,0.0363,0.0332,0.0311,0.0302,0.0262,0.0256,0.0232,0.0207
987,4,6,0,GBH,0.0412,0.0391,0.0384,0.0353,0.0370,0.0365,0.0337,0.0315,0.0300,0.0283
988,5,6,0,GBH,0.0415,0.0395,0.0406,0.0381,0.0423,0.0445,0.0471,0.0508,0.0533,0.0558
989,6,6,0,GBH,0.0417,0.0418,0.0420,0.0404,0.0413,0.0431,0.0444,0.0459,0.0479,0.0488
990,7,6,0,GBH,0.0481,0.0479,0.0478,0.0478,0.0468,0.0524,0.0570,0.0538,0.0590,0.0641
991,8,6,0,GBH,0.0481,0.0485,0.0467,0.0479,0.0511,0.0558,0.0685,0.0773,0.0856,0.0943
992,9,6,0,GBH,0.0482,0.0491,0.0500,0.0506,0.0510,0.0522,0.0556,0.0598,0.0622,0.0645
993,10,6,0,GBH,0.0463,0.0463,0.0463,0.0461,0.0457,0.0439,0.0450,0.0495,0.0480,0.0477
994,11,6,0,GBH,0.0414,0.0420,0.0427,0.0443,0.0434,0.0431,0.0419,0.0362,0.0357,0.0349
995,12,6,0,GBH,0.0418,0.0420,0.0423,0.0432,0.0422,0.0423,0.0368,0.0396,0.0370,0.0343
996,13,6,0,GBH,0.0386,0.0391,0.0396,0.0417,0.0400,0.0416,0.0386,0.0387,0.0381,0.0374
997,14,6,0,GBH,0.0340,0.0354,0.0368,0.0412,0.0391,0.0383,0.0329,0.0370,0.0340,0.0309
998,15,6,0,GBH,0.0348,0.0364,0.0380,0.0417,0.0406,0.0359,0.0371,0.0370,0.0353,0.0336
999,16,6,0,GBH,0.0344,0.0361,0.0378,0.0423,0.0407,0.0390,0.0334,0.0367,0.0325,0.0289
1000,17,6,0,GBH,0.0419,0.0421,0.0423,0.0419,0.0421,0.0401,0.0418,0.0371,0.0371,0.0370
1001,18,6,0,GBH,0.0447,0.0454,0.0461,0.0438,0.0470,0.0451,0.0439,0.0450,0.0435,0.0420
1002,19,6,0,GBH,0.0436,0.0445,0.0454,0.0455,0.0465,0.0449,0.0449,0.0455,0.0448,0.0440
1003,20,6,0,GBH,0.0419,0.0431,0.0442,0.0445,0.0459,0.0462,0.0476,0.0461,0.0471,0.0480
1004,21,6,0,GBH,0.0412,0.0431,0.0436,0.0446,0.0468,0.0465,0.0442,0.0429,0.0417,0.0405
1005,22,6,0,GBH,0.0426,0.0436,0.0434,0.0430,0.0448,0.0460,0.0469,0.0482,0.0494,0.0505
1006,23,6,0,GBH,0.0452,0.0445,0.0437,0.0424,0.0416,0.0403,0.0483,0.0405,0.0435,0.0469
1007,24,6,0,GBH,0.0383,0.0367,0.0352,0.0359,0.0317,0.0348,0.0325,0.0332,0.0337,0.0342
1008,1,7,0,GBH,0.0351,0.0344,0.0336,0.0287,0.0322,0.0300,0.0303,0.0290,0.0285,0.0276
1009,2,7,0,GBH,0.0338,0.0332,0.0325,0.0295,0.0313,0.0296,0.0293,0.0279,0.0273,0.0264
1010,3,7,0,GBH,0.0319,0.0317,0.0315,0.0288,0.0311,0.0303,0.0306,0.0299,0.0301,0.0299
1011,4,7,0,GBH,0.0413,0.0406,0.0399,0.0327,0.0385,0.0373,0.0384,0.0378,0.0423,0.0422
1012,5,7,0,GBH,0.0431,0.0427,0.0423,0.0388,0.0415,0.0420,0.0423,0.0458,0.0468,0.0471
1013,6,7,0,GBH,0.0431,0.0429,0.0428,0.0423,0.0425,0.0424,0.0433,0.0473,0.0487,0.0492
1014,7,7,0,GBH,0.0456,0.0462,0.0469,0.0481,0.0481,0.0474,0.0516,0.0513,0.0537,0.0554
1015,8,7,0,GBH,0.0429,0.0453,0.0476,0.0495,0.0522,0.0576,0.0710,0.0769,0.0845,0.0935
1016,9,7,0,GBH,0.0437,0.0458,0.0479,0.0520,0.0520,0.0539,0.0582,0.0607,0.0646,0.0676
1017,10,7,0,GBH,0.0513,0.0504,0.0496,0.0481,0.0480,0.0486,0.0479,0.0542,0.0445,0.0445
1018,11,7,0,GBH,0.0484,0.0475,0.0466,0.0453,0.0449,0.0461,0.0444,0.0430,0.0385,0.0382
1019,12,7,0,GBH,0.0492,0.0478,0.0464,0.0436,0.0438,0.0441,0.0418,0.0375,0.0371,0.0362
1020,13,7,0,GBH,0.0473,0.0459,0.0446,0.0458,0.0419,0.0418,0.0380,0.0362,0.0348,0.0329
1021,14,7,0,GBH,0.0433,0.0430,0.0427,0.0421,0.0422,0.0391,0.0354,0.0411,0.0361,0.0328
1022,15,7,0,GBH,0.0470,0.0453,0.0437,0.0437,0.0406,0.0395,0.0351,0.0371,0.0365,0.0338
1023,16,7,0,GBH,0.0432,0.0427,0.0422,0.0458,0.0412,0.0389,0.0384,0.0358,0.0349,0.0336
1024,17,7,0,GBH,0.0462,0.0450,0.0437,0.0438,0.0413,0.0387,0.0363,0.0332,0.0313,0.0288
1025,18,7,0,GBH,0.0442,0.0443,0.0444,0.0482,0.0445,0.0451,0.0420,0.0436,0.0429,0.0417
1026,19,7,0,GBH,0.0429,0.0433,0.0437,0.0455,0.0444,0.0423,0.0404,0.0362,0.0348,0.0329
1027,20,7,0,GBH,0.0399,0.0412,0.0425,0.0448,0.0449,0.0483,0.0450,0.0426,0.0433,0.0433
1028,21,7,0,GBH,0.0381,0.0397,0.0412,0.0436,0.0442,0.0452,0.0461,0.0463,0.0479,0.0488
1029,22,7,0,GBH,0.0339,0.0357,0.0375,0.0399,0.0409,0.0430,0.0425,0.0408,0.0422,0.0430
1030,23,7,0,GBH,0.0316,0.0327,0.0337,0.0344,0.0358,0.0371,0.0399,0.0345,0.0371,0.0391
1031,24,7,0,GBH,0.0330,0.0327,0.0325,0.0350,0.0320,0.0317,0.0318,0.0313,0.0316,0.0315
1032,1,1,0,GGA,0.0299,0.0297,0.0294,0.0290,0.0341,0.0294,0.0403,0.0356,0.0384,0.0411
1033,2,1,0,GGA,0.0306,0.0300,0.0294,0.0286,0.0321,0.0349,0.0398,0.0326,0.0362,0.0396
1034,3,1,0,GGA,0.0366,0.0344,0.0318,0.0282,0.0307,0.0299,0.0297,0.0298,0.0292,0.0285
1035,4,1,0,GGA,0.0427,0.0387,0.0342,0.0291,0.0357,0.0334,0.0296,0.0291,0.0271,0.0251
1036,5,1,0,GGA,0.0434,0.0408,0.0379,0.0345,0.0364,0.0318,0.0295,0.0284,0.0250,0.0218
1037,6,1,0,GGA,0.0339,0.0342,0.0341,0.0341,0.0407,0.0353,0.0346,0.0353,0.0321,0.0292
1038,7,1,0,GGA,0.0491,0.0493,0.0495,0.0496,0.0535,0.0573,0.0462,0.0570,0.0531,0.0493
1039,8,1,0,GGA,0.0554,0.0528,0.0499,0.0501,0.0437,0.0446,0.0534,0.0441,0.0486,0.0530
1040,9,1,0,GGA,0.0455,0.0467,0.0481,0.0495,0.0479,0.0487,0.0500,0.0520,0.0527,0.0533
1041,10,1,0,GGA,0.0474,0.0487,0.0501,0.0516,0.0432,0.0485,0.0466,0.0492,0.0504,0.0517
1042,11,1,0,GGA,0.0453,0.0469,0.0488,0.0507,0.0440,0.0486,0.0478,0.0456,0.0472,0.0487
1043,12,1,0,GGA,0.0457,0.0473,0.0490,0.0508,0.0431,0.0485,0.0489,0.0421,0.0448,0.0473
1044,13,1,0,GGA,0.0488,0.0494,0.0501,0.0508,0.0443,0.0460,0.0435,0.0517,0.0508,0.0501
1045,14,1,0,GGA,0.0498,0.0491,0.0484,0.0474,0.0392,0.0397,0.0416,0.0458,0.0466,0.0474
1046,15,1,0,GGA,0.0437,0.0438,0.0440,0.0441,0.0407,0.0389,0.0378,0.0449,0.0434,0.0417
1047,16,1,0,GGA,0.0395,0.0400,0.0406,0.0412,0.0423,0.0425,0.0471,0.0431,0.0452,0.0472
1048,17,1,0,GGA,0.0398,0.0407,0.0417,0.0427,0.0429,0.0439,0.0352,0.0396,0.0429,0.0460
1049,18,1,0,GGA,0.0369,0.0393,0.0420,0.0449,0.0457,0.0455,0.0429,0.0432,0.0416,0.0401
1050,19,1,0,GGA,0.0419,0.0428,0.0439,0.0449,0.0468,0.0417,0.0427,0.0416,0.0394,0.0373
1051,20,1,0,GGA,0.0415,0.0430,0.0448,0.0466,0.0495,0.0455,0.0416,0.0387,0.0348,0.0311
1052,21,1,0,GGA,0.0413,0.0419,0.0426,0.0421,0.0441,0.0515,0.0427,0.0460,0.0450,0.0441
1053,22,1,0,GGA,0.0410,0.0408,0.0405,0.0401,0.0474,0.0446,0.0449,0.0445,0.0431,0.0417
1054,23,1,0,GGA,0.0370,0.0367,0.0364,0.0374,0.0359,0.0400,0.0428,0.0415,0.0418,0.0421
1055,24,1,0,GGA,0.0333,0.0330,0.0328,0.0320,0.0361,0.0293,0.0408,0.0386,0.0406,0.0426
1056,1,2,0,GGA,0.0354,0.0347,0.0322,0.0333,0.0328,0.0309,0.0324,0.0276,0.0275,0.0273
1057,2,2,0,GGA,0.0340,0.0327,0.0324,0.0301,0.0298,0.0283,0.0318,0.0256,0.0266,0.0276
1058,3,2,0,GGA,0.0366,0.0349,0.0315,0.0313,0.0310,0.0312,0.0309,0.0308,0.0307,0.0306
1059,4,2,0,GGA,0.0332,0.0326,0.0329,0.0315,0.0312,0.0285,0.0255,0.0295,0.0287,0.0278
1060,5,2,0,GGA,0.0418,0.0392,0.0355,0.0339,0.0334,0.0319,0.0300,0.0283,0.0266,0.0250
1061,6,2,0,GGA,0.0386,0.0383,0.0386,0.0379,0.0375,0.0343,0.0305,0.0271,0.0236,0.0202
1062,7,2,0,GGA,0.0465,0.0459,0.0455,0.0446,0.0473,0.0503,0.0412,0.0396,0.0366,0.0337
1063,8,2,0,GGA,0.0465,0.0455,0.0462,0.0435,0.0443,0.0461,0.0449,0.0391,0.0394,0.0397
1064,9,2,0,GGA,0.0446,0.0447,0.0468,0.0449,0.0458,0.0471,0.0428,0.0459,0.0444,0.0429
1065,10,2,0,GGA,0.0460,0.0470,0.0479,0.0490,0.0480,0.0475,0.0530,0.0483,0.0481,0.0505
1066,11,2,0,GGA,0.0482,0.0483,0.0462,0.0485,0.0501,0.0503,0.0465,0.0541,0.0522,0.0504
1067,12,2,0,GGA,0.0433,0.0452,0.0450,0.0491,0.0491,0.0509,0.0550,0.0580,0.0608,0.0634
