class,demand_el,pv,wind,demand_th,price_el
,0.7925202685,0.072266,0.354335,0.1469737268,-25.54
,0.8458721995,0.000002,0.363404,0.1596110157,-30.62
,0.8018481388,0,0.376153,0.1674130372,-33.98
,0.7380350449,0,0.379938,0.1603220202,-35.88
,0.6763141836,0,0.372898,0.1453005856,-34.32
,0.6540842124,0,0.348611,0.1166160704,-34.47
,0.6010809868,0,0.312579,0.0836611198,-33.22
,0.5785023102,0,0.263797,0.0788687163,-30.42
,0.5557492808,0,0.213033,0.0805337788,-26.26
,0.5449394124,0,0.171043,0.0831244629,-23.99
,0.5406677709,0,0.143001,0.0879323558,-22.94
,0.5679539709,0,0.130761,0.1022871201,-22.03
,0.6601865574,0,0.120424,0.139037883,-22.1
,0.7531165548,0.030641,0.107703,0.1858856502,-24.1
,0.8041147241,0.165522,0.07787,0.2054020934,-28.71
,0.8198936448,0.322628,0.07418,0.192821022,-33.63
,0.8186731758,0.460532,0.133311,0.1729566842,-34.14
,0.8207654084,0.560454,0.152974,0.1573130772,-33.9
,0.8200679976,0.61195,0.1651,0.1439871948,-31.73
,0.7912997995,0.626125,0.180681,0.134547108,-30.13
,0.7897306251,0.580332,0.193243,0.129526672,-29.09
,0.7790951094,0.480034,0.193486,0.1281142426,-28.93
,0.778746404,0.339395,0.158906,0.1298577221,-28.94
,0.7710748845,0.173456,0.12676,0.135315582,-29.29
,0.7979252027,0.038177,0.157417,0.1469737268,-30.58
,0.8480516084,0,0.218634,0.1596110157,-33.12
,0.8010635516,0,0.290589,0.1674130372,-34.33
,0.7353325778,0,0.347134,0.1603220202,-35.79
,0.6736117165,0,0.373965,0.1453005856,-34.81
,0.6529509197,0,0.370293,0.1166160704,-34.36
,0.6031732194,0,0.353932,0.0836611198,-31.25
,0.578938192,0,0.346862,0.0788687163,-27.74
,0.560195275,0,0.355998,0.1048325081,-25.03
,0.5429343562,0,0.395205,0.1082048559,-24.01
,0.5469444687,0,0.477666,0.1144633908,-23.51
,0.589922413,0,0.598723,0.1331492885,-21.9
,0.6716066603,0,0.711596,0.1809885268,-22.56
,0.7683724174,0.023863,0.77068,0.2419712475,-25.05
,0.8160578851,0.135867,0.789571,0.2673762106,-29.74
,0.8238165809,0.295257,0.810902,0.2509991663,-34.75
,0.8248626972,0.420497,0.846302,0.2251413414,-36.1
,0.8358469183,0.520959,0.871763,0.2047777303,-33
,0.8304419841,0.59603,0.872321,0.1874311497,-28.54
,0.8175398832,0.620979,0.857721,0.175142791,-28.03
,0.8080376602,0.599836,0.832618,0.1686075841,-27.79
,0.7928689739,0.527448,0.789427,0.1667689952,-27.72
,0.7877255688,0.403336,0.720252,0.169038519,-27.05
,0.782407811,0.236682,0.584952,0.1761431296,-28.41
,0.8140528289,0.067212,0.51169,0.1913187811,-30.47
,0.8396826781,0.000016,0.520971,0.2077690049,-35.08
,0.7979252027,0,0.532269,0.2179250599,-35.67
,0.7293174091,0,0.533165,0.2086945344,-37.07
,0.70272862,0,0.523902,0.1891408181,-36.45
,0.6577456194,0,0.488373,0.1518015834,-35.48
,0.6009938105,0,0.446773,0.1089034333,-32.42
,0.5849533606,0,0.413874,0.1026650613,-28.82
,0.5666463255,0,0.395423,0.1154860344,-25.16
,0.5571441025,0,0.374234,0.1179217554,-24.12
,0.5521750501,0,0.344105,0.1233299357,-23.34
,0.5786766629,0,0.300705,0.1367882996,-21.83
,0.6614942028,0,0.265521,0.1709466284,-22.49
,0.7491936187,0.066808,0.237687,0.2352365983,-25.05
,0.8085607183,0.235952,0.171249,0.2783402294,-30.26
,0.8207654084,0.394937,0.116515,0.2606149545,-33.79
,0.8246883445,0.530679,0.145842,0.2406699522,-35.67
,0.8286112806,0.619982,0.1351,0.2240842557,-35.33
,0.8307035132,0.668029,0.109015,0.2066969757,-33.38
,0.8085607183,0.671976,0.097871,0.1967113342,-30.84
,0.8020224915,0.630436,0.10076,0.1914405016,-29.15
,0.7904280359,0.539869,0.11155,0.1915528283,-29.44
,0.772905588,0.403378,0.129285,0.1939460024,-29.08
,0.767064772,0.232341,0.169024,0.1998316246,-29.51
,0.7924330921,0.06855,0.300781,0.2102585046,-32.78
,0.8528463081,0.000104,0.440165,0.2245092746,-35.01
,0.8090837765,0,0.527854,0.2336330134,-36.05
,0.7487577369,0,0.575633,0.2230021434,-37.34
,0.6799755906,0,0.599385,0.2064410265,-36.85
,0.666899137,0,0.599004,0.1716966041,-36.01
,0.6042193357,0,0.589937,0.1184548408,-32.74
,0.5798971319,0,0.580713,0.1133077078,-28.92
,0.5547903409,0,0.566434,0.131751677,-27.71
,0.5477290559,0,0.545467,0.1345304574,-26.62
,0.5379653038,0,0.518929,0.1407003534,-25
,0.5710051434,0,0.483077,0.1560542619,-23.91
,0.6592276175,0,0.45364,0.1950236241,-24.96
,0.7411733938,0.055153,0.423115,0.2683685216,-26.08
,0.7974893209,0.209141,0.335241,0.3175430881,-32.25
,0.8078633075,0.382157,0.281216,0.2973212951,-36.25
,0.8130067126,0.515912,0.328375,0.2745671369,-37.27
,0.818237294,0.602996,0.399063,0.2556454262,-36.45
,0.8147502397,0.647093,0.434897,0.2358092329,-34.48
,0.7851102781,0.64574,0.461802,0.2244171627,-31.56
,0.7650597158,0.593536,0.488454,0.2184039591,-26.95
,0.7536396129,0.493071,0.503196,0.2185321065,-26.01
,0.7412605701,0.348855,0.478356,0.2212623474,-25.78
,0.7335890506,0.17951,0.478118,0.2279769307,-27.48
,0.7613111324,0.040237,0.541126,0.2398723857,-31.76
,0.8194577631,0.000039,0.569745,0.2561303069,-34.09
,0.7742132334,0,0.554197,0.2665390796,-36.09
,0.7063028507,0,0.515829,0.2544109037,-36.46
,0.6429256386,0,0.467156,0.2355172345,-34.99
,0.627931305,0,0.38751,0.1958792303,-34.32
,0.5764100776,0,0.320785,0.1351386253,-32.22
,0.5416267108,0,0.281632,0.1292665438,-28.87
,0.519483916,0,0.262716,0.1237197599,-26.54
,0.5037049952,0,0.251453,0.1263291388,-25.04
,0.4940284195,0,0.238406,0.1321229022,-23.31
,0.5091099294,0,0.225616,0.1465407975,-22.81
,0.5380524802,0,0.208521,0.1831344883,-22.32
,0.5732717287,0.032569,0.188788,0.2520080944,-22.02
,0.6295876558,0.153492,0.156771,0.2981848543,-22.44
,0.6689913695,0.288942,0.156289,0.2791958332,-23.08
,0.6767500654,0.424479,0.21979,0.2578288263,-26.94
,0.6868625229,0.53943,0.314947,0.2400606312,-29.03
,0.6921802807,0.599978,0.425006,0.2214337026,-25.79
,0.6557405632,0.578902,0.538567,0.210736122,-24.22
,0.6403975242,0.516293,0.63195,0.2050894987,-23.12
,0.6335105919,0.398909,0.694504,0.2052098338,-22.09
,0.6345567082,0.264806,0.711597,0.2077736323,-21.71
,0.6367361172,0.133389,0.661275,0.2140788775,-22
,0.6582686775,0.029872,0.671574,0.2252491553,-20.95
,0.7090053178,0,0.697814,0.2405159524,-22.73
,0.6708220731,0,0.697492,0.2502901799,-26.99
,0.6278441287,0,0.681535,0.2389013683,-29.34
,0.5824252463,0,0.657943,0.2211595052,-30
,0.5795484265,0,0.615953,0.1839379346,-30.38
,0.5295963735,0,0.567133,0.1269002312,-29.11
,0.4996948827,0,0.515405,0.1213861267,-25.03
,0.4765931479,0,0.435493,0.1048325081,-18.51
,0.4643884579,0,0.346578,0.1082048559,-15.01
,0.4561067039,0,0.258831,0.1144633908,-12.13
,0.4585476419,0,0.179775,0.1331492885,-9.72
,0.4749367971,0,0.122604,0.1809885268,-9.83
,0.4948130067,0.002796,0.088247,0.2419712475,-9.74
,0.5512161102,0.026069,0.068003,0.2673762106,-9.62
,0.6042193357,0.059714,0.072115,0.2509991663,-9.13
,0.64911516,0.094004,0.103989,0.2251413414,-11.34
,0.6867753465,0.127423,0.145153,0.2047777303,-11.55
,0.6964519222,0.158155,0.190269,0.1874311497,-11.59
,0.6665504315,0.163633,0.230234,0.175142791,-11.6
,0.6475459855,0.164771,0.249953,0.1686075841,-11.45
,0.6342951791,0.152718,0.251761,0.1667689952,-9.09
,0.6320285938,0.111537,0.246388,0.169038519,-7.19
,0.6445819894,0.056028,0.217129,0.1761431296,-7.88
,0.6714323076,0.010394,0.206263,0.1913187811,-8.94
,0.7182460117,0,0.203338,0.2077690049,-10.86
,0.696887804,0,0.19595,0.2179250599,-22.04
,0.6448435184,0,0.187233,0.2086945344,-28.13
,0.6120652079,0,0.183952,0.1891408181,-30.74
,0.6035219249,0,0.146878,0.1518015834,-31.9
,0.5644669166,0,0.121076,0.1089034333,-30.59
,0.5410164763,0,0.115364,0.1026650613,-23.54
,0.5199197978,0,0.124556,0.1237197599,-20.68
,0.5167814489,0,0.141149,0.1263291388,-19.04
,0.5116380438,0,0.149093,0.1321229022,-18.78
,0.5431958853,0,0.145017,0.1465407975,-17.5
,0.6389155261,0,0.138331,0.1831344883,-18.07
,0.7437015082,0.016525,0.125261,0.2520080944,-20.81
,0.8261703426,0.077317,0.11418,0.2981848543,-26.82
,0.8503181937,0.167154,0.12393,0.2791958332,-31.42
,0.8569435969,0.269201,0.145135,0.2578288263,-34.41
,0.8687995816,0.363532,0.179006,0.2400606312,-35
,0.8704559324,0.428188,0.224867,0.2214337026,-31.66
,0.8506668991,0.423453,0.274842,0.210736122,-29.06
,0.8474413739,0.369897,0.316521,0.2050894987,-27.25
,0.8375032691,0.298202,0.340623,0.2052098338,-27.19
,0.8332316276,0.199741,0.3439,0.2077736323,-27.3
,0.8266062244,0.10607,0.325125,0.2140788775,-27.81
,0.8344520966,0.027358,0.296748,0.2252491553,-28.49
,0.8768198065,0.000009,0.32885,0.2405159524,-32.9
,0.8294830442,0,0.361782,0.2502901799,-36.59
,0.7675006538,0,0.380336,0.2389013683,-37.71
,0.7086566123,0,0.393446,0.2211595052,-37.64
,0.674221951,0,0.408064,0.1839379346,-35.02
,0.6231366054,0,0.425397,0.1269002312,-30.99
,0.6033475721,0,0.431483,0.1213861267,-27.92
,0.5758870194,0,0.415601,0.1237197599,-23.68
,0.5735332578,0,0.377599,0.1263291388,-22.35
,0.563595153,0,0.325392,0.1321229022,-21.62
,0.5826867753,0,0.265338,0.1465407975,-20.29
,0.6704733676,0,0.210183,0.1831344883,-22.01
,0.7706390027,0.023659,0.157989,0.2520080944,-23.52
,0.8344520966,0.133761,0.127934,0.2981848543,-30.56
,0.8552872461,0.292377,0.162531,0.2791958332,-35.24
,0.8461337285,0.38466,0.167939,0.2578288263,-37.31
,0.8579025368,0.391523,0.13461,0.2400606312,-37.95
,0.8616511202,0.389035,0.093498,0.2214337026,-34.94
,0.832359864,0.365026,0.06629,0.210736122,-32.36
,0.8295702206,0.327019,0.049443,0.2050894987,-28.78
,0.817016825,0.272286,0.038777,0.2052098338,-28.07
,0.8086478947,0.197874,0.03222,0.2077736323,-27.95
,0.8014994334,0.123266,0.027415,0.2140788775,-30.2
,0.8174527068,0.036772,0.024606,0.2252491553,-34.63
,0.8737686339,0.000269,0.024491,0.2405159524,-37.96
,0.8259959899,0,0.0211,0.2502901799,-40.2
,0.7647110104,0,0.016753,0.2389013683,-41.6
,0.7020312091,0,0.013377,0.2211595052,-42
,0.6781448871,0,0.012635,0.1839379346,-38.92
,0.6233109581,0,0.014969,0.1269002312,-33.38
,0.5935838201,0,0.021101,0.1213861267,-27.57
,0.5723999651,0,0.032314,0.1395121852,-26.19
,0.5656002092,0,0.051848,0.1424546429,-23.9
,0.5628977421,0,0.079025,0.1489879614,-22.82
,0.5915787638,0,0.103437,0.1652462541,-22.24
,0.6695144277,0,0.122007,0.2065110107,-22.25
,0.7635777177,0.055211,0.127512,0.2841761088,-24.23
,0.8266934007,0.185383,0.097363,0.3362471821,-30.85
,0.8427338506,0.331706,0.126308,0.3148342741,-34.9
,0.8395083253,0.448555,0.161244,0.2907398382,-36.02
,0.8534565426,0.524858,0.165712,0.2707035908,-34.93
,0.8517130154,0.558612,0.161124,0.2496989953,-29.96
,0.8301804551,0.535714,0.163061,0.2376359032,-27.56
,0.8235550519,0.476984,0.178541,0.2312685068,-26.83
,0.8164065905,0.395305,0.209047,0.2314042023,-26.24
,0.8088222474,0.290492,0.24352,0.2342952614,-26
,0.8001046116,0.165368,0.242556,0.2414053506,-30.48
,0.8215499956,0.048042,0.236445,0.2540014781,-32.97
,0.8701072269,0.000273,0.277355,0.2712170322,-34.95
,0.817975765,0,0.305687,0.282238908,-37.69
,0.7592188998,0,0.312363,0.2693963518,-38.44
,0.6958416877,0,0.306702,0.2493897975,-37.99
,0.6799755906,0,0.310249,0.2074170142,-34.01
,0.6278441287,0,0.314139,0.1430986333,-28.61
,0.596983698,0,0.308886,0.1368806714,-24.49
,0.5700462035,0,0.301789,0.131751677,-21.96
,0.5704820853,0,0.301078,0.1345304574,-21.86
,0.5640310348,0,0.306443,0.1407003534,-20.97
,0.5893121785,0,0.294796,0.1560542619,-21.16
,0.676662889,0,0.273593,0.1950236241,-21.45
,0.7684595938,0.06908,0.246073,0.2683685216,-23.3
,0.8282625752,0.212606,0.171993,0.3175430881,-30.33
,0.8396826781,0.359435,0.182617,0.2973212951,-34.2
,0.8504053701,0.505652,0.272114,0.2745671369,-35.7
,0.8587743004,0.590796,0.299234,0.2556454262,-34.91
,0.8589486531,0.634905,0.305729,0.2358092329,-29.26
,0.8321855113,0.609663,0.312155,0.2244171627,-27.78
,0.8258216372,0.554164,0.318839,0.2184039591,-26.81
,0.8213756429,0.461676,0.332606,0.2185321065,-25.42
,0.8053351931,0.345644,0.345232,0.2212623474,-24.98
,0.8030686078,0.192286,0.318512,0.2279769307,-27.26
,0.8208525848,0.063206,0.310003,0.2398723857,-30.17
,0.8632202947,0.000786,0.370321,0.2561303069,-34
,0.8175398832,0,0.41271,0.2665390796,-36.65
,0.750239735,0,0.420545,0.2544109037,-38.78
,0.6822421759,0,0.407691,0.2355172345,-37.96
,0.6698631331,0,0.388682,0.1958792303,-34.16
,0.613547206,0,0.372515,0.1351386253,-27.98
,0.5839944207,0,0.354016,0.1292665438,-24.26
,0.5567082207,0,0.336505,0.0884983067,-22.1
,0.5486008195,0,0.333176,0.091345201,-20.34
,0.5506058757,0,0.337189,0.0966285787,-20.31
,0.5786766629,0,0.315883,0.1124029825,-20.23
,0.6542585651,0,0.289615,0.1527882757,-21.25
,0.7450963299,0.055337,0.256278,0.2042691343,-23.1
,0.8017609624,0.205677,0.198228,0.2257156899,-29
,0.8120477726,0.383916,0.210243,0.2118903917,-34.47
,0.8110016564,0.527079,0.229611,0.1900615357,-35.9
,0.815534827,0.61771,0.228198,0.1728708271,-34.92
,0.8092581292,0.656971,0.211462,0.1582270583,-32.55
,0.7703774736,0.657615,0.187091,0.1478533779,-28.87
,0.7564292564,0.624838,0.17394,0.142336437,-26.67
,0.7393426903,0.546494,0.181948,0.140784323,-25.13
,0.7311481126,0.418241,0.201189,0.1427002269,-24.49
,0.7273995292,0.256109,0.213429,0.1486978514,-26.68
,0.7532909075,0.096939,0.262863,0.1615089486,-29.73
,0.8126580071,0.003026,0.34194,0.1753960241,-34.92
,0.7744747624,0,0.374823,0.1839696401,-38.45
,0.7117949612,0,0.363241,0.1761773446,-41.99
,0.6607096156,0,0.332302,0.1596703393,-39.01
,0.6462383402,0,0.307457,0.1281490191,-37.06
,0.5932351146,0,0.29593,0.0919349314,-32.09
,0.5546159881,0,0.279547,0.0866685749,-27.22
,0.531427077,0,0.250649,0.0805337788,-25.93
,0.5176532124,0,0.212334,0.0831244629,-24.05
,0.5101560457,0,0.174577,0.0879323558,-23
,0.5169558016,0,0.133513,0.1022871201,-23.07
,0.5404062418,0.000006,0.103925,0.139037883,-23.28
,0.5741434923,0.06412,0.089151,0.1858856502,-23.18
,0.6283671868,0.215208,0.058232,0.2054020934,-25.28
,0.6640223171,0.39066,0.040442,0.192821022,-26.84
,0.679103827,0.543086,0.047743,0.1729566842,-29.5
,0.6857292302,0.636788,0.058023,0.1573130772,-29.56
,0.6862522884,0.68621,0.063761,0.1439871948,-25.14
,0.6501612763,0.691417,0.06211,0.134547108,-23.02
,0.630110714,0.649064,0.057344,0.129526672,-21.93
,0.6104960335,0.563239,0.052096,0.1281142426,-20.03
,0.5993374597,0.434331,0.050095,0.1298577221,-19.96
,0.6048295702,0.271177,0.05309,0.135315582,-20.76
,0.6315055357,0.107446,0.069513,0.1469737268,-23.03
,0.6913956935,0.00398,0.103135,0.1596110157,-28.41
,0.6726527766,0,0.129071,0.1674130372,-34.94
,0.6200854328,0,0.136975,0.1603220202,-35.36
,0.5757998431,0,0.133699,0.1453005856,-34.95
,0.5710923198,0,0.128595,0.1166160704,-33.61
,0.5248016738,0,0.123554,0.0836611198,-29.92
,0.4988231192,0,0.123093,0.0788687163,-24.73
,0.4733676227,0,0.124618,0.0728340042,-23.14
,0.4663063377,0,0.123779,0.075176995,-20.98
,0.4589835237,0,0.117573,0.0795252088,-21.01
,0.4723215064,0,0.116091,0.0925075248,-21.29
,0.4846133729,0.000124,0.119477,0.1257445746,-19.85
,0.5228837939,0.086056,0.122265,0.1681132618,-19.83
,0.5582773952,0.246722,0.091326,0.1857637523,-20.48
,0.5893121785,0.409893,0.08253,0.1743855478,-20.18
,0.6062243919,0.542883,0.143303,0.1564204245,-22.07
,0.6090140354,0.634023,0.159291,0.1422724912,-23.19
,0.5768459594,0.681341,0.131236,0.1302206864,-20.07
,0.5509545811,0.684942,0.090586,0.1216831593,-20.09
,0.5260221428,0.644015,0.059991,0.1171427234,-13.38
,0.5147763926,0.55899,0.04008,0.1158653354,-10.05
,0.5139046291,0.430407,0.026585,0.1174421221,-8.99
,0.5397960073,0.267122,0.021718,0.1223781601,-13.51
,0.570917967,0.10396,0.026437,0.1329216783,-18.15
,0.6385668207,0.003637,0.03295,0.1443507254,-22.26
,0.6221776654,0,0.034588,0.1514068015,-29.01
,0.5825124226,0,0.034156,0.1449937513,-32.95
,0.5754511377,0,0.034017,0.1314085049,-33.92
,0.5337808386,0,0.035344,0.1054664948,-33.25
,0.5084125185,0,0.035705,0.0756623425,-29.97
,0.4910644233,0,0.036975,0.0713281371,-23.3
,0.4794699677,0,0.040582,0.0601640494,-22.16
,0.4803417313,0,0.048601,0.0618289003,-23.02
,0.507802284,0,0.061716,0.0700103293,-22.09
,0.6034347485,0,0.077626,0.0917681877,-22.09
,0.7182460117,0.000137,0.097463,0.1385227473,-22.61
,0.788510156,0.07447,0.108423,0.180201344,-24.52
,0.8028942551,0.226006,0.074666,0.1713573329,-34.95
,0.8064684857,0.38043,0.043602,0.1538017634,-40.26
,0.8089966001,0.507133,0.068241,0.1370442046,-41.69
,0.8116118909,0.583865,0.085981,0.1229976738,-35.32
,0.7843256909,0.631626,0.110181,0.1130437316,-30.98
,0.7742132334,0.636174,0.145778,0.1033495226,-28.96
,0.7709005318,0.588119,0.191031,0.0970312553,-26.33
,0.7511986749,0.50407,0.237137,0.0919559201,-24.95
,0.7377735158,0.379686,0.268507,0.0939115381,-22.98
,0.7455322117,0.226544,0.256888,0.1016704243,-23.02
,0.7594804289,0.077875,0.250776,0.1183800176,-22.99
,0.7769157005,0.002439,0.292761,0.1342079644,-30
,0.7347223433,0,0.325899,0.1446083854,-34.01
,0.6709964258,0,0.355306,0.1384284739,-36.64
,0.6399616424,0,0.375203,0.1198037005,-37.55
,0.5855635952,0,0.364907,0.0869857697,-34.09
,0.5615029204,0,0.326354,0.0649201249,-29.29
,0.5389242437,0,0.278734,0.0610137968,-24.19
,0.5331706041,0,0.24578,0.0479210266,-24.85
,0.5308168425,0,0.226408,0.0492470904,-24.15
,0.55409293,0,0.212228,0.0557636477,-23.74
,0.6409205823,0,0.196879,0.0730939126,-23.35
,0.7626187778,0.000074,0.178781,0.1103342002,-22.74
,0.8146630634,0.05101,0.144545,0.1435314527,-24.14
,0.8292215151,0.186374,0.071023,0.1364871447,-32.65
,0.8248626972,0.340505,0.042794,0.1225040282,-40.59
,0.8263446953,0.468595,0.052792,0.109156532,-43.82
,0.8248626972,0.56854,0.046891,0.0979683859,-38.03
,0.7986226135,0.612901,0.047973,0.0900400111,-32
,0.7928689739,0.609128,0.05416,0.0823185154,-30.06
,0.7769157005,0.558169,0.061542,0.0772859776,-27.07
,0.7683724174,0.472097,0.067532,0.0732434426,-26.97
,0.7478859733,0.342414,0.07119,0.0748011041,-26.86
,0.7481475024,0.199486,0.064789,0.0809811036,-28.96
,0.7512858513,0.071432,0.063676,0.094290395,-33.33
,0.7872025107,0.002726,0.071655,0.1068974497,-37.77
,0.7396042193,0,0.079507,0.1151814474,-40.6
,0.677883358,0,0.088256,0.1102591108,-43.71
,0.6489408073,0,0.100188,0.095424367,-44.83
,0.5947171127,0,0.114447,0.069284688,-40.83
,0.5705692616,0,0.122193,0.0517092694,-32.96
,0.5398831837,0,0.125824,0.0485978556,-26.64
,0.5309040188,0,0.125644,0.0601640494,-25.6
,0.5220120303,0,0.121288,0.0618289003,-24.02
,0.5535698719,0,0.112357,0.0700103293,-23.48
,0.6471101037,0,0.103302,0.0917681877,-22.77
,0.7536396129,0.000051,0.09865,0.1385227473,-22.79
,0.8203295266,0.029642,0.090199,0.180201344,-25.34
,0.8329700985,0.110609,0.060601,0.1713573329,-32.98
,0.8351495075,0.238856,0.053982,0.1538017634,-40.46
,0.8342777439,0.387734,0.071881,0.1370442046,-42.04
,0.8290471624,0.498072,0.077716,0.1229976738,-36.13
,0.8067300148,0.548097,0.080526,0.1130437316,-29.59
,0.7983610845,0.550919,0.089097,0.1033495226,-28.19
,0.7853718072,0.514987,0.097078,0.0970312553,-26.78
,0.7648853631,0.437325,0.104134,0.0919559201,-27.06
,0.7466655043,0.33111,0.109939,0.0939115381,-26.91
,0.7573881963,0.201172,0.113661,0.1016704243,-27.05
,0.7532909075,0.074692,0.140995,0.1183800176,-30.79
,0.7849359254,0.003066,0.21533,0.1342079644,-35.94
,0.7464911516,0,0.290455,0.1446083854,-38.96
,0.6782320635,0,0.343481,0.1384284739,-40.94
,0.6486792782,0,0.374702,0.1198037005,-39.61
,0.5990759306,0,0.376544,0.0869857697,-35.96
,0.5560979862,0,0.369237,0.0649201249,-28.38
,0.5339551914,0,0.357439,0.0610137968,-24.2
,0.520965914,0,0.341187,0.0728340042,-24.34
,0.5159968617,0,0.32197,0.075176995,-23.73
,0.5418010636,0,0.302738,0.0795252088,-23.37
,0.6379565862,0,0.282557,0.0925075248,-22.98
,0.7388196321,0.000337,0.261285,0.1257445746,-23.59
,0.7966175573,0.062097,0.213217,0.1681132618,-25.1
,0.8184988231,0.207818,0.148502,0.1857637523,-32.95
,0.8123964781,0.361131,0.16237,0.1743855478,-37.97
,0.8174527068,0.490228,0.211355,0.1564204245,-41.08
,0.8176270595,0.56739,0.221489,0.1422724912,-38.24
,0.7966175573,0.600859,0.221334,0.1302206864,-34.92
,0.7887716851,0.601095,0.203358,0.1216831593,-32.98
,0.7795309912,0.553223,0.175032,0.1171427234,-29.93
,0.7710748845,0.460536,0.145259,0.1158653354,-28.68
,0.7618341906,0.333061,0.113863,0.1174421221,-27.87
,0.7620957196,0.196364,0.092728,0.1223781601,-27.88
,0.7681108883,0.070034,0.09349,0.1329216783,-28.96
,0.789469096,0.002958,0.104888,0.1443507254,-34.06
,0.7400401011,0,0.114565,0.1514068015,-36.82
,0.681283236,0,0.117273,0.1449937513,-38.96
,0.6482433964,0,0.110573,0.1314085049,-40.44
,0.5975939325,0,0.095391,0.1054664948,-37.93
,0.5656873856,0,0.076792,0.0756623425,-30.43
,0.542149769,0,0.062599,0.0713281371,-26.93
,0.5288989626,0,0.054928,0.0884983067,-25.64
,0.5181762706,0,0.055631,0.091345201,-23.89
,0.5523494028,0,0.069035,0.0966285787,-23.76
,0.6361258827,0,0.08567,0.1124029825,-22.91
,0.7519832621,0.000578,0.099051,0.1527882757,-23.1
,0.8137912998,0.06813,0.097787,0.2042691343,-25.97
,0.8351495075,0.195739,0.059375,0.2257156899,-33.08
,0.8381135036,0.329775,0.052634,0.2118903917,-38.41
,0.838462209,0.43692,0.070502,0.1900615357,-40.5
,0.8366315055,0.508402,0.073476,0.1728708271,-37.91
,0.7981867318,0.511469,0.076733,0.1582270583,-32.84
,0.7776131113,0.479527,0.080849,0.1478533779,-29.59
,0.7593932525,0.442694,0.083874,0.142336437,-26.81
,0.7427425682,0.395727,0.090021,0.140784323,-25.69
,0.7280097638,0.290303,0.10114,0.1427002269,-25.85
,0.7343736379,0.148581,0.115977,0.1486978514,-27.94
,0.7307994072,0.042556,0.140996,0.1615089486,-29.17
,0.7450963299,0.000725,0.19174,0.1753960241,-34.01
,0.7044721472,0,0.225931,0.1839696401,-37.56
,0.6407462296,0,0.237741,0.1761773446,-37.98
,0.6294133031,0,0.23758,0.1596703393,-38.79
,0.5820765408,0,0.234354,0.1281490191,-34.99
,0.5416267108,0,0.222877,0.0919349314,-29.09
,0.5166942725,0,0.208997,0.0866685749,-27.61
,0.5021358208,0,0.19148,0.0805337788,-31.41
,0.4888850144,0,0.173087,0.0831244629,-28.04
,0.4969052393,0,0.160881,0.0879323558,-25.37
,0.5261093192,0,0.145688,0.1022871201,-24.88
,0.5670822073,0.000602,0.139476,0.139037883,-24.02
,0.6239211926,0.05335,0.124065,0.1858856502,-24.92
,0.6657658443,0.170431,0.084207,0.2054020934,-25.65
,0.6796268852,0.306126,0.086593,0.192821022,-29.44
,0.6934007497,0.436258,0.094793,0.1729566842,-31.55
,0.6951442769,0.529858,0.098117,0.1573130772,-32.95
,0.6644581989,0.566624,0.104716,0.1439871948,-30.35
,0.64911516,0.547385,0.109478,0.134547108,-29.06
,0.6317670648,0.488309,0.110516,0.129526672,-27.16
,0.6338592974,0.388012,0.109591,0.1281142426,-25.09
,0.6245314271,0.268816,0.102474,0.1298577221,-25.11
,0.6373463517,0.143334,0.096381,0.135315582,-25.36
,0.6389155261,0.04426,0.103015,0.1469737268,-26.85
,0.6562636213,0.000774,0.117361,0.1596110157,-30.44
,0.6217417836,0,0.117047,0.1674130372,-34.27
,0.5808560718,0,0.103209,0.1603220202,-37.56
,0.5729230233,0,0.091604,0.1453005856,-38.56
,0.5223607358,0,0.082251,0.1166160704,-37.67
,0.4942027722,0,0.077746,0.0836611198,-33.01
,0.4647371633,0,0.077853,0.0788687163,-28.93
,0.454188824,0,0.098789,0.0884983067,-27.7
,0.4445122483,0,0.130949,0.091345201,-25.02
,0.4467788336,0,0.156071,0.0966285787,-23.09
,0.4667422195,0,0.149889,0.1124029825,-22.04
,0.4878388981,0.000548,0.130148,0.1527882757,-20.81
,0.530468137,0.038718,0.096235,0.2042691343,-20.09
,0.5714410252,0.119667,0.06977,0.2257156899,-20.03
,0.6057885102,0.217253,0.084064,0.2118903917,-22.02
,0.6352541191,0.321427,0.090084,0.1900615357,-22.38
,0.6484177491,0.398836,0.102152,0.1728708271,-23.5
,0.6152907332,0.396174,0.115153,0.1582270583,-23.58
,0.5978554616,0.35981,0.125988,0.1478533779,-24.99
,0.5796356028,0.325299,0.136347,0.142336437,-24.85
,0.5720512597,0.268583,0.14822,0.140784323,-23.49
,0.5772818412,0.209794,0.15784,0.1427002269,-20.79
,0.5934094674,0.144881,0.142367,0.1486978514,-20.52
,0.6084909772,0.058907,0.116797,0.1615089486,-21.26
,0.6390898788,0.003274,0.1223,0.1753960241,-22.94
,0.6247929562,0,0.127104,0.1839696401,-26.94
,0.5869584169,0,0.125283,0.1761773446,-30.31
,0.5821637172,0,0.117827,0.1596703393,-33.83
,0.5395344782,0,0.108838,0.1281490191,-31.79
,0.5128585128,0,0.101908,0.0919349314,-29.53
,0.4951617121,0,0.101446,0.0866685749,-25.06
,0.485136431,0,0.108214,0.0966308533,-23.18
,0.4822596112,0,0.121949,0.0997393628,-22.3
,0.5221863831,0,0.136479,0.1055082562,-22.42
