class,label,source,target,conversion_factors,nominal_value,actual_value,fixed_costs,variable_costs,fixed,nominal_capacity,capacity_loss,inflow_conversion_factor,outflow_conversion_factor,initial_capacity,capacity_min,capacity_max,balanced
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### TODOS,,,,,,,,,,,,,,,,,
Replace load (nominal value) with maximum of ENTSO-E load for all countries,,,,,,,,,,,,,,,,,
If time: replace solar and wind feedin for 2014 with real values from OPSD dataset,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### GLOBAL RESOURCES,,,,,,,,,,,,,,,,,
LinearTransformer,LU_pp_gas,GL_bus_gas,LU_pp_gas,,,,,,,,,,,,,,
LinearTransformer,LU_pp_gas,LU_pp_gas,LU_bus_el,0.471,500,,,1.5,,,,,,,,,
LinearTransformer,LU_pp_oil,GL_bus_oil,LU_pp_oil,,,,,,,,,,,,,,
LinearTransformer,LU_pp_oil,LU_pp_oil,LU_bus_oil,0.368,0.00000001,,,,,,,,,,,,
LinearTransformer,LU_pp_mixed_fuels,GL_bus_mixed_fuels,LU_pp_mixed_fuels,,,,,,,,,,,,,,
LinearTransformer,LU_pp_mixed_fuels,LU_pp_mixed_fuels,LU_bus_mixed_fuels,0.26,0.00000001,,,23,,,,,,,,,
LinearTransformer,LU_pp_biomass,GL_bus_biomass,LU_pp_biomass,,,,,,,,,,,,,,
LinearTransformer,LU_pp_biomass,LU_pp_biomass,LU_bus_biomass,0.38,20,,,3.9,,,,,,,,,
Source,LU_wind,LU_wind,LU_bus_el,,40,seq,,,TRUE,,,,,,,,
Source,LU_solar,LU_solar,LU_bus_el,,40,seq,,,TRUE,,,,,,,,
Storage,LU_storage_phs,LU_bus_el,LU_storage_phs,,1130,,,0,,11300,0,0.9,0.9,0.5,0,1,
Storage,LU_storage_phs,LU_storage_phs,LU_bus_el,,1130,,,0,,,,,,,,,
Sink,LU_load,LU_bus_el,LU_load,,1060,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### NL,,,,,,,,,,,,,,,,,
Sink,NL_excess,NL_bus_el,NL_excess,,,,,1000,,,,,,,,,
Source,NL_shortage,NL_shortage,NL_bus_el,,,,,1000,,,,,,,,,
LinearTransformer,NL_pp_uranium,GL_bus_uranium,NL_pp_uranium,,,,,,,,,,,,,,
LinearTransformer,NL_pp_uranium,NL_pp_uranium,NL_bus_el,0.36,490,,,0.5,,,,,,,,,
LinearTransformer,NL_pp_lignite,GL_bus_lignite,NL_pp_lignite,,,,,,,,,,,,,,
LinearTransformer,NL_pp_lignite,NL_pp_lignite,NL_bus_el,0.36,0.00000001,,,4.4,,,,,,,,,
LinearTransformer,NL_pp_hard_coal,GL_bus_hard_coal,NL_pp_hard_coal,,,,,,,,,,,,,,
LinearTransformer,NL_pp_hard_coal,NL_pp_hard_coal,NL_bus_el,0.385,5720,,,4,,,,,,,,,
LinearTransformer,NL_pp_gas,GL_bus_gas,NL_pp_gas,,,,,,,,,,,,,,
LinearTransformer,NL_pp_gas,NL_pp_gas,NL_bus_el,0.471,20060,,,1.5,,,,,,,,,
LinearTransformer,NL_pp_oil,GL_bus_oil,NL_pp_oil,,,,,,,,,,,,,,
LinearTransformer,NL_pp_oil,NL_pp_oil,NL_bus_oil,0.368,0.00000001,,,,,,,,,,,,
LinearTransformer,NL_pp_mixed_fuels,GL_bus_mixed_fuels,NL_pp_mixed_fuels,,,,,,,,,,,,,,
LinearTransformer,NL_pp_mixed_fuels,NL_pp_mixed_fuels,NL_bus_mixed_fuels,0.26,970,,,23,,,,,,,,,
LinearTransformer,NL_pp_biomass,GL_bus_biomass,NL_pp_biomass,,,,,,,,,,,,,,
LinearTransformer,NL_pp_biomass,NL_pp_biomass,NL_bus_biomass,0.38,400,,,3.9,,,,,,,,,
Source,NL_wind,NL_wind,NL_bus_el,,2710,seq,,,TRUE,,,,,,,,
Source,NL_solar,NL_solar,NL_bus_el,,760,seq,,,TRUE,,,,,,,,
Storage,NL_storage_phs,NL_bus_el,NL_storage_phs,,40,,,0,,400,0,0.9,0.9,0.5,0,1,
Storage,NL_storage_phs,NL_storage_phs,NL_bus_el,,40,,,0,,,,,,,,,
Sink,NL_load,NL_bus_el,NL_load,,16410,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### NO,,,,,,,,,,,,,,,,,
Sink,NO_excess,NO_bus_el,NO_excess,,,,,1000,,,,,,,,,
Source,NO_shortage,NO_shortage,NO_bus_el,,,,,1000,,,,,,,,,
LinearTransformer,NO_pp_uranium,GL_bus_uranium,NO_pp_uranium,,,,,,,,,,,,,,
LinearTransformer,NO_pp_uranium,NO_pp_uranium,NO_bus_el,0.36,0.00000001,,,0.5,,,,,,,,,
LinearTransformer,NO_pp_lignite,GL_bus_lignite,NO_pp_lignite,,,,,,,,,,,,,,
LinearTransformer,NO_pp_lignite,NO_pp_lignite,NO_bus_el,0.36,0.00000001,,,4.4,,,,,,,,,
LinearTransformer,NO_pp_hard_coal,GL_bus_hard_coal,NO_pp_hard_coal,,,,,,,,,,,,,,
LinearTransformer,NO_pp_hard_coal,NO_pp_hard_coal,NO_bus_el,0.385,0.00000001,,,4,,,,,,,,,
LinearTransformer,NO_pp_gas,GL_bus_gas,NO_pp_gas,,,,,,,,,,,,,,
LinearTransformer,NO_pp_gas,NO_pp_gas,NO_bus_el,0.471,1150,,,1.5,,,,,,,,,
LinearTransformer,NO_pp_oil,GL_bus_oil,NO_pp_oil,,,,,,,,,,,,,,
LinearTransformer,NO_pp_oil,NO_pp_oil,NO_bus_oil,0.368,0.00000001,,,,,,,,,,,,
LinearTransformer,NO_pp_mixed_fuels,GL_bus_mixed_fuels,NO_pp_mixed_fuels,,,,,,,,,,,,,,
LinearTransformer,NO_pp_mixed_fuels,NO_pp_mixed_fuels,NO_bus_mixed_fuels,0.26,0.00000001,,,23,,,,,,,,,
LinearTransformer,NO_pp_biomass,GL_bus_biomass,NO_pp_biomass,,,,,,,,,,,,,,
LinearTransformer,NO_pp_biomass,NO_pp_biomass,NO_bus_biomass,0.38,0.00000001,,,3.9,,,,,,,,,
Source,NO_wind,NO_wind,NO_bus_el,,800,seq,,,TRUE,,,,,,,,
Source,NO_solar,NO_solar,NO_bus_el,,0.00000001,seq,,,TRUE,,,,,,,,
Storage,NO_storage_phs,NO_bus_el,NO_storage_phs,,31000,,,0,,310000,0,0.9,0.9,0.5,0,1,
Storage,NO_storage_phs,NO_storage_phs,NO_bus_el,,31000,,,0,,,,,,,,,
Sink,NO_load,NO_bus_el,NO_load,,21700,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### PL,,,,,,,,,,,,,,,,,
Sink,PL_excess,PL_bus_el,PL_excess,,,,,1000,,,,,,,,,
Source,PL_shortage,PL_shortage,PL_bus_el,,,,,1000,,,,,,,,,
LinearTransformer,PL_pp_uranium,GL_bus_uranium,PL_pp_uranium,,,,,,,,,,,,,,
LinearTransformer,PL_pp_uranium,PL_pp_uranium,PL_bus_el,0.36,0.00000001,,,0.5,,,,,,,,,
LinearTransformer,PL_pp_lignite,GL_bus_lignite,PL_pp_lignite,,,,,,,,,,,,,,
LinearTransformer,PL_pp_lignite,PL_pp_lignite,PL_bus_el,0.36,8580,,,4.4,,,,,,,,,
LinearTransformer,PL_pp_hard_coal,GL_bus_hard_coal,PL_pp_hard_coal,,,,,,,,,,,,,,
LinearTransformer,PL_pp_hard_coal,PL_pp_hard_coal,PL_bus_el,0.385,19750,,,4,,,,,,,,,
LinearTransformer,PL_pp_gas,GL_bus_gas,PL_pp_gas,,,,,,,,,,,,,,
LinearTransformer,PL_pp_gas,PL_pp_gas,PL_bus_el,0.471,920,,,1.5,,,,,,,,,
LinearTransformer,PL_pp_oil,GL_bus_oil,PL_pp_oil,,,,,,,,,,,,,,
LinearTransformer,PL_pp_oil,PL_pp_oil,PL_bus_oil,0.368,0.00000001,,,,,,,,,,,,
LinearTransformer,PL_pp_mixed_fuels,GL_bus_mixed_fuels,PL_pp_mixed_fuels,,,,,,,,,,,,,,
LinearTransformer,PL_pp_mixed_fuels,PL_pp_mixed_fuels,PL_bus_mixed_fuels,0.26,0.00000001,,,23,,,,,,,,,
LinearTransformer,PL_pp_biomass,GL_bus_biomass,PL_pp_biomass,,,,,,,,,,,,,,
LinearTransformer,PL_pp_biomass,PL_pp_biomass,PL_bus_biomass,0.38,720,,,3.9,,,,,,,,,
Source,PL_wind,PL_wind,PL_bus_el,,3630,seq,,,TRUE,,,,,,,,
Source,PL_solar,PL_solar,PL_bus_el,,0.00000001,seq,,,TRUE,,,,,,,,
Storage,PL_storage_phs,PL_bus_el,PL_storage_phs,,2360,,,0,,23600,0,0.9,0.9,0.5,0,1,
Storage,PL_storage_phs,PL_storage_phs,PL_bus_el,,2360,,,0,,,,,,,,,
Sink,PL_load,PL_bus_el,PL_load,,22370,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### SE,,,,,,,,,,,,,,,,,
Sink,SE_excess,SE_bus_el,SE_excess,,,,,1000,,,,,,,,,
Source,SE_shortage,SE_shortage,SE_bus_el,,,,,1000,,,,,,,,,
LinearTransformer,SE_pp_uranium,GL_bus_uranium,SE_pp_uranium,,,,,,,,,,,,,,
LinearTransformer,SE_pp_uranium,SE_pp_uranium,SE_bus_el,0.36,9900,,,0.5,,,,,,,,,
LinearTransformer,SE_pp_lignite,GL_bus_lignite,SE_pp_lignite,,,,,,,,,,,,,,
LinearTransformer,SE_pp_lignite,SE_pp_lignite,SE_bus_el,0.36,8580,,,4.4,,,,,,,,,
LinearTransformer,SE_pp_hard_coal,GL_bus_hard_coal,SE_pp_hard_coal,,,,,,,,,,,,,,
LinearTransformer,SE_pp_hard_coal,SE_pp_hard_coal,SE_bus_el,0.385,230,,,4,,,,,,,,,
LinearTransformer,SE_pp_gas,GL_bus_gas,SE_pp_gas,,,,,,,,,,,,,,
LinearTransformer,SE_pp_gas,SE_pp_gas,SE_bus_el,0.471,920,,,1.5,,,,,,,,,
LinearTransformer,SE_pp_oil,GL_bus_oil,SE_pp_oil,,,,,,,,,,,,,,
LinearTransformer,SE_pp_oil,SE_pp_oil,SE_bus_oil,0.368,4620,,,,,,,,,,,,
LinearTransformer,SE_pp_mixed_fuels,GL_bus_mixed_fuels,SE_pp_mixed_fuels,,,,,,,,,,,,,,
LinearTransformer,SE_pp_mixed_fuels,SE_pp_mixed_fuels,SE_bus_mixed_fuels,0.26,100,,,23,,,,,,,,,
LinearTransformer,SE_pp_biomass,GL_bus_biomass,SE_pp_biomass,,,,,,,,,,,,,,
LinearTransformer,SE_pp_biomass,SE_pp_biomass,SE_bus_biomass,0.38,3240,,,3.9,,,,,,,,,
Source,SE_wind,SE_wind,SE_bus_el,,3980,seq,,,TRUE,,,,,,,,
Source,SE_solar,SE_solar,SE_bus_el,,0.00000001,seq,,,TRUE,,,,,,,,
Storage,SE_storage_phs,SE_bus_el,SE_storage_phs,,16200,,,0,,162000,0,0.9,0.9,0.5,0,1,
Storage,SE_storage_phs,SE_storage_phs,SE_bus_el,,16200,,,0,,,,,,,,,
Sink,SE_load,SE_bus_el,SE_load,,22620,seq,,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
### DE,,,,,,,,,,,,,,,,,
### DE other_non_renewable,,,,,,,,,,,,,,,,,
LinearTransformer,BNA0142,BNA0142,DE_bus_el,0.35,160,,,,,,,,,,,,
LinearTransformer,BNA0142,GL_bus_mixed_fuels,BNA0142,,,,,,,,,,,,,,
LinearTransformer,BNA0143,BNA0143,DE_bus_el,0.35,110,,,,,,,,,,,,
LinearTransformer,BNA0143,GL_bus_mixed_fuels,BNA0143,,,,,,,,,,,,,,
LinearTransformer,BNA0217,BNA0217,DE_bus_el,0.35,60,,,,,,,,,,,,
LinearTransformer,BNA0217,GL_bus_mixed_fuels,BNA0217,,,,,,,,,,,,,,
LinearTransformer,BNA0218,BNA0218,DE_bus_el,0.35,90,,,,,,,,,,,,
LinearTransformer,BNA0218,GL_bus_mixed_fuels,BNA0218,,,,,,,,,,,,,,
LinearTransformer,BNA0219,BNA0219,DE_bus_el,0.35,165,,,,,,,,,,,,
LinearTransformer,BNA0219,GL_bus_mixed_fuels,BNA0219,,,,,,,,,,,,,,
LinearTransformer,BNA0237,BNA0237,DE_bus_el,0.35,23.5,,,,,,,,,,,,
LinearTransformer,BNA0237,GL_bus_mixed_fuels,BNA0237,,,,,,,,,,,,,,
LinearTransformer,BNA0238a,BNA0238a,DE_bus_el,0.35,45,,,,,,,,,,,,
LinearTransformer,BNA0238a,GL_bus_mixed_fuels,BNA0238a,,,,,,,,,,,,,,
LinearTransformer,BNA0238b,BNA0238b,DE_bus_el,0.35,56,,,,,,,,,,,,
LinearTransformer,BNA0238b,GL_bus_mixed_fuels,BNA0238b,,,,,,,,,,,,,,
LinearTransformer,BNA0289a,BNA0289a,DE_bus_el,0.35,19.7,,,,,,,,,,,,
LinearTransformer,BNA0289a,GL_bus_mixed_fuels,BNA0289a,,,,,,,,,,,,,,
LinearTransformer,BNA0395,BNA0395,DE_bus_el,0.35,60,,,,,,,,,,,,
LinearTransformer,BNA0395,GL_bus_mixed_fuels,BNA0395,,,,,,,,,,,,,,
LinearTransformer,BNA0396,BNA0396,DE_bus_el,0.35,100,,,,,,,,,,,,
LinearTransformer,BNA0396,GL_bus_mixed_fuels,BNA0396,,,,,,,,,,,,,,
LinearTransformer,BNA0397,BNA0397,DE_bus_el,0.35,225,,,,,,,,,,,,
LinearTransformer,BNA0397,GL_bus_mixed_fuels,BNA0397,,,,,,,,,,,,,,
LinearTransformer,BNA0485,BNA0485,DE_bus_el,0.35,303,,,,,,,,,,,,
LinearTransformer,BNA0485,GL_bus_mixed_fuels,BNA0485,,,,,,,,,,,,,,
LinearTransformer,BNA0486,BNA0486,DE_bus_el,0.35,303,,,,,,,,,,,,
LinearTransformer,BNA0486,GL_bus_mixed_fuels,BNA0486,,,,,,,,,,,,,,
LinearTransformer,BNA0597,BNA0597,DE_bus_el,0.35,8.7,,,,,,,,,,,,
LinearTransformer,BNA0597,GL_bus_mixed_fuels,BNA0597,,,,,,,,,,,,,,
LinearTransformer,BNA0598a,BNA0598a,DE_bus_el,0.35,14,,,,,,,,,,,,
LinearTransformer,BNA0598a,GL_bus_mixed_fuels,BNA0598a,,,,,,,,,,,,,,
LinearTransformer,BNA0598b,BNA0598b,DE_bus_el,0.35,20,,,,,,,,,,,,
LinearTransformer,BNA0598b,GL_bus_mixed_fuels,BNA0598b,,,,,,,,,,,,,,
LinearTransformer,BNA0616b,BNA0616b,DE_bus_el,0.35,56,,,,,,,,,,,,
LinearTransformer,BNA0616b,GL_bus_mixed_fuels,BNA0616b,,,,,,,,,,,,,,
LinearTransformer,BNA0693,BNA0693,DE_bus_el,0.35,53.6,,,,,,,,,,,,
LinearTransformer,BNA0693,GL_bus_mixed_fuels,BNA0693,,,,,,,,,,,,,,
LinearTransformer,BNA0863,BNA0863,DE_bus_el,0.35,94.5,,,,,,,,,,,,
LinearTransformer,BNA0863,GL_bus_mixed_fuels,BNA0863,,,,,,,,,,,,,,
LinearTransformer,BNA0864,BNA0864,DE_bus_el,0.35,97,,,,,,,,,,,,
LinearTransformer,BNA0864,GL_bus_mixed_fuels,BNA0864,,,,,,,,,,,,,,
LinearTransformer,BNA0865b,BNA0865b,DE_bus_el,0.35,97,,,,,,,,,,,,
LinearTransformer,BNA0865b,GL_bus_mixed_fuels,BNA0865b,,,,,,,,,,,,,,
LinearTransformer,BNA1115,BNA1115,DE_bus_el,0.35,85,,,,,,,,,,,,
LinearTransformer,BNA1115,GL_bus_mixed_fuels,BNA1115,,,,,,,,,,,,,,
LinearTransformer,BNA1249,BNA1249,DE_bus_el,0.35,6,,,,,,,,,,,,
LinearTransformer,BNA1249,GL_bus_mixed_fuels,BNA1249,,,,,,,,,,,,,,
LinearTransformer,BNA1397a,BNA1397a,DE_bus_el,0.35,15.5,,,,,,,,,,,,
LinearTransformer,BNA1397a,GL_bus_mixed_fuels,BNA1397a,,,,,,,,,,,,,,
LinearTransformer,BNA1397b,BNA1397b,DE_bus_el,0.35,19.2,,,,,,,,,,,,
LinearTransformer,BNA1397b,GL_bus_mixed_fuels,BNA1397b,,,,,,,,,,,,,,
LinearTransformer,BNA1397c,BNA1397c,DE_bus_el,0.35,15.5,,,,,,,,,,,,
LinearTransformer,BNA1397c,GL_bus_mixed_fuels,BNA1397c,,,,,,,,,,,,,,
LinearTransformer,BNA1397d,BNA1397d,DE_bus_el,0.35,10.4,,,,,,,,,,,,
LinearTransformer,BNA1397d,GL_bus_mixed_fuels,BNA1397d,,,,,,,,,,,,,,
LinearTransformer,BNA1397e,BNA1397e,DE_bus_el,0.35,33.6,,,,,,,,,,,,
LinearTransformer,BNA1397e,GL_bus_mixed_fuels,BNA1397e,,,,,,,,,,,,,,
LinearTransformer,BNA1399,BNA1399,DE_bus_el,0.35,38,,,,,,,,,,,,
LinearTransformer,BNA1399,GL_bus_mixed_fuels,BNA1399,,,,,,,,,,,,,,
LinearTransformer,BNA1409,BNA1409,DE_bus_el,0.35,21,,,,,,,,,,,,
LinearTransformer,BNA1409,GL_bus_mixed_fuels,BNA1409,,,,,,,,,,,,,,
LinearTransformer,BNA1465a,BNA1465a,DE_bus_el,0.35,28,,,,,,,,,,,,
LinearTransformer,BNA1465a,GL_bus_mixed_fuels,BNA1465a,,,,,,,,,,,,,,
LinearTransformer,BNA1488,BNA1488,DE_bus_el,0.35,16,,,,,,,,,,,,
LinearTransformer,BNA1488,GL_bus_mixed_fuels,BNA1488,,,,,,,,,,,,,,
LinearTransformer,BNA1553,BNA1553,DE_bus_el,0.35,23.3,,,,,,,,,,,,
LinearTransformer,BNA1553,GL_bus_mixed_fuels,BNA1553,,,,,,,,,,,,,,
### DE reservoir,,,,,,,,,,,,,,,,,
Storage,BNA0230,BNA0230,DE_bus_el,,20,,,0,,,,,,,,,
Storage,BNA0230,DE_bus_el,BNA0230,,20,,,0,,200,0,0.9,0.9,0.5,0,1,
Storage,BNA0505,BNA0505,DE_bus_el,,79,,,0,,,,,,,,,
Storage,BNA0505,DE_bus_el,BNA0505,,79,,,0,,790,0,0.9,0.9,0.5,0,1,
Storage,BNA0540,BNA0540,DE_bus_el,,124,,,0,,,,,,,,,
Storage,BNA0540,DE_bus_el,BNA0540,,124,,,0,,1240,0,0.9,0.9,0.5,0,1,
Storage,BNA0779,BNA0779,DE_bus_el,,29,,,0,,,,,,,,,
Storage,BNA0779,DE_bus_el,BNA0779,,29,,,0,,290,0,0.9,0.9,0.5,0,1,
Storage,BNA0780,BNA0780,DE_bus_el,,158,,,0,,,,,,,,,
Storage,BNA0780,DE_bus_el,BNA0780,,158,,,0,,1580,0,0.9,0.9,0.5,0,1,
Storage,BNA0816,BNA0816,DE_bus_el,,392,,,0,,,,,,,,,
Storage,BNA0816,DE_bus_el,BNA0816,,392,,,0,,3920,0,0.9,0.9,0.5,0,1,
Storage,BNA0847,BNA0847,DE_bus_el,,45.5,,,0,,,,,,,,,
Storage,BNA0847,DE_bus_el,BNA0847,,45.5,,,0,,455,0,0.9,0.9,0.5,0,1,
Storage,BNA0906,BNA0906,DE_bus_el,,500,,,0,,,,,,,,,
Storage,BNA0906,DE_bus_el,BNA0906,,500,,,0,,5000,0,0.9,0.9,0.5,0,1,
Storage,BNA1102,BNA1102,DE_bus_el,,15,,,0,,,,,,,,,
Storage,BNA1102,DE_bus_el,BNA1102,,15,,,0,,150,0,0.9,0.9,0.5,0,1,
### DE gas,,,,,,,,,,,,,,,,,
LinearTransformer,BNA0005,BNA0005,DE_bus_el,0.354,37.5,,,1.5,,,,,,,,,
LinearTransformer,BNA0005,GL_bus_gas,BNA0005,,,,,,,,,,,,,,
LinearTransformer,BNA0006,BNA0006,DE_bus_el,0.354,37.5,,,1.5,,,,,,,,,
LinearTransformer,BNA0006,GL_bus_gas,BNA0006,,,,,,,,,,,,,,
LinearTransformer,BNA0007,BNA0007,DE_bus_el,0.354,37.5,,,1.5,,,,,,,,,
LinearTransformer,BNA0007,GL_bus_gas,BNA0007,,,,,,,,,,,,,,
LinearTransformer,BNA0008,BNA0008,DE_bus_el,0.354,37.5,,,1.5,,,,,,,,,
LinearTransformer,BNA0008,GL_bus_gas,BNA0008,,,,,,,,,,,,,,
LinearTransformer,BNA0012b,BNA0012b,DE_bus_el,0.3267,20,,,1.5,,,,,,,,,
LinearTransformer,BNA0012b,GL_bus_gas,BNA0012b,,,,,,,,,,,,,,
LinearTransformer,BNA0015,BNA0015,DE_bus_el,0.3722,65,,,1.5,,,,,,,,,
LinearTransformer,BNA0015,GL_bus_gas,BNA0015,,,,,,,,,,,,,,
LinearTransformer,BNA0016,BNA0016,DE_bus_el,0.3046,50,,,1.5,,,,,,,,,
LinearTransformer,BNA0016,GL_bus_gas,BNA0016,,,,,,,,,,,,,,
LinearTransformer,BNA0017,BNA0017,DE_bus_el,0.3098,57,,,1.5,,,,,,,,,
LinearTransformer,BNA0017,GL_bus_gas,BNA0017,,,,,,,,,,,,,,
LinearTransformer,BNA0018,BNA0018,DE_bus_el,0.315,81,,,1.5,,,,,,,,,
LinearTransformer,BNA0018,GL_bus_gas,BNA0018,,,,,,,,,,,,,,
LinearTransformer,BNA0025,BNA0025,DE_bus_el,0.3773,15.1,,,1.5,,,,,,,,,
LinearTransformer,BNA0025,GL_bus_gas,BNA0025,,,,,,,,,,,,,,
LinearTransformer,BNA0033,BNA0033,DE_bus_el,0.3904,28.8,,,1.5,,,,,,,,,
LinearTransformer,BNA0033,GL_bus_gas,BNA0033,,,,,,,,,,,,,,
LinearTransformer,BNA0051,BNA0051,DE_bus_el,0.3773,18,,,1.5,,,,,,,,,
LinearTransformer,BNA0051,GL_bus_gas,BNA0051,,,,,,,,,,,,,,
LinearTransformer,BNA0059a,BNA0059a,DE_bus_el,0.3421,12.2,,,1.5,,,,,,,,,
LinearTransformer,BNA0059a,GL_bus_gas,BNA0059a,,,,,,,,,,,,,,
LinearTransformer,BNA0059b,BNA0059b,DE_bus_el,0.5985,78,,,1.5,,,,,,,,,
LinearTransformer,BNA0059b,GL_bus_gas,BNA0059b,,,,,,,,,,,,,,
LinearTransformer,BNA0073,BNA0073,DE_bus_el,0.522,444,,,1.5,,,,,,,,,
LinearTransformer,BNA0073,GL_bus_gas,BNA0073,,,,,,,,,,,,,,
LinearTransformer,BNA0074,BNA0074,DE_bus_el,0.38,211,,,1.5,,,,,,,,,
LinearTransformer,BNA0074,GL_bus_gas,BNA0074,,,,,,,,,,,,,,
LinearTransformer,BNA0075,BNA0075,DE_bus_el,0.3828,144,,,1.5,,,,,,,,,
LinearTransformer,BNA0075,GL_bus_gas,BNA0075,,,,,,,,,,,,,,
LinearTransformer,BNA0076,BNA0076,DE_bus_el,0.3828,144,,,1.5,,,,,,,,,
LinearTransformer,BNA0076,GL_bus_gas,BNA0076,,,,,,,,,,,,,,
LinearTransformer,BNA0080,BNA0080,DE_bus_el,0.3828,144,,,1.5,,,,,,,,,
LinearTransformer,BNA0080,GL_bus_gas,BNA0080,,,,,,,,,,,,,,
LinearTransformer,BNA0088b,BNA0088b,DE_bus_el,0.513,66,,,1.5,,,,,,,,,
LinearTransformer,BNA0088b,GL_bus_gas,BNA0088b,,,,,,,,,,,,,,
LinearTransformer,BNA0098,BNA0098,DE_bus_el,0.3608,23,,,1.5,,,,,,,,,
LinearTransformer,BNA0098,GL_bus_gas,BNA0098,,,,,,,,,,,,,,
LinearTransformer,BNA0099,BNA0099,DE_bus_el,0.315,55,,,1.5,,,,,,,,,
LinearTransformer,BNA0099,GL_bus_gas,BNA0099,,,,,,,,,,,,,,
LinearTransformer,BNA0100,BNA0100,DE_bus_el,0.5625,37.5,,,1.5,,,,,,,,,
LinearTransformer,BNA0100,GL_bus_gas,BNA0100,,,,,,,,,,,,,,
LinearTransformer,BNA0101,BNA0101,DE_bus_el,0.3476,47,,,1.5,,,,,,,,,
LinearTransformer,BNA0101,GL_bus_gas,BNA0101,,,,,,,,,,,,,,
LinearTransformer,BNA0105,BNA0105,DE_bus_el,0.54,106,,,1.5,,,,,,,,,
LinearTransformer,BNA0105,GL_bus_gas,BNA0105,,,,,,,,,,,,,,
LinearTransformer,BNA0110,BNA0110,DE_bus_el,0.3894,20.7,,,1.5,,,,,,,,,
LinearTransformer,BNA0110,GL_bus_gas,BNA0110,,,,,,,,,,,,,,
LinearTransformer,BNA0111,BNA0111,DE_bus_el,0.4004,44,,,1.5,,,,,,,,,
LinearTransformer,BNA0111,GL_bus_gas,BNA0111,,,,,,,,,,,,,,
LinearTransformer,BNA0117b,BNA0117b,DE_bus_el,0.3993,95,,,1.5,,,,,,,,,
LinearTransformer,BNA0117b,GL_bus_gas,BNA0117b,,,,,,,,,,,,,,
LinearTransformer,BNA0118,BNA0118,DE_bus_el,0.3509,14.4,,,1.5,,,,,,,,,
LinearTransformer,BNA0118,GL_bus_gas,BNA0118,,,,,,,,,,,,,,
LinearTransformer,BNA0129,BNA0129,DE_bus_el,0.3817,36,,,1.5,,,,,,,,,
LinearTransformer,BNA0129,GL_bus_gas,BNA0129,,,,,,,,,,,,,,
LinearTransformer,BNA0130,BNA0130,DE_bus_el,0.513,160,,,1.5,,,,,,,,,
LinearTransformer,BNA0130,GL_bus_gas,BNA0130,,,,,,,,,,,,,,
LinearTransformer,BNA0135,BNA0135,DE_bus_el,0.4095,20,,,1.5,,,,,,,,,
LinearTransformer,BNA0135,GL_bus_gas,BNA0135,,,,,,,,,,,,,,
LinearTransformer,BNA0136,BNA0136,DE_bus_el,0.585,74,,,1.5,,,,,,,,,
LinearTransformer,BNA0136,GL_bus_gas,BNA0136,,,,,,,,,,,,,,
LinearTransformer,BNA0137,BNA0137,DE_bus_el,0.289,25,,,1.5,,,,,,,,,
LinearTransformer,BNA0137,GL_bus_gas,BNA0137,,,,,,,,,,,,,,
LinearTransformer,BNA0140,BNA0140,DE_bus_el,0.3542,155,,,1.5,,,,,,,,,
LinearTransformer,BNA0140,GL_bus_gas,BNA0140,,,,,,,,,,,,,,
LinearTransformer,BNA0156b,BNA0156b,DE_bus_el,0.3696,13.5,,,1.5,,,,,,,,,
LinearTransformer,BNA0156b,GL_bus_gas,BNA0156b,,,,,,,,,,,,,,
LinearTransformer,BNA0172,BNA0172,DE_bus_el,0.5445,178,,,1.5,,,,,,,,,
LinearTransformer,BNA0172,GL_bus_gas,BNA0172,,,,,,,,,,,,,,
LinearTransformer,BNA0174,BNA0174,DE_bus_el,0.3872,49,,,1.5,,,,,,,,,
LinearTransformer,BNA0174,GL_bus_gas,BNA0174,,,,,,,,,,,,,,
LinearTransformer,BNA0178,BNA0178,DE_bus_el,0.3696,57.2,,,1.5,,,,,,,,,
LinearTransformer,BNA0178,GL_bus_gas,BNA0178,,,,,,,,,,,,,,
LinearTransformer,BNA0199,BNA0199,DE_bus_el,0.54,586.3,,,1.5,,,,,,,,,
LinearTransformer,BNA0199,GL_bus_gas,BNA0199,,,,,,,,,,,,,,
LinearTransformer,BNA0202,BNA0202,DE_bus_el,0.3894,26,,,1.5,,,,,,,,,
LinearTransformer,BNA0202,GL_bus_gas,BNA0202,,,,,,,,,,,,,,
LinearTransformer,BNA0207,BNA0207,DE_bus_el,0.5175,263,,,1.5,,,,,,,,,
LinearTransformer,BNA0207,GL_bus_gas,BNA0207,,,,,,,,,,,,,,
LinearTransformer,BNA0213,BNA0213,DE_bus_el,0.3872,40,,,1.5,,,,,,,,,
