class,Sink,Source,Source,LinearTransformer,LinearTransformer
label,demand1,solar1,wind1,chp1,chp1
source,bus_el1,solar1,wind1,chp1,chp1
target,demand1,bus_el1,bus_el1,bus_el1,bus_th1
attribute,actual_value,actual_value,actual_value,max,max
,0.5272083943,0.5468832402,0.1683158805,0.97,0.99
,0.4909102001,0.6494040713,0.2679412047,0.97,0.99
,0.4621766715,0.67197553,0.2970506293,0.97,0.99
,0.4507686676,0.6612171712,0.325103276,0.97,0.99
,0.4456442167,0.6208205885,0.3559419733,0.97,0.99
,0.4436920449,0.5691382766,0.3664136805,0.97,0.99
,0.4586383602,0.4929859719,0.3344221347,0.97,0.99
,0.5170204978,0.3861407025,0.2772600634,0.97,0.99
,0.5982796486,0.2130576943,0.2222115477,0.97,0.99
,0.676488531,0.0882818268,0.1348832741,0.97,0.99
,0.6951561737,0.0164539606,0.1095206072,0.97,0.99
,0.6919838946,0.0003164223,0.0956864252,0.97,0.99
,0.645863836,0,0.1011624556,0.97,0.99
,0.5485602733,0,0.123066577,0.97,0.99
,0.479807223,0,0.1419925065,0.97,0.99
,0.4457052221,0,0.1657219714,0.97,0.99
,0.4213030747,0,0.2087616486,0.97,0.99
,0.4136774036,0,0.2226919012,0.97,0.99
,0.4220961445,0,0.2430588913,0.97,0.99
,0.4699853587,0.0004218964,0.2420981843,0.97,0.99
,0.5722303563,0.0156101677,0.237582861,0.97,0.99
,0.6415324549,0.0820588546,0.2094341435,0.97,0.99
,0.642874573,0.1967092079,0.2092420021,0.97,0.99
,0.5719863348,0.3451112752,0.2624651744,0.97,0.99
,0.5420326989,0.4659846008,0.2853300029,0.97,0.99
,0.5470351391,0.5130260521,0.281679316,0.97,0.99
,0.5458150317,0.4862356292,0.2907099625,0.97,0.99
,0.5270863836,0.5278979011,0.3093476799,0.97,0.99
,0.5054294778,0.5658685793,0.3202036699,0.97,0.99
,0.4877989263,0.5670287944,0.3265443366,0.97,0.99
,0.4813323572,0.5282143234,0.2889806898,0.97,0.99
,0.51738653,0.4151460816,0.2527620329,0.97,0.99
,0.5841874085,0.2637907394,0.2242290326,0.97,0.99
,0.6652635432,0.1115916043,0.1587088097,0.97,0.99
,0.7003416301,0.0222550364,0.1027956576,0.97,0.99
,0.7118716447,0.0004218964,0.0665770007,0.97,0.99
,0.6813689605,0,0.0475550005,0.97,0.99
,0.5972425573,0,0.0344893842,0.97,0.99
,0.5490483163,0,0.0334326064,0.97,0.99
,0.5214128843,0,0.0357383034,0.97,0.99
,0.5045754026,0,0.0408300509,0.97,0.99
,0.5012201074,0,0.0484196369,0.97,0.99
,0.5144582723,0,0.0502449803,0.97,0.99
,0.5609443631,0.0003164223,0.0500528389,0.97,0.99
,0.6518423621,0.0220440882,0.0566817177,0.97,0.99
,0.6957052221,0.1168653096,0.0590834854,0.97,0.99
,0.6745973646,0.2935344373,0.0493803439,0.97,0.99
,0.6070034163,0.4941461871,0.0438082429,0.97,0.99
,0.544045876,0.680940829,0.0519742531,0.97,0.99
,0.4935334309,0.831979749,0.0561052935,0.97,0.99
,0.4424109322,0.9239531695,0.0662887885,0.97,0.99
,0.4141044412,0.9431494568,0.079642617,0.97,0.99
,0.4094070278,0.9116126991,0.0830050917,0.97,0.99
,0.4270985847,0.8418943149,0.0684023441,0.97,0.99
,0.4779160566,0.7136378019,0.0481314247,0.97,0.99
,0.5761346999,0.5307457019,0.0328561822,0.97,0.99
,0.6843582235,0.3162113701,0.0188298588,0.97,0.99
,0.7684846266,0.1278346166,0.0119127678,0.97,0.99
,0.7775744265,0.0256302078,0.0164280911,0.97,0.99
,0.7554294778,0.0006328446,0.0292054952,0.97,0.99
,0.7016227428,0,0.0562013642,0.97,0.99
,0.5845534407,0,0.0918435969,0.97,0.99
,0.5158003904,0,0.1198001729,0.97,0.99
,0.4781600781,0,0.1419925065,0.97,0.99
,0.4517447535,0,0.1497742338,0.97,0.99
,0.4518057589,0,0.1583245269,0.97,0.99
,0.4680331869,0,0.1532327793,0.97,0.99
,0.5240361152,0.0002109482,0.1414160822,0.97,0.99
,0.6120668619,0.0239426221,0.135555769,0.97,0.99
,0.6654465593,0.1343740112,0.1147084254,0.97,0.99
,0.6588579795,0.3374116654,0.0656162936,0.97,0.99
,0.5930941923,0.5623879338,0.0353540206,0.97,0.99
,0.5387994143,0.7483387828,0.0292054952,0.97,0.99
,0.4941434846,0.8724818057,0.0415986166,0.97,0.99
,0.4395436798,0.9394578631,0.0782015563,0.97,0.99
,0.3940946803,0.9563337201,0.107599193,0.97,0.99
,0.3795143973,0.9242695918,0.10990489,0.97,0.99
,0.4040995608,0.8465351756,0.0954942838,0.97,0.99
,0.455954124,0.7130049573,0.0755115765,0.97,0.99
,0.5525256223,0.5252610484,0.0586031319,0.97,0.99
,0.6520253782,0.3075624934,0.0451532328,0.97,0.99
,0.7185822352,0.1204514292,0.044096455,0.97,0.99
,0.714738897,0.0222550364,0.0776251321,0.97,0.99
,0.6563567594,0.0003164223,0.1726390623,0.97,0.99
,0.5905929722,0,0.2426746085,0.97,0.99
,0.5122620791,0,0.270150831,0.97,0.99
,0.4543679844,0,0.2868671342,0.97,0.99
,0.4168496828,0,0.3085791142,0.97,0.99
,0.3976329917,0,0.2817753867,0.97,0.99
,0.4020253782,0,0.2323950428,0.97,0.99
,0.4037335286,0,0.2005956384,0.97,0.99
,0.3827476818,0.0004218964,0.2591987703,0.97,0.99
,0.3979380185,0.0271068453,0.2627533865,0.97,0.99
,0.4115422157,0.1191857399,0.2364300125,0.97,0.99
,0.4311859444,0.2609429385,0.1820539917,0.97,0.99
,0.4378965349,0.4164117709,0.1644730522,0.97,0.99
,0.4099560761,0.5728298703,0.1524642137,0.97,0.99
,0.3779892631,0.6856871638,0.1231626477,0.97,0.99
,0.3406539776,0.7428541293,0.1453549813,0.97,0.99
,0.3024646169,0.7632106318,0.1674512441,0.97,0.99
,0.2958760371,0.7497099462,0.1973292343,0.97,0.99
,0.3113714007,0.6692332032,0.2143337496,0.97,0.99
,0.3398609078,0.5581689695,0.2467095782,0.97,0.99
,0.3959858468,0.4090285835,0.2289364973,0.97,0.99
,0.4574792582,0.2490243645,0.1940628302,0.97,0.99
,0.5184846266,0.1069507436,0.132289365,0.97,0.99
,0.5541727672,0.0219386141,0.0833893746,0.97,0.99
,0.5716203026,0.0005273705,0.0540878086,0.97,0.99
,0.5543557833,0,0.0460178692,0.97,0.99
,0.5003050268,0,0.0380440004,0.97,0.99
,0.4630307467,0,0.029301566,0.97,0.99
,0.4389946315,0,0.0203669901,0.97,0.99
,0.4214860908,0,0.0219041214,0.97,0.99
,0.4133723768,0,0.0253626669,0.97,0.99
,0.4066007809,0,0.0313190508,0.97,0.99
,0.4081259151,0.0002109482,0.0382361418,0.97,0.99
,0.3989751098,0.0194072355,0.048707849,0.97,0.99
,0.3818326013,0.1208733256,0.0453453742,0.97,0.99
,0.3678013665,0.2993355131,0.0278605053,0.97,0.99
,0.3349804783,0.4976268326,0.0282447882,0.97,0.99
,0.2913616398,0.6691277291,0.0458257277,0.97,0.99
,0.2835529527,0.773336146,0.061869536,0.97,0.99
,0.2802586628,0.7856766164,0.0670573542,0.97,0.99
,0.2732430454,0.7527686953,0.067441637,0.97,0.99
,0.3048438263,0.6417044616,0.0580267077,0.97,0.99
,0.3410810151,0.5011074781,0.0507253338,0.97,0.99
,0.3630429478,0.3917308301,0.041118263,0.97,0.99
,0.3950707662,0.3434236895,0.0305504852,0.97,0.99
,0.4659590044,0.2478641494,0.0219041214,0.97,0.99
,0.5446559297,0.1118025525,0.0189259295,0.97,0.99
,0.586749634,0.0241535703,0.0216159093,0.97,0.99
,0.5951683748,0.0003164223,0.0342972428,0.97,0.99
,0.5668618838,0,0.0562974349,0.97,0.99
,0.5,0,0.0619656067,0.97,0.99
,0.4421669107,0,0.0782976271,0.97,0.99
,0.4136774036,0,0.1035642233,0.97,0.99
,0.4008052709,0,0.1369968297,0.97,0.99
,0.4026354319,0,0.1473724661,0.97,0.99
,0.4170326989,0,0.151023153,0.97,0.99
,0.4658369937,0.0002109482,0.1606302238,0.97,0.99
,0.5572230356,0.0225714587,0.1554424056,0.97,0.99
,0.6315275744,0.1229828077,0.1265251225,0.97,0.99
,0.6320766227,0.3094610273,0.0772408493,0.97,0.99
,0.5672889214,0.5348591921,0.0684023441,0.97,0.99
,0.4993289409,0.7308300812,0.096743203,0.97,0.99
,0.4632747682,0.8620398692,0.1107695264,0.97,0.99
,0.4239263055,0.933445839,0.1235469305,0.97,0.99
,0.4103221083,0.950321696,0.1170141224,0.97,0.99
,0.4150195217,0.9162535598,0.1091363243,0.97,0.99
,0.4256954612,0.8207994937,0.1125948698,0.97,0.99
,0.4650439239,0.6767218648,0.1208569507,0.97,0.99
,0.5479502196,0.4755827444,0.1202805265,0.97,0.99
,0.6519033675,0.2758147875,0.1020270919,0.97,0.99
,0.7219985359,0.1118025525,0.0939571525,0.97,0.99
,0.7078452904,0.0205674507,0.1344989913,0.97,0.99
,0.6644704734,0.0002109482,0.1940628302,0.97,0.99
,0.5937652513,0,0.2422903257,0.97,0.99
,0.4990239141,0,0.2842732251,0.97,0.99
,0.4630307467,0,0.2784129119,0.97,0.99
,0.4380185456,0,0.2809107503,0.97,0.99
,0.4242923377,0,0.2320107599,0.97,0.99
,0.431795998,0,0.2262465174,0.97,0.99
,0.4483894583,0,0.215198386,0.97,0.99
,0.5010980966,0.0002109482,0.2292247094,0.97,0.99
,0.5863225964,0.0201455543,0.2424824671,0.97,0.99
,0.6342118106,0.1061069507,0.2574694976,0.97,0.99
,0.6218277208,0.2654783251,0.3012777404,0.97,0.99
,0.5403855539,0.4805400274,0.3210683063,0.97,0.99
,0.4903611518,0.6634321274,0.2965702757,0.97,0.99
,0.4641898487,0.7739689906,0.2808146796,0.97,0.99
,0.4272816008,0.829975741,0.2634258814,0.97,0.99
,0.4168496828,0.8462187533,0.2239408204,0.97,0.99
,0.4265495364,0.8125725134,0.2094341435,0.97,0.99
,0.4558321132,0.7199662483,0.1917571333,0.97,0.99
,0.5261102977,0.5501529375,0.1730233452,0.97,0.99
,0.6124938995,0.348908343,0.169468729,0.97,0.99
,0.6927769644,0.1525155574,0.1663944663,0.97,0.99
,0.72102245,0.0477797701,0.1550581228,0.97,0.99
,0.719863348,0.0126568927,0.1046210011,0.97,0.99
,0.691556857,0.0002109482,0.0849265059,0.97,0.99
,0.6432406052,0,0.0614852531,0.97,0.99
,0.5649707174,0,0.0576424248,0.97,0.99
,0.525500244,0,0.0438082429,0.97,0.99
,0.5073206442,0,0.0416946873,0.97,0.99
,0.493045388,0,0.0405418388,0.97,0.99
,0.4924353343,0,0.0393889903,0.97,0.99
,0.5066495852,0,0.0393889903,0.97,0.99
,0.5563079551,0.0001054741,0.0449610914,0.97,0.99
,0.6349438751,0.0201455543,0.0685944855,0.97,0.99
,0.6734992679,0.1145448792,0.0846382938,0.97,0.99
,0.6807589068,0.2606265162,0.0481314247,0.97,0.99
,0.6445827233,0.3798122561,0.0573542127,0.97,0.99
,0.6176183504,0.4637696446,0.0716687482,0.97,0.99
,0.5879697413,0.5872798228,0.0991449707,0.97,0.99
,0.5335529527,0.6632211792,0.110577385,0.97,0.99
,0.5070766227,0.6963400485,0.1233547891,0.97,0.99
,0.5105539287,0.6581584221,0.1420885772,0.97,0.99
,0.52318204,0.5622824597,0.16552983,0.97,0.99
,0.5580161054,0.4067081531,0.184263618,0.97,0.99
,0.6098096633,0.2517666913,0.2048227495,0.97,0.99
,0.6601390922,0.1400696129,0.2473820732,0.97,0.99
,0.6661176184,0.0585381289,0.2899413969,0.97,0.99
,0.6381771596,0.0100200401,0.271784033,0.97,0.99
,0.6355539287,0,0.2495916995,0.97,0.99
,0.595534407,0,0.1913728504,0.97,0.99
,0.5260492923,0,0.1790757998,0.97,0.99
,0.476329917,0,0.1784033048,0.97,0.99
,0.4570522206,0,0.1645691229,0.97,0.99
,0.4402147389,0,0.1683158805,0.97,0.99
,0.4410688141,0,0.1837832645,0.97,0.99
,0.4551000488,0,0.1771543856,0.97,0.99
,0.5085407516,0.0001054741,0.164857335,0.97,0.99
,0.6054782821,0.0103364624,0.1462196176,0.97,0.99
,0.6788677404,0.0632844637,0.1421846479,0.97,0.99
,0.6986944851,0.1462925852,0.1357479105,0.97,0.99
,0.6700829673,0.2567239743,0.1473724661,0.97,0.99
,0.6366520254,0.3769644552,0.1522720722,0.97,0.99
,0.6046242069,0.4752663221,0.1754251129,0.97,0.99
,0.5633845778,0.5206201877,0.2213469113,0.97,0.99
,0.5315397755,0.5368632001,0.2457488712,0.97,0.99
,0.5215959004,0.506908554,0.2390239216,0.97,0.99
,0.5527696437,0.4231621137,0.2357575175,0.97,0.99
,0.5869326501,0.3301339521,0.222115477,0.97,0.99
,0.5923621279,0.2777133214,0.2136612547,0.97,0.99
,0.6439726696,0.1568399958,0.2054952445,0.97,0.99
,0.6774036115,0.0644446788,0.1707176482,0.97,0.99
,0.6826500732,0.0128678409,0.1249879912,0.97,0.99
,0.6816129819,0,0.1076952637,0.97,0.99
,0.6254880429,0,0.1051974253,0.97,0.99
,0.5479502196,0,0.097415698,0.97,0.99
,0.5050634456,0,0.0803151119,0.97,0.99
,0.4836505612,0,0.0722451724,0.97,0.99
,0.4704123963,0,0.0560092228,0.97,0.99
,0.4765129331,0,0.0507253338,0.97,0.99
,0.4903611518,0,0.0463060813,0.97,0.99
,0.5439238653,0.0001054741,0.0440003843,0.97,0.99
,0.6531844802,0.0138171079,0.0435200307,0.97,0.99
,0.7235846755,0.0782617867,0.0403496974,0.97,0.99
,0.7420693021,0.1794114545,0.0307426266,0.97,0.99
,0.7145558809,0.2760257357,0.0298779902,0.97,0.99
,0.7115056125,0.3327708048,0.0345854549,0.97,0.99
,0.7064421669,0.3681046303,0.038812566,0.97,0.99
,0.6832601269,0.3754878177,0.0482274954,0.97,0.99
,0.670693021,0.351861618,0.0532231723,0.97,0.99
,0.6461078575,0.3472207573,0.0486117783,0.97,0.99
,0.6289043436,0.3310832191,0.0393889903,0.97,0.99
,0.6404343582,0.2739162536,0.0315111922,0.97,0.99
,0.6792947779,0.2004008016,0.0274762225,0.97,0.99
,0.7227306003,0.1248813416,0.0179652224,0.97,0.99
,0.7351756955,0.05959287,0.0167163032,0.97,0.99
,0.7169960957,0.0123404704,0.0156595254,0.97,0.99
,0.700158614,0,0.0157555961,0.97,0.99
,0.6508052709,0,0.0143145355,0.97,0.99
,0.5732064422,0,0.0134498991,0.97,0.99
,0.5121400683,0,0.0206552022,0.97,0.99
,0.4753538311,0,0.0259390912,0.97,0.99
,0.4461322596,0,0.0361225862,0.97,0.99
,0.4277696437,0,0.0493803439,0.97,0.99
,0.4148365056,0,0.0838697281,0.97,0.99
,0.4219131284,0,0.0935728696,0.97,0.99
,0.4439360664,0.0111802552,0.1004899606,0.97,0.99
,0.4641288433,0.079527476,0.0914593141,0.97,0.99
,0.4687652513,0.2035650248,0.0732058795,0.97,0.99
,0.4344192289,0.3723235946,0.0816601018,0.97,0.99
,0.3757320644,0.5434025947,0.1132673648,0.97,0.99
,0.328147877,0.6736631157,0.1861850322,0.97,0.99
,0.2930697901,0.7304081848,0.2368142953,0.97,0.99
,0.2626891166,0.7364202088,0.2660197906,0.97,0.99
,0.2517691557,0.6904334986,0.3154962052,0.97,0.99
,0.2558565154,0.61828921,0.2924392353,0.97,0.99
,0.2773914104,0.5273705305,0.3120376597,0.97,0.99
,0.3218033187,0.3999578104,0.309635892,0.97,0.99
,0.3887262079,0.2410083325,0.294168508,0.97,0.99
,0.4388726208,0.0938719544,0.2718801038,0.97,0.99
,0.461749634,0.0141335302,0.2200019214,0.97,0.99
,0.474011713,0,0.1945431838,0.97,0.99
,0.4372864812,0,0.1913728504,0.97,0.99
,0.3800634456,0,0.2021327697,0.97,0.99
,0.3467545144,0,0.1958881737,0.97,0.99
,0.3249755979,0,0.188875012,0.97,0.99
,0.3147877013,0,0.1596695168,0.97,0.99
,0.318875061,0,0.1466999712,0.97,0.99
,0.3202781845,0,0.147084254,0.97,0.99
,0.3294899951,0,0.13161687,0.97,0.99
,0.3338213763,0.0128678409,0.1222980113,0.97,0.99
,0.3263787213,0.0897584643,0.122394082,0.97,0.99
,0.3213762811,0.2278240692,0.1217215871,0.97,0.99
,0.2857491459,0.4033329818,0.1413200115,0.97,0.99
,0.2587847731,0.5716696551,0.184936113,0.97,0.99
,0.2613469985,0.639173083,0.1921414161,0.97,0.99
,0.2452415813,0.6646978167,0.2285522144,0.97,0.99
,0.222852611,0.6869528531,0.2405610529,0.97,0.99
,0.2171791118,0.6885349647,0.2554520127,0.97,0.99
,0.219375305,0.6397004535,0.23066577,0.97,0.99
,0.2309053197,0.5561649615,0.2239408204,0.97,0.99
,0.2856881406,0.4067081531,0.2151023153,0.97,0.99
,0.3878721327,0.2321485075,0.1904121433,0.97,0.99
,0.477977062,0.0875435081,0.1542895571,0.97,0.99
,0.5086627623,0.0113912035,0.1577481026,0.97,0.99
,0.5180575891,0,0.1606302238,0.97,0.99
,0.4851146901,0,0.1650494764,0.97,0.99
,0.4237432894,0,0.151023153,0.97,0.99
,0.3833577355,0,0.1626477087,0.97,0.99
,0.3602977062,0,0.182630416,0.97,0.99
,0.3514519278,0,0.1906042848,0.97,0.99
,0.3494387506,0,0.1971370929,0.97,0.99
,0.3678013665,0,0.2136612547,0.97,0.99
,0.4277696437,0,0.2038620425,0.97,0.99
,0.5298926306,0.0128678409,0.1932942646,0.97,0.99
,0.6116398243,0.0936610062,0.1640887693,0.97,0.99
,0.6120668619,0.2360510495,0.1438178499,0.97,0.99
,0.5574670571,0.40354393,0.1484292439,0.97,0.99
,0.5040263543,0.575572197,0.186569315,0.97,0.99
,0.4831625183,0.6655416095,0.2236526083,0.97,0.99
,0.4650439239,0.6751397532,0.2607359016,0.97,0.99
,0.4724255735,0.6487712267,0.2480545682,0.97,0.99
,0.4720595412,0.6273599831,0.2529541743,0.97,0.99
,0.4882869693,0.5355975108,0.2479584975,0.97,0.99
,0.5118350415,0.4294905601,0.2232683255,0.97,0.99
,0.5575890678,0.3202193861,0.2062638102,0.97,0.99
,0.6293923865,0.1950216222,0.1720626381,0.97,0.99
,0.6747193753,0.0728826073,0.1581323854,0.97,0.99
,0.6646534895,0.0111802552,0.1357479105,0.97,0.99
,0.6550146413,0,0.1356518398,0.97,0.99
,0.5877257199,0,0.1445864156,0.97,0.99
,0.4949975598,0,0.1467960419,0.97,0.99
,0.4421669107,0,0.1540974157,0.97,0.99
,0.4180697901,0,0.1594773753,0.97,0.99
,0.4031844802,0,0.1630319915,0.97,0.99
,0.3995851635,0,0.1678355269,0.97,0.99
,0.411420205,0,0.1863771736,0.97,0.99
,0.464067838,0,0.2088577193,0.97,0.99
,0.556795998,0.0082269803,0.2104909213,0.97,0.99
,0.6285993167,0.0648665753,0.1890671534,0.97,0.99
,0.6398853099,0.1820483071,0.1699490825,0.97,0.99
,0.5772938019,0.335935028,0.2205783457,0.97,0.99
,0.5279404588,0.4871848961,0.3084830435,0.97,0.99
,0.2493289409,0.6045775762,0.3362474781,0.97,0.99
,0.4235602733,0.655099673,0.37313863,0.97,0.99
,0.4042825769,0.6866364308,0.3979248727,0.97,0.99
,0.3921425085,0.6770382871,0.3640119128,0.97,0.99
,0.4030014641,0.6284147242,0.3835142665,0.97,0.99
,0.4298438263,0.5195654467,0.3465270439,0.97,0.99
,0.4843826257,0.3761206624,0.3116533769,0.97,0.99
,0.5508174719,0.2164328657,0.2880199827,0.97,0.99
,0.6018789653,0.0808986394,0.2687097704,0.97,0.99
,0.6054782821,0.0114966776,0.2234604669,0.97,0.99
,0.583943387,0,0.2328753963,0.97,0.99
,0.5217179112,0,0.2528581036,0.97,0.99
,0.4554050756,0,0.2433471035,0.97,0.99
,0.4203879941,0,0.2596791238,0.97,0.99
,0.4003172279,0,0.2598712653,0.97,0.99
,0.3834797462,0,0.2493034874,0.97,0.99
,0.3853709126,0,0.2476702853,0.97,0.99
,0.4005612494,0,0.2342203862,0.97,0.99
,0.4600414837,0,0.2161590931,0.97,0.99
,0.5516105417,0.0129733151,0.2028052647,0.97,0.99
,0.6034651049,0.1056850543,0.1784993755,0.97,0.99
,0.5750976086,0.2918468516,0.1514074359,0.97,0.99
,0.5028062469,0.5111275182,0.1697569411,0.97,0.99
,0.4604685212,0.6658580319,0.1963685272,0.97,0.99
,0.4582113226,0.733572408,0.2200019214,0.97,0.99
,0.4632137628,0.6992933235,0.2404649822,0.97,0.99
,0.4549170327,0.6857926379,0.2509366894,0.97,0.99
,0.4376525134,0.6677565658,0.250744548,0.97,0.99
,0.4411298194,0.6275709313,0.2360457297,0.97,0.99
,0.455954124,0.5352810885,0.2177922951,0.97,0.99
,0.5068936066,0.4031220335,0.1882025171,0.97,0.99
,0.5879697413,0.2382660057,0.1532327793,0.97,0.99
,0.6610541728,0.0883873009,0.1024113748,0.97,0.99
,0.6883845778,0.0113912035,0.0614852531,0.97,0.99
,0.6899707174,0,0.0392929196,0.97,0.99
,0.6392752562,0,0.0260351619,0.97,0.99
,0.5602733041,0,0.0220001921,0.97,0.99
,0.5087847731,0,0.0213276972,0.97,0.99
,0.4730356271,0,0.0221923336,0.97,0.99
,0.4614446071,0,0.0222884043,0.97,0.99
,0.4591264031,0,0.0261312326,0.97,0.99
,0.4569302099,0,0.0416946873,0.97,0.99
,0.4888970229,0,0.0518781823,0.97,0.99
,0.5578940947,0.0125514186,0.0548563743,0.97,0.99
,0.587420693,0.1039974686,0.0568738592,0.97,0.99
,0.5508784773,0.2925851703,0.0393889903,0.97,0.99
,0.487249878,0.5281088493,0.0283408589,0.97,0.99
,0.4436310395,0.7233414197,0.0359304448,0.97,0.99
,0.4147144949,0.8425271596,0.0580267077,0.97,0.99
,0.3948267448,0.8783883557,0.0873282736,0.97,0.99
,0.3991581259,0.8425271596,0.1093284658,0.97,0.99
,0.40977306,0.7546672292,0.1156691325,0.97,0.99
,0.4207540264,0.665963506,0.1109616678,0.97,0.99
,0.4580283065,0.5393945786,0.1022192334,0.97,0.99
,0.5281234749,0.3672608375,0.0899221827,0.97,0.99
,0.6076744754,0.2014555427,0.0780094149,0.97,0.99
,0.6573938507,0.0714059698,0.0698434047,0.97,0.99
,0.6670937042,0.0080160321,0.069747334,0.97,0.99
,0.6432406052,0,0.0861754251,0.97,0.99
,0.5719863348,0,0.1185512537,0.97,0.99
,0.492557345,0,0.1329618599,0.97,0.99
,0.4436310395,0,0.151695648,0.97,0.99
,0.4180087848,0,0.1554424056,0.97,0.99
,0.40397755,0,0.1429532136,0.97,0.99
,0.4076988775,0,0.1349793448,0.97,0.99
,0.423682284,0,0.1333461428,0.97,0.99
,0.4735236701,0,0.1341147084,0.97,0.99
,0.5599072718,0.0108638329,0.1450667691,0.97,0.99
,0.602489019,0.0995675562,0.1495820924,0.97,0.99
,0.5860175695,0.2846746124,0.129983668,0.97,0.99
,0.3902513421,0.5100727771,0.0768565664,0.97,0.99
,0.4563811615,0.712688535,0.1224901528,0.97,0.99
,0.3985480722,0.8451640122,0.1733115573,0.97,0.99
,0.3533430942,0.9158316633,0.2215390527,0.97,0.99
,0.3354685212,0.9193123088,0.2466135075,0.97,0.99
,0.3374816984,0.8742748655,0.2280718609,0.97,0.99
,0.3562713519,0.7874696762,0.184263618,0.97,0.99
,0.4092850171,0.6356924375,0.1418003651,0.97,0.99
,0.5026842362,0.4411981858,0.0952060717,0.97,0.99
,0.6167032699,0.2330977745,0.0714766068,0.97,0.99
,0.6960712543,0.0750975635,0.0566817177,0.97,0.99
,0.6897877013,0.0067503428,0.0399654145,0.97,0.99
,0.6695949244,0,0.0490921318,0.97,0.99
,0.6066983895,0,0.0513978288,0.97,0.99
,0.5242801367,0,0.069747334,0.97,0.99
,0.46522694,0,0.067441637,0.97,0.99
,0.4307589068,0,0.045729657,0.97,0.99
,0.4158735969,0,0.0307426266,0.97,0.99
,0.423011225,0,0.0342011721,0.97,0.99
,0.4225841874,0,0.0361225862,0.97,0.99
,0.4370424597,0,0.0447689499,0.97,0.99
,0.4551000488,0.0090707731,0.0488039197,0.97,0.99
,0.4726695949,0.0841683367,0.0512056874,0.97,0.99
,0.4655929722,0.2355236789,0.0435200307,0.97,0.99
,0.4434480234,0.410505221,0.0387164953,0.97,0.99
,0.4188628599,0.5691382766,0.0403496974,0.97,0.99
,0.3800634456,0.7005590128,0.0576424248,0.97,0.99
,0.3218643241,0.7900010547,0.0651359401,0.97,0.99
,0.2858101513,0.8079316528,0.0887693342,0.97,0.99
,0.2724499756,0.7691171817,0.1112498799,0.97,0.99
,0.2729990239,0.6852652674,0.1342107791,0.97,0.99
,0.3016105417,0.5561649615,0.1350754155,0.97,0.99
,0.3794533919,0.398586647,0.1189355366,0.97,0.99
,0.4757198633,0.2179095032,0.0929964454,0.97,0.99
,0.5425207418,0.0740428225,0.0651359401,0.97,0.99
,0.5459980478,0.0063284464,0.0684023441,0.97,0.99
,0.5292825769,0,0.0895378999,0.97,0.99
,0.4813323572,0,0.1127870112,0.97,0.99
,0.4134943875,0,0.1348832741,0.97,0.99
,0.3714006833,0,0.1587088097,0.97,0.99
,0.3396778917,0,0.1783072341,0.97,0.99
,0.3215592972,0,0.2069363051,0.97,0.99
,0.304965837,0,0.2466135075,0.97,0.99
,0.2977061981,0,0.2527620329,0.97,0.99
,0.2993533431,0,0.2444038813,0.97,0.99
,0.2941678868,0.0087543508,0.2382553559,0.97,0.99
,0.2867252318,0.0811095876,0.2580459218,0.97,0.99
,0.2686676428,0.2179095032,0.2670765684,0.97,0.99
,0.2598828697,0.3642020884,0.2903256797,0.97,0.99
,0.2575036603,0.4837042506,0.3175136901,0.97,0.99
,0.2626891166,0.5642864677,0.3397060236,0.97,0.99
,0.2581747194,0.5860141335,0.3377846095,0.97,0.99
,0.237920937,0.5861196076,0.3577673167,0.97,0.99
,0.2363347975,0.550680308,0.3759246806,0.97,0.99
,0.2533552953,0.4784305453,0.3355749832,0.97,0.99
,0.2828208882,0.3728509651,0.2774522048,0.97,0.99
,0.3460834553,0.2630524206,0.2172158709,0.97,0.99
,0.429965837,0.1432338361,0.164857335,0.97,0.99
,0.4985968765,0.0518932602,0.1222019406,0.97,0.99
,0.5409956076,0.006012024,0.0908828898,0.97,0.99
,0.5547828209,0,0.0831011625,0.97,0.99
,0.5430087848,0,0.0779133442,0.97,0.99
,0.487920937,0,0.0446728792,0.97,0.99
,0.4430819912,0,0.0360265155,0.97,0.99
,0.4222181552,0,0.0358343741,0.97,0.99
,0.4171547096,0,0.0345854549,0.97,0.99
,0.4270375793,0,0.0346815256,0.97,0.99
,0.4453391898,0,0.0391007782,0.97,0.99
,0.5145802831,0,0.0343933135,0.97,0.99
,0.6563567594,0.0047463348,0.0307426266,0.97,0.99
,0.7510370913,0.048729037,0.0340090306,0.97,0.99
,0.7706198145,0.1319481067,0.0407339802,0.97,0.99
,0.7785505124,0.1904862356,0.0432318186,0.97,0.99
,0.7799536359,0.2358401013,0.0520703238,0.97,0.99
,0.7736090776,0.2662166438,0.0450571621,0.97,0.99
,0.7387750122,0.2989136167,0.0706119704,0.97,0.99
,0.7242557345,0.3039763738,0.0654241522,0.97,0.99
,0.6988775012,0.2737053053,0.0938610818,0.97,0.99
,0.6755124451,0.2403754878,0.1231626477,0.97,0.99
,0.6704489995,0.1961818374,0.1423767893,0.97,0.99
,0.6669716935,0.1562071511,0.1441060621,0.97,0.99
,0.6783796974,0.1006222972,0.1735997694,0.97,0.99
,0.6944851147,0.0415567978,0.1627437794,0.97,0.99
,0.6699609566,0.0058010758,0.1596695168,0.97,0.99
,0.6295754026,0,0.1729272745,0.97,0.99
,0.5612493899,0,0.1754251129,0.97,0.99
,0.4942654954,0,0.1497742338,0.97,0.99
