id,period,weekday,daytime,h0,g0,g1,g2,g3,g4,g5,g6,l0,l1,l2
434,summer,5,12:15:00,0.156720,0.200000,0.294440,0.134640,0.148600,0.190280,0.144640,0.159000,0.129400,0.108960,0.139760
435,summer,5,12:30:00,0.160760,0.193760,0.280200,0.130960,0.149080,0.186480,0.136000,0.158000,0.119920,0.100920,0.129640
436,summer,5,12:45:00,0.162320,0.186880,0.264760,0.127160,0.148160,0.179960,0.127960,0.155000,0.111160,0.093480,0.120360
437,summer,5,13:00:00,0.160480,0.179880,0.249000,0.123680,0.145400,0.170360,0.121320,0.151000,0.104840,0.087880,0.113880
438,summer,5,13:15:00,0.156080,0.173400,0.235240,0.120880,0.141440,0.159320,0.116560,0.147000,0.100840,0.084200,0.109880
439,summer,5,13:30:00,0.150200,0.168040,0.226360,0.119000,0.137200,0.148880,0.113960,0.142000,0.098520,0.082240,0.107680
440,summer,5,13:45:00,0.144000,0.164440,0.225040,0.118360,0.133640,0.141280,0.113840,0.135000,0.097240,0.081800,0.106360
441,summer,5,14:00:00,0.138440,0.163040,0.232720,0.119200,0.131480,0.138120,0.116280,0.127000,0.096560,0.082520,0.105280
442,summer,5,14:15:00,0.133600,0.163480,0.245280,0.121200,0.130640,0.139160,0.120080,0.118000,0.096200,0.083960,0.104480
443,summer,5,14:30:00,0.129360,0.165360,0.257160,0.123960,0.130880,0.143760,0.123800,0.109000,0.096160,0.085440,0.103960
444,summer,5,14:45:00,0.125680,0.168200,0.262880,0.127160,0.131840,0.151160,0.125960,0.103000,0.096320,0.086440,0.103880
445,summer,5,15:00:00,0.122440,0.171440,0.258360,0.130400,0.133320,0.160600,0.125480,0.099000,0.096640,0.086520,0.104240
446,summer,5,15:15:00,0.119640,0.174640,0.245680,0.133400,0.135000,0.170640,0.123000,0.097000,0.097000,0.085880,0.104880
447,summer,5,15:30:00,0.117400,0.177160,0.228360,0.136000,0.136640,0.179720,0.119480,0.097000,0.097240,0.084960,0.105400
448,summer,5,15:45:00,0.115680,0.178480,0.209920,0.137920,0.137880,0.186280,0.115880,0.098000,0.097240,0.084120,0.105520
449,summer,5,16:00:00,0.114640,0.178200,0.193120,0.139160,0.138600,0.189240,0.112960,0.099000,0.097000,0.083640,0.105120
450,summer,5,16:15:00,0.114240,0.176840,0.177600,0.140360,0.138960,0.189480,0.110880,0.101000,0.096840,0.083440,0.104680
451,summer,5,16:30:00,0.114600,0.175120,0.162160,0.142280,0.139240,0.188320,0.109560,0.103000,0.097080,0.083280,0.104840
452,summer,5,16:45:00,0.115680,0.173800,0.145600,0.145760,0.139720,0.187160,0.108800,0.106000,0.098200,0.082960,0.106360
453,summer,5,17:00:00,0.117600,0.173200,0.127320,0.151200,0.140560,0.186960,0.108560,0.111000,0.100560,0.082800,0.109600
454,summer,5,17:15:00,0.120320,0.172400,0.108440,0.157880,0.141560,0.187160,0.108200,0.116000,0.104800,0.085720,0.114320
455,summer,5,17:30:00,0.123880,0.170200,0.090640,0.164560,0.142400,0.186920,0.107160,0.121000,0.111520,0.095160,0.120000
456,summer,5,17:45:00,0.128160,0.165400,0.075640,0.170200,0.142720,0.185360,0.104800,0.127000,0.121360,0.114480,0.126120
457,summer,5,18:00:00,0.133240,0.157080,0.064640,0.173920,0.142280,0.181720,0.100680,0.132000,0.134400,0.145280,0.132280
458,summer,5,18:15:00,0.138920,0.146120,0.056960,0.176000,0.141280,0.175680,0.095240,0.137000,0.148920,0.181120,0.138360
459,summer,5,18:30:00,0.145040,0.133840,0.051520,0.177160,0.139920,0.167080,0.089040,0.141000,0.162640,0.213760,0.144280
460,summer,5,18:45:00,0.151480,0.121480,0.047280,0.178040,0.138480,0.155680,0.082600,0.146000,0.173200,0.234840,0.150040
461,summer,5,19:00:00,0.157960,0.110120,0.043320,0.179080,0.137160,0.141720,0.076560,0.149000,0.178920,0.238360,0.155400
462,summer,5,19:15:00,0.163800,0.100560,0.039640,0.180200,0.135840,0.127160,0.071160,0.152000,0.179800,0.227640,0.159520
463,summer,5,19:30:00,0.168280,0.093240,0.036480,0.181240,0.134360,0.114240,0.066720,0.154000,0.176480,0.208240,0.161400
464,summer,5,19:45:00,0.170640,0.088760,0.034040,0.181960,0.132440,0.105280,0.063480,0.156000,0.169520,0.185760,0.159920
465,summer,5,20:00:00,0.170400,0.087400,0.032480,0.182120,0.130040,0.101840,0.061600,0.156000,0.159600,0.164880,0.154600
466,summer,5,20:15:00,0.168320,0.088120,0.031560,0.181640,0.127240,0.102280,0.060640,0.156000,0.148080,0.146480,0.146600
467,summer,5,20:30:00,0.165280,0.089600,0.030920,0.180320,0.124160,0.104200,0.060080,0.155000,0.136400,0.130480,0.137640
468,summer,5,20:45:00,0.162320,0.090640,0.030240,0.178040,0.120960,0.105280,0.059440,0.154000,0.125960,0.116840,0.129440
469,summer,5,21:00:00,0.160120,0.090160,0.029320,0.174640,0.117800,0.103680,0.058320,0.152000,0.117920,0.105440,0.123200
470,summer,5,21:15:00,0.158440,0.088520,0.028240,0.169880,0.114840,0.099960,0.056960,0.150000,0.111880,0.096120,0.118640
471,summer,5,21:30:00,0.156840,0.086280,0.027200,0.163600,0.112240,0.095320,0.055840,0.146000,0.107080,0.088720,0.114920
472,summer,5,21:45:00,0.154800,0.084080,0.026480,0.155520,0.110080,0.090880,0.055400,0.140000,0.102800,0.082960,0.111280
473,summer,5,22:00:00,0.151920,0.082440,0.026200,0.145600,0.108480,0.087560,0.056040,0.130000,0.098480,0.078640,0.107120
474,summer,5,22:15:00,0.147880,0.081240,0.026200,0.134320,0.107200,0.085200,0.057640,0.119000,0.094080,0.075320,0.102480
475,summer,5,22:30:00,0.142560,0.080320,0.026360,0.122400,0.106000,0.083440,0.060160,0.106000,0.089600,0.072640,0.097480
476,summer,5,22:45:00,0.135680,0.079440,0.026480,0.110520,0.104640,0.081880,0.063480,0.095000,0.085200,0.070080,0.092320
477,summer,5,23:00:00,0.127200,0.078400,0.026360,0.099240,0.102880,0.080240,0.067280,0.085000,0.080960,0.067400,0.087200
478,summer,5,23:15:00,0.117480,0.077200,0.026000,0.088640,0.101040,0.078560,0.070600,0.076000,0.076920,0.064600,0.082240
479,summer,5,23:30:00,0.107080,0.075680,0.025400,0.078720,0.099480,0.076960,0.072400,0.069000,0.073080,0.061920,0.077600
480,summer,5,23:45:00,0.096560,0.073800,0.024600,0.069440,0.098560,0.075600,0.071520,0.062000,0.069480,0.059600,0.073360
481,summer,6,00:00:00,0.089840,0.074640,0.023560,0.063080,0.099000,0.075320,0.091760,0.060000,0.067200,0.067200,0.070880
482,summer,6,00:15:00,0.084880,0.076200,0.022480,0.058000,0.100000,0.075480,0.118240,0.059000,0.065600,0.065600,0.069240
483,summer,6,00:30:00,0.080720,0.077720,0.021520,0.053520,0.100880,0.075720,0.145560,0.059000,0.064280,0.064280,0.068040
484,summer,6,00:45:00,0.076560,0.078480,0.020800,0.048920,0.101000,0.075600,0.168280,0.059000,0.063000,0.063000,0.066760
485,summer,6,01:00:00,0.071720,0.077880,0.020480,0.043640,0.099840,0.074840,0.182200,0.057000,0.061440,0.061440,0.065120
486,summer,6,01:15:00,0.066560,0.076280,0.020480,0.038160,0.097880,0.073640,0.188440,0.054000,0.059760,0.059760,0.063160
487,summer,6,01:30:00,0.061600,0.074120,0.020640,0.033160,0.095800,0.072280,0.189400,0.051000,0.058040,0.058040,0.061160
488,summer,6,01:45:00,0.057440,0.071960,0.020800,0.029360,0.094360,0.071080,0.187400,0.049000,0.056520,0.056520,0.059360
489,summer,6,02:00:00,0.054480,0.070200,0.020880,0.027200,0.093960,0.070280,0.184600,0.047000,0.055240,0.055240,0.057920
490,summer,6,02:15:00,0.052560,0.068880,0.020880,0.026360,0.094320,0.069800,0.182240,0.045000,0.054240,0.054240,0.056840
491,summer,6,02:30:00,0.051440,0.067920,0.020840,0.026320,0.094840,0.069520,0.181160,0.044000,0.053440,0.053440,0.055960
492,summer,6,02:45:00,0.050760,0.067280,0.020800,0.026400,0.094960,0.069280,0.182360,0.044000,0.052800,0.052800,0.055240
493,summer,6,03:00:00,0.050320,0.066880,0.020800,0.026240,0.094280,0.069040,0.186440,0.043000,0.052240,0.052240,0.054520
494,summer,6,03:15:00,0.050040,0.066720,0.020800,0.025800,0.093040,0.068800,0.192600,0.043000,0.051800,0.051800,0.053880
495,summer,6,03:30:00,0.049880,0.066840,0.020840,0.025200,0.091720,0.068560,0.199680,0.042000,0.051360,0.051360,0.053280
496,summer,6,03:45:00,0.049920,0.067280,0.020800,0.024440,0.090720,0.068400,0.206560,0.042000,0.050960,0.050960,0.052760
497,summer,6,04:00:00,0.050120,0.068040,0.020720,0.023760,0.090320,0.068320,0.212280,0.041000,0.050560,0.050560,0.052360
498,summer,6,04:15:00,0.050400,0.069000,0.020680,0.023320,0.090240,0.068320,0.217000,0.039000,0.050200,0.050200,0.052080
499,summer,6,04:30:00,0.050640,0.070040,0.020680,0.023480,0.090120,0.068320,0.221000,0.039000,0.050000,0.050000,0.051920
500,summer,6,04:45:00,0.050760,0.071000,0.020800,0.024440,0.089520,0.068400,0.224680,0.038000,0.050000,0.050000,0.051920
501,summer,6,05:00:00,0.050760,0.071800,0.021120,0.026480,0.088240,0.068400,0.228240,0.038000,0.050280,0.050280,0.052120
502,summer,6,05:15:00,0.050880,0.072400,0.021560,0.029560,0.087040,0.068320,0.231520,0.039000,0.050840,0.050840,0.052560
503,summer,6,05:30:00,0.051600,0.072760,0.022120,0.033480,0.086720,0.068040,0.234120,0.040000,0.051680,0.051680,0.053320
504,summer,6,05:45:00,0.053280,0.072880,0.022680,0.038160,0.088280,0.067480,0.235760,0.040000,0.052800,0.052800,0.054400
505,summer,6,06:00:00,0.056200,0.072960,0.023240,0.043320,0.092200,0.066880,0.236240,0.041000,0.054360,0.054360,0.056000
506,summer,6,06:15:00,0.060400,0.073920,0.023760,0.048120,0.097360,0.067680,0.235800,0.042000,0.057160,0.057160,0.058440
507,summer,6,06:30:00,0.065840,0.076960,0.024240,0.051600,0.102200,0.071800,0.234840,0.044000,0.062160,0.062160,0.062160
508,summer,6,06:45:00,0.072400,0.083160,0.024600,0.052840,0.105240,0.081000,0.233760,0.046000,0.070400,0.070400,0.067600
509,summer,6,07:00:00,0.080040,0.093240,0.024880,0.051240,0.105520,0.096280,0.232640,0.049000,0.082440,0.082440,0.075080
510,summer,6,07:15:00,0.088480,0.106200,0.025200,0.048200,0.104640,0.115440,0.230440,0.053000,0.097440,0.097440,0.084360
511,summer,6,07:30:00,0.097400,0.120440,0.025680,0.045520,0.104640,0.135360,0.225880,0.057000,0.114200,0.114200,0.095160
512,summer,6,07:45:00,0.106520,0.134560,0.026480,0.045000,0.107640,0.152960,0.217640,0.061000,0.131520,0.131520,0.107160
513,summer,6,08:00:00,0.115600,0.147160,0.027720,0.048040,0.115040,0.165920,0.204960,0.064000,0.148200,0.148200,0.119920
514,summer,6,08:15:00,0.124400,0.157800,0.029400,0.054200,0.125000,0.174720,0.189400,0.067000,0.162760,0.162760,0.132640
515,summer,6,08:30:00,0.132800,0.166160,0.031480,0.062600,0.134880,0.180480,0.173080,0.070000,0.173760,0.173760,0.144360
516,summer,6,08:45:00,0.140680,0.171920,0.034040,0.072400,0.142120,0.184480,0.158200,0.074000,0.179680,0.179680,0.154160
517,summer,6,09:00:00,0.147800,0.175000,0.036960,0.082760,0.144840,0.187640,0.146400,0.079000,0.179640,0.179640,0.161240
518,summer,6,09:15:00,0.153960,0.176120,0.040040,0.093080,0.144160,0.190240,0.137680,0.085000,0.174880,0.174880,0.165520
519,summer,6,09:30:00,0.158920,0.176320,0.042920,0.102880,0.141840,0.192480,0.131680,0.092000,0.167200,0.167200,0.167000
520,summer,6,09:45:00,0.162320,0.176600,0.045400,0.111520,0.139720,0.194360,0.127960,0.100000,0.158400,0.158400,0.165680
521,summer,6,10:00:00,0.164080,0.177680,0.047160,0.118600,0.139200,0.196040,0.126040,0.110000,0.150160,0.150160,0.162000
522,summer,6,10:15:00,0.164720,0.179400,0.048320,0.124160,0.140000,0.197480,0.125320,0.120000,0.143440,0.143440,0.157360
523,summer,6,10:30:00,0.165000,0.181360,0.048960,0.128280,0.141400,0.198720,0.125200,0.130000,0.139120,0.139120,0.153600
524,summer,6,10:45:00,0.165640,0.183120,0.049160,0.131080,0.142720,0.199760,0.124920,0.137000,0.138000,0.138000,0.152520
525,summer,6,11:00:00,0.167120,0.184440,0.049000,0.132720,0.143440,0.200600,0.124160,0.143000,0.140440,0.140440,0.155160
526,summer,6,11:15:00,0.169440,0.185160,0.048400,0.133400,0.143640,0.201400,0.123160,0.146000,0.144400,0.144400,0.159640
527,summer,6,11:30:00,0.172360,0.185360,0.047240,0.133440,0.143720,0.202280,0.122560,0.147000,0.147520,0.147520,0.163200
528,summer,6,11:45:00,0.175600,0.185000,0.045400,0.133040,0.143920,0.203360,0.122920,0.148000,0.147280,0.147280,0.163240
529,summer,6,12:00:00,0.178960,0.184120,0.042840,0.132440,0.144480,0.204680,0.124440,0.148000,0.142000,0.142000,0.157840
530,summer,6,12:15:00,0.181840,0.182440,0.039840,0.131840,0.145000,0.205520,0.125920,0.147000,0.133080,0.133080,0.148480
531,summer,6,12:30:00,0.183720,0.179680,0.036800,0.131320,0.145000,0.205080,0.125920,0.146000,0.122680,0.122680,0.137440
532,summer,6,12:45:00,0.183960,0.175640,0.034040,0.131080,0.143920,0.202480,0.122920,0.144000,0.113000,0.113000,0.126960
533,summer,6,13:00:00,0.182160,0.170120,0.031880,0.131160,0.141480,0.197000,0.115960,0.143000,0.105760,0.105760,0.118800
534,summer,6,13:15:00,0.178680,0.163080,0.030320,0.131440,0.137800,0.188680,0.106400,0.142000,0.100600,0.100600,0.112760
535,summer,6,13:30:00,0.174120,0.154600,0.029160,0.131800,0.133240,0.177560,0.096000,0.142000,0.096800,0.096800,0.108040
536,summer,6,13:45:00,0.168960,0.144840,0.028360,0.132040,0.128200,0.163760,0.086640,0.144000,0.093560,0.093560,0.103880
537,summer,6,14:00:00,0.163760,0.133920,0.027800,0.132120,0.123040,0.147720,0.079840,0.148000,0.090280,0.090280,0.099720
538,summer,6,14:15:00,0.158840,0.122680,0.027320,0.132160,0.118160,0.130960,0.075600,0.154000,0.087120,0.087120,0.095760
539,summer,6,14:30:00,0.154640,0.112000,0.026920,0.132400,0.114080,0.115320,0.073600,0.161000,0.084400,0.084400,0.092360
540,summer,6,14:45:00,0.151480,0.102760,0.026480,0.133040,0.111280,0.102600,0.073560,0.167000,0.082440,0.082440,0.089840
541,summer,6,15:00:00,0.149560,0.095680,0.025920,0.134240,0.110040,0.094120,0.075000,0.174000,0.081480,0.081480,0.088520
542,summer,6,15:15:00,0.148560,0.090360,0.025360,0.135920,0.109960,0.089200,0.077240,0.179000,0.081280,0.081280,0.088040
543,summer,6,15:30:00,0.148000,0.086400,0.024880,0.137840,0.110560,0.086720,0.079360,0.183000,0.081400,0.081400,0.088080
544,summer,6,15:45:00,0.147320,0.083160,0.024600,0.139880,0.111280,0.085480,0.080600,0.185000,0.081520,0.081520,0.088200
545,summer,6,16:00:00,0.146240,0.080280,0.024560,0.141880,0.111680,0.084480,0.080320,0.184000,0.081320,0.081320,0.088200
546,summer,6,16:15:00,0.145040,0.077800,0.024680,0.144040,0.111880,0.083480,0.078840,0.182000,0.081240,0.081240,0.088320
547,summer,6,16:30:00,0.144160,0.075920,0.024760,0.146560,0.112080,0.082360,0.076720,0.180000,0.081760,0.081760,0.089000
548,summer,6,16:45:00,0.144000,0.074760,0.024600,0.149680,0.112480,0.081000,0.074560,0.179000,0.083360,0.083360,0.090680
549,summer,6,17:00:00,0.144920,0.074440,0.024080,0.153440,0.113200,0.079360,0.072760,0.180000,0.086560,0.086560,0.093680
550,summer,6,17:15:00,0.146960,0.074800,0.023440,0.157440,0.113960,0.077840,0.071160,0.184000,0.091720,0.091720,0.097960
551,summer,6,17:30:00,0.150000,0.075600,0.022880,0.160960,0.114240,0.076760,0.069520,0.189000,0.099160,0.099160,0.103320
552,summer,6,17:45:00,0.153960,0.076600,0.022680,0.163360,0.113680,0.076480,0.067520,0.196000,0.109320,0.109320,0.109640
553,summer,6,18:00:00,0.158760,0.077600,0.023000,0.164200,0.112120,0.077280,0.064960,0.205000,0.122080,0.122080,0.116680
554,summer,6,18:15:00,0.164000,0.078440,0.023600,0.163720,0.110200,0.078720,0.062280,0.213000,0.135840,0.135840,0.123840
555,summer,6,18:30:00,0.169200,0.079080,0.024240,0.162320,0.109000,0.080160,0.059960,0.222000,0.148640,0.148640,0.130480
556,summer,6,18:45:00,0.173960,0.079440,0.024600,0.160440,0.109480,0.081000,0.058440,0.229000,0.158400,0.158400,0.136040
557,summer,6,19:00:00,0.177800,0.079440,0.024440,0.158400,0.112200,0.080880,0.058080,0.234000,0.163560,0.163560,0.139880
558,summer,6,19:15:00,0.180520,0.079360,0.023960,0.156480,0.116200,0.080320,0.058520,0.236000,0.164400,0.164400,0.141960
559,summer,6,19:30:00,0.181800,0.079560,0.023280,0.154800,0.120160,0.080080,0.059160,0.237000,0.161520,0.161520,0.142320
560,summer,6,19:45:00,0.181440,0.080360,0.022680,0.153560,0.122760,0.081000,0.059440,0.237000,0.155600,0.155600,0.140960
561,summer,6,20:00:00,0.179280,0.081920,0.022320,0.152840,0.123000,0.083440,0.058960,0.235000,0.147400,0.147400,0.138000
562,summer,6,20:15:00,0.175640,0.083880,0.022200,0.152120,0.121240,0.086640,0.057800,0.231000,0.137800,0.137800,0.133720
563,summer,6,20:30:00,0.170960,0.085720,0.022320,0.150920,0.118280,0.089520,0.056200,0.226000,0.127880,0.127880,0.128560
564,summer,6,20:45:00,0.165640,0.086880,0.022680,0.148680,0.114920,0.090880,0.054400,0.221000,0.118560,0.118560,0.122840
565,summer,6,21:00:00,0.160120,0.087040,0.023280,0.144880,0.111720,0.090000,0.052640,0.214000,0.110680,0.110680,0.116920
566,summer,6,21:15:00,0.155040,0.086320,0.023920,0.139320,0.108920,0.087480,0.050960,0.206000,0.104120,0.104120,0.111000
567,summer,6,21:30:00,0.151120,0.084920,0.024400,0.131840,0.106520,0.084160,0.049520,0.197000,0.098520,0.098520,0.105240
568,summer,6,21:45:00,0.149000,0.083160,0.024600,0.122280,0.104640,0.081000,0.048360,0.187000,0.093560,0.093560,0.099760
569,summer,6,22:00:00,0.148920,0.081240,0.024320,0.110680,0.103240,0.078680,0.047560,0.176000,0.088960,0.088960,0.094680
570,summer,6,22:15:00,0.149600,0.079320,0.023760,0.098120,0.102120,0.077080,0.047120,0.163000,0.084640,0.084640,0.089960
571,summer,6,22:30:00,0.149360,0.077440,0.023160,0.085920,0.101080,0.075880,0.047040,0.150000,0.080600,0.080600,0.085640
572,summer,6,22:45:00,0.146480,0.075680,0.022680,0.075320,0.099800,0.074680,0.047360,0.137000,0.076880,0.076880,0.081600
573,summer,6,23:00:00,0.139800,0.074080,0.022560,0.067320,0.098160,0.073280,0.048000,0.125000,0.073440,0.073440,0.077880
574,summer,6,23:15:00,0.130280,0.072680,0.022640,0.061520,0.096440,0.071760,0.048720,0.113000,0.070280,0.070280,0.074400
575,summer,6,23:30:00,0.119520,0.071360,0.022760,0.057240,0.095040,0.070360,0.049280,0.103000,0.067400,0.067400,0.071240
576,summer,6,23:45:00,0.109040,0.070080,0.022680,0.053800,0.094360,0.069280,0.049360,0.094000,0.064840,0.064840,0.068440
577,summer,7,00:00:00,0.100080,0.068800,0.022360,0.050560,0.094560,0.068640,0.048840,0.086000,0.062560,0.062560,0.065920
578,summer,7,00:15:00,0.092520,0.067400,0.021800,0.047400,0.095320,0.068280,0.047840,0.079000,0.060600,0.060600,0.063720
579,summer,7,00:30:00,0.085920,0.065680,0.021240,0.044280,0.096040,0.068000,0.046600,0.074000,0.058880,0.058880,0.061800
580,summer,7,00:45:00,0.079920,0.063520,0.020800,0.041080,0.096160,0.067480,0.045320,0.069000,0.057440,0.057440,0.060160
581,summer,7,01:00:00,0.074120,0.060880,0.020600,0.037840,0.095320,0.066640,0.044280,0.066000,0.056200,0.056200,0.058800
582,summer,7,01:15:00,0.068680,0.058040,0.020600,0.034720,0.093880,0.065600,0.043440,0.063000,0.055200,0.055200,0.057640
583,summer,7,01:30:00,0.063880,0.055360,0.020680,0.031840,0.092360,0.064600,0.042760,0.060000,0.054400,0.054400,0.056760
584,summer,7,01:45:00,0.059920,0.053240,0.020800,0.029360,0.091320,0.063880,0.042320,0.058000,0.053720,0.053720,0.056040
585,summer,7,02:00:00,0.057000,0.052000,0.020840,0.027400,0.091120,0.063640,0.042040,0.055000,0.053160,0.053160,0.055560
586,summer,7,02:15:00,0.054960,0.051360,0.020840,0.026000,0.091560,0.063720,0.041960,0.052000,0.052720,0.052720,0.055200
587,summer,7,02:30:00,0.053520,0.050960,0.020840,0.025040,0.092160,0.063880,0.042040,0.049000,0.052280,0.052280,0.054840
588,summer,7,02:45:00,0.052440,0.050440,0.020800,0.024440,0.092520,0.063880,0.042320,0.046000,0.051880,0.051880,0.054400
589,summer,7,03:00:00,0.051520,0.049600,0.020800,0.024160,0.092400,0.063560,0.042800,0.044000,0.051440,0.051440,0.053800
590,summer,7,03:15:00,0.050760,0.048520,0.020840,0.024040,0.091880,0.063040,0.043320,0.043000,0.050960,0.050960,0.053120
591,summer,7,03:30:00,0.050240,0.047480,0.020840,0.023880,0.091240,0.062480,0.043880,0.042000,0.050480,0.050480,0.052480
592,summer,7,03:45:00,0.049920,0.046720,0.020800,0.023480,0.090720,0.062080,0.044320,0.040000,0.050000,0.050000,0.051920
593,summer,7,04:00:00,0.049920,0.046440,0.020720,0.022800,0.090480,0.061960,0.044600,0.039000,0.049600,0.049600,0.051640
594,summer,7,04:15:00,0.050000,0.046480,0.020640,0.022280,0.090360,0.062040,0.044760,0.038000,0.049400,0.049400,0.051640
595,summer,7,04:30:00,0.050080,0.046640,0.020640,0.022320,0.090120,0.062120,0.045000,0.037000,0.049480,0.049480,0.052000
596,summer,7,04:45:00,0.049920,0.046720,0.020800,0.023480,0.089520,0.062080,0.045320,0.037000,0.050000,0.050000,0.052760
597,summer,7,05:00:00,0.049480,0.046560,0.021160,0.026080,0.088480,0.061840,0.045960,0.037000,0.051160,0.051160,0.054040
598,summer,7,05:15:00,0.048920,0.046280,0.021640,0.029840,0.087720,0.061480,0.046840,0.038000,0.053080,0.053080,0.056080
599,summer,7,05:30:00,0.048400,0.045960,0.022200,0.034320,0.088200,0.061200,0.047960,0.039000,0.056040,0.056040,0.059160
600,summer,7,05:45:00,0.048280,0.045800,0.022680,0.039120,0.090720,0.061200,0.049360,0.039000,0.060200,0.060200,0.063480
601,summer,7,06:00:00,0.048680,0.045880,0.023080,0.043720,0.095800,0.061600,0.051000,0.039000,0.065800,0.065800,0.069240
602,summer,7,06:15:00,0.049840,0.046280,0.023240,0.047400,0.102040,0.062440,0.052640,0.038000,0.073160,0.073160,0.076320
603,summer,7,06:30:00,0.051880,0.047160,0.023160,0.049400,0.107600,0.063800,0.054200,0.038000,0.082640,0.082640,0.084360
604,summer,7,06:45:00,0.054920,0.048600,0.022680,0.048920,0.110680,0.065680,0.055400,0.039000,0.094480,0.094480,0.093160
605,summer,7,07:00:00,0.059200,0.050520,0.021840,0.045560,0.110040,0.068000,0.056160,0.043000,0.108840,0.108840,0.102440
606,summer,7,07:15:00,0.064880,0.052600,0.020800,0.040600,0.106880,0.070360,0.056520,0.049000,0.124720,0.124720,0.112280
607,summer,7,07:30:00,0.072240,0.054280,0.019760,0.035600,0.103080,0.072160,0.056560,0.056000,0.141040,0.141040,0.122600
608,summer,7,07:45:00,0.081560,0.055120,0.018920,0.032280,0.100400,0.072880,0.056440,0.064000,0.156560,0.156560,0.133560
609,summer,7,08:00:00,0.092880,0.054840,0.018440,0.031880,0.100160,0.072200,0.056160,0.071000,0.170080,0.170080,0.144880
610,summer,7,08:15:00,0.105640,0.053920,0.018360,0.034440,0.101760,0.070480,0.055880,0.078000,0.180480,0.180480,0.155480
611,summer,7,08:30:00,0.119040,0.053160,0.018520,0.039560,0.104040,0.068440,0.055600,0.086000,0.186560,0.186560,0.163960
612,summer,7,08:45:00,0.132320,0.053240,0.018920,0.046960,0.105840,0.066600,0.055400,0.095000,0.187120,0.187120,0.169000
613,summer,7,09:00:00,0.144840,0.054720,0.019440,0.056160,0.106320,0.065480,0.055400,0.104000,0.181560,0.181560,0.169640
614,summer,7,09:15:00,0.156160,0.057160,0.020000,0.066360,0.105760,0.065080,0.055720,0.115000,0.171760,0.171760,0.166680
615,summer,7,09:30:00,0.166000,0.060000,0.020480,0.076640,0.104800,0.065200,0.056680,0.128000,0.160160,0.160160,0.161400
616,summer,7,09:45:00,0.173960,0.062600,0.020800,0.086080,0.104040,0.065680,0.058440,0.142000,0.149120,0.149120,0.155000
617,summer,7,10:00:00,0.179960,0.064520,0.020880,0.093920,0.103840,0.066440,0.061160,0.158000,0.140760,0.140760,0.148720
618,summer,7,10:15:00,0.184600,0.065880,0.020840,0.100200,0.104120,0.067320,0.064520,0.174000,0.135600,0.135600,0.143760
619,summer,7,10:30:00,0.188720,0.067000,0.020760,0.105000,0.104480,0.068280,0.068120,0.188000,0.133680,0.133680,0.141360
620,summer,7,10:45:00,0.193080,0.068200,0.020800,0.108560,0.104640,0.069280,0.071520,0.200000,0.135240,0.135240,0.142600
621,summer,7,11:00:00,0.198280,0.069720,0.021040,0.111080,0.104360,0.070240,0.074440,0.207000,0.139880,0.139880,0.148040
622,summer,7,11:15:00,0.203760,0.071440,0.021480,0.112720,0.104000,0.071080,0.076720,0.211000,0.145600,0.145600,0.155240
623,summer,7,11:30:00,0.208680,0.073200,0.022040,0.113760,0.103960,0.071680,0.078440,0.212000,0.149840,0.149840,0.161080
624,summer,7,11:45:00,0.212240,0.074760,0.022680,0.114440,0.104640,0.072000,0.079600,0.212000,0.150040,0.150040,0.162400
625,summer,7,12:00:00,0.213720,0.076000,0.023400,0.115000,0.106280,0.071920,0.080160,0.212000,0.144640,0.144640,0.157120
626,summer,7,12:15:00,0.212760,0.077000,0.024040,0.115440,0.108360,0.071560,0.080080,0.212000,0.135240,0.135240,0.147200
627,summer,7,12:30:00,0.209040,0.077800,0.024480,0.115920,0.110080,0.070960,0.079240,0.211000,0.124480,0.124480,0.135600
628,summer,7,12:45:00,0.202240,0.078480,0.024600,0.116400,0.110680,0.070200,0.077600,0.211000,0.114840,0.114840,0.125320
629,summer,7,13:00:00,0.192440,0.079120,0.024320,0.116920,0.109680,0.069320,0.075080,0.212000,0.108360,0.108360,0.118560
630,summer,7,13:15:00,0.180880,0.079480,0.023800,0.117200,0.107520,0.068480,0.072120,0.212000,0.104640,0.104640,0.114880
631,summer,7,13:30:00,0.169200,0.079360,0.023160,0.116800,0.105000,0.067840,0.069120,0.210000,0.102800,0.102800,0.113120
632,summer,7,13:45:00,0.158960,0.078480,0.022680,0.115440,0.102800,0.067480,0.066480,0.204000,0.101880,0.101880,0.112120
633,summer,7,14:00:00,0.151400,0.076760,0.022480,0.112880,0.101520,0.067560,0.064600,0.195000,0.101120,0.101120,0.110920
634,summer,7,14:15:00,0.145960,0.074400,0.022440,0.109840,0.101000,0.067880,0.063480,0.183000,0.100400,0.100400,0.109520
635,summer,7,14:30:00,0.141600,0.071760,0.022560,0.107120,0.100920,0.068240,0.063120,0.170000,0.099720,0.099720,0.108200
636,summer,7,14:45:00,0.137320,0.069160,0.022680,0.105640,0.101000,0.068400,0.063480,0.158000,0.099120,0.099120,0.107160
637,summer,7,15:00:00,0.132400,0.066840,0.022800,0.105960,0.100960,0.068200,0.064440,0.149000,0.098560,0.098560,0.106600
638,summer,7,15:15:00,0.127000,0.064840,0.022840,0.107680,0.100800,0.067840,0.065680,0.141000,0.098120,0.098120,0.106320
