0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
7556400.0,5.4,-6.2,43,101090,9999,9999,263,670,813,181,999900,999900,999900,99990,210,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7560000.0,6.3,-6.3,40,101070,9999,9999,268,720,792,192,999900,999900,999900,99990,220,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7563600.0,7.7,-5.0,40,101050,9999,9999,276,700,689,225,999900,999900,999900,99990,170,2.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7567200.0,7.7,-6.4,36,101020,9999,9999,276,592,587,200,999900,999900,999900,99990,360,2.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7570800.0,7.8,-10.5,26,100980,9999,9999,276,514,608,147,999900,999900,999900,99990,310,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7574400.0,8.3,-9.6,27,100970,9999,9999,279,372,505,119,999900,999900,999900,99990,300,2.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7578000.0,7.8,-10.5,26,100950,9999,9999,276,197,294,89,999900,999900,999900,99990,20,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7581600.0,6.8,-10.9,27,100940,9999,9999,271,53,80,36,999900,999900,999900,99990,360,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7585200.0,5.0,-11.5,29,100970,9999,9999,260,0,0,0,999900,999900,999900,99990,90,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7588800.0,2.7,-11.9,33,101000,9999,9999,244,0,0,0,999900,999900,999900,99990,130,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7592400.0,0.9,-11.5,39,101020,9999,9999,235,0,0,0,999900,999900,999900,99990,170,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7596000.0,-0.5,-10.7,46,101030,9999,9999,230,0,0,0,999900,999900,999900,99990,140,0.8,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7599600.0,-1.3,-10.1,51,101010,9999,9999,225,0,0,0,999900,999900,999900,99990,110,0.6,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7603200.0,-1.7,-9.1,57,100980,9999,9999,220,0,0,0,999900,999900,999900,99990,0,0.4,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7606800.0,-1.7,-5.4,76,100940,9999,9999,226,0,0,0,999900,999900,999900,99990,0,0.2,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7610400.0,-1.5,-4.7,79,100910,9999,9999,225,0,0,0,999900,999900,999900,99990,0,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7614000.0,-1.4,-3.9,83,100890,9999,9999,229,0,0,0,999900,999900,999900,99990,0,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7617600.0,-1.7,-5.2,77,100900,9999,9999,227,0,0,0,999900,999900,999900,99990,99,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7621200.0,-1.9,-4.7,81,100920,9999,9999,220,0,0,0,999900,999900,999900,99990,0,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7624800.0,-2.7,-5.0,84,100930,9999,9999,220,0,0,0,999900,999900,999900,99990,0,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7628400.0,-1.6,-3.9,84,100960,9999,9999,225,75,229,39,999900,999900,999900,99990,360,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7632000.0,1.7,-3.0,71,101000,9999,9999,242,236,758,75,999900,999900,999900,99990,340,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7635600.0,4.6,-1.8,63,101020,9999,9999,258,400,821,97,999900,999900,999900,99990,340,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7639200.0,7.8,-1.7,51,101030,9999,9999,276,544,860,111,999900,999900,999900,99990,320,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7642800.0,10.0,-2.6,41,101020,9999,9999,289,642,852,125,999900,999900,999900,99990,99,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7646400.0,13.1,-4.1,30,100970,9999,9999,309,689,823,136,999900,999900,999900,99990,310,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7650000.0,13.2,-5.4,27,100920,9999,9999,310,689,792,139,999900,999900,999900,99990,360,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7653600.0,14.2,-5.5,25,100850,9999,9999,316,639,755,131,999900,999900,999900,99990,30,0.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7657200.0,15.8,-7.1,20,100810,9999,9999,327,541,689,122,999900,999900,999900,99990,330,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7660800.0,15.2,-6.9,21,100780,9999,9999,323,403,599,100,999900,999900,999900,99990,10,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7664400.0,14.8,-7.3,21,100770,9999,9999,320,242,449,75,999900,999900,999900,99990,30,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7668000.0,13.7,-6.5,24,100780,9999,9999,313,81,195,39,999900,999900,999900,99990,50,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7671600.0,11.7,-5.7,29,100790,9999,9999,300,0,0,0,999900,999900,999900,99990,60,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7675200.0,9.2,-5.1,36,100830,9999,9999,284,0,0,0,999900,999900,999900,99990,80,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7678800.0,7.1,-3.4,47,100840,9999,9999,272,0,0,0,999900,999900,999900,99990,30,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7682400.0,4.2,-2.4,62,100860,9999,9999,256,0,0,0,999900,999900,999900,99990,30,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7686000.0,6.7,-1.9,54,100850,9999,9999,270,0,0,0,999900,999900,999900,99990,20,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7689600.0,6.2,-2.4,54,100840,9999,9999,267,0,0,0,999900,999900,999900,99990,10,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7693200.0,5.1,-2.7,57,100800,9999,9999,261,0,0,0,999900,999900,999900,99990,20,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7696800.0,7.1,-2.3,51,100740,9999,9999,272,0,0,0,999900,999900,999900,99990,20,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7700400.0,6.3,-2.8,52,100690,9999,9999,267,0,0,0,999900,999900,999900,99990,360,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7704000.0,6.3,-2.3,54,100670,9999,9999,267,0,0,0,999900,999900,999900,99990,30,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7707600.0,6.2,-2.2,55,100660,9999,9999,267,0,0,0,999900,999900,999900,99990,30,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7711200.0,4.7,-1.9,62,100650,9999,9999,258,0,0,0,999900,999900,999900,99990,50,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7714800.0,6.4,-1.0,59,100620,9999,9999,268,86,244,39,999900,999900,999900,99990,40,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7718400.0,7.6,-0.8,55,100590,9999,9999,275,256,866,67,999900,999900,999900,99990,10,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7722000.0,9.3,-1.7,46,100560,9999,9999,285,428,934,78,999900,999900,999900,99990,20,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7725600.0,12.6,-3.6,32,100530,9999,9999,306,577,971,83,999900,999900,999900,99990,100,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7729200.0,13.9,-5.8,25,100480,9999,9999,314,680,971,86,999900,999900,999900,99990,80,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7732800.0,15.5,-5.0,24,100440,9999,9999,325,731,949,89,999900,999900,999900,99990,90,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7736400.0,16.9,-6.8,19,100370,9999,9999,334,730,921,86,999900,999900,999900,99990,80,6.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7740000.0,17.0,-7.5,18,100300,9999,9999,335,672,861,89,999900,999900,999900,99990,80,8.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7743600.0,17.8,-6.8,18,100230,9999,9999,341,567,785,86,999900,999900,999900,99990,80,5.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7747200.0,18.3,-6.4,18,100170,9999,9999,344,428,686,78,999900,999900,999900,99990,90,5.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7750800.0,18.0,-5.9,19,100120,9999,9999,342,261,524,64,999900,999900,999900,99990,90,5.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7754400.0,16.7,-7.7,18,100130,9999,9999,333,95,255,39,999900,999900,999900,99990,110,6.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7758000.0,14.8,-7.3,21,100140,9999,9999,320,0,0,0,999900,999900,999900,99990,80,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7761600.0,13.1,-5.9,26,100190,9999,9999,309,0,0,0,999900,999900,999900,99990,70,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7765200.0,11.6,-3.7,34,100200,9999,9999,299,0,0,0,999900,999900,999900,99990,70,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7768800.0,11.0,-3.5,36,100220,9999,9999,296,0,0,0,999900,999900,999900,99990,110,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7772400.0,10.4,-3.6,37,100230,9999,9999,292,0,0,0,999900,999900,999900,99990,110,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7776000.0,9.9,-3.0,40,100220,9999,9999,289,0,0,0,999900,999900,999900,99990,110,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7779600.0,8.5,-2.7,45,100210,9999,9999,280,0,0,0,999900,999900,999900,99990,120,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7783200.0,6.7,-1.7,55,100190,9999,9999,270,0,0,0,999900,999900,999900,99990,110,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7786800.0,6.0,-1.2,60,100200,9999,9999,266,0,0,0,999900,999900,999900,99990,10,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7790400.0,5.0,-0.8,66,100200,9999,9999,260,0,0,0,999900,999900,999900,99990,30,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7794000.0,6.6,-0.6,60,100220,9999,9999,303,0,0,0,999900,999900,999900,99990,40,2.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7797600.0,6.2,-1.0,60,100200,9999,9999,268,6,0,6,999900,999900,999900,99990,40,2.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7801200.0,6.3,-0.7,61,100220,9999,9999,276,91,336,72,999900,999900,999900,99990,40,1.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7804800.0,7.4,-0.3,58,100240,9999,9999,297,119,0,119,999900,999900,999900,99990,160,0.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7808400.0,8.5,-0.5,53,100240,9999,9999,313,195,8,192,999900,999900,999900,99990,60,0.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7812000.0,10.0,0.6,52,100240,9999,9999,320,356,54,328,999900,999900,999900,99990,260,0.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7815600.0,12.0,-1.5,39,100220,9999,9999,314,675,580,317,999900,999900,999900,99990,310,1.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7819200.0,13.0,-1.0,38,100170,9999,9999,320,606,497,267,999900,999900,999900,99990,40,2.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7822800.0,14.9,-0.8,34,100120,9999,9999,332,617,501,264,999900,999900,999900,99990,50,1.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7826400.0,17.1,-2.0,27,100060,9999,9999,345,617,685,150,999900,999900,999900,99990,280,1.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7830000.0,18.1,-1.7,26,100000,9999,9999,348,533,522,211,999900,999900,999900,99990,350,1.0,5,5,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7833600.0,17.4,-2.3,26,99960,9999,9999,339,411,529,139,999900,999900,999900,99990,60,1.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7837200.0,17.8,-2.5,25,99920,9999,9999,342,242,423,81,999900,999900,999900,99990,60,1.0,5,5,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7840800.0,17.6,-2.6,25,99920,9999,9999,340,84,187,42,999900,999900,999900,99990,350,2.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7844400.0,15.7,-0.9,32,99940,9999,9999,327,3,0,3,999900,999900,999900,99990,30,2.0,3,3,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7848000.0,12.2,-0.3,42,99970,9999,9999,304,0,0,0,999900,999900,999900,99990,110,2.0,3,3,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7851600.0,10.2,1.3,54,99980,9999,9999,291,0,0,0,999900,999900,999900,99990,50,1.0,3,3,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7855200.0,8.0,2.0,66,100000,9999,9999,278,0,0,0,999900,999900,999900,99990,60,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7858800.0,5.7,0.5,69,100000,9999,9999,265,0,0,0,999900,999900,999900,99990,10,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7862400.0,5.3,1.1,74,100010,9999,9999,262,0,0,0,999900,999900,999900,99990,40,1.0,5,5,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7866000.0,5.0,1.1,76,100060,9999,9999,261,0,0,0,999900,999900,999900,99990,290,2.0,5,5,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7869600.0,4.6,0.4,74,100040,9999,9999,258,0,0,0,999900,999900,999900,99990,40,2.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7873200.0,3.0,-0.3,79,100010,9999,9999,249,0,0,0,999900,999900,999900,99990,30,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7876800.0,3.1,0.7,84,100020,9999,9999,250,0,0,0,999900,999900,999900,99990,340,1.0,3,3,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7880400.0,4.4,1.4,81,100030,9999,9999,293,0,0,0,999900,999900,999900,99990,360,2.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7884000.0,5.3,1.4,76,100080,9999,9999,297,3,0,3,999900,999900,999900,99990,320,2.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7887600.0,5.2,1.3,76,100120,9999,9999,285,36,0,36,999900,999900,999900,99990,10,0.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7891200.0,5.4,1.9,78,100150,9999,9999,266,202,409,108,999900,999900,999900,99990,150,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7894800.0,9.6,3.1,64,100170,9999,9999,288,390,469,209,999900,999900,999900,99990,230,1.0,3,3,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7898400.0,12.4,3.4,54,100180,9999,9999,304,522,737,139,999900,999900,999900,99990,170,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7902000.0,15.0,2.2,42,100140,9999,9999,321,619,753,150,999900,999900,999900,99990,290,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7905600.0,16.9,2.1,37,100060,9999,9999,334,667,744,156,999900,999900,999900,99990,280,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7909200.0,18.8,0.4,29,99990,9999,9999,348,675,741,150,999900,999900,999900,99990,260,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7912800.0,19.8,0.8,28,99940,9999,9999,355,633,712,144,999900,999900,999900,99990,30,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7916400.0,21.5,0.7,25,99900,9999,9999,367,533,644,133,999900,999900,999900,99990,90,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7920000.0,20.6,-2.5,21,99870,9999,9999,361,406,557,117,999900,999900,999900,99990,90,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7923600.0,20.3,-2.1,22,99860,9999,9999,359,247,419,86,999900,999900,999900,99990,110,5.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7927200.0,18.8,-1.6,25,99880,9999,9999,348,88,193,44,999900,999900,999900,99990,80,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7930800.0,17.0,-1.1,29,99900,9999,9999,335,6,49,3,999900,999900,999900,99990,80,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7934400.0,15.4,-1.2,32,99930,9999,9999,324,0,0,0,999900,999900,999900,99990,80,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7938000.0,14.8,-0.5,35,99970,9999,9999,320,0,0,0,999900,999900,999900,99990,360,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7941600.0,14.7,-0.2,36,99950,9999,9999,319,0,0,0,999900,999900,999900,99990,50,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7945200.0,14.9,0.4,37,99930,9999,9999,321,0,0,0,999900,999900,999900,99990,110,4.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7948800.0,14.4,1.3,41,99940,9999,9999,317,0,0,0,999900,999900,999900,99990,100,5.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7952400.0,11.6,1.8,51,99950,9999,9999,299,0,0,0,999900,999900,999900,99990,40,2.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7956000.0,11.0,3.1,58,99930,9999,9999,296,0,0,0,999900,999900,999900,99990,30,3.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7959600.0,8.4,2.2,65,99920,9999,9999,280,0,0,0,999900,999900,999900,99990,330,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7963200.0,7.4,2.1,69,99930,9999,9999,274,0,0,0,999900,999900,999900,99990,10,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7966800.0,5.9,2.2,77,99930,9999,9999,265,0,0,0,999900,999900,999900,99990,50,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7970400.0,5.0,1.3,77,99930,9999,9999,262,8,0,8,999900,999900,999900,99990,50,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7974000.0,6.7,3.7,81,100030,9999,9999,272,84,248,67,999900,999900,999900,99990,260,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7977600.0,9.4,4.2,70,100040,9999,9999,286,206,271,142,999900,999900,999900,99990,20,1.0,0,0,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7981200.0,11.7,4.9,63,100090,9999,9999,301,303,248,206,999900,999900,999900,99990,300,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7984800.0,13.7,6.1,60,100120,9999,9999,313,472,491,214,999900,999900,999900,99990,160,0.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7988400.0,15.2,5.7,53,100100,9999,9999,323,597,570,239,999900,999900,999900,99990,170,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7992000.0,16.6,6.1,50,100070,9999,9999,331,636,542,261,999900,999900,999900,99990,180,0.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7995600.0,18.0,5.2,43,100060,9999,9999,341,659,604,228,999900,999900,999900,99990,60,1.0,5,5,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
7999200.0,18.9,2.3,33,100030,9999,9999,348,614,611,192,999900,999900,999900,99990,50,1.0,4,4,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8002800.0,19.6,2.5,32,100000,9999,9999,354,525,577,164,999900,999900,999900,99990,60,1.0,3,3,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8006400.0,20.7,0.0,25,99980,9999,9999,362,314,346,133,999900,999900,999900,99990,320,1.0,1,1,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8010000.0,19.7,1.7,30,99980,9999,9999,361,117,8,114,999900,999900,999900,99990,70,1.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8013600.0,19.5,1.5,30,99990,9999,9999,365,72,13,69,999900,999900,999900,99990,360,2.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8017200.0,18.1,2.0,34,100040,9999,9999,348,6,0,6,999900,999900,999900,99990,350,2.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8020800.0,16.3,3.0,41,100100,9999,9999,336,0,0,0,999900,999900,999900,99990,350,2.0,6,6,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8024400.0,16.1,3.2,42,100180,9999,9999,335,0,0,0,999900,999900,999900,99990,330,3.0,5,5,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8028000.0,14.6,2.8,45,100210,9999,9999,321,0,0,0,999900,999900,999900,99990,360,2.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8031600.0,12.9,3.3,52,100250,9999,9999,310,0,0,0,999900,999900,999900,99990,10,2.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8035200.0,11.4,3.9,60,100350,9999,9999,306,0,0,0,999900,999900,999900,99990,340,1.0,10,10,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8038800.0,12.0,4.5,60,100460,9999,9999,305,0,0,0,999900,999900,999900,99990,320,1.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8042400.0,13.2,5.4,59,100590,9999,9999,348,0,0,0,999900,999900,999900,99990,280,2.0,10,10,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8046000.0,13.3,6.4,63,100600,9999,9999,337,0,0,0,999900,999900,999900,99990,300,1.0,10,10,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8049600.0,11.9,5.5,65,100600,9999,9999,330,0,0,0,999900,999900,999900,99990,80,1.0,10,10,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8053200.0,12.7,6.5,66,100710,9999,9999,345,0,0,0,999900,999900,999900,99990,220,4.0,10,10,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8056800.0,12.1,6.6,69,100750,9999,9999,314,0,0,0,999900,999900,999900,99990,210,3.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8060400.0,11.8,6.1,68,100860,9999,9999,344,28,0,28,999900,999900,999900,99990,210,4.0,10,10,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8064000.0,12.0,5.9,66,100940,9999,9999,345,197,195,150,999900,999900,999900,99990,220,4.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8067600.0,12.6,5.5,62,100990,9999,9999,315,181,43,164,999900,999900,999900,99990,220,5.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8071200.0,12.9,5.8,62,101100,9999,9999,336,342,94,292,999900,999900,999900,99990,230,3.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8074800.0,14.1,4.9,54,101140,9999,9999,333,500,242,347,999900,999900,999900,99990,230,3.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8078400.0,15.1,4.5,49,101120,9999,9999,333,622,507,269,999900,999900,999900,99990,200,4.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8082000.0,16.6,3.0,40,101110,9999,9999,342,636,581,219,999900,999900,999900,99990,220,3.0,8,8,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8085600.0,16.5,1.0,35,101100,9999,9999,358,358,135,264,999900,999900,999900,99990,210,5.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8089200.0,16.8,0.0,32,101110,9999,9999,373,181,22,167,999900,999900,999900,99990,230,6.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8092800.0,15.9,0.9,36,101110,9999,9999,367,120,6,117,999900,999900,999900,99990,210,5.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8096400.0,15.7,0.3,35,101120,9999,9999,366,59,8,56,999900,999900,999900,99990,250,5.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8100000.0,15.1,2.0,41,101150,9999,9999,363,55,34,47,999900,999900,999900,99990,220,4.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
8103600.0,14.6,2.8,45,101200,9999,9999,347,6,0,6,999900,999900,999900,99990,230,2.0,9,9,999.0,999,9,999999999,0,0.0000,999,88,999.000,999.0,99.0
